DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.504,0.5041999999999999,0.578332,0.597347,0.503,5.0,$RhoA_amp,0.019015000000000004,Normal
0.504401,0.496202,0.5915739999999999,0.5972959999999999,0.487602,10.0,$RhoA_amp,0.005722000000000005,Normal
0.504401,0.498999,0.611785,0.5883769999999999,0.49580100000000005,15.0,$RhoA_amp,-0.023408000000000095,Normal
0.500001,0.495201,0.6090340000000001,0.590839,0.4972000000000001,20.0,$RhoA_amp,-0.018195000000000072,Normal
0.5084000000000001,0.500999,0.6256119999999998,0.579402,0.501399,25.0,$RhoA_amp,-0.04620999999999986,Normal
0.4901999999999999,0.49019999999999997,0.60849,0.6010139999999999,0.4994,30.0,$RhoA_amp,-0.007476000000000038,Normal
0.5022,0.485799,0.631684,0.578201,0.48779799999999995,35.0,$RhoA_amp,-0.05348300000000006,Normal
0.49140300000000003,0.510001,0.6230020000000001,0.576712,0.49240200000000006,40.0,$RhoA_amp,-0.04629000000000005,Normal
0.506399,0.512198,0.6323470000000001,0.5832280000000001,0.5062,45.0,$RhoA_amp,-0.049119000000000024,Normal
0.5028,0.4934,0.6239210000000001,0.5905320000000001,0.4896,50.0,$RhoA_amp,-0.033389,Normal
0.48820099999999994,0.503999,0.616476,0.598345,0.4937979999999999,55.0,$RhoA_amp,-0.018131000000000008,Normal
0.49779799999999996,0.5114000000000001,0.538524,0.6338189999999999,0.5005999999999999,1.0,$RhoA_mod,0.09529499999999991,Normal
0.494399,0.484999,0.597132,0.589157,0.5050000000000001,3.0,$RhoA_mod,-0.007974999999999954,Normal
0.4966,0.514999,0.6191040000000001,0.570786,0.4842,5.0,$RhoA_mod,-0.04831800000000008,Normal
0.505802,0.49539999999999995,0.629519,0.588723,0.49999999999999994,7.0,$RhoA_mod,-0.040796000000000054,Normal
0.496602,0.510202,0.438607,0.6685790000000001,0.500001,0.1,$RhoA_basal,0.22997200000000012,Normal
0.502802,0.503402,0.5632310000000001,0.610642,0.49860200000000005,0.6,$RhoA_basal,0.04741099999999987,Normal
0.5099990000000001,0.4966,0.645164,0.568156,0.48280000000000006,1.1,$RhoA_basal,-0.07700799999999997,Normal
0.49499899999999997,0.5024,0.749132,0.5199469999999999,0.5075989999999999,1.0,$RhoA_antagonistic,-0.22918500000000008,Normal
0.48820300000000005,0.504402,0.589318,0.6011610000000001,0.503801,3.0,$RhoA_antagonistic,0.011843000000000048,Normal
0.5053989999999999,0.49179899999999993,0.509805,0.642696,0.49979799999999996,5.0,$RhoA_antagonistic,0.1328910000000001,Normal
0.498,0.49239900000000003,0.453249,0.6621069999999999,0.4952,7.0,$RhoA_antagonistic,0.20885799999999988,Normal
0.49139900000000003,0.506398,0.42106899999999997,0.691762,0.509799,9.0,$RhoA_antagonistic,0.270693,Hyper
0.488999,0.503,0.38417300000000004,0.694786,0.492999,11.0,$RhoA_antagonistic,0.310613,Hyper
0.4948,0.5038,0.354036,0.7241640000000001,0.494199,13.0,$RhoA_antagonistic,0.3701280000000001,Hyper
0.5049990000000001,0.49939900000000004,0.6172500000000001,0.5820280000000001,0.499999,0.05,$RhoA_decay,-0.035221999999999976,Normal
0.5096,0.507401,0.6072169999999999,0.594294,0.49920000000000003,0.15000000000000002,$RhoA_decay,-0.012922999999999907,Normal
0.5084010000000001,0.511401,0.5992299999999999,0.594599,0.504401,0.25000000000000006,$RhoA_decay,-0.004630999999999941,Normal
0.4972,0.5116,0.579573,0.598576,0.4952,0.3500000000000001,$RhoA_decay,0.019002999999999992,Normal
0.5026,0.48000000000000004,0.560341,0.602988,0.5036,0.45000000000000007,$RhoA_decay,0.04264699999999999,Normal
0.508799,0.501001,0.56331,0.6117060000000001,0.5066,0.55,$RhoA_decay,0.048396000000000106,Normal
0.506799,0.5029980000000001,0.5498630000000001,0.6113070000000002,0.5076,0.6500000000000001,$RhoA_decay,0.061444000000000054,Normal
0.5160009999999999,0.507002,0.544743,0.600668,0.49219999999999997,0.7500000000000001,$RhoA_decay,0.055925,Normal
0.500001,0.514001,0.529849,0.607901,0.5114000000000001,0.8500000000000002,$RhoA_decay,0.07805200000000001,Normal
0.501803,0.5028,0.520498,0.6125280000000002,0.507401,0.9500000000000002,$RhoA_decay,0.09203000000000017,Normal
0.501401,0.502601,0.612743,0.5613849999999999,0.491201,5.0,$RhoC_amp,-0.051358000000000126,Normal
