DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.500799,0.5011990000000001,0.6034170000000001,0.5912639999999999,0.493999,10.0,$RhoC_amp,-0.012153000000000191,Normal
0.518202,0.505601,0.604684,0.599764,0.494999,15.0,$RhoC_amp,-0.0049200000000000355,Normal
0.491799,0.515,0.5875299999999999,0.6141359999999999,0.5008,20.0,$RhoC_amp,0.02660600000000002,Normal
0.500799,0.499599,0.5805629999999999,0.619426,0.5096,25.0,$RhoC_amp,0.03886300000000009,Normal
0.4933980000000001,0.503799,0.590645,0.619802,0.5067980000000001,30.0,$RhoC_amp,0.02915699999999999,Normal
0.4925999999999999,0.49360000000000004,0.585792,0.616343,0.5049990000000001,35.0,$RhoC_amp,0.030550999999999995,Normal
0.49219999999999997,0.4966,0.584283,0.621996,0.5052,40.0,$RhoC_amp,0.037712999999999997,Normal
0.500001,0.5038009999999999,0.602425,0.614808,0.502401,45.0,$RhoC_amp,0.012383000000000033,Normal
0.5017980000000001,0.512799,0.6026910000000001,0.616113,0.48999899999999996,50.0,$RhoC_amp,0.013421999999999934,Normal
0.504399,0.49099899999999996,0.5998939999999999,0.615416,0.49080100000000004,55.0,$RhoC_amp,0.015522000000000036,Normal
0.4927980000000001,0.48939900000000003,0.6224860000000001,0.538347,0.5074,1.0,$RhoC_mod,-0.08413900000000007,Normal
0.4986000000000001,0.4954,0.597508,0.6092580000000001,0.5074,3.0,$RhoC_mod,0.011750000000000038,Normal
0.503201,0.490002,0.588412,0.610575,0.49160100000000007,5.0,$RhoC_mod,0.022162999999999933,Normal
0.5022,0.4846,0.5805100000000001,0.6321840000000001,0.501,7.0,$RhoC_mod,0.051674,Normal
0.504602,0.516001,0.6828190000000001,0.429712,0.49300299999999997,0.1,$RhoC_basal,-0.2531070000000001,Failed
0.5031990000000001,0.5078,0.6120589999999999,0.5590109999999999,0.504999,0.6,$RhoC_basal,-0.053047999999999984,Normal
0.501601,0.492599,0.5786479999999999,0.6427820000000001,0.5099990000000001,1.1,$RhoC_basal,0.06413400000000014,Normal
0.492,0.499002,0.513968,0.7583020000000001,0.502602,1.0,$RhoC_antagonistic,0.24433400000000016,Normal
0.5028009999999999,0.489,0.596978,0.591967,0.49899999999999994,3.0,$RhoC_antagonistic,-0.005010999999999988,Normal
0.4983990000000001,0.494199,0.6482129999999999,0.5108109999999999,0.500598,5.0,$RhoC_antagonistic,-0.13740200000000002,Normal
0.49920100000000006,0.496401,0.670513,0.453132,0.49660099999999996,7.0,$RhoC_antagonistic,-0.21738100000000005,Normal
0.502599,0.4898,0.6981269999999999,0.41524099999999997,0.5036,9.0,$RhoC_antagonistic,-0.28288599999999997,Failed
0.506802,0.508601,0.709154,0.38352699999999995,0.500603,11.0,$RhoC_antagonistic,-0.325627,Failed
0.5006010000000001,0.5105999999999999,0.716618,0.35958600000000007,0.5139980000000001,13.0,$RhoC_antagonistic,-0.3570319999999999,Failed
0.49119799999999997,0.49559899999999996,0.5909920000000001,0.614435,0.5029980000000001,0.05,$RhoC_decay,0.02344299999999988,Normal
0.49979999999999997,0.508401,0.5961350000000001,0.611992,0.517601,0.15000000000000002,$RhoC_decay,0.0158569999999999,Normal
0.48960100000000006,0.497201,0.5862200000000001,0.5991949999999999,0.501201,0.25000000000000006,$RhoC_decay,0.012974999999999848,Normal
0.496001,0.5045999999999999,0.6066549999999999,0.5762959999999999,0.5032,0.3500000000000001,$RhoC_decay,-0.030359000000000025,Normal
0.513401,0.503802,0.602204,0.5658209999999999,0.500401,0.45000000000000007,$RhoC_decay,-0.036383000000000054,Normal
0.5004019999999999,0.5004009999999999,0.6161129999999999,0.549282,0.492002,0.55,$RhoC_decay,-0.06683099999999986,Normal
0.505201,0.4856,0.601922,0.54805,0.5024000000000001,0.6500000000000001,$RhoC_decay,-0.05387199999999992,Normal
0.49759999999999993,0.499801,0.5981650000000001,0.536718,0.510201,0.7500000000000001,$RhoC_decay,-0.06144700000000003,Normal
0.49580099999999994,0.5133999999999999,0.612028,0.525867,0.4982,0.8500000000000002,$RhoC_decay,-0.08616100000000004,Normal
0.48940000000000006,0.5027999999999999,0.6138530000000001,0.515304,0.485401,0.9500000000000002,$RhoC_decay,-0.09854900000000011,Normal
