DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.511,0.5094000000000001,0.6411789999999999,0.582292,0.4982,0.05,$RhoA_decay,-0.05888699999999991,Normal
0.5166000000000001,0.49140100000000003,0.6087870000000001,0.5896319999999999,0.5018,0.15000000000000002,$RhoA_decay,-0.019155000000000144,Normal
0.4986,0.4988,0.592247,0.598056,0.5071990000000001,0.25000000000000006,$RhoA_decay,0.005809000000000064,Normal
0.49199899999999996,0.497399,0.5717309999999999,0.602761,0.4962,0.3500000000000001,$RhoA_decay,0.031030000000000113,Normal
0.49839999999999995,0.49679799999999996,0.5522030000000001,0.6083680000000001,0.5022,0.45000000000000007,$RhoA_decay,0.05616500000000002,Normal
0.5114000000000001,0.4884,0.5603370000000001,0.5950200000000001,0.49580100000000005,0.55,$RhoA_decay,0.03468300000000002,Normal
0.503201,0.501401,0.548393,0.606308,0.495201,0.6500000000000001,$RhoA_decay,0.05791499999999994,Normal
0.492401,0.5086,0.535308,0.6029199999999999,0.501598,0.7500000000000001,$RhoA_decay,0.0676119999999999,Normal
0.49759699999999996,0.5037980000000001,0.535906,0.600874,0.4921979999999999,0.8500000000000002,$RhoA_decay,0.06496800000000003,Normal
0.504999,0.506598,0.515409,0.609418,0.49959800000000004,0.9500000000000002,$RhoA_decay,0.09400900000000001,Normal
0.49620000000000003,0.496599,0.604438,0.561759,0.505599,5.0,$RhoC_amp,-0.04267900000000002,Normal
0.509802,0.499401,0.597989,0.5870740000000001,0.497401,9.0,$RhoC_amp,-0.010914999999999897,Normal
0.510001,0.499201,0.606654,0.587305,0.5007999999999999,13.0,$RhoC_amp,-0.01934900000000006,Normal
0.49980099999999994,0.501401,0.5903240000000001,0.6100420000000002,0.505401,17.0,$RhoC_amp,0.019718000000000124,Normal
0.501003,0.5146,0.5969340000000001,0.607788,0.5060020000000001,21.0,$RhoC_amp,0.01085399999999992,Normal
0.5074,0.48839800000000005,0.5956640000000001,0.608555,0.496598,25.0,$RhoC_amp,0.012890999999999875,Normal
0.500599,0.4964,0.584478,0.619855,0.49360000000000004,29.0,$RhoC_amp,0.03537699999999999,Normal
0.488799,0.49679900000000005,0.583147,0.614065,0.49619900000000006,33.0,$RhoC_amp,0.030918,Normal
0.504401,0.496801,0.584753,0.6249089999999999,0.49720200000000003,37.0,$RhoC_amp,0.04015599999999997,Normal
0.503599,0.497801,0.598878,0.609538,0.491199,41.0,$RhoC_amp,0.010660000000000003,Normal
0.4885999999999999,0.5009999999999999,0.59058,0.61303,0.4962,45.0,$RhoC_amp,0.02244999999999997,Normal
0.500601,0.503399,0.599571,0.62218,0.5016,49.0,$RhoC_amp,0.02260899999999999,Normal
0.49899899999999997,0.504597,0.591086,0.622758,0.4977980000000001,53.0,$RhoC_amp,0.03167200000000003,Normal
0.4942000000000001,0.498002,0.5864219999999999,0.628708,0.505199,57.0,$RhoC_amp,0.04228600000000016,Normal
0.5103989999999999,0.494599,0.6286619999999999,0.5337180000000001,0.5010000000000001,1.0,$RhoC_mod,-0.0949439999999998,Normal
0.5018020000000001,0.501802,0.619942,0.5693490000000002,0.5020009999999999,2.0,$RhoC_mod,-0.05059299999999978,Normal
0.498601,0.498799,0.594128,0.602187,0.5138,3.0,$RhoC_mod,0.008059000000000038,Normal
0.503199,0.495599,0.589042,0.611722,0.4970009999999999,4.0,$RhoC_mod,0.022680000000000033,Normal
0.5052,0.5004000000000001,0.5935420000000001,0.6169979999999999,0.5011990000000001,5.0,$RhoC_mod,0.02345599999999981,Normal
0.49699899999999997,0.498596,0.574329,0.62696,0.494599,6.0,$RhoC_mod,0.05263099999999998,Normal
0.510601,0.505602,0.576314,0.641051,0.517402,7.0,$RhoC_mod,0.06473700000000004,Normal
0.49880199999999997,0.506603,0.6768179999999999,0.43677499999999997,0.49319999999999997,0.1,$RhoC_basal,-0.24004299999999995,Normal
0.49519900000000006,0.5023989999999999,0.6332369999999999,0.508593,0.5025989999999999,0.30000000000000004,$RhoC_basal,-0.12464399999999998,Normal
0.4966,0.5035990000000001,0.6254770000000001,0.5438099999999999,0.510999,0.5000000000000001,$RhoC_basal,-0.08166700000000016,Normal
0.499002,0.5068,0.6088399999999999,0.575859,0.505001,0.7000000000000002,$RhoC_basal,-0.03298099999999993,Normal
0.499401,0.5044,0.592854,0.6083289999999999,0.500199,0.9000000000000001,$RhoC_basal,0.015474999999999905,Normal
0.5088010000000001,0.4950010000000001,0.581979,0.631576,0.5069990000000001,1.1,$RhoC_basal,0.049597,Normal
0.5,0.489999,0.5751440000000001,0.6500260000000001,0.502801,1.3000000000000003,$RhoC_basal,0.074882,Normal
0.509799,0.490598,0.5153719999999999,0.75859,0.507799,1.0,$RhoC_antagonistic,0.24321800000000005,Normal
0.4938010000000001,0.507002,0.5469170000000001,0.7032940000000001,0.5058010000000001,1.5,$RhoC_antagonistic,0.156377,Normal
0.5028,0.491,0.567456,0.661688,0.4976,2.0,$RhoC_antagonistic,0.0942320000000001,Normal
0.49659899999999996,0.48699899999999996,0.5720890000000001,0.628498,0.501999,2.5,$RhoC_antagonistic,0.05640899999999993,Normal
0.497801,0.49920100000000006,0.592816,0.5999519999999999,0.5068,3.0,$RhoC_antagonistic,0.00713599999999992,Normal
0.49560099999999996,0.4972019999999999,0.6188159999999999,0.571708,0.503001,3.5,$RhoC_antagonistic,-0.04710799999999993,Normal
0.513601,0.505602,0.629491,0.544771,0.48299899999999996,4.0,$RhoC_antagonistic,-0.08472000000000002,Normal
0.4989990000000001,0.491,0.628645,0.532817,0.506799,4.5,$RhoC_antagonistic,-0.09582800000000002,Normal
0.504599,0.5000009999999999,0.642122,0.508992,0.502801,5.0,$RhoC_antagonistic,-0.13312999999999997,Normal
0.49959999999999993,0.497601,0.643064,0.49658800000000003,0.494201,5.5,$RhoC_antagonistic,-0.14647599999999994,Normal
0.49820100000000006,0.501,0.6501339999999999,0.48134200000000005,0.49840100000000004,6.0,$RhoC_antagonistic,-0.16879199999999983,Normal
0.503,0.495598,0.6723009999999999,0.46316299999999994,0.497799,6.5,$RhoC_antagonistic,-0.209138,Normal
0.498,0.5126000000000001,0.6673389999999999,0.44672599999999996,0.49,7.0,$RhoC_antagonistic,-0.22061299999999995,Normal
0.4988,0.49819900000000006,0.67904,0.43248000000000003,0.4972,7.5,$RhoC_antagonistic,-0.24655999999999995,Normal
0.510599,0.4928,0.686269,0.435021,0.5026,8.0,$RhoC_antagonistic,-0.251248,Failed
0.504602,0.497801,0.6854659999999999,0.42942,0.5054,8.5,$RhoC_antagonistic,-0.2560459999999999,Failed
0.507,0.5062,0.6915279999999999,0.414953,0.49900100000000003,9.0,$RhoC_antagonistic,-0.2765749999999999,Failed
0.5075999999999999,0.49759899999999996,0.7003739999999999,0.404697,0.4942,9.5,$RhoC_antagonistic,-0.29567699999999997,Failed
0.49580100000000005,0.49160099999999995,0.5849080000000001,0.6303030000000001,0.516803,0.05,$RhoC_decay,0.04539499999999996,Normal
0.504398,0.49459699999999995,0.605051,0.602792,0.504597,0.15000000000000002,$RhoC_decay,-0.002259000000000011,Normal
0.502599,0.4967999999999999,0.602701,0.592389,0.49619899999999995,0.25000000000000006,$RhoC_decay,-0.010311999999999988,Normal
0.49879799999999996,0.507199,0.6043859999999999,0.5824819999999999,0.505799,0.3500000000000001,$RhoC_decay,-0.021903999999999924,Normal
0.5,0.4840009999999999,0.6071489999999999,0.56497,0.49680100000000005,0.45000000000000007,$RhoC_decay,-0.042178999999999967,Normal
0.489602,0.5040000000000001,0.605718,0.5548500000000001,0.5021990000000001,0.55,$RhoC_decay,-0.05086799999999991,Normal
0.509401,0.49799999999999994,0.6113270000000001,0.5379299999999999,0.5044,0.6500000000000001,$RhoC_decay,-0.07339700000000016,Normal
0.5047999999999999,0.5103989999999999,0.610044,0.5416350000000001,0.5038009999999999,0.7500000000000001,$RhoC_decay,-0.06840899999999994,Normal
0.4978,0.49680100000000005,0.61001,0.523281,0.5108010000000001,0.8500000000000002,$RhoC_decay,-0.08672900000000006,Normal
0.4913990000000001,0.497201,0.6035480000000001,0.523584,0.510199,0.9500000000000002,$RhoC_decay,-0.07996400000000004,Normal
