DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.500603,0.49260300000000007,0.5769129999999999,0.5967159999999999,0.491202,5.0,$RhoA_amp,0.019803000000000015,Normal
0.4924,0.5094,0.582623,0.6059820000000001,0.501401,9.0,$RhoA_amp,0.02335900000000013,Normal
0.5058,0.47820100000000004,0.61222,0.6014920000000001,0.5044010000000001,13.0,$RhoA_amp,-0.010727999999999849,Normal
0.515801,0.507599,0.6199129999999999,0.5869059999999999,0.491001,17.0,$RhoA_amp,-0.03300700000000001,Normal
0.497599,0.4914019999999999,0.602962,0.5992990000000001,0.5122,21.0,$RhoA_amp,-0.003662999999999861,Normal
0.5076020000000001,0.5138020000000001,0.626416,0.5885119999999999,0.49240300000000004,25.0,$RhoA_amp,-0.03790400000000005,Normal
0.49179900000000004,0.502598,0.606367,0.5977779999999999,0.5113989999999999,29.0,$RhoA_amp,-0.008589000000000069,Normal
0.5075989999999999,0.49039900000000003,0.628037,0.574711,0.500199,33.0,$RhoA_amp,-0.053325999999999985,Normal
0.498398,0.5,0.6299279999999999,0.57589,0.49339900000000003,37.0,$RhoA_amp,-0.05403799999999992,Normal
0.4828030000000001,0.49980199999999997,0.6054519999999999,0.5860559999999998,0.4950010000000001,41.0,$RhoA_amp,-0.01939600000000008,Normal
0.492,0.48999899999999996,0.620732,0.596994,0.5054000000000001,45.0,$RhoA_amp,-0.023737999999999926,Normal
0.508802,0.507601,0.6244949999999998,0.5944299999999999,0.504799,49.0,$RhoA_amp,-0.030064999999999897,Normal
0.5044000000000001,0.503199,0.6140800000000001,0.5961299999999999,0.5118010000000001,53.0,$RhoA_amp,-0.017950000000000133,Normal
0.5000000000000001,0.492601,0.630019,0.5726840000000001,0.49240100000000003,57.0,$RhoA_amp,-0.057334999999999914,Normal
0.493598,0.5114,0.5302339999999999,0.630598,0.49279899999999993,1.0,$RhoA_mod,0.10036400000000012,Normal
0.502,0.4902000000000001,0.586163,0.597044,0.49160200000000004,2.0,$RhoA_mod,0.01088100000000003,Normal
0.5110020000000001,0.502201,0.594622,0.5948669999999999,0.510001,3.0,$RhoA_mod,0.0002449999999999397,Normal
