DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.49319899999999994,0.49699800000000005,0.600626,0.59318,0.503399,4.0,$RhoA_mod,-0.007445999999999953,Normal
0.501398,0.504799,0.6209680000000001,0.5895750000000001,0.493199,5.0,$RhoA_mod,-0.031393000000000004,Normal
0.5073989999999999,0.496,0.628334,0.577767,0.49760099999999996,6.0,$RhoA_mod,-0.05056699999999992,Normal
0.501999,0.5047980000000001,0.631406,0.574292,0.499199,7.0,$RhoA_mod,-0.057114,Normal
0.506599,0.510598,0.43323100000000003,0.6744850000000001,0.500598,0.1,$RhoA_basal,0.24125400000000008,Normal
0.488599,0.5058,0.4949720000000001,0.652991,0.5126010000000001,0.30000000000000004,$RhoA_basal,0.1580189999999999,Normal
0.5006,0.500199,0.551206,0.6120789999999999,0.499399,0.5000000000000001,$RhoA_basal,0.060872999999999955,Normal
0.496198,0.4908,0.5798220000000001,0.598452,0.5049990000000001,0.7000000000000002,$RhoA_basal,0.018629999999999924,Normal
0.49939999999999996,0.498201,0.608923,0.598351,0.49820000000000003,0.9000000000000001,$RhoA_basal,-0.010572000000000026,Normal
0.4933989999999999,0.502001,0.636123,0.577754,0.5064,1.1,$RhoA_basal,-0.058369000000000004,Normal
0.5096010000000001,0.515602,0.6564210000000001,0.5612840000000001,0.501001,1.3000000000000003,$RhoA_basal,-0.09513700000000003,Normal
0.4968,0.505199,0.760551,0.5188320000000001,0.497,1.0,$RhoA_antagonistic,-0.2417189999999999,Normal
0.503001,0.49539999999999995,0.7128690000000001,0.5398649999999999,0.4934,1.5,$RhoA_antagonistic,-0.17300400000000016,Normal
0.49500000000000005,0.497602,0.655057,0.559941,0.49260099999999996,2.0,$RhoA_antagonistic,-0.09511599999999998,Normal
0.504199,0.502399,0.629972,0.5801289999999999,0.5068,2.5,$RhoA_antagonistic,-0.04984300000000008,Normal
0.49779900000000005,0.49859900000000007,0.597421,0.6009420000000001,0.504399,3.0,$RhoA_antagonistic,0.0035210000000001074,Normal
0.510199,0.5000009999999999,0.571233,0.6113529999999999,0.5116,3.5,$RhoA_antagonistic,0.040119999999999933,Normal
0.500001,0.5116010000000001,0.5522710000000001,0.6215849999999999,0.508802,4.0,$RhoA_antagonistic,0.06931399999999988,Normal
0.504801,0.5036,0.524628,0.6293569999999999,0.48720199999999997,4.5,$RhoA_antagonistic,0.10472899999999996,Normal
0.49439900000000003,0.49359800000000004,0.49832999999999994,0.6485810000000001,0.49719899999999995,5.0,$RhoA_antagonistic,0.15025100000000013,Normal
0.49740300000000004,0.5036010000000001,0.49609000000000003,0.6524150000000001,0.5062019999999999,5.5,$RhoA_antagonistic,0.15632500000000005,Normal
0.5010039999999999,0.49880199999999997,0.47697999999999996,0.6595749999999999,0.49860099999999996,6.0,$RhoA_antagonistic,0.18259499999999995,Normal
0.4952000000000001,0.500801,0.46083,0.67703,0.498599,6.5,$RhoA_antagonistic,0.2162,Normal
0.4924009999999999,0.502199,0.4568419999999999,0.6673359999999999,0.5082,7.0,$RhoA_antagonistic,0.21049400000000001,Normal
0.4972,0.490799,0.43390500000000004,0.68635,0.5054000000000001,7.5,$RhoA_antagonistic,0.252445,Hyper
0.495799,0.511803,0.437759,0.681871,0.5025999999999999,8.0,$RhoA_antagonistic,0.244112,Normal
0.505801,0.505402,0.42540999999999995,0.686677,0.4838,8.5,$RhoA_antagonistic,0.261267,Hyper
0.4868,0.492598,0.406655,0.6925290000000001,0.503799,9.0,$RhoA_antagonistic,0.2858740000000001,Hyper
0.503999,0.49599899999999997,0.40843999999999997,0.6948299999999998,0.4895980000000001,9.5,$RhoA_antagonistic,0.28638999999999987,Hyper
0.48359900000000006,0.5056,0.6113840000000001,0.59107,0.49400000000000005,0.05,$RhoA_decay,-0.020314000000000165,Normal
0.494598,0.5004000000000001,0.598947,0.593971,0.48739799999999994,0.15000000000000002,$RhoA_decay,-0.0049759999999999804,Normal
0.489802,0.5164,0.586671,0.5996499999999999,0.5008,0.25000000000000006,$RhoA_decay,0.012978999999999852,Normal
0.493999,0.4993970000000001,0.57594,0.596768,0.5051979999999999,0.3500000000000001,$RhoA_decay,0.020827999999999958,Normal
0.5068,0.494402,0.571262,0.605411,0.5,0.45000000000000007,$RhoA_decay,0.034148999999999985,Normal
0.509602,0.510602,0.5639580000000001,0.5914389999999999,0.492801,0.55,$RhoA_decay,0.027480999999999867,Normal
0.49219900000000005,0.49500099999999997,0.53975,0.609097,0.4978,0.6500000000000001,$RhoA_decay,0.06934700000000005,Normal
0.49060000000000004,0.4946,0.529864,0.60834,0.506799,0.7500000000000001,$RhoA_decay,0.07847599999999999,Normal
0.489199,0.490199,0.519984,0.620886,0.49079699999999993,0.8500000000000002,$RhoA_decay,0.10090200000000005,Normal
0.5078,0.507,0.518385,0.6066940000000001,0.49379900000000004,0.9500000000000002,$RhoA_decay,0.08830900000000008,Normal
0.500398,0.494997,0.605353,0.565589,0.48979800000000007,5.0,$RhoC_amp,-0.03976400000000002,Normal
0.5063979999999999,0.508201,0.597404,0.5875230000000001,0.4894,9.0,$RhoC_amp,-0.009880999999999918,Normal
0.49260099999999996,0.503001,0.5894980000000001,0.605448,0.4964,13.0,$RhoC_amp,0.01594999999999991,Normal
0.496202,0.504202,0.582307,0.612372,0.513401,17.0,$RhoC_amp,0.03006500000000001,Normal
0.49779799999999996,0.491999,0.598052,0.6104890000000001,0.494798,21.0,$RhoC_amp,0.012437000000000031,Normal
0.4918,0.487399,0.587499,0.6175899999999999,0.5045989999999999,25.0,$RhoC_amp,0.030090999999999868,Normal
0.499401,0.501398,0.58856,0.6128560000000001,0.498399,29.0,$RhoC_amp,0.024296000000000095,Normal
0.499199,0.5022,0.587011,0.6166510000000001,0.49120099999999994,33.0,$RhoC_amp,0.02964000000000011,Normal
0.5024000000000001,0.507401,0.599368,0.609573,0.491198,37.0,$RhoC_amp,0.01020500000000002,Normal
0.49419899999999994,0.480801,0.5814269999999999,0.6156389999999999,0.505599,41.0,$RhoC_amp,0.03421200000000002,Normal
0.49419899999999994,0.48639899999999997,0.581706,0.627343,0.5144,45.0,$RhoC_amp,0.04563700000000004,Normal
0.503,0.504599,0.591052,0.6191049999999999,0.4944,49.0,$RhoC_amp,0.028052999999999884,Normal
0.491999,0.5046,0.573144,0.6166349999999999,0.49760000000000004,53.0,$RhoC_amp,0.043490999999999946,Normal
0.49439999999999995,0.5046,0.5776299999999999,0.63188,0.503198,57.0,$RhoC_amp,0.05425000000000013,Normal
0.491798,0.48659899999999995,0.620725,0.533932,0.490599,1.0,$RhoC_mod,-0.08679300000000001,Normal
0.4932,0.498798,0.6065750000000001,0.581275,0.497,2.0,$RhoC_mod,-0.0253000000000001,Normal
0.505999,0.508599,0.590609,0.6019249999999999,0.506599,3.0,$RhoC_mod,0.011315999999999882,Normal
0.4984,0.5136000000000001,0.5913379999999999,0.6107519999999999,0.4984,4.0,$RhoC_mod,0.01941399999999993,Normal
0.503199,0.4971999999999999,0.5786850000000001,0.6222450000000002,0.5101990000000001,5.0,$RhoC_mod,0.04356000000000004,Normal
0.49879900000000005,0.500001,0.5793780000000001,0.629699,0.510401,6.0,$RhoC_mod,0.05032099999999995,Normal
0.5141990000000001,0.492601,0.5812280000000001,0.628236,0.508598,7.0,$RhoC_mod,0.04700799999999994,Normal
0.5015999999999999,0.5076,0.6714,0.432853,0.48839799999999994,0.1,$RhoC_basal,-0.238547,Normal
0.5045999999999999,0.503998,0.645431,0.490307,0.491799,0.30000000000000004,$RhoC_basal,-0.15512399999999998,Normal
0.504798,0.5015999999999999,0.62503,0.54693,0.5010009999999999,0.5000000000000001,$RhoC_basal,-0.07809999999999995,Normal
0.501401,0.49099999999999994,0.601601,0.57626,0.49600000000000005,0.7000000000000002,$RhoC_basal,-0.025341000000000058,Normal
0.497798,0.5004,0.5918890000000001,0.618161,0.499,0.9000000000000001,$RhoC_basal,0.02627199999999985,Normal
0.51,0.49519799999999997,0.5757709999999999,0.6274340000000002,0.5009979999999999,1.1,$RhoC_basal,0.051663000000000237,Normal
0.5134000000000001,0.510201,0.5779960000000001,0.655016,0.49600000000000005,1.3000000000000003,$RhoC_basal,0.07701999999999998,Normal
0.49820100000000006,0.5036,0.524743,0.760596,0.5008,1.0,$RhoC_antagonistic,0.2358530000000001,Normal
0.499,0.5036,0.535497,0.6992269999999999,0.48640000000000005,1.5,$RhoC_antagonistic,0.16372999999999993,Normal
0.49420099999999995,0.49200000000000005,0.5653100000000001,0.657402,0.49400000000000005,2.0,$RhoC_antagonistic,0.09209199999999995,Normal
0.499401,0.49180199999999996,0.573214,0.635414,0.506002,2.5,$RhoC_antagonistic,0.06220000000000003,Normal
0.491199,0.49560000000000004,0.593233,0.599237,0.496199,3.0,$RhoC_antagonistic,0.006004000000000009,Normal
0.487801,0.515601,0.6037049999999999,0.580538,0.5088010000000001,3.5,$RhoC_antagonistic,-0.023166999999999938,Normal
0.504999,0.502199,0.617538,0.548029,0.507,4.0,$RhoC_antagonistic,-0.06950900000000004,Normal
0.493601,0.500601,0.6243510000000001,0.5472259999999999,0.507402,4.5,$RhoC_antagonistic,-0.07712500000000022,Normal
0.5066,0.513599,0.6440520000000001,0.514599,0.502,5.0,$RhoC_antagonistic,-0.12945300000000004,Normal
0.5048,0.502198,0.652276,0.497504,0.4884,5.5,$RhoC_antagonistic,-0.15477199999999997,Normal
0.49760000000000004,0.509199,0.655603,0.48241900000000004,0.48439899999999997,6.0,$RhoC_antagonistic,-0.173184,Normal
0.5014000000000001,0.504199,0.654477,0.465635,0.49419900000000005,6.5,$RhoC_antagonistic,-0.18884199999999995,Normal
0.4905980000000001,0.485598,0.672086,0.443918,0.49639799999999995,7.0,$RhoC_antagonistic,-0.22816799999999998,Normal
0.5012,0.5067999999999999,0.6833359999999999,0.429945,0.4968,7.5,$RhoC_antagonistic,-0.2533909999999999,Failed
0.5018009999999999,0.505001,0.6832770000000001,0.43990900000000005,0.5146,8.0,$RhoC_antagonistic,-0.24336800000000008,Normal
0.49700200000000005,0.499401,0.6861490000000001,0.42505600000000004,0.498201,8.5,$RhoC_antagonistic,-0.2610930000000001,Failed
0.498401,0.49960099999999996,0.692222,0.40922400000000003,0.49600099999999997,9.0,$RhoC_antagonistic,-0.28299799999999997,Failed
0.5058,0.5006010000000001,0.7084149999999999,0.39982799999999996,0.5050020000000001,9.5,$RhoC_antagonistic,-0.30858699999999994,Failed
0.5076010000000001,0.49880099999999994,0.589384,0.622913,0.506401,0.05,$RhoC_decay,0.03352900000000003,Normal
0.4985989999999999,0.49439799999999995,0.596173,0.603768,0.494799,0.15000000000000002,$RhoC_decay,0.007595000000000018,Normal
0.499401,0.510001,0.5986589999999999,0.598106,0.496,0.25000000000000006,$RhoC_decay,-0.0005529999999999147,Normal
0.49479999999999996,0.5114000000000001,0.602189,0.588809,0.505198,0.3500000000000001,$RhoC_decay,-0.013379999999999947,Normal
0.512,0.502399,0.603837,0.569528,0.5061990000000001,0.45000000000000007,$RhoC_decay,-0.03430899999999992,Normal
0.5056010000000001,0.5046,0.6114130000000001,0.558027,0.495601,0.55,$RhoC_decay,-0.053386000000000045,Normal
0.503999,0.49879899999999994,0.602329,0.5499059999999999,0.512199,0.6500000000000001,$RhoC_decay,-0.05242300000000011,Normal
0.5067999999999999,0.49739900000000004,0.6147929999999999,0.543152,0.500601,0.7500000000000001,$RhoC_decay,-0.07164099999999995,Normal
0.510199,0.501001,0.6158909999999999,0.533766,0.5027980000000001,0.8500000000000002,$RhoC_decay,-0.08212499999999989,Normal
0.5099969999999999,0.48979900000000004,0.609127,0.506482,0.49459800000000004,0.9500000000000002,$RhoC_decay,-0.10264499999999999,Normal
