JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.49739999999999995,0.405065,0.665051,0.49279999999999996,5.0,$RhoC_amp,0.25998599999999994,Hyper
0.5013989999999999,0.40942799999999996,0.673673,0.49620000000000003,9.0,$RhoC_amp,0.264245,Hyper
0.503001,0.401481,0.6769440000000001,0.49380100000000005,13.0,$RhoC_amp,0.2754630000000001,Hyper
0.506,0.394297,0.6932229999999999,0.5075999999999999,17.0,$RhoC_amp,0.2989259999999999,Hyper
0.5008009999999999,0.38360000000000005,0.6956009999999999,0.507001,21.0,$RhoC_amp,0.31200099999999986,Hyper
0.5069999999999999,0.384102,0.696358,0.503999,25.0,$RhoC_amp,0.31225600000000003,Hyper
0.501599,0.403662,0.686263,0.49239900000000003,29.0,$RhoC_amp,0.28260099999999994,Hyper
0.4926,0.387931,0.692414,0.500601,33.0,$RhoC_amp,0.30448299999999995,Hyper
0.502601,0.39684200000000003,0.691744,0.49380100000000005,37.0,$RhoC_amp,0.294902,Hyper
0.5006,0.393192,0.6851210000000001,0.501,41.0,$RhoC_amp,0.2919290000000001,Hyper
0.49500000000000005,0.384761,0.69433,0.498201,45.0,$RhoC_amp,0.309569,Hyper
0.496002,0.403113,0.681889,0.496001,49.0,$RhoC_amp,0.27877599999999997,Hyper
0.5024000000000001,0.389158,0.686817,0.487401,53.0,$RhoC_amp,0.297659,Hyper
0.508199,0.38393200000000005,0.697478,0.5088,57.0,$RhoC_amp,0.313546,Hyper
0.49620000000000003,0.44236800000000004,0.614545,0.5068,1.0,$RhoC_mod,0.17217699999999997,Normal
0.506601,0.405587,0.661814,0.514401,2.0,$RhoC_mod,0.25622700000000004,Hyper
0.498799,0.39111599999999996,0.6885609999999999,0.49260000000000004,3.0,$RhoC_mod,0.2974449999999999,Hyper
0.49119900000000005,0.394415,0.6862969999999999,0.4962,4.0,$RhoC_mod,0.2918819999999999,Hyper
0.490399,0.379448,0.701133,0.4986,5.0,$RhoC_mod,0.321685,Hyper
0.506799,0.392251,0.689589,0.48819900000000005,6.0,$RhoC_mod,0.297338,Hyper
0.511399,0.377587,0.709872,0.502,7.0,$RhoC_mod,0.33228499999999994,Hyper
0.499399,0.301925,0.8052119999999999,0.5054,1.0,$RhoC_antagonistic,0.5032869999999999,Hyper
0.507999,0.32748599999999994,0.767793,0.516001,1.5,$RhoC_antagonistic,0.440307,Hyper
0.5144000000000001,0.374646,0.7255590000000001,0.4938,2.0,$RhoC_antagonistic,0.3509130000000001,Hyper
0.507601,0.370073,0.706886,0.49760099999999996,2.5,$RhoC_antagonistic,0.33681300000000003,Hyper
0.49380000000000007,0.397108,0.6882210000000001,0.503999,3.0,$RhoC_antagonistic,0.29111300000000007,Hyper
0.5008,0.416273,0.656139,0.4862,3.5,$RhoC_antagonistic,0.23986600000000002,Normal
0.5050009999999999,0.43282499999999996,0.6352909999999999,0.48780000000000007,4.0,$RhoC_antagonistic,0.20246599999999998,Normal
0.49140000000000006,0.445608,0.623797,0.48919999999999997,4.5,$RhoC_antagonistic,0.17818900000000004,Normal
0.49780099999999994,0.449726,0.607182,0.49660099999999996,5.0,$RhoC_antagonistic,0.15745599999999998,Normal
0.5084,0.469402,0.5886969999999999,0.4882,5.5,$RhoC_antagonistic,0.11929499999999993,Normal
0.48919999999999997,0.456001,0.5849260000000001,0.501199,6.0,$RhoC_antagonistic,0.12892500000000007,Normal
0.509599,0.49771699999999996,0.553362,0.486199,6.5,$RhoC_antagonistic,0.055645000000000056,Normal
0.513201,0.490949,0.548536,0.507601,7.0,$RhoC_antagonistic,0.057587,Normal
0.48719900000000005,0.494128,0.543192,0.509999,7.5,$RhoC_antagonistic,0.049063999999999997,Normal
0.49879999999999997,0.498033,0.539137,0.513799,8.0,$RhoC_antagonistic,0.041103999999999974,Normal
0.491401,0.5042329999999999,0.531995,0.508602,8.5,$RhoC_antagonistic,0.027762000000000064,Normal
0.4997999999999999,0.522898,0.5153369999999999,0.510399,9.0,$RhoC_antagonistic,-0.00756100000000004,Normal
0.501799,0.5253289999999999,0.497539,0.504999,9.5,$RhoC_antagonistic,-0.027789999999999926,Normal
0.5104000000000001,0.38835,0.717643,0.49219900000000005,0.05,$RhoC_decay,0.32929300000000006,Hyper
0.5046,0.38861299999999993,0.7025049999999999,0.5087999999999999,0.15000000000000002,$RhoC_decay,0.313892,Hyper
0.4984,0.389159,0.6781659999999999,0.512,0.25000000000000006,$RhoC_decay,0.28900699999999996,Hyper
0.502399,0.41197799999999996,0.645829,0.502,0.3500000000000001,$RhoC_decay,0.23385100000000003,Normal
0.5034,0.410713,0.6342459999999999,0.503199,0.45000000000000007,$RhoC_decay,0.22353299999999987,Normal
0.5043989999999999,0.41800099999999996,0.601221,0.492398,0.55,$RhoC_decay,0.18322000000000005,Normal
0.5118,0.4093,0.607234,0.49219999999999997,0.6500000000000001,$RhoC_decay,0.19793400000000005,Normal
0.5044,0.427252,0.580503,0.4872000000000001,0.7500000000000001,$RhoC_decay,0.15325099999999997,Normal
0.499202,0.41689299999999996,0.57852,0.505601,0.8500000000000002,$RhoC_decay,0.16162700000000008,Normal
0.512599,0.417795,0.5503379999999999,0.49940100000000004,0.9500000000000002,$RhoC_decay,0.13254299999999986,Normal
