DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,perturbation,delta,phenotype
0.507199,,0.6331359999999999,0.54094,0.5005999999999999,1.3000000000000003,$RhoA_basal,JCAD,-0.09219599999999994,Normal
0.49860099999999996,,0.635088,0.432645,0.5036020000000001,1.0,$RhoC_mod,JCAD,-0.20244299999999998,Normal
0.49939900000000004,,0.5877800000000001,0.5349010000000001,0.512401,2.0,$RhoC_mod,JCAD,-0.05287900000000001,Normal
0.5066,,0.560185,0.5802130000000001,0.500601,3.0,$RhoC_mod,JCAD,0.020028000000000046,Normal
0.497599,,0.553417,0.596228,0.497799,4.0,$RhoC_mod,JCAD,0.04281099999999993,Normal
0.502,,0.544076,0.6167199999999999,0.5024,5.0,$RhoC_mod,JCAD,0.07264399999999993,Normal
0.5001990000000001,,0.546251,0.620052,0.493599,6.0,$RhoC_mod,JCAD,0.073801,Normal
0.5044,,0.535054,0.637669,0.5006,7.0,$RhoC_mod,JCAD,0.10261500000000001,Normal
0.506402,,0.6571420000000001,0.398731,0.503001,0.1,$RhoC_basal,JCAD,-0.2584110000000001,Failed
0.49600000000000005,,0.620385,0.46394,0.49,0.30000000000000004,$RhoC_basal,JCAD,-0.15644499999999995,Normal
0.495001,,0.598525,0.527106,0.503001,0.5000000000000001,$RhoC_basal,JCAD,-0.07141900000000001,Normal
0.49120099999999994,,0.570064,0.558742,0.4872,0.7000000000000002,$RhoC_basal,JCAD,-0.011322000000000054,Normal
0.502599,,0.554638,0.5948370000000001,0.5121990000000001,0.9000000000000001,$RhoC_basal,JCAD,0.040199000000000096,Normal
0.507601,,0.5524249999999999,0.6100509999999999,0.4994,1.1,$RhoC_basal,JCAD,0.057625999999999955,Normal
0.493198,,0.532744,0.626662,0.49299800000000005,1.3000000000000003,$RhoC_basal,JCAD,0.09391800000000006,Normal
,,0.07979900000000001,0.827447,0.5,0.1,$RhoA_basal,DSP_JCAD,0.7476480000000001,Hyper
,,0.219853,0.750921,0.4944,0.30000000000000004,$RhoA_basal,DSP_JCAD,0.531068,Hyper
,,0.30959600000000004,0.704184,0.5012,0.5000000000000001,$RhoA_basal,DSP_JCAD,0.394588,Hyper
,,0.397972,0.659667,0.506,0.7000000000000002,$RhoA_basal,DSP_JCAD,0.261695,Hyper
,,0.45823600000000003,0.6272380000000001,0.5004,0.9000000000000001,$RhoA_basal,DSP_JCAD,0.16900200000000004,Normal
,,0.49928399999999995,0.6088480000000001,0.502599,1.1,$RhoA_basal,DSP_JCAD,0.1095640000000001,Normal
,,0.5438879999999999,0.5811409999999999,0.4934,1.3000000000000003,$RhoA_basal,DSP_JCAD,0.03725299999999998,Normal
,,0.47736900000000004,0.542665,0.5016,1.0,$RhoC_mod,DSP_JCAD,0.06529599999999991,Normal
,,0.43815000000000004,0.611451,0.494599,2.0,$RhoC_mod,DSP_JCAD,0.17330099999999993,Normal
,,0.427137,0.637587,0.4968,3.0,$RhoC_mod,DSP_JCAD,0.21045000000000003,Normal
,,0.413337,0.6619470000000001,0.5022,4.0,$RhoC_mod,DSP_JCAD,0.24861000000000005,Normal
,,0.397682,0.687648,0.496,5.0,$RhoC_mod,DSP_JCAD,0.28996600000000006,Hyper
,,0.39129899999999995,0.7039310000000001,0.5064,6.0,$RhoC_mod,DSP_JCAD,0.31263200000000013,Hyper
,,0.38904099999999997,0.697468,0.4974,7.0,$RhoC_mod,DSP_JCAD,0.308427,Hyper
,,0.5179450000000001,0.457144,0.500201,0.1,$RhoC_basal,DSP_JCAD,-0.060801000000000105,Normal
,,0.47593700000000005,0.5225179999999999,0.49179999999999996,0.30000000000000004,$RhoC_basal,DSP_JCAD,0.04658099999999987,Normal
,,0.443268,0.5890529999999999,0.5034,0.5000000000000001,$RhoC_basal,DSP_JCAD,0.14578499999999994,Normal
,,0.417217,0.637744,0.503199,0.7000000000000002,$RhoC_basal,DSP_JCAD,0.22052699999999997,Normal
,,0.416528,0.656003,0.489801,0.9000000000000001,$RhoC_basal,DSP_JCAD,0.239475,Normal
,,0.40677699999999994,0.684199,0.5044,1.1,$RhoC_basal,DSP_JCAD,0.27742200000000006,Hyper
,,0.389332,0.7023490000000001,0.4884,1.3000000000000003,$RhoC_basal,DSP_JCAD,0.3130170000000001,Hyper
0.5056,,0.525298,0.48718700000000004,,1.0,$RhoA_mod,TJP1_JCAD,-0.038111000000000006,Normal
0.4942,,0.603509,0.45528699999999994,,2.0,$RhoA_mod,TJP1_JCAD,-0.14822200000000002,Normal
0.491801,,0.6535349999999999,0.413486,,3.0,$RhoA_mod,TJP1_JCAD,-0.24004899999999985,Normal
0.48360100000000006,,0.664958,0.399512,,4.0,$RhoA_mod,TJP1_JCAD,-0.26544600000000007,Failed
0.5004000000000001,,0.681546,0.404265,,5.0,$RhoA_mod,TJP1_JCAD,-0.277281,Failed
0.5008,,0.704788,0.381709,,6.0,$RhoA_mod,TJP1_JCAD,-0.32307899999999995,Failed
0.49639999999999995,,0.706336,0.376522,,7.0,$RhoA_mod,TJP1_JCAD,-0.32981399999999994,Failed
0.506,,0.457438,0.524305,,0.1,$RhoA_basal,TJP1_JCAD,0.06686700000000001,Normal
0.5088,,0.527307,0.496785,,0.30000000000000004,$RhoA_basal,TJP1_JCAD,-0.030521999999999994,Normal
0.4966,,0.594695,0.45186600000000005,,0.5000000000000001,$RhoA_basal,TJP1_JCAD,-0.14282899999999993,Normal
0.502801,,0.639683,0.41870799999999997,,0.7000000000000002,$RhoA_basal,TJP1_JCAD,-0.22097500000000003,Normal
0.49960000000000004,,0.663732,0.405899,,0.9000000000000001,$RhoA_basal,TJP1_JCAD,-0.257833,Failed
0.504,,0.687846,0.39511900000000005,,1.1,$RhoA_basal,TJP1_JCAD,-0.2927269999999999,Failed
0.4904,,0.706797,0.38172300000000003,,1.3000000000000003,$RhoA_basal,TJP1_JCAD,-0.325074,Failed
0.4876,,0.813904,0.088895,,0.1,$RhoC_basal,TJP1_JCAD,-0.725009,Failed
0.495,,0.756237,0.217139,,0.30000000000000004,$RhoC_basal,TJP1_JCAD,-0.5390980000000001,Failed
0.49719900000000006,,0.703696,0.32208400000000004,,0.5000000000000001,$RhoC_basal,TJP1_JCAD,-0.38161199999999995,Failed
0.49260000000000004,,0.6530940000000001,0.393002,,0.7000000000000002,$RhoC_basal,TJP1_JCAD,-0.26009200000000005,Failed
0.5074000000000001,,0.6240129999999999,0.443807,,0.9000000000000001,$RhoC_basal,TJP1_JCAD,-0.18020599999999992,Normal
0.502801,,0.612415,0.48894299999999996,,1.1,$RhoC_basal,TJP1_JCAD,-0.12347200000000008,Normal
0.5042,,0.584994,0.535067,,1.3000000000000003,$RhoC_basal,TJP1_JCAD,-0.049927000000000055,Normal
