DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,perturbation,delta,phenotype
0.49580099999999994,0.495801,0.547153,0.6951339999999999,0.495001,1.5,$RhoC_antagonistic,WT,0.14798099999999992,Normal
0.49979799999999996,0.507001,0.567102,0.657574,0.49859999999999993,2.0,$RhoC_antagonistic,WT,0.090472,Normal
0.49840100000000004,0.511602,0.5868059999999999,0.627891,0.49580100000000005,2.5,$RhoC_antagonistic,WT,0.04108500000000004,Normal
0.49639999999999995,0.48599999999999993,0.597267,0.595972,0.49439900000000003,3.0,$RhoC_antagonistic,WT,-0.0012950000000000461,Normal
0.5132000000000001,0.497201,0.617004,0.5604100000000001,0.496202,3.5,$RhoC_antagonistic,WT,-0.05659399999999992,Normal
0.507,0.505,0.6137459999999999,0.5571619999999999,0.513,4.0,$RhoC_antagonistic,WT,-0.05658399999999997,Normal
0.49660099999999996,0.5047999999999999,0.629958,0.5262560000000001,0.49680100000000005,4.5,$RhoC_antagonistic,WT,-0.10370199999999996,Normal
0.504,0.5115999999999999,0.6451850000000001,0.5061779999999999,0.5036,5.0,$RhoC_antagonistic,WT,-0.1390070000000002,Normal
0.48920099999999994,0.5006,0.6421629999999999,0.497337,0.505002,5.5,$RhoC_antagonistic,WT,-0.14482599999999995,Normal
0.512999,0.5089980000000001,0.6713610000000001,0.478966,0.5126000000000001,6.0,$RhoC_antagonistic,WT,-0.1923950000000001,Normal
0.49420099999999995,0.495601,0.6568159999999998,0.47247500000000003,0.5001999999999999,6.5,$RhoC_antagonistic,WT,-0.1843409999999998,Normal
0.5014,0.494001,0.666157,0.447324,0.5010020000000001,7.0,$RhoC_antagonistic,WT,-0.218833,Normal
0.505199,0.4991999999999999,0.6815770000000001,0.427945,0.5000009999999999,7.5,$RhoC_antagonistic,WT,-0.2536320000000001,Failed
0.491,0.5008,0.676289,0.44254699999999997,0.5111999999999999,8.0,$RhoC_antagonistic,WT,-0.23374200000000006,Normal
0.5031990000000001,0.5035999999999999,0.6945920000000001,0.419991,0.49960000000000004,8.5,$RhoC_antagonistic,WT,-0.2746010000000001,Failed
0.503,0.5108,0.697094,0.412538,0.489601,9.0,$RhoC_antagonistic,WT,-0.284556,Failed
0.49079999999999996,0.49760000000000004,0.6925159999999999,0.404447,0.5152,9.5,$RhoC_antagonistic,WT,-0.2880689999999999,Failed
0.4959990000000001,0.4918,0.6008370000000001,0.606163,0.49839900000000004,0.05,$RhoC_decay,WT,0.005325999999999942,Normal
0.49239999999999995,0.48719900000000005,0.594707,0.607902,0.498598,0.15000000000000002,$RhoC_decay,WT,0.013195000000000068,Normal
0.5027999999999999,0.517598,0.5900899999999999,0.5928289999999999,0.48880000000000007,0.25000000000000006,$RhoC_decay,WT,0.002739000000000047,Normal
0.49539999999999995,0.494001,0.595998,0.577904,0.49879999999999997,0.3500000000000001,$RhoC_decay,WT,-0.018094000000000054,Normal
0.49579999999999996,0.48519999999999996,0.6083080000000001,0.5585779999999999,0.4902000000000001,0.45000000000000007,$RhoC_decay,WT,-0.04973000000000016,Normal
0.4962,0.5074,0.597031,0.545304,0.484,0.55,$RhoC_decay,WT,-0.05172699999999997,Normal
0.4985990000000001,0.511,0.608995,0.54751,0.492599,0.6500000000000001,$RhoC_decay,WT,-0.0614849999999999,Normal
0.49759999999999993,0.507601,0.594833,0.5408520000000001,0.5036,0.7500000000000001,$RhoC_decay,WT,-0.053980999999999835,Normal
0.4982,0.506801,0.6068089999999999,0.53682,0.506401,0.8500000000000002,$RhoC_decay,WT,-0.06998899999999997,Normal
0.495799,0.497799,0.5985149999999999,0.5175850000000001,0.49960000000000004,0.9500000000000002,$RhoC_decay,WT,-0.08092999999999984,Normal
,0.49179900000000004,0.40835399999999994,0.665419,0.49060100000000006,5.0,$RhoC_amp,DSP,0.25706500000000004,Hyper
,0.507199,0.391362,0.686187,0.497799,9.0,$RhoC_amp,DSP,0.294825,Hyper
,0.511198,0.382872,0.6933929999999999,0.502999,13.0,$RhoC_amp,DSP,0.31052099999999994,Hyper
,0.49940100000000004,0.379444,0.6986940000000001,0.5018009999999999,17.0,$RhoC_amp,DSP,0.31925000000000014,Hyper
,0.49540000000000006,0.394416,0.686945,0.5022,21.0,$RhoC_amp,DSP,0.29252900000000004,Hyper
,0.49219999999999997,0.397829,0.690601,0.5042,25.0,$RhoC_amp,DSP,0.29277200000000003,Hyper
,0.4964,0.398251,0.6895290000000002,0.5032,29.0,$RhoC_amp,DSP,0.29127800000000015,Hyper
,0.497001,0.384157,0.698069,0.5022,33.0,$RhoC_amp,DSP,0.313912,Hyper
,0.5106010000000001,0.382926,0.6947000000000001,0.5118,37.0,$RhoC_amp,DSP,0.3117740000000001,Hyper
,0.49719899999999995,0.38908500000000007,0.692198,0.49660000000000004,41.0,$RhoC_amp,DSP,0.3031129999999999,Hyper
,0.49420099999999995,0.371672,0.705083,0.507601,45.0,$RhoC_amp,DSP,0.333411,Hyper
,0.4998,0.39030000000000004,0.6997629999999999,0.5092,49.0,$RhoC_amp,DSP,0.3094629999999999,Hyper
,0.505601,0.393277,0.6913929999999999,0.489,53.0,$RhoC_amp,DSP,0.29811599999999994,Hyper
,0.5056,0.37422800000000006,0.710303,0.5056,57.0,$RhoC_amp,DSP,0.33607499999999996,Hyper
,0.4978,0.4299360000000001,0.6288450000000001,0.491,1.0,$RhoC_mod,DSP,0.198909,Normal
,0.505001,0.422805,0.6549759999999999,0.502001,2.0,$RhoC_mod,DSP,0.2321709999999999,Normal
,0.499201,0.391436,0.686841,0.5097999999999999,3.0,$RhoC_mod,DSP,0.29540500000000003,Hyper
,0.5124,0.381521,0.700214,0.5046,4.0,$RhoC_mod,DSP,0.318693,Hyper
,0.499201,0.395617,0.6976009999999999,0.511,5.0,$RhoC_mod,DSP,0.3019839999999999,Hyper
,0.5144,0.40017600000000003,0.697605,0.4894,6.0,$RhoC_mod,DSP,0.297429,Hyper
,0.48519899999999994,0.38998199999999994,0.708949,0.492599,7.0,$RhoC_mod,DSP,0.3189670000000001,Hyper
,0.5052,0.317187,0.7999609999999999,0.496801,1.0,$RhoC_antagonistic,DSP,0.4827739999999999,Hyper
,0.5022000000000001,0.34002499999999997,0.761849,0.4996,1.5,$RhoC_antagonistic,DSP,0.42182400000000003,Hyper
,0.49219999999999997,0.366656,0.73126,0.5045999999999999,2.0,$RhoC_antagonistic,DSP,0.36460400000000004,Hyper
,0.49460000000000004,0.38254000000000005,0.7037960000000001,0.489399,2.5,$RhoC_antagonistic,DSP,0.32125600000000004,Hyper
,0.5085999999999999,0.40290500000000007,0.686015,0.511801,3.0,$RhoC_antagonistic,DSP,0.28311,Hyper
,0.4974,0.410844,0.6658630000000001,0.4952,3.5,$RhoC_antagonistic,DSP,0.2550190000000001,Hyper
,0.5075999999999999,0.42088500000000006,0.634775,0.4892000000000001,4.0,$RhoC_antagonistic,DSP,0.2138899999999999,Normal
,0.49879899999999994,0.43756799999999996,0.6223549999999999,0.499399,4.5,$RhoC_antagonistic,DSP,0.18478699999999992,Normal
,0.5065999999999999,0.45045499999999994,0.604629,0.499,5.0,$RhoC_antagonistic,DSP,0.15417400000000003,Normal
,0.48839899999999997,0.46161,0.591645,0.49759799999999993,5.5,$RhoC_antagonistic,DSP,0.13003499999999996,Normal
,0.49960000000000004,0.48299800000000004,0.571456,0.4892000000000001,6.0,$RhoC_antagonistic,DSP,0.08845799999999993,Normal
,0.499,0.483193,0.556055,0.5052,6.5,$RhoC_antagonistic,DSP,0.07286199999999998,Normal
,0.49400099999999997,0.505341,0.542597,0.496,7.0,$RhoC_antagonistic,DSP,0.037255999999999956,Normal
,0.506801,0.500904,0.550079,0.5094,7.5,$RhoC_antagonistic,DSP,0.04917499999999997,Normal
,0.489401,0.494466,0.535921,0.503401,8.0,$RhoC_antagonistic,DSP,0.041454999999999964,Normal
,0.501999,0.510409,0.525703,0.496799,8.5,$RhoC_antagonistic,DSP,0.01529400000000003,Normal
,0.4788,0.532954,0.502436,0.505,9.0,$RhoC_antagonistic,DSP,-0.030518000000000045,Normal
,0.5112,0.531388,0.49362799999999996,0.501,9.5,$RhoC_antagonistic,DSP,-0.037760000000000016,Normal
,0.49560000000000004,0.377393,0.72397,0.499601,0.05,$RhoC_decay,DSP,0.346577,Hyper
,0.5010000000000001,0.40696800000000005,0.6944979999999998,0.500799,0.15000000000000002,$RhoC_decay,DSP,0.2875299999999998,Hyper
,0.495001,0.39039899999999994,0.668212,0.5048,0.25000000000000006,$RhoC_decay,DSP,0.2778130000000001,Hyper
,0.5074,0.407613,0.64441,0.5072,0.3500000000000001,$RhoC_decay,DSP,0.23679700000000004,Normal
,0.5008009999999999,0.40079299999999995,0.642375,0.519401,0.45000000000000007,$RhoC_decay,DSP,0.24158200000000007,Normal
,0.49279900000000004,0.404455,0.625516,0.510999,0.55,$RhoC_decay,DSP,0.22106099999999995,Normal
,0.48860000000000003,0.415894,0.600661,0.49939999999999996,0.6500000000000001,$RhoC_decay,DSP,0.18476700000000001,Normal
,0.501,0.416906,0.595182,0.505201,0.7500000000000001,$RhoC_decay,DSP,0.178276,Normal
,0.513601,0.41444699999999995,0.583656,0.508602,0.8500000000000002,$RhoC_decay,DSP,0.169209,Normal
,0.506799,0.41472899999999996,0.569245,0.507199,0.9500000000000002,$RhoC_decay,DSP,0.15451600000000004,Normal
0.4932,0.497,0.6543880000000001,0.41911600000000004,,5.0,$RhoA_amp,TJP1,-0.23527200000000004,Normal
0.5034,0.514201,0.6842729999999999,0.398057,,9.0,$RhoA_amp,TJP1,-0.2862159999999999,Failed
0.499,0.49360000000000004,0.679784,0.391617,,13.0,$RhoA_amp,TJP1,-0.28816700000000006,Failed
0.5066,0.509601,0.694793,0.38997099999999996,,17.0,$RhoA_amp,TJP1,-0.30482200000000004,Failed
0.501601,0.511,0.690249,0.3911629999999999,,21.0,$RhoA_amp,TJP1,-0.2990860000000001,Failed
0.502799,0.495,0.6946629999999999,0.385914,,25.0,$RhoA_amp,TJP1,-0.30874899999999994,Failed
0.48839999999999995,0.504601,0.689921,0.400912,,29.0,$RhoA_amp,TJP1,-0.289009,Failed
0.495598,0.49999899999999997,0.69186,0.389864,,33.0,$RhoA_amp,TJP1,-0.30199600000000004,Failed
0.501599,0.494599,0.699586,0.39178500000000005,,37.0,$RhoA_amp,TJP1,-0.307801,Failed
0.4964,0.490399,0.6997909999999999,0.38048499999999996,,41.0,$RhoA_amp,TJP1,-0.319306,Failed
0.5012,0.49560000000000004,0.688024,0.393008,,45.0,$RhoA_amp,TJP1,-0.29501599999999994,Failed
0.4936,0.5042,0.7079489999999999,0.374345,,49.0,$RhoA_amp,TJP1,-0.33360399999999996,Failed
0.5075999999999999,0.504601,0.692275,0.39862800000000004,,53.0,$RhoA_amp,TJP1,-0.29364699999999994,Failed
0.500399,0.501,0.6944300000000001,0.38630600000000004,,57.0,$RhoA_amp,TJP1,-0.30812400000000006,Failed
0.511,0.5028009999999999,0.615559,0.438786,,1.0,$RhoA_mod,TJP1,-0.17677299999999996,Normal
0.49599899999999997,0.5004000000000001,0.654426,0.41426499999999994,,2.0,$RhoA_mod,TJP1,-0.240161,Normal
0.500001,0.5064,0.6867620000000001,0.39304400000000006,,3.0,$RhoA_mod,TJP1,-0.29371800000000003,Failed
0.5044,0.5032,0.6924980000000001,0.392471,,4.0,$RhoA_mod,TJP1,-0.30002700000000004,Failed
0.501201,0.502201,0.6998939999999999,0.3839719999999999,,5.0,$RhoA_mod,TJP1,-0.315922,Failed
0.506199,0.49999999999999994,0.7040789999999999,0.393381,,6.0,$RhoA_mod,TJP1,-0.3106979999999999,Failed
0.486,0.494,0.7012269999999999,0.39084,,7.0,$RhoA_mod,TJP1,-0.3103869999999999,Failed
0.5048,0.49979999999999997,0.8074080000000001,0.31996600000000003,,1.0,$RhoA_antagonistic,TJP1,-0.4874420000000001,Failed
0.496001,0.499401,0.757312,0.341223,,1.5,$RhoA_antagonistic,TJP1,-0.416089,Failed
0.5022,0.49,0.732839,0.356294,,2.0,$RhoA_antagonistic,TJP1,-0.376545,Failed
0.498801,0.49620000000000003,0.7063980000000001,0.375892,,2.5,$RhoA_antagonistic,TJP1,-0.3305060000000001,Failed
0.5116010000000001,0.5024000000000001,0.6749689999999999,0.404164,,3.0,$RhoA_antagonistic,TJP1,-0.2708049999999999,Failed
0.496599,0.503201,0.6597670000000001,0.403602,,3.5,$RhoA_antagonistic,TJP1,-0.2561650000000001,Failed
0.49099999999999994,0.4992,0.642983,0.424964,,4.0,$RhoA_antagonistic,TJP1,-0.21801899999999996,Normal
0.5016,0.506401,0.6267069999999999,0.44956499999999994,,4.5,$RhoA_antagonistic,TJP1,-0.17714199999999997,Normal
0.4998,0.5014000000000001,0.5965029999999999,0.456978,,5.0,$RhoA_antagonistic,TJP1,-0.1395249999999999,Normal
0.5042,0.483,0.5974170000000001,0.456305,,5.5,$RhoA_antagonistic,TJP1,-0.14111200000000007,Normal
0.509799,0.5161990000000001,0.582533,0.47839400000000004,,6.0,$RhoA_antagonistic,TJP1,-0.10413899999999993,Normal
0.49119999999999997,0.5078,0.5664899999999999,0.479423,,6.5,$RhoA_antagonistic,TJP1,-0.08706699999999995,Normal
0.509999,0.49839900000000004,0.549275,0.484949,,7.0,$RhoA_antagonistic,TJP1,-0.06432599999999994,Normal
0.5026,0.5022,0.535474,0.509661,,7.5,$RhoA_antagonistic,TJP1,-0.025812999999999975,Normal
0.509001,0.49380100000000005,0.529768,0.5148,,8.0,$RhoA_antagonistic,TJP1,-0.014967999999999981,Normal
0.48900099999999996,0.5018,0.52888,0.510956,,8.5,$RhoA_antagonistic,TJP1,-0.01792400000000005,Normal
0.477401,0.502799,0.502847,0.523156,,9.0,$RhoA_antagonistic,TJP1,0.02030899999999991,Normal
0.5057990000000001,0.505599,0.509763,0.516534,,9.5,$RhoA_antagonistic,TJP1,0.0067710000000000825,Normal
0.4904,0.49560000000000004,0.710279,0.399189,,0.05,$RhoA_decay,TJP1,-0.31109,Failed
0.4958,0.5005999999999999,0.6941280000000001,0.395609,,0.15000000000000002,$RhoA_decay,TJP1,-0.2985190000000001,Failed
0.49340100000000003,0.4912020000000001,0.6653249999999999,0.408278,,0.25000000000000006,$RhoA_decay,TJP1,-0.25704699999999997,Failed
0.49660000000000004,0.499199,0.641046,0.41562299999999996,,0.3500000000000001,$RhoA_decay,TJP1,-0.22542300000000004,Normal
0.5108,0.506999,0.633854,0.40437200000000006,,0.45000000000000007,$RhoA_decay,TJP1,-0.22948199999999996,Normal
0.4998,0.497399,0.6231230000000001,0.39750199999999997,,0.55,$RhoA_decay,TJP1,-0.22562100000000013,Normal
0.49479999999999996,0.497,0.5892270000000001,0.42101799999999995,,0.6500000000000001,$RhoA_decay,TJP1,-0.1682090000000001,Normal
0.4876,0.49960000000000004,0.578434,0.41662600000000005,,0.7500000000000001,$RhoA_decay,TJP1,-0.16180799999999995,Normal
0.49419899999999994,0.49719900000000006,0.578194,0.417804,,0.8500000000000002,$RhoA_decay,TJP1,-0.16038999999999998,Normal
0.4982,0.501401,0.556836,0.424308,,0.9500000000000002,$RhoA_decay,TJP1,-0.13252799999999998,Normal
0.498002,,0.439274,0.637215,0.495201,1.0,$RhoA_mod,JCAD,0.19794099999999998,Normal
0.5138010000000001,,0.533546,0.5935549999999999,0.491799,2.0,$RhoA_mod,JCAD,0.06000899999999998,Normal
0.5004009999999999,,0.5648759999999999,0.568156,0.49859999999999993,3.0,$RhoA_mod,JCAD,0.0032800000000000606,Normal
0.49319999999999997,,0.583824,0.5707139999999999,0.5047999999999999,4.0,$RhoA_mod,JCAD,-0.013110000000000066,Normal
0.5044,,0.614758,0.5414129999999999,0.5,5.0,$RhoA_mod,JCAD,-0.0733450000000001,Normal
0.511,,0.635821,0.541322,0.507199,6.0,$RhoA_mod,JCAD,-0.094499,Normal
0.497401,,0.637749,0.526097,0.49500099999999997,7.0,$RhoA_mod,JCAD,-0.11165199999999997,Normal
0.509001,,0.41032399999999997,0.6604289999999999,0.5124,0.1,$RhoA_basal,JCAD,0.25010499999999997,Hyper
0.495799,,0.469783,0.628907,0.505399,0.30000000000000004,$RhoA_basal,JCAD,0.159124,Normal
0.49899899999999997,,0.520074,0.596105,0.498799,0.5000000000000001,$RhoA_basal,JCAD,0.07603099999999996,Normal
0.486998,,0.552872,0.582063,0.49019999999999997,0.7000000000000002,$RhoA_basal,JCAD,0.029190999999999967,Normal
0.500798,,0.588976,0.5485790000000001,0.491,0.9000000000000001,$RhoA_basal,JCAD,-0.040396999999999905,Normal
0.4996,,0.6124419999999999,0.54492,0.4972,1.1,$RhoA_basal,JCAD,-0.06752199999999997,Normal
