DSP,JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.493001,0.5134000000000001,0.5670529999999999,0.612808,0.5074,5.0,$RhoA_amp,0.0457550000000001,Normal
0.497,0.508,0.593512,0.6041780000000001,0.5068,9.0,$RhoA_amp,0.010666000000000064,Normal
0.504202,0.497601,0.607104,0.5868039999999999,0.492601,13.0,$RhoA_amp,-0.020300000000000096,Normal
0.49500199999999994,0.4992,0.6102270000000001,0.58951,0.49899899999999997,17.0,$RhoA_amp,-0.020717000000000096,Normal
0.4993999999999999,0.501799,0.614641,0.59779,0.49820000000000003,21.0,$RhoA_amp,-0.01685099999999995,Normal
0.4984,0.4948000000000001,0.6136290000000001,0.589341,0.5086010000000001,25.0,$RhoA_amp,-0.024288000000000087,Normal
0.49379899999999993,0.48519999999999996,0.608657,0.599113,0.5009979999999999,29.0,$RhoA_amp,-0.009543999999999997,Normal
0.49060000000000004,0.5035989999999999,0.6166889999999999,0.60207,0.5169989999999999,33.0,$RhoA_amp,-0.014618999999999938,Normal
0.497799,0.498999,0.623103,0.586821,0.4998,37.0,$RhoA_amp,-0.036281999999999925,Normal
0.5029980000000001,0.49839900000000004,0.6194540000000001,0.592157,0.49299800000000005,41.0,$RhoA_amp,-0.027297000000000016,Normal
0.48859899999999995,0.510999,0.6147829999999999,0.597972,0.5189999999999999,45.0,$RhoA_amp,-0.01681099999999991,Normal
0.5071990000000001,0.5022,0.621887,0.5931850000000001,0.5052000000000001,49.0,$RhoA_amp,-0.028701999999999894,Normal
0.5112009999999999,0.501399,0.627346,0.589936,0.487401,53.0,$RhoA_amp,-0.03740999999999994,Normal
0.493602,0.5038009999999999,0.619024,0.5867169999999999,0.500201,57.0,$RhoA_amp,-0.032307000000000086,Normal
0.4976,0.4970009999999999,0.5281440000000001,0.635136,0.503001,1.0,$RhoA_mod,0.10699199999999998,Normal
0.500401,0.500601,0.580171,0.603213,0.500401,2.0,$RhoA_mod,0.023042000000000007,Normal
0.505799,0.486399,0.6017159999999999,0.584527,0.496999,3.0,$RhoA_mod,-0.0171889999999999,Normal
0.48680099999999993,0.513601,0.593729,0.603448,0.51,4.0,$RhoA_mod,0.009719000000000033,Normal
0.488799,0.5058,0.617849,0.5901419999999999,0.509,5.0,$RhoA_mod,-0.027707000000000037,Normal
0.4908,0.497,0.61819,0.57396,0.49240000000000006,6.0,$RhoA_mod,-0.04422999999999999,Normal
0.501001,0.5,0.629389,0.5843,0.4998,7.0,$RhoA_mod,-0.045088999999999935,Normal
0.4958,0.498,0.43598800000000004,0.6800939999999999,0.5154,0.1,$RhoA_basal,0.24410599999999982,Normal
0.5,0.512001,0.505838,0.6387740000000001,0.49220200000000003,0.30000000000000004,$RhoA_basal,0.13293600000000005,Normal
0.5045979999999999,0.49859899999999996,0.5450349999999999,0.6205399999999999,0.49999799999999994,0.5000000000000001,$RhoA_basal,0.07550499999999993,Normal
