JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.503201,0.39519499999999996,0.685412,0.5036,5.0,$RhoA_amp,0.29021700000000006,Hyper
0.4748,0.399058,0.667032,0.488799,9.0,$RhoA_amp,0.26797399999999993,Hyper
0.49580100000000005,0.397457,0.691191,0.5046,13.0,$RhoA_amp,0.293734,Hyper
0.5024000000000001,0.402142,0.682404,0.5002,17.0,$RhoA_amp,0.280262,Hyper
0.502599,0.395014,0.6866990000000001,0.5035989999999999,21.0,$RhoA_amp,0.2916850000000001,Hyper
0.492,0.410474,0.672011,0.4876,25.0,$RhoA_amp,0.261537,Hyper
0.4988,0.404566,0.68059,0.4972,29.0,$RhoA_amp,0.27602400000000005,Hyper
0.5024000000000001,0.40275399999999995,0.674451,0.49540000000000006,33.0,$RhoA_amp,0.2716970000000001,Hyper
0.5038,0.395108,0.682544,0.49719900000000006,37.0,$RhoA_amp,0.287436,Hyper
0.49419899999999994,0.41049599999999997,0.672842,0.49339999999999995,41.0,$RhoA_amp,0.2623460000000001,Hyper
0.5127999999999999,0.395841,0.6777859999999999,0.495,45.0,$RhoA_amp,0.2819449999999999,Hyper
0.504,0.396349,0.6736129999999999,0.49800000000000005,49.0,$RhoA_amp,0.2772639999999999,Hyper
0.5022,0.39599300000000004,0.6733380000000001,0.495,53.0,$RhoA_amp,0.27734500000000006,Hyper
0.497201,0.405257,0.6725909999999999,0.491202,57.0,$RhoA_amp,0.26733399999999996,Hyper
0.48860000000000003,0.396855,0.6805869999999999,0.4786,1.0,$RhoA_mod,0.28373199999999993,Hyper
0.5082,0.38729899999999995,0.683947,0.48820100000000005,2.0,$RhoA_mod,0.296648,Hyper
0.503199,0.399127,0.690566,0.49519899999999994,3.0,$RhoA_mod,0.291439,Hyper
0.508401,0.401394,0.683717,0.4982,4.0,$RhoA_mod,0.28232300000000005,Hyper
0.5051990000000001,0.39265600000000006,0.684225,0.48240000000000005,5.0,$RhoA_mod,0.2915689999999999,Hyper
0.5013989999999999,0.40540199999999993,0.680296,0.509399,6.0,$RhoA_mod,0.2748940000000001,Hyper
0.506401,0.40161500000000006,0.676795,0.491201,7.0,$RhoA_mod,0.27518,Hyper
0.49960000000000004,0.085328,0.8386589999999999,0.49799899999999997,0.1,$RhoA_basal,0.753331,Hyper
0.5048,0.2054,0.771974,0.5088,0.30000000000000004,$RhoA_basal,0.566574,Hyper
0.4958,0.282756,0.738899,0.507,0.5000000000000001,$RhoA_basal,0.45614299999999997,Hyper
0.49039900000000003,0.369541,0.692986,0.49439999999999995,0.7000000000000002,$RhoA_basal,0.323445,Hyper
0.5142,0.420647,0.66686,0.495599,0.9000000000000001,$RhoA_basal,0.24621300000000002,Normal
0.488201,0.470462,0.641519,0.498201,1.1,$RhoA_basal,0.17105699999999996,Normal
0.5052010000000001,0.514502,0.6296889999999999,0.49559900000000007,1.3000000000000003,$RhoA_basal,0.11518699999999993,Normal
0.502601,0.6078210000000001,0.5694420000000001,0.49460099999999996,1.0,$RhoA_antagonistic,-0.03837899999999994,Normal
0.500001,0.535669,0.606155,0.504001,1.5,$RhoA_antagonistic,0.07048600000000005,Normal
0.49959999999999993,0.478054,0.634168,0.505199,2.0,$RhoA_antagonistic,0.15611399999999998,Normal
0.49440000000000006,0.420479,0.6685960000000001,0.49079999999999996,2.5,$RhoA_antagonistic,0.2481170000000001,Normal
0.495199,0.38864999999999994,0.6829609999999999,0.5055989999999999,3.0,$RhoA_antagonistic,0.294311,Hyper
0.505199,0.377482,0.687472,0.49680100000000005,3.5,$RhoA_antagonistic,0.30999,Hyper
0.49360000000000004,0.355671,0.7061209999999999,0.49,4.0,$RhoA_antagonistic,0.3504499999999999,Hyper
0.503799,0.328847,0.720504,0.5058,4.5,$RhoA_antagonistic,0.39165700000000003,Hyper
0.4986,0.306141,0.7248319999999999,0.4978,5.0,$RhoA_antagonistic,0.4186909999999999,Hyper
0.4996,0.297639,0.7381599999999999,0.494199,5.5,$RhoA_antagonistic,0.44052099999999994,Hyper
0.502199,0.280207,0.7496149999999999,0.505798,6.0,$RhoA_antagonistic,0.46940799999999994,Hyper
0.49660099999999996,0.266236,0.7493079999999999,0.5058,6.5,$RhoA_antagonistic,0.4830719999999999,Hyper
0.516598,0.255536,0.762004,0.504599,7.0,$RhoA_antagonistic,0.506468,Hyper
0.5012000000000001,0.243724,0.765074,0.499,7.5,$RhoA_antagonistic,0.52135,Hyper
0.500999,0.237135,0.768857,0.4898,8.0,$RhoA_antagonistic,0.531722,Hyper
0.515,0.22825499999999999,0.7748400000000001,0.48260000000000003,8.5,$RhoA_antagonistic,0.5465850000000001,Hyper
0.49499899999999997,0.22511600000000004,0.775755,0.497,9.0,$RhoA_antagonistic,0.5506389999999999,Hyper
0.5044,0.211119,0.780776,0.497401,9.5,$RhoA_antagonistic,0.5696570000000001,Hyper
0.49639900000000003,0.41417600000000004,0.6880879999999999,0.502999,0.05,$RhoA_decay,0.2739119999999999,Hyper
