DSP,JCAD,RhoA,RhoC,TJP1,p_name,p_value,perb,delta,phenotype
0.48579999999999995,0.5063989999999999,0.5215759999999999,0.61153,0.48659899999999995,$RhoA_decay,0.8500000000000002,WT,0.08995400000000009,Normal
0.499799,0.5124,0.5219929999999999,0.605993,0.496598,$RhoA_decay,0.9500000000000002,WT,0.08400000000000007,Normal
0.517601,0.49200199999999994,0.619079,0.559261,0.4984,$RhoC_amp,5.0,WT,-0.05981800000000004,Normal
0.4978,0.507201,0.595195,0.5969380000000001,0.485999,$RhoC_amp,10.0,WT,0.00174300000000005,Normal
0.508,0.4962,0.595482,0.601975,0.49620000000000003,$RhoC_amp,15.0,WT,0.006493000000000082,Normal
0.500399,0.512199,0.596904,0.607074,0.5003989999999999,$RhoC_amp,20.0,WT,0.010170000000000012,Normal
0.500001,0.500401,0.58087,0.621122,0.5094000000000001,$RhoC_amp,25.0,WT,0.040251999999999954,Normal
0.5062,0.517,0.5917300000000001,0.6192150000000002,0.494802,$RhoC_amp,30.0,WT,0.027485000000000093,Normal
0.514202,0.5152019999999999,0.59134,0.629075,0.49460000000000004,$RhoC_amp,35.0,WT,0.037735000000000074,Normal
0.485599,0.5199999999999999,0.586321,0.6205289999999999,0.4948,$RhoC_amp,40.0,WT,0.034207999999999905,Normal
0.5042,0.484801,0.590237,0.6200800000000001,0.5010020000000001,$RhoC_amp,45.0,WT,0.029843000000000064,Normal
0.495801,0.49279999999999996,0.5805359999999999,0.6293419999999998,0.511,$RhoC_amp,50.0,WT,0.048805999999999905,Normal
0.496998,0.49439900000000003,0.589201,0.618169,0.49819900000000006,$RhoC_amp,55.0,WT,0.028967999999999994,Normal
0.5008,0.501398,0.632582,0.5321870000000001,0.49859999999999993,$RhoC_mod,1.0,WT,-0.1003949999999999,Normal
0.49280000000000007,0.49939999999999996,0.616447,0.5714650000000001,0.509398,$RhoC_mod,2.0,WT,-0.044981999999999855,Normal
0.4928,0.5087989999999999,0.5917290000000001,0.5974519999999999,0.4974,$RhoC_mod,3.0,WT,0.005722999999999812,Normal
0.49619800000000003,0.4977980000000001,0.572381,0.6203810000000001,0.501398,$RhoC_mod,4.0,WT,0.04800000000000004,Normal
0.496597,0.4977990000000001,0.576724,0.619318,0.503398,$RhoC_mod,5.0,WT,0.04259400000000002,Normal
0.490601,0.5036,0.5826660000000001,0.621994,0.5024,$RhoC_mod,6.0,WT,0.03932799999999992,Normal
0.496999,0.514798,0.5865810000000001,0.618078,0.48559699999999995,$RhoC_mod,7.0,WT,0.031496999999999886,Normal
0.4982,0.48180100000000003,0.675741,0.43424500000000005,0.4938,$RhoC_basal,0.1,WT,-0.241496,Normal
0.503599,0.4929990000000001,0.6083310000000001,0.570422,0.496401,$RhoC_basal,0.6,WT,-0.03790900000000008,Normal
0.490799,0.5025999999999999,0.582259,0.629475,0.491799,$RhoC_basal,1.1,WT,0.047216000000000036,Normal
0.495799,0.496399,0.515157,0.7532309999999999,0.492999,$RhoC_antagonistic,1.0,WT,0.2380739999999999,Normal
0.503199,0.5083989999999999,0.566435,0.6571629999999999,0.488999,$RhoC_antagonistic,2.0,WT,0.09072799999999992,Normal
0.501999,0.505399,0.60168,0.5920909999999999,0.4923979999999999,$RhoC_antagonistic,3.0,WT,-0.00958900000000007,Normal
0.488599,0.497399,0.6162210000000001,0.5512319999999999,0.49960099999999996,$RhoC_antagonistic,4.0,WT,-0.06498900000000019,Normal
0.4958,0.49539999999999995,0.6385799999999999,0.510467,0.48619999999999997,$RhoC_antagonistic,5.0,WT,-0.12811299999999992,Normal
0.504798,0.504999,0.6598850000000002,0.49045800000000006,0.500799,$RhoC_antagonistic,6.0,WT,-0.1694270000000001,Normal
0.487801,0.501401,0.6655360000000001,0.465071,0.497399,$RhoC_antagonistic,7.0,WT,-0.20046500000000012,Normal
0.5036,0.48919999999999997,0.681514,0.425272,0.5036,$RhoC_antagonistic,8.0,WT,-0.25624199999999997,Failed
0.4998,0.4976,0.699303,0.40979899999999997,0.507799,$RhoC_antagonistic,9.0,WT,-0.28950400000000004,Failed
0.505201,0.497602,0.694931,0.392277,0.501,$RhoC_antagonistic,10.0,WT,-0.302654,Failed
0.49860000000000004,0.504399,0.701758,0.390535,0.499599,$RhoC_antagonistic,11.0,WT,-0.31122299999999997,Failed
0.49140000000000006,0.502599,0.713941,0.376053,0.49759999999999993,$RhoC_antagonistic,12.0,WT,-0.337888,Failed
0.49660099999999996,0.48860000000000003,0.706063,0.361622,0.5092,$RhoC_antagonistic,13.0,WT,-0.344441,Failed
0.504799,0.5015989999999999,0.726618,0.3434009999999999,0.49680099999999994,$RhoC_antagonistic,14.0,WT,-0.3832170000000001,Failed
0.5018009999999999,0.49320099999999995,0.593727,0.61395,0.49760099999999996,$RhoC_decay,0.05,WT,0.02022299999999999,Normal
0.4962,0.505399,0.600192,0.6008469999999999,0.4956,$RhoC_decay,0.15000000000000002,WT,0.0006549999999999612,Normal
0.5030030000000001,0.496601,0.593457,0.591163,0.497202,$RhoC_decay,0.25000000000000006,WT,-0.0022940000000000182,Normal
0.505799,0.5125989999999999,0.606816,0.5738049999999999,0.4888,$RhoC_decay,0.3500000000000001,WT,-0.033011000000000124,Normal
0.5126,0.5131999999999999,0.6056539999999999,0.5672269999999999,0.49499999999999994,$RhoC_decay,0.45000000000000007,WT,-0.03842699999999999,Normal
0.502799,0.5126000000000001,0.6139180000000001,0.5551039999999999,0.493001,$RhoC_decay,0.55,WT,-0.058814000000000144,Normal
0.5151990000000001,0.49479900000000004,0.6155290000000001,0.535263,0.493599,$RhoC_decay,0.6500000000000001,WT,-0.08026600000000006,Normal
0.504599,0.501999,0.599549,0.5409130000000001,0.508799,$RhoC_decay,0.7500000000000001,WT,-0.05863599999999991,Normal
0.4956,0.5042,0.600026,0.531003,0.492398,$RhoC_decay,0.8500000000000002,WT,-0.06902299999999995,Normal
0.506001,0.5078010000000001,0.608352,0.5135590000000001,0.48419900000000005,$RhoC_decay,0.9500000000000002,WT,-0.0947929999999999,Normal
,0.5028,0.307313,0.8066479999999999,0.4998,$RhoC_antagonistic,1.0,DSP,0.4993349999999999,Hyper
,0.487801,0.359487,0.7475290000000001,0.521201,$RhoC_antagonistic,2.0,DSP,0.3880420000000001,Hyper
,0.4979990000000001,0.40761499999999995,0.6646789999999999,0.5073989999999999,$RhoC_antagonistic,3.0,DSP,0.25706399999999996,Hyper
,0.5064,0.428893,0.6328579999999999,0.4921999999999999,$RhoC_antagonistic,4.0,DSP,0.2039649999999999,Normal
,0.5052000000000001,0.454109,0.615336,0.49319999999999997,$RhoC_antagonistic,5.0,DSP,0.161227,Normal
,0.5062,0.46385600000000005,0.592963,0.502,$RhoC_antagonistic,6.0,DSP,0.12910699999999997,Normal
,0.5012,0.49271100000000007,0.5487920000000001,0.500399,$RhoC_antagonistic,7.0,DSP,0.05608099999999999,Normal
,0.506,0.489793,0.550784,0.512201,$RhoC_antagonistic,8.0,DSP,0.06099100000000007,Normal
,0.502399,0.517814,0.515589,0.493401,$RhoC_antagonistic,9.0,DSP,-0.0022250000000000325,Normal
,0.5009999999999999,0.534718,0.49782,0.500601,$RhoC_antagonistic,10.0,DSP,-0.03689800000000004,Normal
,0.49699999999999994,0.537748,0.488416,0.5092,$RhoC_antagonistic,11.0,DSP,-0.04933199999999999,Normal
,0.494401,0.552852,0.465152,0.504,$RhoC_antagonistic,12.0,DSP,-0.0877,Normal
,0.5168,0.557405,0.46198000000000006,0.49940100000000004,$RhoC_antagonistic,13.0,DSP,-0.09542499999999998,Normal
,0.5048,0.5659350000000001,0.447635,0.499799,$RhoC_antagonistic,14.0,DSP,-0.11830000000000007,Normal
,0.514002,0.42797399999999997,0.6255369999999999,0.502601,$RhoC_mod,1.0,DSP,0.19756299999999993,Normal
,0.482,0.41573,0.659624,0.49980100000000005,$RhoC_mod,2.0,DSP,0.243894,Normal
,0.484599,0.39460700000000004,0.6778280000000001,0.49339900000000003,$RhoC_mod,3.0,DSP,0.28322100000000006,Hyper
,0.5085999999999999,0.391598,0.6908,0.504799,$RhoC_mod,4.0,DSP,0.29920199999999997,Hyper
,0.495202,0.390878,0.7064699999999999,0.5058010000000001,$RhoC_mod,5.0,DSP,0.31559199999999993,Hyper
,0.503401,0.389633,0.6943119999999999,0.495402,$RhoC_mod,6.0,DSP,0.3046789999999999,Hyper
,0.502001,0.392547,0.699241,0.5064,$RhoC_mod,7.0,DSP,0.306694,Hyper
,0.504,0.41466899999999995,0.658445,0.49420000000000003,$RhoC_amp,5.0,DSP,0.243776,Normal
,0.499401,0.38770600000000005,0.6907460000000001,0.5206000000000001,$RhoC_amp,10.0,DSP,0.30304000000000003,Hyper
,0.5036010000000001,0.39105,0.691528,0.48900000000000005,$RhoC_amp,15.0,DSP,0.300478,Hyper
,0.5014,0.392682,0.6940130000000001,0.508,$RhoC_amp,20.0,DSP,0.3013310000000001,Hyper
,0.490999,0.384422,0.691762,0.4914,$RhoC_amp,25.0,DSP,0.30734,Hyper
,0.5044000000000001,0.38723,0.6986760000000001,0.500199,$RhoC_amp,30.0,DSP,0.31144600000000006,Hyper
,0.5094000000000001,0.382548,0.697837,0.5067999999999999,$RhoC_amp,35.0,DSP,0.31528900000000004,Hyper
,0.48300099999999996,0.390209,0.69104,0.504599,$RhoC_amp,40.0,DSP,0.300831,Hyper
,0.49140000000000006,0.38132,0.696432,0.494401,$RhoC_amp,45.0,DSP,0.31511200000000006,Hyper
,0.5138,0.3716529999999999,0.7097990000000001,0.501201,$RhoC_amp,50.0,DSP,0.33814600000000017,Hyper
,0.49639999999999995,0.38531099999999996,0.686613,0.49380099999999993,$RhoC_amp,55.0,DSP,0.30130200000000007,Hyper
,0.4938,0.39351500000000006,0.706055,0.49800000000000005,$RhoC_decay,0.05,DSP,0.31253999999999993,Hyper
,0.5016,0.409123,0.6789350000000001,0.499201,$RhoC_decay,0.15000000000000002,DSP,0.26981200000000005,Hyper
,0.5081990000000001,0.394608,0.669376,0.504599,$RhoC_decay,0.25000000000000006,DSP,0.27476799999999996,Hyper
,0.513199,0.406048,0.654884,0.5025999999999999,$RhoC_decay,0.3500000000000001,DSP,0.248836,Normal
,0.5018009999999999,0.40243799999999996,0.628768,0.49640000000000006,$RhoC_decay,0.45000000000000007,DSP,0.22633000000000003,Normal
,0.5024,0.407647,0.620666,0.5118,$RhoC_decay,0.55,DSP,0.21301900000000007,Normal
,0.49319899999999994,0.409232,0.6026030000000001,0.5006010000000001,$RhoC_decay,0.6500000000000001,DSP,0.19337100000000013,Normal
,0.49240000000000006,0.412179,0.5861820000000001,0.507201,$RhoC_decay,0.7500000000000001,DSP,0.17400300000000007,Normal
,0.49239900000000003,0.41168999999999994,0.573764,0.511799,$RhoC_decay,0.8500000000000002,DSP,0.1620740000000001,Normal
,0.4992,0.42662900000000004,0.5599069999999999,0.499,$RhoC_decay,0.9500000000000002,DSP,0.1332779999999999,Normal
0.49279900000000004,0.49940000000000007,0.7949419999999999,0.321816,,$RhoA_antagonistic,1.0,TJP1,-0.47312599999999994,Failed
0.48980100000000004,0.496601,0.7202740000000001,0.37372000000000005,,$RhoA_antagonistic,2.0,TJP1,-0.34655400000000003,Failed
0.5052,0.49920000000000003,0.690729,0.39545,,$RhoA_antagonistic,3.0,TJP1,-0.295279,Failed
0.500599,0.5004,0.634838,0.428652,,$RhoA_antagonistic,4.0,TJP1,-0.20618600000000004,Normal
0.500402,0.493201,0.6053310000000001,0.45638500000000004,,$RhoA_antagonistic,5.0,TJP1,-0.14894600000000002,Normal
0.48919999999999997,0.49800099999999997,0.569007,0.48491399999999996,,$RhoA_antagonistic,6.0,TJP1,-0.08409300000000008,Normal
0.498799,0.499199,0.5563,0.49967700000000004,,$RhoA_antagonistic,7.0,TJP1,-0.05662299999999998,Normal
0.5052,0.5122,0.544046,0.49548299999999995,,$RhoA_antagonistic,8.0,TJP1,-0.04856300000000008,Normal
0.4848,0.48840000000000006,0.50729,0.521469,,$RhoA_antagonistic,9.0,TJP1,0.014178999999999942,Normal
0.5028,0.49179999999999996,0.498367,0.527502,,$RhoA_antagonistic,10.0,TJP1,0.029135000000000022,Normal
0.49579900000000005,0.497999,0.4875020000000001,0.5449900000000001,,$RhoA_antagonistic,11.0,TJP1,0.057487999999999984,Normal
0.5096010000000001,0.49639999999999995,0.476284,0.547551,,$RhoA_antagonistic,12.0,TJP1,0.07126700000000002,Normal
0.4872,0.48999999999999994,0.441839,0.5758070000000001,,$RhoA_antagonistic,13.0,TJP1,0.1339680000000001,Normal
0.49639999999999995,0.5052,0.432507,0.580999,,$RhoA_antagonistic,14.0,TJP1,0.14849200000000007,Normal
0.493799,0.502,0.626411,0.43304699999999996,,$RhoA_mod,1.0,TJP1,-0.1933640000000001,Normal
0.5054,0.5138010000000001,0.6605030000000001,0.415401,,$RhoA_mod,2.0,TJP1,-0.24510200000000004,Normal
0.495599,0.517,0.676104,0.407746,,$RhoA_mod,3.0,TJP1,-0.26835800000000004,Failed
0.5051990000000001,0.503599,0.687927,0.38926,,$RhoA_mod,4.0,TJP1,-0.29866699999999996,Failed
0.5054,0.500199,0.702707,0.39791199999999993,,$RhoA_mod,5.0,TJP1,-0.30479500000000004,Failed
0.49440000000000006,0.5038,0.701623,0.382932,,$RhoA_mod,6.0,TJP1,-0.318691,Failed
0.503,0.509,0.717105,0.377256,,$RhoA_mod,7.0,TJP1,-0.339849,Failed
0.5158,0.4937999999999999,0.669879,0.40436799999999995,,$RhoA_amp,5.0,TJP1,-0.26551100000000005,Failed
0.5018,0.509199,0.672931,0.399754,,$RhoA_amp,10.0,TJP1,-0.27317699999999995,Failed
0.5018,0.501401,0.686186,0.40060499999999993,,$RhoA_amp,15.0,TJP1,-0.28558100000000003,Failed
0.510799,0.49899899999999997,0.6993199999999999,0.393073,,$RhoA_amp,20.0,TJP1,-0.30624699999999994,Failed
0.496201,0.4874,0.6896960000000001,0.39182,,$RhoA_amp,25.0,TJP1,-0.2978760000000001,Failed
0.4996010000000001,0.48960000000000004,0.697506,0.398789,,$RhoA_amp,30.0,TJP1,-0.29871699999999995,Failed
0.506001,0.5012,0.686461,0.394919,,$RhoA_amp,35.0,TJP1,-0.29154199999999997,Failed
0.5067999999999999,0.492,0.7016800000000001,0.384726,,$RhoA_amp,40.0,TJP1,-0.31695400000000007,Failed
0.4992,0.492999,0.696839,0.38988300000000004,,$RhoA_amp,45.0,TJP1,-0.30695599999999995,Failed
0.49920000000000003,0.4908,0.695894,0.39003100000000007,,$RhoA_amp,50.0,TJP1,-0.30586299999999994,Failed
0.494,0.5092,0.6876850000000001,0.393734,,$RhoA_amp,55.0,TJP1,-0.29395100000000013,Failed
0.5095999999999999,0.49759999999999993,0.714934,0.390391,,$RhoA_decay,0.05,TJP1,-0.32454299999999997,Failed
0.5098,0.5047999999999999,0.693887,0.396713,,$RhoA_decay,0.15000000000000002,TJP1,-0.29717400000000005,Failed
0.501,0.5002,0.668594,0.399641,,$RhoA_decay,0.25000000000000006,TJP1,-0.268953,Failed
0.491599,0.49519900000000006,0.640135,0.40965100000000004,,$RhoA_decay,0.3500000000000001,TJP1,-0.23048399999999997,Normal
0.49579999999999996,0.4928,0.624015,0.404927,,$RhoA_decay,0.45000000000000007,TJP1,-0.219088,Normal
0.5056,0.492401,0.613903,0.404726,,$RhoA_decay,0.55,TJP1,-0.209177,Normal
0.501599,0.516199,0.6067680000000001,0.402627,,$RhoA_decay,0.6500000000000001,TJP1,-0.20414100000000007,Normal
0.49960000000000004,0.5058,0.60162,0.401664,,$RhoA_decay,0.7500000000000001,TJP1,-0.19995600000000002,Normal
0.49620200000000003,0.490201,0.57527,0.42002700000000004,,$RhoA_decay,0.8500000000000002,TJP1,-0.1552429999999999,Normal
0.4957999999999999,0.49760000000000004,0.557625,0.41292399999999996,,$RhoA_decay,0.9500000000000002,TJP1,-0.14470100000000008,Normal
0.49920000000000003,,0.429718,0.640134,0.479599,$RhoA_mod,1.0,JCAD,0.210416,Normal
0.4872,,0.5232570000000001,0.5840930000000001,0.496599,$RhoA_mod,2.0,JCAD,0.060836,Normal
0.502,,0.569019,0.5755060000000001,0.496401,$RhoA_mod,3.0,JCAD,0.0064870000000000205,Normal
0.5118010000000001,,0.5987660000000001,0.5478660000000001,0.499,$RhoA_mod,4.0,JCAD,-0.050900000000000056,Normal
0.5053989999999999,,0.615281,0.55479,0.5034000000000001,$RhoA_mod,5.0,JCAD,-0.06049099999999996,Normal
0.5028,,0.632691,0.536567,0.49920000000000003,$RhoA_mod,6.0,JCAD,-0.09612399999999999,Normal
0.4954,,0.625801,0.544861,0.5022,$RhoA_mod,7.0,JCAD,-0.08094000000000001,Normal
0.501799,,0.631918,0.450642,0.496199,$RhoC_mod,1.0,JCAD,-0.181276,Normal
0.4976,,0.5960829999999999,0.518539,0.516799,$RhoC_mod,2.0,JCAD,-0.07754399999999995,Normal
0.500201,,0.569725,0.571136,0.5002,$RhoC_mod,3.0,JCAD,0.00141099999999994,Normal
0.48719999999999997,,0.553319,0.5994099999999999,0.4896,$RhoC_mod,4.0,JCAD,0.04609099999999988,Normal
0.49340100000000003,,0.539362,0.61676,0.5012,$RhoC_mod,5.0,JCAD,0.07739799999999997,Normal
0.5022,,0.542967,0.6270370000000001,0.4836,$RhoC_mod,6.0,JCAD,0.08407000000000009,Normal
0.504999,,0.538655,0.6396390000000001,0.5128,$RhoC_mod,7.0,JCAD,0.10098400000000007,Normal
0.5028,,0.411254,0.6534599999999999,0.4974,$RhoA_basal,0.1,JCAD,0.24220599999999992,Normal
0.5084,,0.542954,0.5938540000000001,0.491,$RhoA_basal,0.6,JCAD,0.050900000000000056,Normal
0.5075999999999999,,0.615056,0.543177,0.5014000000000001,$RhoA_basal,1.1,JCAD,-0.07187900000000003,Normal
0.497201,,0.678494,0.390444,0.491,$RhoC_basal,0.1,JCAD,-0.28805000000000003,Failed
0.496201,,0.583083,0.532316,0.49860100000000007,$RhoC_basal,0.6,JCAD,-0.05076700000000001,Normal
0.49080099999999993,,0.5504699999999999,0.60909,0.508201,$RhoC_basal,1.1,JCAD,0.058620000000000116,Normal
,,0.48176399999999997,0.53281,0.49940100000000004,$RhoC_mod,1.0,DSP_JCAD,0.051046000000000036,Normal
,,0.450651,0.605152,0.502201,$RhoC_mod,2.0,DSP_JCAD,0.154501,Normal
,,0.41227800000000003,0.648088,0.491001,$RhoC_mod,3.0,DSP_JCAD,0.23580999999999996,Normal
,,0.40602,0.668181,0.507401,$RhoC_mod,4.0,DSP_JCAD,0.26216100000000003,Hyper
,,0.387562,0.6847559999999999,0.49739999999999995,$RhoC_mod,5.0,DSP_JCAD,0.2971939999999999,Hyper
,,0.39242000000000005,0.68947,0.49499899999999997,$RhoC_mod,6.0,DSP_JCAD,0.29705,Hyper
,,0.385159,0.697808,0.4976,$RhoC_mod,7.0,DSP_JCAD,0.312649,Hyper
,,0.5320370000000001,0.452802,0.499,$RhoC_basal,0.1,DSP_JCAD,-0.07923500000000011,Normal
,,0.447701,0.5991210000000001,0.494001,$RhoC_basal,0.6,DSP_JCAD,0.1514200000000001,Normal
,,0.394196,0.693947,0.503401,$RhoC_basal,1.1,DSP_JCAD,0.299751,Hyper
,,0.085296,0.826524,0.4988,$RhoA_basal,0.1,DSP_JCAD,0.741228,Hyper
,,0.354666,0.6808559999999999,0.49879999999999997,$RhoA_basal,0.6,DSP_JCAD,0.3261899999999999,Hyper
,,0.480433,0.617526,0.5008,$RhoA_basal,1.1,DSP_JCAD,0.13709300000000002,Normal
0.5036,,0.532562,0.479178,,$RhoA_mod,1.0,TJP1_JCAD,-0.05338399999999999,Normal
0.5126,,0.62558,0.43577200000000005,,$RhoA_mod,2.0,TJP1_JCAD,-0.18980799999999998,Normal
0.508799,,0.647311,0.418705,,$RhoA_mod,3.0,TJP1_JCAD,-0.22860599999999998,Normal
0.5004,,0.6640219999999999,0.41188899999999995,,$RhoA_mod,4.0,TJP1_JCAD,-0.25213299999999994,Failed
0.4998,,0.697505,0.37930200000000003,,$RhoA_mod,5.0,TJP1_JCAD,-0.318203,Failed
0.5016,,0.688019,0.38834,,$RhoA_mod,6.0,TJP1_JCAD,-0.29967900000000003,Failed
0.5014000000000001,,0.690064,0.402371,,$RhoA_mod,7.0,TJP1_JCAD,-0.28769300000000003,Failed
0.5064,,0.45932300000000004,0.5293840000000001,,$RhoA_basal,0.1,TJP1_JCAD,0.07006100000000004,Normal
0.4916,,0.607877,0.441334,,$RhoA_basal,0.6,TJP1_JCAD,-0.166543,Normal
0.49460000000000004,,0.6883790000000001,0.398493,,$RhoA_basal,1.1,TJP1_JCAD,-0.2898860000000001,Failed
0.5058,,0.8188009999999999,0.085203,,$RhoC_basal,0.1,TJP1_JCAD,-0.7335979999999999,Failed
0.48919999999999997,,0.670716,0.362387,,$RhoC_basal,0.6,TJP1_JCAD,-0.30832899999999996,Failed
0.496799,,0.599398,0.49897800000000003,,$RhoC_basal,1.1,TJP1_JCAD,-0.10041999999999995,Normal
