DSP,JCAD,RhoA,RhoC,TJP1,$RhoA_amp,$RhoA_antagonistic,perb,exp_name,delta,phenotype
0.48239899999999997,0.49999899999999997,0.589232,0.45858600000000005,,15.0,6.0,TJP1,Escape_Threshold_RhoA,-0.13064599999999993,Normal
0.4952000000000001,0.513,0.5658650000000001,0.48583300000000007,,15.0,7.0,TJP1,Escape_Threshold_RhoA,-0.08003199999999999,Normal
0.516001,0.4902,0.553892,0.493193,,15.0,8.0,TJP1,Escape_Threshold_RhoA,-0.06069900000000006,Normal
0.5059990000000001,0.503999,0.5311380000000001,0.5006999999999999,,15.0,9.0,TJP1,Escape_Threshold_RhoA,-0.030438000000000187,Normal
0.49119899999999994,0.488198,0.504919,0.524766,,15.0,10.0,TJP1,Escape_Threshold_RhoA,0.019846999999999948,Normal
0.5036010000000001,0.5046,0.49694499999999997,0.539192,,15.0,11.0,TJP1,Escape_Threshold_RhoA,0.042247000000000035,Normal
0.49119900000000005,0.49839999999999995,0.481692,0.5404859999999999,,15.0,12.0,TJP1,Escape_Threshold_RhoA,0.0587939999999999,Normal
0.501,0.4952,0.4720539999999999,0.5516,,15.0,13.0,TJP1,Escape_Threshold_RhoA,0.07954600000000006,Normal
0.508,0.496201,0.459169,0.5606819999999999,,15.0,14.0,TJP1,Escape_Threshold_RhoA,0.10151299999999991,Normal
0.5006,0.503201,0.8039409999999999,0.317435,,20.0,1.0,TJP1,Escape_Threshold_RhoA,-0.4865059999999999,Failed
0.499199,0.503199,0.7472049999999999,0.34903399999999996,,20.0,2.0,TJP1,Escape_Threshold_RhoA,-0.39817099999999994,Failed
0.500398,0.498399,0.6880209999999999,0.39670300000000003,,20.0,3.0,TJP1,Escape_Threshold_RhoA,-0.29131799999999985,Failed
0.501001,0.49860099999999996,0.649589,0.42148399999999997,,20.0,4.0,TJP1,Escape_Threshold_RhoA,-0.228105,Normal
0.5107999999999999,0.516401,0.631846,0.43271899999999996,,20.0,5.0,TJP1,Escape_Threshold_RhoA,-0.19912700000000005,Normal
0.493,0.49460000000000004,0.593227,0.465994,,20.0,6.0,TJP1,Escape_Threshold_RhoA,-0.12723299999999993,Normal
0.49839999999999995,0.49179999999999996,0.566024,0.48739,,20.0,7.0,TJP1,Escape_Threshold_RhoA,-0.07863399999999998,Normal
0.5063989999999999,0.497799,0.567729,0.484687,,20.0,8.0,TJP1,Escape_Threshold_RhoA,-0.08304200000000006,Normal
0.495001,0.490801,0.526929,0.522645,,20.0,9.0,TJP1,Escape_Threshold_RhoA,-0.0042839999999999545,Normal
0.5004,0.4908,0.517153,0.523241,,20.0,10.0,TJP1,Escape_Threshold_RhoA,0.006087999999999982,Normal
0.5117990000000001,0.503599,0.5211809999999999,0.5162599999999999,,20.0,11.0,TJP1,Escape_Threshold_RhoA,-0.004920999999999953,Normal
0.5012,0.503599,0.495788,0.535999,,20.0,12.0,TJP1,Escape_Threshold_RhoA,0.040211,Normal
0.4908,0.49900100000000003,0.477291,0.547334,,20.0,13.0,TJP1,Escape_Threshold_RhoA,0.07004299999999997,Normal
0.499201,0.507601,0.4771810000000001,0.543825,,20.0,14.0,TJP1,Escape_Threshold_RhoA,0.06664399999999993,Normal
0.5158,0.500401,0.813682,0.300975,,25.0,1.0,TJP1,Escape_Threshold_RhoA,-0.512707,Failed
0.509001,0.488601,0.739555,0.354579,,25.0,2.0,TJP1,Escape_Threshold_RhoA,-0.384976,Failed
0.501999,0.4924,0.694127,0.39408699999999997,,25.0,3.0,TJP1,Escape_Threshold_RhoA,-0.3000400000000001,Failed
0.5046010000000001,0.5014000000000001,0.658931,0.41141900000000003,,25.0,4.0,TJP1,Escape_Threshold_RhoA,-0.247512,Normal
0.49860099999999996,0.5008,0.62045,0.434773,,25.0,5.0,TJP1,Escape_Threshold_RhoA,-0.18567699999999993,Normal
0.49500099999999997,0.4908,0.6019859999999999,0.461066,,25.0,6.0,TJP1,Escape_Threshold_RhoA,-0.14091999999999993,Normal
0.5045999999999999,0.501799,0.5800879999999999,0.46529,,25.0,7.0,TJP1,Escape_Threshold_RhoA,-0.11479799999999996,Normal
0.5068,0.5104,0.558678,0.486001,,25.0,8.0,TJP1,Escape_Threshold_RhoA,-0.07267699999999999,Normal
0.494198,0.501798,0.541832,0.5016579999999999,,25.0,9.0,TJP1,Escape_Threshold_RhoA,-0.04017400000000004,Normal
0.505201,0.48780100000000004,0.524031,0.512576,,25.0,10.0,TJP1,Escape_Threshold_RhoA,-0.011454999999999993,Normal
0.48760000000000003,0.5076,0.511472,0.524436,,25.0,11.0,TJP1,Escape_Threshold_RhoA,0.012963999999999976,Normal
0.5097999999999999,0.5022,0.5146999999999999,0.521918,,25.0,12.0,TJP1,Escape_Threshold_RhoA,0.007218000000000058,Normal
0.5028009999999999,0.504601,0.476637,0.546645,,25.0,13.0,TJP1,Escape_Threshold_RhoA,0.07000800000000007,Normal
0.5011990000000001,0.49139999999999995,0.472824,0.546863,,25.0,14.0,TJP1,Escape_Threshold_RhoA,0.07403899999999997,Normal
0.4986,0.49979999999999997,0.8101910000000001,0.307807,,30.0,1.0,TJP1,Escape_Threshold_RhoA,-0.5023840000000002,Failed
0.5090009999999999,0.49920100000000006,0.7454850000000001,0.351313,,30.0,2.0,TJP1,Escape_Threshold_RhoA,-0.3941720000000001,Failed
0.486401,0.513601,0.69614,0.38448899999999997,,30.0,3.0,TJP1,Escape_Threshold_RhoA,-0.311651,Failed
0.49420099999999995,0.49999999999999994,0.652957,0.424717,,30.0,4.0,TJP1,Escape_Threshold_RhoA,-0.22824,Normal
0.504801,0.49640100000000004,0.612861,0.44998400000000005,,30.0,5.0,TJP1,Escape_Threshold_RhoA,-0.16287699999999994,Normal
0.5051990000000001,0.490799,0.599797,0.45820299999999997,,30.0,6.0,TJP1,Escape_Threshold_RhoA,-0.14159400000000005,Normal
0.49860099999999996,0.49460099999999996,0.575844,0.47138500000000005,,30.0,7.0,TJP1,Escape_Threshold_RhoA,-0.10445899999999997,Normal
0.48580000000000007,0.508,0.550302,0.49722999999999995,,30.0,8.0,TJP1,Escape_Threshold_RhoA,-0.05307200000000001,Normal
0.4982,0.49840000000000007,0.552368,0.484752,,30.0,9.0,TJP1,Escape_Threshold_RhoA,-0.06761599999999995,Normal
0.509801,0.5164009999999999,0.542927,0.500001,,30.0,10.0,TJP1,Escape_Threshold_RhoA,-0.04292600000000002,Normal
0.510799,0.49779900000000005,0.525061,0.5139429999999999,,30.0,11.0,TJP1,Escape_Threshold_RhoA,-0.011118000000000072,Normal
0.49079999999999996,0.4854,0.502605,0.5291760000000001,,30.0,12.0,TJP1,Escape_Threshold_RhoA,0.026571000000000122,Normal
0.5014000000000001,0.5,0.48782200000000003,0.54007,,30.0,13.0,TJP1,Escape_Threshold_RhoA,0.05224800000000002,Normal
0.4927990000000001,0.48999899999999996,0.473225,0.55201,,30.0,14.0,TJP1,Escape_Threshold_RhoA,0.078785,Normal
0.490201,0.4968,0.810753,0.305068,,35.0,1.0,TJP1,Escape_Threshold_RhoA,-0.5056849999999999,Failed
0.49580100000000005,0.5056,0.7436200000000001,0.354625,,35.0,2.0,TJP1,Escape_Threshold_RhoA,-0.38899500000000004,Failed
0.505002,0.498201,0.69723,0.392392,,35.0,3.0,TJP1,Escape_Threshold_RhoA,-0.304838,Failed
0.509,0.5052,0.6586620000000001,0.404109,,35.0,4.0,TJP1,Escape_Threshold_RhoA,-0.2545530000000001,Failed
0.48900099999999996,0.499799,0.617947,0.444657,,35.0,5.0,TJP1,Escape_Threshold_RhoA,-0.17329,Normal
0.49879900000000005,0.5042,0.5964959999999999,0.46628800000000004,,35.0,6.0,TJP1,Escape_Threshold_RhoA,-0.13020799999999988,Normal
0.49879999999999997,0.48979900000000004,0.584657,0.46623699999999996,,35.0,7.0,TJP1,Escape_Threshold_RhoA,-0.11842000000000003,Normal
0.5080009999999999,0.504601,0.565832,0.48054300000000005,,35.0,8.0,TJP1,Escape_Threshold_RhoA,-0.08528899999999995,Normal
0.498001,0.492401,0.551569,0.49066300000000007,,35.0,9.0,TJP1,Escape_Threshold_RhoA,-0.060905999999999905,Normal
0.500799,0.4968,0.5270760000000001,0.505863,,35.0,10.0,TJP1,Escape_Threshold_RhoA,-0.02121300000000015,Normal
0.48859899999999995,0.505401,0.513951,0.5184439999999999,,35.0,11.0,TJP1,Escape_Threshold_RhoA,0.004492999999999858,Normal
0.4918,0.496201,0.498655,0.5291079999999999,,35.0,12.0,TJP1,Escape_Threshold_RhoA,0.030452999999999897,Normal
0.5066,0.504,0.494595,0.532591,,35.0,13.0,TJP1,Escape_Threshold_RhoA,0.03799600000000003,Normal
0.513,0.489399,0.481082,0.542986,,35.0,14.0,TJP1,Escape_Threshold_RhoA,0.06190399999999996,Normal
0.4970009999999999,0.5102,0.80298,0.302272,,40.0,1.0,TJP1,Escape_Threshold_RhoA,-0.500708,Failed
0.5084,0.49820000000000003,0.743178,0.348065,,40.0,2.0,TJP1,Escape_Threshold_RhoA,-0.395113,Failed
0.49779999999999996,0.5052000000000001,0.689044,0.40113199999999993,,40.0,3.0,TJP1,Escape_Threshold_RhoA,-0.28791200000000006,Failed
0.4918,0.49160000000000004,0.6568959999999999,0.41009,,40.0,4.0,TJP1,Escape_Threshold_RhoA,-0.24680599999999991,Normal
0.4984,0.496599,0.6163599999999999,0.44770999999999994,,40.0,5.0,TJP1,Escape_Threshold_RhoA,-0.16864999999999997,Normal
0.4935999999999999,0.49359899999999995,0.5928680000000001,0.458176,,40.0,6.0,TJP1,Escape_Threshold_RhoA,-0.13469200000000003,Normal
0.4988,0.510799,0.577547,0.46956299999999995,,40.0,7.0,TJP1,Escape_Threshold_RhoA,-0.10798400000000008,Normal
0.501,0.5018,0.560643,0.48497,,40.0,8.0,TJP1,Escape_Threshold_RhoA,-0.07567299999999999,Normal
0.4952,0.49660000000000004,0.544818,0.49787099999999995,,40.0,9.0,TJP1,Escape_Threshold_RhoA,-0.04694700000000007,Normal
0.495601,0.500401,0.529778,0.520475,,40.0,10.0,TJP1,Escape_Threshold_RhoA,-0.00930299999999995,Normal
0.512201,0.498401,0.521138,0.515478,,40.0,11.0,TJP1,Escape_Threshold_RhoA,-0.005659999999999998,Normal
0.48960000000000004,0.5032,0.503167,0.525786,,40.0,12.0,TJP1,Escape_Threshold_RhoA,0.022618999999999945,Normal
0.498398,0.49819900000000006,0.502522,0.533611,,40.0,13.0,TJP1,Escape_Threshold_RhoA,0.031088999999999922,Normal
0.48339899999999997,0.49859999999999993,0.46628099999999995,0.5636869999999999,,40.0,14.0,TJP1,Escape_Threshold_RhoA,0.09740599999999999,Normal
0.5044,0.497,0.807018,0.30404200000000003,,45.0,1.0,TJP1,Escape_Threshold_RhoA,-0.502976,Failed
0.5085999999999999,0.49699899999999997,0.7542129999999999,0.354246,,45.0,2.0,TJP1,Escape_Threshold_RhoA,-0.3999669999999999,Failed
0.49560000000000004,0.49760000000000004,0.7055239999999999,0.38481300000000007,,45.0,3.0,TJP1,Escape_Threshold_RhoA,-0.32071099999999986,Failed
0.5028009999999999,0.515,0.649727,0.42746799999999996,,45.0,4.0,TJP1,Escape_Threshold_RhoA,-0.2222590000000001,Normal
0.49299899999999997,0.5013989999999999,0.622967,0.42871000000000004,,45.0,5.0,TJP1,Escape_Threshold_RhoA,-0.194257,Normal
0.4988,0.4884,0.59062,0.4550640000000001,,45.0,6.0,TJP1,Escape_Threshold_RhoA,-0.13555599999999995,Normal
0.5093989999999999,0.5048,0.5820379999999999,0.47042000000000006,,45.0,7.0,TJP1,Escape_Threshold_RhoA,-0.11161799999999988,Normal
0.48980100000000004,0.5066,0.566928,0.48385100000000003,,45.0,8.0,TJP1,Escape_Threshold_RhoA,-0.08307699999999996,Normal
0.4874,0.5034000000000001,0.538859,0.5105660000000001,,45.0,9.0,TJP1,Escape_Threshold_RhoA,-0.0282929999999999,Normal
0.502799,0.5104,0.536783,0.503448,,45.0,10.0,TJP1,Escape_Threshold_RhoA,-0.033335000000000004,Normal
0.4896,0.500599,0.511793,0.5198780000000001,,45.0,11.0,TJP1,Escape_Threshold_RhoA,0.008085000000000009,Normal
0.495599,0.49599899999999997,0.49865499999999996,0.530745,,45.0,12.0,TJP1,Escape_Threshold_RhoA,0.03209000000000006,Normal
0.495399,0.5015989999999999,0.49736700000000006,0.5352429999999999,,45.0,13.0,TJP1,Escape_Threshold_RhoA,0.037875999999999854,Normal
0.5150009999999999,0.49959999999999993,0.492754,0.536501,,45.0,14.0,TJP1,Escape_Threshold_RhoA,0.04374699999999998,Normal
0.505801,0.4978,0.8070219999999999,0.30333899999999997,,50.0,1.0,TJP1,Escape_Threshold_RhoA,-0.5036829999999999,Failed
0.49800000000000005,0.5052,0.744438,0.35504600000000003,,50.0,2.0,TJP1,Escape_Threshold_RhoA,-0.389392,Failed
0.501001,0.49279999999999996,0.6930499999999999,0.388744,,50.0,3.0,TJP1,Escape_Threshold_RhoA,-0.30430599999999997,Failed
0.501999,0.5042,0.655702,0.425737,,50.0,4.0,TJP1,Escape_Threshold_RhoA,-0.22996500000000003,Normal
0.500399,0.485599,0.624699,0.439794,,50.0,5.0,TJP1,Escape_Threshold_RhoA,-0.18490499999999999,Normal
0.5054,0.5018,0.612211,0.44705,,50.0,6.0,TJP1,Escape_Threshold_RhoA,-0.16516099999999995,Normal
0.5088,0.4898,0.57606,0.48019700000000004,,50.0,7.0,TJP1,Escape_Threshold_RhoA,-0.09586299999999998,Normal
0.505,0.5015999999999999,0.5666370000000001,0.47329299999999996,,50.0,8.0,TJP1,Escape_Threshold_RhoA,-0.0933440000000001,Normal
0.4994,0.505601,0.547717,0.493857,,50.0,9.0,TJP1,Escape_Threshold_RhoA,-0.05386000000000002,Normal
0.4904,0.503201,0.523851,0.517791,,50.0,10.0,TJP1,Escape_Threshold_RhoA,-0.006059999999999954,Normal
0.5004000000000001,0.4894009999999999,0.510634,0.52367,,50.0,11.0,TJP1,Escape_Threshold_RhoA,0.013035999999999937,Normal
0.49520000000000003,0.501,0.5084839999999999,0.5254489999999999,,50.0,12.0,TJP1,Escape_Threshold_RhoA,0.016965000000000008,Normal
0.49340000000000006,0.4954,0.49620500000000006,0.5252680000000001,,50.0,13.0,TJP1,Escape_Threshold_RhoA,0.029063000000000005,Normal
0.5012,0.48219999999999996,0.49001000000000006,0.532432,,50.0,14.0,TJP1,Escape_Threshold_RhoA,0.04242199999999996,Normal
0.482999,0.4944,0.802173,0.310245,,55.0,1.0,TJP1,Escape_Threshold_RhoA,-0.49192800000000003,Failed
0.511199,0.5027999999999999,0.749202,0.352587,,55.0,2.0,TJP1,Escape_Threshold_RhoA,-0.39661500000000005,Failed
0.5092,0.5104010000000001,0.704105,0.3881110000000001,,55.0,3.0,TJP1,Escape_Threshold_RhoA,-0.3159939999999999,Failed
0.4948,0.5054,0.6613479999999999,0.41636199999999995,,55.0,4.0,TJP1,Escape_Threshold_RhoA,-0.24498599999999998,Normal
0.507402,0.498401,0.6286630000000001,0.44738400000000006,,55.0,5.0,TJP1,Escape_Threshold_RhoA,-0.18127900000000002,Normal
0.503,0.49339999999999995,0.603878,0.45898500000000003,,55.0,6.0,TJP1,Escape_Threshold_RhoA,-0.144893,Normal
0.49640000000000006,0.5042,0.578519,0.46823000000000004,,55.0,7.0,TJP1,Escape_Threshold_RhoA,-0.11028899999999997,Normal
0.49800000000000005,0.497201,0.5680089999999999,0.48331899999999994,,55.0,8.0,TJP1,Escape_Threshold_RhoA,-0.08468999999999993,Normal
0.49299899999999997,0.502399,0.541982,0.504295,,55.0,9.0,TJP1,Escape_Threshold_RhoA,-0.037686999999999915,Normal
0.5052,0.505,0.534322,0.507505,,55.0,10.0,TJP1,Escape_Threshold_RhoA,-0.02681699999999998,Normal
0.512199,0.502999,0.526898,0.5141220000000001,,55.0,11.0,TJP1,Escape_Threshold_RhoA,-0.012775999999999899,Normal
0.502201,0.494002,0.5143819999999999,0.514427,,55.0,12.0,TJP1,Escape_Threshold_RhoA,4.500000000007276e-05,Normal
0.5002,0.49880100000000005,0.500847,0.527028,,55.0,13.0,TJP1,Escape_Threshold_RhoA,0.02618100000000001,Normal
0.5095999999999999,0.5052,0.497625,0.53165,,55.0,14.0,TJP1,Escape_Threshold_RhoA,0.03402499999999997,Normal
