snakeID,length,theta,cell_name,cell_axis_angle,Cell_Area,theta_to_cell_axis
2409,150.34402370626000,19.405525085077500,HSS_siTJP1_1_roi0,44.219,114620,-24.813474914922500
2446,154.3835930389730,47.728338226970900,HSS_siTJP1_1_roi0,44.219,114620,3.509338226970900
2503,223.5572449245380,40.05286736270500,HSS_siTJP1_1_roi0,44.219,114620,-4.166132637295020
2516,367.39483238012700,49.79607442247800,HSS_siTJP1_1_roi0,44.219,114620,5.577074422478030
2518,109.724393662199,-31.33772772812590,HSS_siTJP1_1_roi0,44.219,114620,-75.5567277281259
2532,130.47140489725900,-25.849564573321600,HSS_siTJP1_1_roi0,44.219,114620,-70.06856457332160
2533,277.13819468494000,16.706748242493600,HSS_siTJP1_1_roi0,44.219,114620,-27.512251757506400
2538,146.50409931069700,20.783711029920200,HSS_siTJP1_1_roi0,44.219,114620,-23.43528897007980
2539,113.2267333822990,34.57468137042780,HSS_siTJP1_1_roi0,44.219,114620,-9.644318629572210
2540,266.47409743564900,63.89138308490290,HSS_siTJP1_1_roi0,44.219,114620,19.67238308490290
2541,229.03030729771600,24.31539589645570,HSS_siTJP1_1_roi0,44.219,114620,-19.90360410354430
2542,259.7407458951300,28.869658835264100,HSS_siTJP1_1_roi0,44.219,114620,-15.349341164735900
5783,165.14101845944800,5.245935539639520,HSS_siTJP1_1_roi10,12.388,187123,-7.142064460360490
6010,218.63646592652300,38.34969994276190,HSS_siTJP1_1_roi10,12.388,187123,25.961699942761900
6027,151.69826129243500,-51.80170007081710,HSS_siTJP1_1_roi10,12.388,187123,-64.18970007081710
6174,270.42642294772100,39.97284326386620,HSS_siTJP1_1_roi10,12.388,187123,27.58484326386620
6288,127.33398076124100,-70.57927724385640,HSS_siTJP1_1_roi10,12.388,187123,-82.96727724385640
6483,303.4842695741630,18.17681480342570,HSS_siTJP1_1_roi10,12.388,187123,5.788814803425740
6487,127.49764731470700,8.707010767986750,HSS_siTJP1_1_roi10,12.388,187123,-3.680989232013260
6491,140.47594402729100,84.10897278201660,HSS_siTJP1_1_roi10,12.388,187123,71.72097278201660
6493,191.0649222524190,-2.9318200065798200,HSS_siTJP1_1_roi10,12.388,187123,-15.319820006579800
6494,187.02482975527900,-0.0255370630428119,HSS_siTJP1_1_roi10,12.388,187123,-12.41353706304280
6495,276.4055192105970,3.902379528477020,HSS_siTJP1_1_roi10,12.388,187123,-8.485620471522980
2818,274.22810280703400,77.10772700989610,HSS_siTJP1_1_roi11,-76.687,95809,-26.205272990103900
2913,230.44802463155000,86.32413295954890,HSS_siTJP1_1_roi11,-76.687,95809,-16.98886704045110
2939,165.6031506568590,88.66147766438080,HSS_siTJP1_1_roi11,-76.687,95809,-14.651522335619200
3018,171.3692847423680,89.72558313303890,HSS_siTJP1_1_roi11,-76.687,95809,-13.58741686696110
3030,138.4230429701740,-31.522544421482300,HSS_siTJP1_1_roi11,-76.687,95809,45.16445557851770
3037,189.49912986669200,-56.53177946332640,HSS_siTJP1_1_roi11,-76.687,95809,20.155220536673600
2255,115.28438978701600,5.135895279813910,HSS_siTJP1_1_roi12,17.06,94273,-11.92410472018610
2331,117.7645257998020,42.31849593359920,HSS_siTJP1_1_roi12,17.06,94273,25.258495933599200
2412,126.61379320683000,-1.2853253634333900,HSS_siTJP1_1_roi12,17.06,94273,-18.34532536343340
2465,118.25306769435700,1.05407630583245,HSS_siTJP1_1_roi12,17.06,94273,-16.00592369416760
2486,170.4667519010180,74.4243826134807,HSS_siTJP1_1_roi12,17.06,94273,57.3643826134807
2498,117.2446308684590,-13.42113992908630,HSS_siTJP1_1_roi12,17.06,94273,-30.48113992908630
11087,154.9385006798990,-88.13307794711350,HSS_siTJP1_1_roi13,24.32,377745,67.54692205288650
11107,126.45523923735600,-41.3816641392718,HSS_siTJP1_1_roi13,24.32,377745,-65.7016641392718
11135,395.6304058338940,27.836186513651300,HSS_siTJP1_1_roi13,24.32,377745,3.5161865136512900
11187,160.9853607867300,26.06771129892100,HSS_siTJP1_1_roi13,24.32,377745,1.7477112989209600
11189,197.42243719559800,36.88851422892390,HSS_siTJP1_1_roi13,24.32,377745,12.568514228923900
11314,127.89184799946000,-43.55822209183340,HSS_siTJP1_1_roi13,24.32,377745,-67.87822209183340
11338,121.26002648861800,62.37500874876140,HSS_siTJP1_1_roi13,24.32,377745,38.055008748761400
11364,136.4775940305720,41.62737366514630,HSS_siTJP1_1_roi13,24.32,377745,17.307373665146300
11386,136.72757926767100,65.8351232234113,HSS_siTJP1_1_roi13,24.32,377745,41.51512322341130
11420,113.08903236592900,21.6694924743234,HSS_siTJP1_1_roi13,24.32,377745,-2.650507525676600
11455,244.42520777749600,50.064503911427300,HSS_siTJP1_1_roi13,24.32,377745,25.744503911427300
11534,125.71801609817700,24.01927971885890,HSS_siTJP1_1_roi13,24.32,377745,-0.3007202811411530
11630,133.6736700408210,40.735497177831900,HSS_siTJP1_1_roi13,24.32,377745,16.415497177832000
11679,119.55698737265300,29.37493982012000,HSS_siTJP1_1_roi13,24.32,377745,5.054939820119980
11684,183.94083233999300,47.29374506267090,HSS_siTJP1_1_roi13,24.32,377745,22.973745062670900
11709,166.35783530226000,21.614761096594700,HSS_siTJP1_1_roi13,24.32,377745,-2.705238903405350
11721,173.92246158570300,20.969649686972200,HSS_siTJP1_1_roi13,24.32,377745,-3.350350313027780
11747,387.4691181132280,-1.6335761261754200,HSS_siTJP1_1_roi13,24.32,377745,-25.95357612617540
11785,186.4505595620630,37.38975055153620,HSS_siTJP1_1_roi13,24.32,377745,13.069750551536200
11812,120.902255583604,14.72966207766460,HSS_siTJP1_1_roi13,24.32,377745,-9.590337922335360
11825,237.4729875508090,49.75005271232750,HSS_siTJP1_1_roi13,24.32,377745,25.430052712327500
11832,175.35385740817800,41.878323320052,HSS_siTJP1_1_roi13,24.32,377745,17.558323320052000
11840,153.49397665567100,64.04914015116640,HSS_siTJP1_1_roi13,24.32,377745,39.729140151166400
11847,170.41583395965000,43.18772820091840,HSS_siTJP1_1_roi13,24.32,377745,18.86772820091840
11874,124.2014052385280,28.25775636132340,HSS_siTJP1_1_roi13,24.32,377745,3.937756361323420
11880,128.44306704666700,-79.1796621287809,HSS_siTJP1_1_roi13,24.32,377745,76.5003378712191
11882,230.64570554624700,34.091291800351900,HSS_siTJP1_1_roi13,24.32,377745,9.771291800351900
11897,135.03159562533300,35.605221901195300,HSS_siTJP1_1_roi13,24.32,377745,11.285221901195300
11902,117.72582616657200,40.72486552378290,HSS_siTJP1_1_roi13,24.32,377745,16.40486552378290
11908,195.91439435939700,3.541891733849030,HSS_siTJP1_1_roi13,24.32,377745,-20.77810826615100
11911,143.4853062033440,32.539040620292300,HSS_siTJP1_1_roi13,24.32,377745,8.219040620292280
11912,120.47794828838000,-27.42687359130600,HSS_siTJP1_1_roi13,24.32,377745,-51.746873591306000
11913,135.48682039921300,32.85628334996330,HSS_siTJP1_1_roi13,24.32,377745,8.53628334996327
11918,186.46036301839600,30.43543090030300,HSS_siTJP1_1_roi13,24.32,377745,6.115430900303030
11919,134.830565188554,10.129710555335600,HSS_siTJP1_1_roi13,24.32,377745,-14.19028944466440
11922,157.3342614541950,4.311417837990140,HSS_siTJP1_1_roi13,24.32,377745,-20.00858216200990
11924,280.46250473849600,38.39441356491970,HSS_siTJP1_1_roi13,24.32,377745,14.074413564919700
11927,479.4980105994180,29.495428368602700,HSS_siTJP1_1_roi13,24.32,377745,5.175428368602700
11928,155.4768452571310,19.15213217766760,HSS_siTJP1_1_roi13,24.32,377745,-5.167867822332410
11931,165.0036004473400,30.305254066809000,HSS_siTJP1_1_roi13,24.32,377745,5.985254066808960
11932,131.4686499287260,-4.025645716047140,HSS_siTJP1_1_roi13,24.32,377745,-28.345645716047100
11933,253.46392392843800,16.291540148380800,HSS_siTJP1_1_roi13,24.32,377745,-8.028459851619180
11934,287.4461745055770,6.6998150954979100,HSS_siTJP1_1_roi13,24.32,377745,-17.620184904502100
11935,134.1367516511250,27.24419355898540,HSS_siTJP1_1_roi13,24.32,377745,2.924193558985350
11936,158.60908698021800,40.19361523438370,HSS_siTJP1_1_roi13,24.32,377745,15.873615234383700
11938,253.88873386379100,31.16940713193340,HSS_siTJP1_1_roi13,24.32,377745,6.849407131933420
11939,213.302227805413,28.183732434862300,HSS_siTJP1_1_roi13,24.32,377745,3.8637324348623
11940,216.0391239192370,29.52073250933620,HSS_siTJP1_1_roi13,24.32,377745,5.200732509336210
2670,472.4959698455860,19.970957491556900,HSS_siTJP1_1_roi14,25.689,107097,-5.718042508443080
2690,248.48631316008800,54.24506327215600,HSS_siTJP1_1_roi14,25.689,107097,28.556063272156000
2723,305.0508911229490,20.564825885022400,HSS_siTJP1_1_roi14,25.689,107097,-5.12417411497762
2784,145.1760490962780,42.72999728748740,HSS_siTJP1_1_roi14,25.689,107097,17.040997287487400
2894,155.96739506576100,6.411297423109130,HSS_siTJP1_1_roi14,25.689,107097,-19.27770257689090
2913,141.46595041170100,21.97784942400230,HSS_siTJP1_1_roi14,25.689,107097,-3.7111505759977200
2914,124.39371358596300,8.87126691971498,HSS_siTJP1_1_roi14,25.689,107097,-16.817733080285000
2915,209.35464898231000,24.89708084150150,HSS_siTJP1_1_roi14,25.689,107097,-0.7919191584985580
2916,419.3872563534060,15.67362460426900,HSS_siTJP1_1_roi14,25.689,107097,-10.01537539573100
7449,125.31699853752600,64.5682209174582,HSS_siTJP1_1_roi15,26.308,401856,38.26022091745820
7483,215.9787468910550,33.012407611416700,HSS_siTJP1_1_roi15,26.308,401856,6.704407611416740
7488,156.46718960959800,8.34734674169114,HSS_siTJP1_1_roi15,26.308,401856,-17.960653258308900
7521,128.0378510121740,25.908901326727400,HSS_siTJP1_1_roi15,26.308,401856,-0.3990986732726040
7586,164.53139518717900,38.31454367868890,HSS_siTJP1_1_roi15,26.308,401856,12.006543678688900
7671,288.2106321005350,18.176124368650600,HSS_siTJP1_1_roi15,26.308,401856,-8.13187563134943
7773,120.56974245631200,21.246946041887700,HSS_siTJP1_1_roi15,26.308,401856,-5.061053958112340
7789,219.4457854382160,43.67464512079820,HSS_siTJP1_1_roi15,26.308,401856,17.366645120798200
7826,343.7383096751550,19.52027909910910,HSS_siTJP1_1_roi15,26.308,401856,-6.787720900890890
7885,115.3760267374180,29.02329187349720,HSS_siTJP1_1_roi15,26.308,401856,2.715291873497170
7920,115.0974896771420,44.3099959437364,HSS_siTJP1_1_roi15,26.308,401856,18.001995943736400
7969,143.03062582573500,29.872783881875400,HSS_siTJP1_1_roi15,26.308,401856,3.564783881875360
8061,155.24329291329600,18.324888293019000,HSS_siTJP1_1_roi15,26.308,401856,-7.983111706981040
8068,110.7842967757100,30.99365694588830,HSS_siTJP1_1_roi15,26.308,401856,4.685656945888330
8094,143.24393180453100,0.8215807573252920,HSS_siTJP1_1_roi15,26.308,401856,-25.48641924267470
8157,130.85053469121000,36.18136500048440,HSS_siTJP1_1_roi15,26.308,401856,9.87336500048437
8159,140.07940704726300,23.859202799478600,HSS_siTJP1_1_roi15,26.308,401856,-2.44879720052144
8162,130.44059070596200,31.947238313845900,HSS_siTJP1_1_roi15,26.308,401856,5.639238313845910
8164,143.72496240341400,23.407360167289300,HSS_siTJP1_1_roi15,26.308,401856,-2.900639832710680
8173,152.35949273732300,47.49059931114350,HSS_siTJP1_1_roi15,26.308,401856,21.18259931114350
8180,217.4937505461330,49.58790136752770,HSS_siTJP1_1_roi15,26.308,401856,23.279901367527700
8183,165.22244435565200,41.5480580901757,HSS_siTJP1_1_roi15,26.308,401856,15.240058090175700
8194,171.5568036402120,44.92547197084350,HSS_siTJP1_1_roi15,26.308,401856,18.617471970843500
8196,206.24260118002000,19.787578165009,HSS_siTJP1_1_roi15,26.308,401856,-6.520421834991000
8200,135.495340764153,38.72810549545070,HSS_siTJP1_1_roi15,26.308,401856,12.420105495450700
8208,118.49959189552500,33.168560838273800,HSS_siTJP1_1_roi15,26.308,401856,6.860560838273840
8209,244.735329130442,41.34511427557510,HSS_siTJP1_1_roi15,26.308,401856,15.037114275575100
8211,774.4475920136940,29.942342202174200,HSS_siTJP1_1_roi15,26.308,401856,3.6343422021741700
8212,146.67839640752600,27.336672557745400,HSS_siTJP1_1_roi15,26.308,401856,1.0286725577454400
8214,131.83688662564500,33.073686300407100,HSS_siTJP1_1_roi15,26.308,401856,6.7656863004071300
8216,316.75017331790000,36.114909244692600,HSS_siTJP1_1_roi15,26.308,401856,9.806909244692580
8219,340.4896960372760,32.42238462245900,HSS_siTJP1_1_roi15,26.308,401856,6.114384622458970
8220,175.4870721138240,20.73759329933530,HSS_siTJP1_1_roi15,26.308,401856,-5.570406700664720
8221,156.49033689859700,28.266185682407200,HSS_siTJP1_1_roi15,26.308,401856,1.9581856824072300
8222,255.23486037804800,38.71921895251600,HSS_siTJP1_1_roi15,26.308,401856,12.411218952516000
8223,116.78527443465700,10.131409582094200,HSS_siTJP1_1_roi15,26.308,401856,-16.17659041790580
8224,132.03788473353100,21.975884060486700,HSS_siTJP1_1_roi15,26.308,401856,-4.3321159395133400
8225,227.236499367167,28.0800187509813,HSS_siTJP1_1_roi15,26.308,401856,1.772018750981300
8226,291.811993219681,20.692874289016,HSS_siTJP1_1_roi15,26.308,401856,-5.615125710984000
8227,474.4615899941690,32.698558206602300,HSS_siTJP1_1_roi15,26.308,401856,6.390558206602270
5843,177.1992643384680,51.28715390851820,HSS_siTJP1_1_roi16,24.58,322806,26.70715390851820
5945,223.8449672040910,36.120141016258700,HSS_siTJP1_1_roi16,24.58,322806,11.540141016258700
5948,159.6033284633760,25.76452090863350,HSS_siTJP1_1_roi16,24.58,322806,1.1845209086334900
6043,144.57929136109300,36.964094208050400,HSS_siTJP1_1_roi16,24.58,322806,12.384094208050400
6060,113.47947407387300,-13.09291977969890,HSS_siTJP1_1_roi16,24.58,322806,-37.67291977969890
6064,115.38105837677200,16.885577182380000,HSS_siTJP1_1_roi16,24.58,322806,-7.69442281761998
6070,114.34667045035000,31.59962411608480,HSS_siTJP1_1_roi16,24.58,322806,7.019624116084830
6099,224.58879454869800,28.6106205905868,HSS_siTJP1_1_roi16,24.58,322806,4.030620590586810
6110,142.00649436241800,22.249789282058600,HSS_siTJP1_1_roi16,24.58,322806,-2.3302107179414300
6208,139.46635245542300,12.922166567985500,HSS_siTJP1_1_roi16,24.58,322806,-11.657833432014500
6248,117.55417232500000,49.074642828633400,HSS_siTJP1_1_roi16,24.58,322806,24.494642828633400
6253,290.6755908361900,29.4271035410445,HSS_siTJP1_1_roi16,24.58,322806,4.847103541044500
6258,152.4498591815330,44.08141853411450,HSS_siTJP1_1_roi16,24.58,322806,19.501418534114500
6282,312.39348444383500,11.293299196235400,HSS_siTJP1_1_roi16,24.58,322806,-13.286700803764600
6385,156.97151381276500,48.472172960052100,HSS_siTJP1_1_roi16,24.58,322806,23.89217296005210
6395,251.37770218420900,51.23868083616080,HSS_siTJP1_1_roi16,24.58,322806,26.65868083616080
6396,134.88838304249900,38.280296629685,HSS_siTJP1_1_roi16,24.58,322806,13.700296629685
6397,133.48262354838500,33.135403513753900,HSS_siTJP1_1_roi16,24.58,322806,8.555403513753870
6402,182.49016766237000,44.48346931164170,HSS_siTJP1_1_roi16,24.58,322806,19.90346931164170
6405,200.3031784643280,18.969401560397700,HSS_siTJP1_1_roi16,24.58,322806,-5.610598439602290
6408,109.68399302228400,27.30594183400880,HSS_siTJP1_1_roi16,24.58,322806,2.725941834008840
6409,167.80172866531300,34.831454709240200,HSS_siTJP1_1_roi16,24.58,322806,10.251454709240200
6410,231.4577496182180,33.502233984613400,HSS_siTJP1_1_roi16,24.58,322806,8.922233984613360
6411,182.31639105071500,33.11485050446860,HSS_siTJP1_1_roi16,24.58,322806,8.534850504468570
6412,196.29016825863000,17.864716755562100,HSS_siTJP1_1_roi16,24.58,322806,-6.715283244437940
6413,462.05726998253800,27.36424714248760,HSS_siTJP1_1_roi16,24.58,322806,2.784247142487540
6414,233.49011182372700,36.77242847918430,HSS_siTJP1_1_roi16,24.58,322806,12.192428479184300
6415,426.26951375169500,32.349437251412600,HSS_siTJP1_1_roi16,24.58,322806,7.769437251412650
6416,742.5005681376410,33.60706872327670,HSS_siTJP1_1_roi16,24.58,322806,9.027068723276690
9666,130.38762402875300,22.637016502849700,HSS_siTJP1_1_roi17,30.9,593899,-8.262983497150260
9718,159.90899677430800,-3.3269046853327300,HSS_siTJP1_1_roi17,30.9,593899,-34.22690468533270
9741,169.024501321273,36.836607787340900,HSS_siTJP1_1_roi17,30.9,593899,5.936607787340880
9746,119.6572476061730,50.35686045402420,HSS_siTJP1_1_roi17,30.9,593899,19.456860454024200
