t,DSP,TJP1,JCAD,RhoA,RhoC,delta
23.1,1.0,0.0,0.0,0.794488,0.32819699999999996,-0.466291
23.2,1.000001,0.0,0.0,0.797237,0.321558,-0.47567899999999996
23.3,1.0,0.0,0.0,0.796845,0.318631,-0.47821400000000003
23.4,1.0,0.0,0.0,0.79179,0.32233199999999995,-0.46945800000000004
23.5,0.9999990000000001,0.0,0.0,0.793865,0.326669,-0.46719600000000006
23.6,1.0,0.0,0.0,0.794913,0.329298,-0.465615
23.7,1.0,0.0,0.0,0.792375,0.33041,-0.46196500000000007
23.8,1.0,0.0,0.0,0.7937350000000001,0.333456,-0.4602790000000001
23.9,1.0,0.0,0.0,0.790274,0.327465,-0.462809
24.0,1.0,0.0,0.0,0.787388,0.329754,-0.457634
24.1,1.0,0.0,0.0,0.787218,0.336067,-0.45115099999999997
24.2,0.9999990000000001,0.0,0.0,0.780031,0.339443,-0.44058800000000004
24.3,1.0,0.0,0.0,0.780518,0.338633,-0.44188500000000003
24.4,1.0,0.0,0.0,0.782686,0.342259,-0.440427
24.5,1.0,0.0,0.0,0.780942,0.338638,-0.44230400000000003
24.6,1.0,0.0,0.0,0.781663,0.337265,-0.444398
24.7,1.000001,0.0,0.0,0.791268,0.336311,-0.45495699999999994
24.8,1.0,0.0,0.0,0.789486,0.332665,-0.45682100000000003
24.9,0.9999999999999999,0.0,0.0,0.786556,0.327621,-0.45893500000000004
25.0,1.000001,0.0,0.0,0.782926,0.332647,-0.450279
25.1,1.0,0.0,0.0,0.786562,0.33535000000000004,-0.45121199999999995
25.2,1.0,0.0,0.0,0.7906219999999999,0.33480600000000005,-0.4558159999999999
25.3,1.0,0.0,0.0,0.789301,0.34004100000000004,-0.44926
25.4,1.0,0.0,0.0,0.7824679999999999,0.340253,-0.4422149999999999
25.5,0.999999,0.0,0.0,0.781277,0.346685,-0.434592
25.6,1.0,0.0,0.0,0.780574,0.34636100000000003,-0.43421299999999996
25.7,1.0,0.0,0.0,0.7804369999999999,0.344133,-0.4363039999999999
25.8,1.0,0.0,0.0,0.7872549999999999,0.338689,-0.4485659999999999
25.9,1.0,0.0,0.0,0.789466,0.335358,-0.454108
26.0,1.0,0.0,0.0,0.7891520000000001,0.333308,-0.4558440000000001
26.1,1.0,0.0,0.0,0.7921370000000001,0.330135,-0.4620020000000001
26.2,1.0000010000000001,0.0,0.0,0.7924340000000001,0.330015,-0.4624190000000001
26.3,1.0,0.0,0.0,0.790942,0.330942,-0.46
26.4,1.0,0.0,0.0,0.793932,0.334225,-0.459707
26.5,1.0000010000000001,0.0,0.0,0.794786,0.33289,-0.461896
26.6,1.0,0.0,0.0,0.7967599999999999,0.330532,-0.4662279999999999
26.7,1.0,0.0,0.0,0.798248,0.328696,-0.46955199999999997
26.8,1.0000010000000001,0.0,0.0,0.8002340000000001,0.32755100000000004,-0.4726830000000001
