t,DSP,TJP1,JCAD,RhoA,RhoC,delta
9.7,0.999999,0.999999,0.0,0.654821,0.640506,-0.014314999999999967
9.8,1.0,1.0,0.0,0.655909,0.647257,-0.008651999999999993
9.9,0.999999,0.999999,0.0,0.652573,0.655524,0.002951000000000037
10.0,1.0000010000000001,1.0000010000000001,0.0,0.6492100000000001,0.6556219999999999,0.006411999999999862
10.1,1.0,1.0,0.0,0.647294,0.655721,0.008426999999999962
10.2,0.999999,0.999999,0.0,0.647268,0.6552830000000001,0.008015000000000105
10.3,1.0,1.0,0.0,0.648585,0.65594,0.007355
10.4,1.0,1.0,0.0,0.648166,0.6538349999999999,0.005668999999999924
10.5,1.0,1.0,0.0,0.6513279999999999,0.648328,-0.0029999999999998916
10.6,1.0000010000000001,1.0000010000000001,0.0,0.651359,0.647934,-0.0034250000000000114
10.7,0.9999990000000001,0.9999990000000001,0.0,0.6524989999999999,0.6581060000000001,0.00560700000000014
10.8,1.0,1.0,0.0,0.65097,0.659863,0.008892999999999929
10.9,1.0000010000000001,1.0000010000000001,0.0,0.648769,0.662702,0.013932999999999973
11.0,1.0,1.0,0.0,0.64415,0.654513,0.010363000000000011
11.1,1.0,1.0,0.0,0.644212,0.648048,0.0038359999999999506
11.2,1.0,1.0,0.0,0.6452169999999999,0.648672,0.003455000000000097
11.3,1.0000010000000001,1.0000010000000001,0.0,0.646817,0.6481239999999999,0.001306999999999947
11.4,1.0,1.0,0.0,0.6446000000000001,0.650266,0.005665999999999949
11.5,1.0,1.0,0.0,0.64571,0.656143,0.010433000000000026
11.6,0.9999989999999999,0.9999989999999999,0.0,0.65615,0.655134,-0.0010160000000000169
11.7,1.0,1.0,0.0,0.652301,0.653981,0.0016800000000000148
11.8,0.9999999999999999,0.9999999999999999,0.0,0.650033,0.65256,0.002527000000000057
11.9,1.0,1.0,0.0,0.645325,0.6555770000000001,0.010252000000000039
12.0,1.0,1.0,0.0,0.6488590000000001,0.657079,0.008219999999999894
12.1,1.0,1.0,0.0,0.6449670000000001,0.6566110000000001,0.011643999999999988
12.2,0.9999989999999999,0.9999989999999999,0.0,0.640473,0.6567099999999999,0.016236999999999946
12.3,1.0,1.0,0.0,0.652943,0.65436,0.0014170000000000016
12.4,1.0000010000000001,1.0000010000000001,0.0,0.657305,0.6544209999999999,-0.0028840000000001087
12.5,1.0,1.0,0.0,0.64998,0.657761,0.007781000000000038
12.6,1.0000010000000001,1.0000010000000001,0.0,0.647965,0.660244,0.01227900000000004
12.7,1.0,1.0,0.0,0.651629,0.652807,0.0011780000000000124
12.8,0.9999990000000001,0.9999990000000001,0.0,0.651814,0.647284,-0.004530000000000034
12.9,1.0,1.0,0.0,0.651876,0.653489,0.0016129999999999756
13.0,0.9999989999999999,0.9999989999999999,0.0,0.6557,0.652436,-0.0032639999999999336
13.1,1.0,1.0,0.0,0.660435,0.645332,-0.015102999999999978
13.2,0.9999990000000001,0.9999990000000001,0.0,0.6581060000000001,0.644718,-0.013388000000000067
13.3,1.0000010000000001,1.0000010000000001,0.0,0.6596679999999999,0.640972,-0.018695999999999935
13.4,0.999999,0.999999,0.0,0.6573450000000001,0.649642,-0.007703000000000015
13.5,1.0,1.0,0.0,0.6495139999999999,0.655146,0.005632000000000081
13.6,1.0,1.0,0.0,0.648461,0.660214,0.011753000000000013
13.7,0.9999989999999999,0.9999989999999999,0.0,0.653545,0.653616,7.099999999993223e-05
13.8,1.000001,1.000001,0.0,0.650306,0.655184,0.004877999999999938
13.9,1.0,1.0,0.0,0.6549579999999999,0.652107,-0.002850999999999937
14.0,1.0,1.0,0.0,0.655329,0.65126,-0.0040690000000001
14.1,1.0,1.0,0.0,0.6577569999999999,0.647472,-0.010284999999999878
14.2,1.0,1.0,0.0,0.652867,0.6437759999999999,-0.009091000000000071
14.3,1.000001,1.000001,0.0,0.647814,0.648817,0.0010029999999999761
14.4,1.0,1.0,0.0,0.645118,0.6526639999999999,0.007545999999999942
