,<nil>,DSP,DSP -- JCAD,DSP -- JCAD -- RhoA,DSP -- JCAD -- RhoC,DSP -- JCAD -- RhoC -- RhoA,DSP -- RhoA,DSP -- RhoC,DSP -- RhoC -- RhoA,DSP -- TJP1,DSP -- TJP1 -- JCAD,DSP -- TJP1 -- JCAD -- RhoA,DSP -- TJP1 -- JCAD -- RhoC,DSP -- TJP1 -- JCAD -- RhoC -- RhoA,DSP -- TJP1 -- RhoA,DSP -- TJP1 -- RhoC,DSP -- TJP1 -- RhoC -- RhoA,JCAD,JCAD -- RhoA,JCAD -- RhoC,JCAD -- RhoC -- RhoA,RhoA,RhoC,RhoC -- RhoA,TJP1,TJP1 -- JCAD,TJP1 -- JCAD -- RhoA,TJP1 -- JCAD -- RhoC,TJP1 -- JCAD -- RhoC -- RhoA,TJP1 -- RhoA,TJP1 -- RhoC,TJP1 -- RhoC -- RhoA
1.1,0.014919,0.023912,0.017431,0.304524,0.040896,0.135862,0.129539,0.049313,0.050901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022258,0.069113,0.044463,0.025822,0.035209,0.023969,0.011869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,0.012921,0.022131,0.01573,0.318803,0.038763,0.136818,0.131626,0.047206,0.048827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021996,0.06977,0.042824,0.025738,0.03268,0.022115,0.012053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3,0.011885,0.021717,0.016443,0.327195,0.037981,0.138437,0.128881,0.046821,0.04642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021058,0.070714,0.041455,0.025966,0.031731,0.021949,0.011348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4,0.009947,0.020925,0.018935,0.336917,0.038848,0.138501,0.127065,0.047818,0.043733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01878,0.071137,0.039053,0.026451,0.031448,0.020636,0.009806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.009626,0.019944,0.019048,0.347315,0.041029,0.139966,0.125552,0.046334,0.043079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017725,0.069968,0.037,0.02588,0.029827,0.019152,0.008554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,0.008474,0.020024,0.017088,0.357977,0.041528,0.141922,0.122763,0.044051,0.043438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016535,0.070895,0.034869,0.02556,0.029076,0.01849,0.007309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7,0.00729,0.019094,0.015845,0.365112,0.040131,0.146222,0.123317,0.039826,0.044335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016091,0.072407,0.034078,0.023851,0.027801,0.017796,0.006803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.006712,0.017074,0.015701,0.371149,0.039676,0.146961,0.123528,0.039241,0.04201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015727,0.073801,0.033414,0.024068,0.027466,0.016451,0.007022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.006585,0.015896,0.015343,0.380589,0.03584,0.147993,0.120641,0.03779,0.042704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015446,0.073738,0.034095,0.024613,0.026015,0.015141,0.007571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.006454,0.014524,0.015064,0.388085,0.036153,0.148338,0.120163,0.035419,0.043358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015114,0.074185,0.034635,0.023721,0.023968,0.014094,0.006724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.006254,0.014526,0.01438,0.394472,0.03622,0.150271,0.118558,0.034612,0.04115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01453,0.073877,0.032378,0.024965,0.023883,0.013152,0.006772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.006152,0.01411,0.016323,0.398581,0.037381,0.148875,0.116047,0.033299,0.042072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014313,0.073747,0.031223,0.024718,0.024504,0.011896,0.006761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
