DSP,JCAD,RhoA,RhoC,TJP1,p1_name,p1_value,p2_name,p2_value,perturbation,exp_name,delta,phenotype
0.49800199999999994,0.5036,0.59752,0.6040780000000001,0.4915999999999999,$RhoC_amp,12.5,N/A,,WT,WT,0.006558000000000064,Normal
0.5026,0.5022,0.5935839999999999,0.6105470000000002,0.495798,$RhoC_amp,15.0,N/A,,WT,WT,0.016963000000000283,Normal
0.4980019999999999,0.501603,0.5910089999999999,0.5967410000000001,0.4892019999999999,$RhoC_amp,17.5,N/A,,WT,WT,0.005732000000000181,Normal
0.503399,0.499599,0.588833,0.613455,0.501001,$RhoC_amp,20.0,N/A,,WT,WT,0.02462199999999992,Normal
0.5034010000000001,0.509201,0.586595,0.6228609999999999,0.504201,$RhoC_amp,22.5,N/A,,WT,WT,0.03626599999999991,Normal
0.491799,0.5094,0.5876,0.615832,0.502,$RhoC_amp,25.0,N/A,,WT,WT,0.028232000000000035,Normal
0.49319900000000005,0.49279900000000004,0.5967250000000001,0.6217409999999999,0.502799,$RhoC_amp,27.5,N/A,,WT,WT,0.025015999999999816,Normal
0.508199,0.506599,0.636129,0.52682,0.499799,$RhoC_mod,1.0,N/A,,WT,WT,-0.10930899999999999,Normal
0.5103989999999999,0.4935979999999999,0.607666,0.577637,0.5021990000000001,$RhoC_mod,2.0,N/A,,WT,WT,-0.030029000000000083,Normal
0.505199,0.5038,0.5917199999999999,0.5969859999999999,0.502999,$RhoC_mod,3.0,N/A,,WT,WT,0.005265999999999993,Normal
0.502199,0.49739700000000003,0.593247,0.611571,0.505598,$RhoC_mod,4.0,N/A,,WT,WT,0.018324000000000007,Normal
0.49119900000000005,0.503999,0.592779,0.6187289999999999,0.49619800000000003,$RhoC_mod,5.0,N/A,,WT,WT,0.025949999999999918,Normal
0.5059989999999999,0.502599,0.581828,0.626715,0.504399,$RhoC_mod,6.0,N/A,,WT,WT,0.04488700000000001,Normal
0.49460100000000007,0.48580100000000004,0.570763,0.632636,0.501602,$RhoC_mod,7.0,N/A,,WT,WT,0.061872999999999956,Normal
0.486399,0.49399999999999994,0.68079,0.439976,0.489799,$RhoC_basal,0.1,N/A,,WT,WT,-0.24081400000000003,Normal
0.4908,0.4912,0.63956,0.5046980000000001,0.497398,$RhoC_basal,0.30000000000000004,N/A,,WT,WT,-0.13486199999999993,Normal
0.49359800000000004,0.49820000000000003,0.612514,0.5498699999999999,0.499399,$RhoC_basal,0.5000000000000001,N/A,,WT,WT,-0.06264400000000014,Normal
0.5034000000000001,0.48499899999999996,0.607276,0.584705,0.499001,$RhoC_basal,0.7000000000000002,N/A,,WT,WT,-0.022571000000000008,Normal
0.4988000000000001,0.5096,0.595755,0.6160370000000001,0.4948,$RhoC_basal,0.9000000000000001,N/A,,WT,WT,0.020282000000000022,Normal
0.49759899999999996,0.507799,0.580472,0.633006,0.48819899999999994,$RhoC_basal,1.1,N/A,,WT,WT,0.05253399999999997,Normal
0.497799,0.48819999999999997,0.5688650000000001,0.6612120000000001,0.5068,$RhoC_basal,1.3000000000000003,N/A,,WT,WT,0.09234700000000007,Normal
0.5082019999999999,0.501001,0.531612,0.7559030000000001,0.510203,$RhoC_antagonistic,1.0,N/A,,WT,WT,0.22429100000000013,Normal
0.5058,0.49899799999999994,0.567615,0.6705339999999999,0.519,$RhoC_antagonistic,2.0,N/A,,WT,WT,0.10291899999999987,Normal
0.5075999999999999,0.5040000000000001,0.6020880000000001,0.596039,0.492999,$RhoC_antagonistic,3.0,N/A,,WT,WT,-0.006049000000000082,Normal
0.501198,0.493598,0.6215649999999999,0.5510639999999999,0.509398,$RhoC_antagonistic,4.0,N/A,,WT,WT,-0.07050100000000004,Normal
0.49799999999999994,0.47819999999999996,0.635878,0.5096269999999999,0.489598,$RhoC_antagonistic,5.0,N/A,,WT,WT,-0.1262510000000001,Normal
0.503198,0.49279799999999996,0.6512950000000001,0.48040200000000005,0.5037990000000001,$RhoC_antagonistic,6.0,N/A,,WT,WT,-0.17089300000000002,Normal
