DSP,JCAD,RhoA,RhoC,TJP1,$RhoA_amp,$RhoA_mod,perb,exp_name,delta,phenotype
0.499201,,0.5191669999999999,0.49589800000000006,,40.0,1.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.023268999999999873,Normal
0.514,,0.61641,0.43704,,40.0,2.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.17937000000000003,Normal
0.4978,,0.644894,0.41933200000000004,,40.0,3.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.22556199999999993,Normal
0.49759999999999993,,0.668629,0.406556,,40.0,4.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.26207300000000006,Failed
0.5067999999999999,,0.68198,0.409072,,40.0,5.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.27290800000000004,Failed
0.5084,,0.696823,0.382621,,40.0,6.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.314202,Failed
0.507601,,0.707002,0.38109499999999996,,40.0,7.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.32590700000000006,Failed
0.5048,,0.531545,0.47604300000000005,,45.0,1.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.055501999999999996,Normal
0.498401,,0.617611,0.438754,,45.0,2.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.17885700000000004,Normal
0.4976,,0.656785,0.411917,,45.0,3.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.24486799999999997,Normal
0.508,,0.686387,0.3895,,45.0,4.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.29688699999999996,Failed
0.5030009999999999,,0.688593,0.388289,,45.0,5.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.300304,Failed
0.4938,,0.694126,0.394656,,45.0,6.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.29947,Failed
0.520199,,0.716118,0.37154600000000004,,45.0,7.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.344572,Failed
0.500999,,0.5220279999999999,0.49394299999999997,,50.0,1.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.02808499999999997,Normal
0.5052,,0.60531,0.444991,,50.0,2.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.160319,Normal
0.5034000000000001,,0.651015,0.410284,,50.0,3.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.24073100000000003,Normal
0.501999,,0.6713389999999999,0.40630000000000005,,50.0,4.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.26503899999999986,Failed
0.5025999999999999,,0.6735899999999999,0.402208,,50.0,5.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.2713819999999999,Failed
0.5098,,0.69937,0.390171,,50.0,6.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.30919900000000006,Failed
0.507599,,0.7098599999999999,0.369742,,50.0,7.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.3401179999999999,Failed
0.49960000000000004,,0.524772,0.48591399999999996,,55.0,1.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.03885800000000006,Normal
0.4864,,0.6079589999999999,0.44273300000000004,,55.0,2.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.16522599999999987,Normal
0.48960000000000004,,0.642974,0.41583300000000006,,55.0,3.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.22714099999999998,Normal
0.509,,0.6738299999999999,0.397382,,55.0,4.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.2764479999999999,Failed
0.496399,,0.690882,0.38243699999999997,,55.0,5.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.308445,Failed
0.4998,,0.702529,0.384718,,55.0,6.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.31781099999999995,Failed
0.4846,,0.6892370000000001,0.39475,,55.0,7.0,TJP1_JCAD,Amplification_Gain_RhoA,-0.2944870000000001,Failed
