DSP,JCAD,RhoA,RhoC,TJP1,$RhoA_amp,$RhoA_antagonistic,perb,exp_name,delta,phenotype
0.4926000000000001,0.5017999999999999,0.469818,0.670146,0.503801,35.0,8.0,WT,Escape_Threshold_RhoA,0.200328,Normal
0.48040200000000005,0.49979999999999997,0.456044,0.6764429999999999,0.497802,35.0,9.0,WT,Escape_Threshold_RhoA,0.2203989999999999,Normal
0.5061990000000001,0.5020009999999999,0.445143,0.685028,0.496999,35.0,10.0,WT,Escape_Threshold_RhoA,0.23988499999999996,Normal
0.4988,0.505802,0.434317,0.6938419999999998,0.49980100000000005,35.0,11.0,WT,Escape_Threshold_RhoA,0.25952499999999984,Hyper
0.513201,0.492601,0.416039,0.691524,0.5015989999999999,35.0,12.0,WT,Escape_Threshold_RhoA,0.27548500000000004,Hyper
0.499201,0.49599899999999997,0.40606600000000004,0.7028769999999999,0.4992,35.0,13.0,WT,Escape_Threshold_RhoA,0.2968109999999998,Hyper
0.502199,0.5025999999999999,0.4031620000000001,0.7016340000000001,0.49799899999999997,35.0,14.0,WT,Escape_Threshold_RhoA,0.298472,Hyper
0.500597,0.4987990000000001,0.764872,0.5187620000000001,0.505998,40.0,1.0,WT,Escape_Threshold_RhoA,-0.24610999999999994,Normal
0.512,0.504,0.678836,0.565214,0.496001,40.0,2.0,WT,Escape_Threshold_RhoA,-0.113622,Normal
0.499001,0.5102,0.6228290000000001,0.5852510000000001,0.490602,40.0,3.0,WT,Escape_Threshold_RhoA,-0.037578,Normal
0.500002,0.4910009999999999,0.5827609999999999,0.6133839999999999,0.510801,40.0,4.0,WT,Escape_Threshold_RhoA,0.030623000000000067,Normal
0.493199,0.500799,0.54045,0.641161,0.512999,40.0,5.0,WT,Escape_Threshold_RhoA,0.100711,Normal
0.504799,0.503597,0.521154,0.6494789999999999,0.497598,40.0,6.0,WT,Escape_Threshold_RhoA,0.1283249999999999,Normal
0.486001,0.5040020000000001,0.49409800000000004,0.657117,0.49140199999999995,40.0,7.0,WT,Escape_Threshold_RhoA,0.16301899999999991,Normal
0.49820200000000003,0.5056,0.476303,0.6699530000000001,0.508402,40.0,8.0,WT,Escape_Threshold_RhoA,0.19365000000000016,Normal
0.5072,0.5008,0.46083199999999996,0.675153,0.5076,40.0,9.0,WT,Escape_Threshold_RhoA,0.21432100000000004,Normal
0.49380099999999993,0.493401,0.44567799999999996,0.679677,0.49580199999999996,40.0,10.0,WT,Escape_Threshold_RhoA,0.233999,Normal
0.49579999999999996,0.5046,0.432753,0.696338,0.502201,40.0,11.0,WT,Escape_Threshold_RhoA,0.263585,Hyper
0.49760100000000007,0.494201,0.41718200000000005,0.702441,0.5020009999999999,40.0,12.0,WT,Escape_Threshold_RhoA,0.28525899999999993,Hyper
0.5174000000000001,0.4972,0.42019200000000007,0.702158,0.5049999999999999,40.0,13.0,WT,Escape_Threshold_RhoA,0.2819659999999999,Hyper
0.5106,0.49700000000000005,0.40672699999999995,0.6987320000000001,0.49560200000000004,40.0,14.0,WT,Escape_Threshold_RhoA,0.2920050000000002,Hyper
0.483,0.5038,0.7666029999999999,0.507359,0.4962,45.0,1.0,WT,Escape_Threshold_RhoA,-0.2592439999999999,Failed
0.488799,0.512,0.674903,0.5680299999999999,0.507398,45.0,2.0,WT,Escape_Threshold_RhoA,-0.1068730000000001,Normal
0.490602,0.5002019999999999,0.607729,0.6088239999999999,0.501602,45.0,3.0,WT,Escape_Threshold_RhoA,0.0010949999999999571,Normal
0.500798,0.502,0.585074,0.606157,0.49779999999999996,45.0,4.0,WT,Escape_Threshold_RhoA,0.021082999999999963,Normal
0.486598,0.508398,0.53265,0.63575,0.503398,45.0,5.0,WT,Escape_Threshold_RhoA,0.10310000000000008,Normal
0.5026,0.493201,0.520704,0.636949,0.4958010000000001,45.0,6.0,WT,Escape_Threshold_RhoA,0.11624500000000004,Normal
0.511797,0.4983989999999999,0.499072,0.6518889999999999,0.49479799999999996,45.0,7.0,WT,Escape_Threshold_RhoA,0.15281699999999993,Normal
0.497002,0.500202,0.472492,0.6662680000000001,0.511401,45.0,8.0,WT,Escape_Threshold_RhoA,0.19377600000000006,Normal
0.49320100000000006,0.501801,0.46360900000000005,0.6799780000000001,0.505801,45.0,9.0,WT,Escape_Threshold_RhoA,0.21636900000000003,Normal
0.5055999999999999,0.506001,0.453363,0.678788,0.5026,45.0,10.0,WT,Escape_Threshold_RhoA,0.22542499999999993,Normal
0.49200099999999997,0.4843989999999999,0.42971999999999994,0.6957350000000001,0.497199,45.0,11.0,WT,Escape_Threshold_RhoA,0.26601500000000017,Hyper
0.493601,0.493,0.42036,0.6923969999999999,0.493001,45.0,12.0,WT,Escape_Threshold_RhoA,0.2720369999999999,Hyper
0.502401,0.5076,0.416275,0.694337,0.495202,45.0,13.0,WT,Escape_Threshold_RhoA,0.278062,Hyper
0.500202,0.493401,0.405326,0.699627,0.490601,45.0,14.0,WT,Escape_Threshold_RhoA,0.294301,Hyper
0.49760000000000004,0.499601,0.7538390000000001,0.514212,0.49460100000000007,50.0,1.0,WT,Escape_Threshold_RhoA,-0.23962700000000015,Normal
0.5012,0.49680099999999994,0.6885349999999999,0.549341,0.49760099999999996,50.0,2.0,WT,Escape_Threshold_RhoA,-0.13919399999999993,Normal
