DSP,JCAD,RhoA,RhoC,TJP1,p_name,p_value,perb,delta,phenotype
0.5042000000000001,0.5101990000000001,0.566483,0.48680500000000004,,$RhoA_antagonistic,7.0,TJP1,-0.07967799999999992,Normal
0.509999,0.497401,0.534091,0.5042139999999999,,$RhoA_antagonistic,8.0,TJP1,-0.029877000000000042,Normal
0.507601,0.5051990000000001,0.510748,0.5256100000000001,,$RhoA_antagonistic,9.0,TJP1,0.014862000000000153,Normal
0.5012,0.495,0.491804,0.5363180000000001,,$RhoA_antagonistic,10.0,TJP1,0.044514000000000054,Normal
0.512,0.5073989999999999,0.485361,0.540618,,$RhoA_antagonistic,11.0,TJP1,0.055257000000000056,Normal
0.505199,0.495398,0.480823,0.537367,,$RhoA_antagonistic,12.0,TJP1,0.05654400000000004,Normal
0.49699899999999997,0.500799,0.45909999999999995,0.565599,,$RhoA_antagonistic,13.0,TJP1,0.10649900000000001,Normal
0.503399,0.5006,0.449104,0.5655910000000001,,$RhoA_antagonistic,14.0,TJP1,0.11648700000000006,Normal
0.5030009999999999,0.499401,0.6279870000000001,0.427427,,$RhoA_mod,1.0,TJP1,-0.20056000000000007,Normal
0.491199,0.509801,0.651648,0.423161,,$RhoA_mod,2.0,TJP1,-0.228487,Normal
0.49339900000000003,0.49960000000000004,0.676535,0.39739,,$RhoA_mod,3.0,TJP1,-0.279145,Failed
0.49860000000000004,0.49860000000000004,0.686381,0.38875899999999997,,$RhoA_mod,4.0,TJP1,-0.29762200000000005,Failed
0.49279999999999996,0.487999,0.694396,0.384602,,$RhoA_mod,5.0,TJP1,-0.309794,Failed
0.49479799999999996,0.49499899999999997,0.6987939999999999,0.38929699999999995,,$RhoA_mod,6.0,TJP1,-0.30949699999999997,Failed
0.5032,0.49899899999999997,0.710302,0.38205600000000006,,$RhoA_mod,7.0,TJP1,-0.3282459999999999,Failed
0.5057980000000001,0.505198,0.6732060000000001,0.400999,,$RhoA_amp,5.0,TJP1,-0.2722070000000001,Failed
0.49859899999999996,0.493399,0.682507,0.404578,,$RhoA_amp,10.0,TJP1,-0.277929,Failed
0.5019979999999999,0.49379900000000004,0.6843729999999999,0.39697,,$RhoA_amp,15.0,TJP1,-0.2874029999999999,Failed
0.504999,0.495201,0.696501,0.37637299999999996,,$RhoA_amp,20.0,TJP1,-0.3201280000000001,Failed
0.48719999999999997,0.49900000000000005,0.6952069999999999,0.382925,,$RhoA_amp,25.0,TJP1,-0.3122819999999999,Failed
0.495401,0.501,0.685975,0.40695,,$RhoA_amp,30.0,TJP1,-0.279025,Failed
0.490001,0.489799,0.690973,0.391516,,$RhoA_amp,35.0,TJP1,-0.299457,Failed
0.498801,0.499401,0.6943440000000001,0.394811,,$RhoA_amp,40.0,TJP1,-0.29953300000000005,Failed
0.5188010000000001,0.49460000000000004,0.704777,0.389332,,$RhoA_amp,45.0,TJP1,-0.315445,Failed
0.49979900000000005,0.4982,0.6956169999999999,0.383001,,$RhoA_amp,50.0,TJP1,-0.31261599999999995,Failed
0.5044,0.49859899999999996,0.707449,0.3912389999999999,,$RhoA_amp,55.0,TJP1,-0.3162100000000001,Failed
0.506999,0.488599,0.7220139999999999,0.39153000000000004,,$RhoA_decay,0.05,TJP1,-0.3304839999999999,Failed
0.499401,0.4982,0.690914,0.394749,,$RhoA_decay,0.15000000000000002,TJP1,-0.296165,Failed
0.49820000000000003,0.5030009999999999,0.671268,0.397091,,$RhoA_decay,0.25000000000000006,TJP1,-0.27417699999999995,Failed
0.4988,0.49340000000000006,0.6410830000000001,0.40297400000000005,,$RhoA_decay,0.3500000000000001,TJP1,-0.23810900000000002,Normal
0.49999999999999994,0.5061990000000001,0.630097,0.41104799999999997,,$RhoA_decay,0.45000000000000007,TJP1,-0.21904900000000005,Normal
0.495,0.5034,0.6068,0.41037199999999996,,$RhoA_decay,0.55,TJP1,-0.19642800000000005,Normal
0.503401,0.48980100000000004,0.595169,0.416875,,$RhoA_decay,0.6500000000000001,TJP1,-0.17829399999999995,Normal
0.4928,0.505599,0.580238,0.418174,,$RhoA_decay,0.7500000000000001,TJP1,-0.16206400000000004,Normal
0.507,0.5016,0.578968,0.42112599999999994,,$RhoA_decay,0.8500000000000002,TJP1,-0.1578420000000001,Normal
0.48919999999999997,0.48619999999999997,0.5458540000000001,0.41666299999999995,,$RhoA_decay,0.9500000000000002,TJP1,-0.1291910000000001,Normal
0.4998,,0.44785400000000003,0.6342099999999999,0.484201,$RhoA_mod,1.0,JCAD,0.1863559999999999,Normal
0.48399900000000007,,0.521785,0.5948300000000001,0.48580000000000007,$RhoA_mod,2.0,JCAD,0.07304500000000003,Normal
0.5062,,0.57719,0.565126,0.49440000000000006,$RhoA_mod,3.0,JCAD,-0.012063999999999964,Normal
0.497799,,0.6030409999999999,0.554541,0.508999,$RhoA_mod,4.0,JCAD,-0.04849999999999999,Normal
0.5036,,0.613294,0.552125,0.499202,$RhoA_mod,5.0,JCAD,-0.06116900000000003,Normal
0.511799,,0.640632,0.535548,0.49699899999999997,$RhoA_mod,6.0,JCAD,-0.10508399999999996,Normal
0.508601,,0.643731,0.521518,0.5008,$RhoA_mod,7.0,JCAD,-0.12221300000000002,Normal
0.495202,,0.633333,0.45409700000000003,0.5100009999999999,$RhoC_mod,1.0,JCAD,-0.179236,Normal
0.5074,,0.5934339999999999,0.521725,0.504601,$RhoC_mod,2.0,JCAD,-0.07170899999999991,Normal
0.498999,,0.577351,0.570442,0.5008,$RhoC_mod,3.0,JCAD,-0.006908999999999943,Normal
0.5042,,0.556446,0.5981740000000001,0.49720099999999995,$RhoC_mod,4.0,JCAD,0.0417280000000001,Normal
0.493201,,0.551318,0.612845,0.49179999999999996,$RhoC_mod,5.0,JCAD,0.061527,Normal
0.49660000000000004,,0.540877,0.627489,0.502,$RhoC_mod,6.0,JCAD,0.08661199999999991,Normal
0.5022,,0.534786,0.6325780000000001,0.49499899999999997,$RhoC_mod,7.0,JCAD,0.0977920000000001,Normal
0.49739900000000004,,0.40281900000000004,0.652594,0.507999,$RhoA_basal,0.1,JCAD,0.24977499999999997,Normal
0.49380100000000005,,0.5167959999999999,0.592705,0.503,$RhoA_basal,0.6,JCAD,0.07590900000000012,Normal
0.5005999999999999,,0.616504,0.54655,0.500799,$RhoA_basal,1.1,JCAD,-0.06995400000000007,Normal
0.503999,,0.6641710000000001,0.407335,0.5031990000000001,$RhoC_basal,0.1,JCAD,-0.25683600000000006,Failed
0.4948,,0.572,0.544027,0.49019900000000005,$RhoC_basal,0.6,JCAD,-0.027972999999999915,Normal
0.49079900000000004,,0.5432889999999999,0.610244,0.49260000000000004,$RhoC_basal,1.1,JCAD,0.0669550000000001,Normal
,,0.48067400000000005,0.531913,0.4993989999999999,$RhoC_mod,1.0,DSP_JCAD,0.051238999999999923,Normal
,,0.43835999999999997,0.608669,0.491,$RhoC_mod,2.0,DSP_JCAD,0.17030900000000004,Normal
,,0.41397799999999996,0.660396,0.4934,$RhoC_mod,3.0,DSP_JCAD,0.24641800000000003,Normal
,,0.40990400000000005,0.656612,0.4944,$RhoC_mod,4.0,DSP_JCAD,0.24670799999999993,Normal
,,0.402288,0.682919,0.504599,$RhoC_mod,5.0,DSP_JCAD,0.2806310000000001,Hyper
,,0.389428,0.696158,0.506401,$RhoC_mod,6.0,DSP_JCAD,0.30673000000000006,Hyper
,,0.39160399999999995,0.69543,0.49200000000000005,$RhoC_mod,7.0,DSP_JCAD,0.30382600000000004,Hyper
,,0.522037,0.456356,0.502,$RhoC_basal,0.1,DSP_JCAD,-0.06568099999999999,Normal
,,0.44697200000000004,0.604279,0.502801,$RhoC_basal,0.6,DSP_JCAD,0.15730699999999997,Normal
,,0.405303,0.684776,0.499799,$RhoC_basal,1.1,DSP_JCAD,0.279473,Hyper
,,0.080206,0.8268789999999999,0.501001,$RhoA_basal,0.1,DSP_JCAD,0.7466729999999999,Hyper
,,0.35587599999999997,0.6791750000000001,0.4956,$RhoA_basal,0.6,DSP_JCAD,0.3232990000000001,Hyper
,,0.49742,0.609488,0.49520100000000006,$RhoA_basal,1.1,DSP_JCAD,0.11206800000000006,Normal
0.4984,,0.5214749999999999,0.48979700000000004,,$RhoA_mod,1.0,TJP1_JCAD,-0.03167799999999987,Normal
0.5004,,0.605287,0.438178,,$RhoA_mod,2.0,TJP1_JCAD,-0.167109,Normal
0.4914,,0.643832,0.422902,,$RhoA_mod,3.0,TJP1_JCAD,-0.22092999999999996,Normal
0.51,,0.675593,0.40317400000000003,,$RhoA_mod,4.0,TJP1_JCAD,-0.27241899999999997,Failed
0.4996,,0.6751590000000001,0.403918,,$RhoA_mod,5.0,TJP1_JCAD,-0.27124100000000007,Failed
0.496601,,0.696799,0.381031,,$RhoA_mod,6.0,TJP1_JCAD,-0.31576799999999994,Failed
0.503,,0.709541,0.378205,,$RhoA_mod,7.0,TJP1_JCAD,-0.33133599999999996,Failed
0.4872,,0.442981,0.5571729999999999,,$RhoA_basal,0.1,TJP1_JCAD,0.1141919999999999,Normal
0.491599,,0.607927,0.440723,,$RhoA_basal,0.6,TJP1_JCAD,-0.16720400000000002,Normal
0.502199,,0.676381,0.389196,,$RhoA_basal,1.1,TJP1_JCAD,-0.287185,Failed
0.502799,,0.820335,0.082387,,$RhoC_basal,0.1,TJP1_JCAD,-0.737948,Failed
0.5064,,0.682794,0.35253,,$RhoC_basal,0.6,TJP1_JCAD,-0.330264,Failed
0.4986,,0.613344,0.498413,,$RhoC_basal,1.1,TJP1_JCAD,-0.114931,Normal
