t,DSP,TJP1,JCAD,RhoA,RhoC,perturbation,delta,phenotype
0.0,0.5044,0.500801,0.501398,0.537655,0.53709,WT,-0.0005650000000000377,Normal
0.1,0.504399,0.5008,0.501399,0.5691809999999999,0.5782259999999999,WT,0.00904499999999997,Normal
0.2,0.5044,0.5007980000000001,0.501401,0.5804979999999998,0.5924609999999999,WT,0.011963000000000057,Normal
0.3,0.5044,0.500799,0.5014000000000001,0.581366,0.5970230000000001,WT,0.015657000000000032,Normal
0.4,0.504401,0.5008,0.5014,0.577839,0.596077,WT,0.018237999999999976,Normal
0.5,0.504398,0.500799,0.501399,0.582038,0.5945360000000001,WT,0.012498000000000009,Normal
0.6,0.5043989999999999,0.500799,0.501398,0.590738,0.591106,WT,0.00036800000000003497,Normal
0.7,0.504401,0.500802,0.5014,0.5964119999999999,0.5883039999999999,WT,-0.008108000000000004,Normal
0.8,0.504401,0.500801,0.501401,0.594572,0.5883189999999999,WT,-0.006253000000000064,Normal
0.9,0.504398,0.5008,0.5014000000000001,0.5956980000000001,0.5945449999999999,WT,-0.0011530000000001817,Normal
1.0,0.504398,0.500799,0.501399,0.5986279999999999,0.594741,WT,-0.003886999999999974,Normal
1.1,0.5044,0.5007999999999999,0.5014000000000001,0.6022350000000001,0.590616,WT,-0.011619000000000046,Normal
1.2,0.5044010000000001,0.5008009999999999,0.5013989999999999,0.592573,0.593069,WT,0.0004959999999999409,Normal
1.3,0.5044010000000001,0.5008,0.501402,0.601034,0.590225,WT,-0.010808999999999958,Normal
1.4,0.504399,0.500799,0.5014000000000001,0.608529,0.5896819999999999,WT,-0.018847000000000058,Normal
1.5,0.504399,0.5008,0.5014000000000001,0.6084430000000001,0.5915019999999999,WT,-0.016941000000000206,Normal
1.6,0.5043970000000001,0.5008,0.501399,0.6071020000000001,0.5903880000000001,WT,-0.016714000000000007,Normal
1.7,0.504402,0.500801,0.5014020000000001,0.6012890000000001,0.591136,WT,-0.010153000000000079,Normal
1.8,0.504399,0.5008,0.5013989999999999,0.6038479999999999,0.593167,WT,-0.01068099999999994,Normal
1.9,0.504401,0.500801,0.5014,0.5995299999999999,0.593066,WT,-0.006463999999999914,Normal
2.0,0.5044010000000001,0.500801,0.501401,0.600706,0.5921820000000001,WT,-0.008523999999999865,Normal
2.1,0.5044,0.5008,0.5013989999999999,0.5982270000000002,0.5889570000000001,WT,-0.009270000000000111,Normal
2.2,0.504401,0.500801,0.501401,0.6035410000000001,0.588695,WT,-0.014846000000000137,Normal
2.3,0.504399,0.500799,0.5013989999999999,0.604172,0.592234,WT,-0.011938000000000004,Normal
2.4,0.504399,0.500801,0.5014000000000001,0.6029460000000001,0.593769,WT,-0.009177000000000102,Normal
2.5,0.5044,0.500798,0.5014000000000001,0.605023,0.589836,WT,-0.01518699999999995,Normal
2.6,0.5044,0.500801,0.5014000000000001,0.604546,0.5929679999999999,WT,-0.011578000000000088,Normal
2.7,0.504401,0.5008009999999999,0.5014,0.604928,0.5894790000000001,WT,-0.015448999999999935,Normal
2.8,0.504401,0.500801,0.5014,0.603791,0.5898019999999999,WT,-0.01398900000000003,Normal
2.9,0.504402,0.500801,0.501402,0.6004949999999999,0.58928,WT,-0.011214999999999864,Normal
3.0,0.504399,0.500801,0.5014000000000001,0.605622,0.5835140000000001,WT,-0.022107999999999906,Normal
3.1,0.5044029999999999,0.5008009999999999,0.501401,0.607771,0.5911789999999999,WT,-0.01659200000000005,Normal
3.2,0.504401,0.5007999999999999,0.5014,0.6020960000000001,0.593868,WT,-0.008228000000000124,Normal
3.3,0.5044,0.5008,0.5014,0.598662,0.59109,WT,-0.007572000000000023,Normal
3.4,0.5044009999999999,0.5008,0.5014000000000001,0.602633,0.588768,WT,-0.013865000000000016,Normal
3.5,0.504401,0.500802,0.501401,0.601467,0.5876480000000001,WT,-0.013818999999999915,Normal
3.6,0.504401,0.5008,0.5014,0.5956650000000001,0.594881,WT,-0.0007840000000001179,Normal
3.7,0.5044000000000001,0.5008,0.5013989999999999,0.591494,0.603691,WT,0.012197000000000013,Normal
3.8,0.504402,0.5008009999999999,0.501401,0.593554,0.604027,WT,0.010472999999999955,Normal
3.9,0.5043989999999999,0.5008,0.501401,0.59495,0.6053529999999999,WT,0.01040299999999994,Normal
4.0,0.504401,0.5008,0.501401,0.59617,0.602591,WT,0.00642100000000001,Normal
4.1,0.504401,0.500802,0.5014000000000001,0.6011200000000001,0.6027149999999999,WT,0.001594999999999791,Normal
4.2,0.504398,0.500799,0.501401,0.5957799999999999,0.6019079999999999,WT,0.006128000000000022,Normal
4.3,0.504399,0.5008,0.5013989999999999,0.599198,0.6003050000000001,WT,0.0011070000000000801,Normal
4.4,0.5044000000000001,0.500799,0.501401,0.600148,0.594811,WT,-0.005337000000000036,Normal
4.5,0.5044,0.500799,0.501398,0.6030129999999999,0.600773,WT,-0.0022399999999999087,Normal
4.6,0.5044019999999999,0.500801,0.501402,0.5992839999999999,0.602884,WT,0.0036000000000000476,Normal
4.7,0.5043989999999999,0.5007999999999999,0.501397,0.592824,0.5998249999999999,WT,0.007000999999999924,Normal
4.8,0.504399,0.5008009999999999,0.5014000000000001,0.5960620000000001,0.602151,WT,0.0060889999999999,Normal
4.9,0.5044009999999999,0.5008009999999999,0.5014000000000001,0.595665,0.6062219999999999,WT,0.010556999999999928,Normal
5.0,0.5044029999999999,0.5008020000000001,0.501402,0.587782,0.607483,WT,0.01970099999999997,Normal
5.1,0.504401,0.500798,0.5014000000000001,0.5890779999999999,0.60925,WT,0.02017200000000008,Normal
5.2,0.5044010000000001,0.500802,0.5014000000000001,0.590403,0.6082989999999999,WT,0.017895999999999912,Normal
5.3,0.5044000000000001,0.5008009999999999,0.5014000000000001,0.591672,0.6063290000000001,WT,0.014657000000000142,Normal
5.4,0.504401,0.5008,0.5014010000000001,0.5948209999999998,0.602586,WT,0.007765000000000133,Normal
5.5,0.5044019999999999,0.500802,0.5014,0.5947439999999998,0.5968339999999999,WT,0.0020900000000000363,Normal
5.6,0.504398,0.5007999999999999,0.501401,0.5976479999999998,0.5989829999999999,WT,0.0013350000000000861,Normal
5.7,0.504399,0.5007969999999999,0.501399,0.59697,0.593204,WT,-0.003766000000000047,Normal
5.8,0.5044000000000001,0.5008,0.5014,0.598731,0.591905,WT,-0.006825999999999999,Normal
5.9,0.504399,0.500799,0.5014,0.596928,0.5880340000000001,WT,-0.008893999999999957,Normal
6.0,0.504398,0.500798,0.5013989999999999,0.5922790000000001,0.593951,WT,0.0016719999999998958,Normal
6.1,0.5044,0.500801,0.5014,0.5946680000000001,0.597245,WT,0.0025769999999999404,Normal
6.2,0.504399,0.500799,0.501399,0.593763,0.597563,WT,0.0037999999999999146,Normal
6.3,0.5044,0.500801,0.501399,0.5927830000000001,0.600812,WT,0.008028999999999953,Normal
