t,<nil>,DSP,DSP -- JCAD,DSP -- JCAD -- RhoA,DSP -- JCAD -- RhoC,DSP -- JCAD -- RhoC -- RhoA,DSP -- RhoA,DSP -- RhoC,DSP -- RhoC -- RhoA,DSP -- TJP1,DSP -- TJP1 -- JCAD,DSP -- TJP1 -- JCAD -- RhoA,DSP -- TJP1 -- JCAD -- RhoC,DSP -- TJP1 -- JCAD -- RhoC -- RhoA,DSP -- TJP1 -- RhoA,DSP -- TJP1 -- RhoC,DSP -- TJP1 -- RhoC -- RhoA,JCAD,JCAD -- RhoA,JCAD -- RhoC,JCAD -- RhoC -- RhoA,RhoA,RhoC,RhoC -- RhoA,TJP1,TJP1 -- JCAD,TJP1 -- JCAD -- RhoA,TJP1 -- JCAD -- RhoC,TJP1 -- JCAD -- RhoC -- RhoA,TJP1 -- RhoA,TJP1 -- RhoC,TJP1 -- RhoC -- RhoA
1.8,0.025331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026521,0.097965,0.100275,0.025239,0.096791,0.10128,0.026598,0.009056,0.003943,0.013837,0.183581,0.048639,0.043734,0.155859,0.041351
1.9,0.025396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025482,0.098256,0.101001,0.025261,0.097662,0.101436,0.025506,0.009527,0.003921,0.012964,0.183311,0.049803,0.041816,0.156377,0.042281
2.0,0.024337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025924,0.096607,0.099979,0.02749,0.096835,0.101901,0.026927,0.009853,0.003966,0.014147,0.184382,0.047505,0.041811,0.156334,0.042002
2.1,0.023837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025398,0.097044,0.099904,0.027654,0.096074,0.101993,0.028096,0.009575,0.003942,0.014014,0.185903,0.046141,0.040264,0.157121,0.043041
2.2,0.023846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024778,0.097581,0.099641,0.028,0.096203,0.101946,0.028006,0.010309,0.003485,0.013745,0.186975,0.045795,0.039302,0.15566,0.044729
2.3,0.024073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024067,0.099808,0.098372,0.027753,0.09796,0.101498,0.026469,0.011526,0.004178,0.013762,0.185704,0.046356,0.040533,0.154812,0.043129
2.4,0.024218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024213,0.099203,0.098246,0.028338,0.097507,0.10103,0.027246,0.01182,0.004178,0.013308,0.186917,0.045598,0.040474,0.155271,0.042434
2.5,0.02427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024936,0.098555,0.09777,0.028739,0.098935,0.100811,0.025983,0.010663,0.003406,0.014134,0.186143,0.046317,0.039373,0.158238,0.041727
2.6,0.024951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025392,0.097014,0.098572,0.029022,0.097909,0.101636,0.025504,0.010366,0.003343,0.014026,0.183277,0.049354,0.040204,0.159162,0.040268
2.7,0.025785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025357,0.09651,0.098302,0.029831,0.096491,0.100291,0.027433,0.01073,0.003733,0.013613,0.182573,0.05008,0.038457,0.157892,0.042921
2.8,0.026519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02475,0.098682,0.097907,0.028662,0.097542,0.099258,0.02668,0.009628,0.003659,0.014803,0.182549,0.048989,0.03789,0.158315,0.044167
2.9,0.026024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025732,0.098014,0.097427,0.028828,0.098584,0.099365,0.026026,0.009019,0.003993,0.014046,0.184283,0.047677,0.039734,0.157517,0.04373
3.0,0.026065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02643,0.09874,0.096169,0.028661,0.097845,0.099331,0.026759,0.010033,0.003172,0.015091,0.184486,0.047251,0.040892,0.155253,0.043822
3.1,0.025541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026516,0.098969,0.096874,0.027641,0.099247,0.099862,0.025351,0.009465,0.003147,0.013742,0.18373,0.04938,0.041379,0.155648,0.043507
3.2,0.026058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025937,0.099252,0.096826,0.027985,0.099011,0.099262,0.025669,0.009574,0.00294,0.014654,0.183833,0.048572,0.04107,0.155551,0.043805
3.3,0.025609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026341,0.09981,0.097554,0.026296,0.098825,0.098442,0.027123,0.009203,0.003024,0.014513,0.183228,0.049235,0.039977,0.159003,0.041817
3.4,0.026276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025757,0.101994,0.098164,0.024084,0.098838,0.098929,0.025956,0.008473,0.003167,0.014983,0.183623,0.048227,0.038989,0.15943,0.043108
3.5,0.026294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025149,0.101777,0.097689,0.025385,0.097707,0.098699,0.0273,0.009211,0.003952,0.014978,0.182533,0.048536,0.040733,0.159877,0.040179
3.6,0.026093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025975,0.098709,0.097412,0.027905,0.097958,0.099543,0.026406,0.009149,0.003704,0.01435,0.182029,0.049917,0.040737,0.160892,0.039222
3.7,0.02519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026427,0.096049,0.100553,0.02697,0.098955,0.098413,0.027441,0.009204,0.003443,0.016281,0.181602,0.048674,0.040902,0.159371,0.040523
3.8,0.024002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027071,0.094824,0.101784,0.02632,0.100721,0.100309,0.024967,0.00933,0.003011,0.015781,0.181964,0.049244,0.041996,0.15854,0.040134
3.9,0.022456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026213,0.094248,0.103878,0.025661,0.100638,0.100992,0.025915,0.009992,0.003874,0.015849,0.183028,0.047249,0.041823,0.157438,0.040747
