Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
1.0000	0.7085	0.0021	4.4852	1.0000	DSP -- TJP1	0.002760	0.000471	DSP -- TJP1 -- JCAD	0.000773	0.000218	DSP	0.006260	0.000749	DSP -- JCAD	0.001078	0.000264	<nil>	0.015418	0.001212	RhoC -- RhoA	0.012832	0.001031	DSP -- TJP1 -- JCAD -- RhoA	0.023965	0.001326	TJP1 -- JCAD -- RhoA	0.007174	0.000731	DSP -- JCAD -- RhoC	0.008060	0.000784	JCAD -- RhoC -- RhoA	0.012799	0.001044	RhoA	0.046715	0.002082	DSP -- TJP1 -- JCAD -- RhoC	0.021495	0.001241	DSP -- RhoA	0.076439	0.002611	DSP -- RhoC	0.023679	0.001450	TJP1 -- JCAD -- RhoC -- RhoA	0.024319	0.001412	DSP -- TJP1 -- RhoA	0.043498	0.001931	JCAD -- RhoC	0.048065	0.002105	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077667	0.002469	RhoC	0.049235	0.002129	DSP -- RhoC -- RhoA	0.019422	0.001245	TJP1	0.004897	0.000657	TJP1 -- JCAD -- RhoC	0.092458	0.002850	DSP -- TJP1 -- RhoC	0.040238	0.001857	JCAD	0.015630	0.001214	DSP -- TJP1 -- RhoC -- RhoA	0.039503	0.001762	TJP1 -- JCAD	0.002149	0.000408	DSP -- JCAD -- RhoC -- RhoA	0.023636	0.001381	TJP1 -- RhoA	0.025169	0.001494	TJP1 -- RhoC -- RhoA	0.020835	0.001290	JCAD -- RhoA	0.049306	0.002139	DSP -- JCAD -- RhoA	0.091426	0.002834	TJP1 -- RhoC	0.073099	0.002557
1.1000	0.7089	0.0021	4.4867	1.0000	DSP -- TJP1 -- JCAD	0.001220	0.000300	DSP	0.006609	0.000762	DSP -- JCAD	0.001922	0.000369	DSP -- TJP1	0.002575	0.000463	<nil>	0.015351	0.001205	TJP1 -- JCAD -- RhoC -- RhoA	0.024437	0.001400	DSP -- TJP1 -- JCAD -- RhoA	0.024685	0.001348	DSP -- RhoC	0.022298	0.001396	DSP -- TJP1 -- JCAD -- RhoC	0.021527	0.001234	TJP1 -- JCAD -- RhoA	0.006572	0.000691	DSP -- JCAD -- RhoC	0.007356	0.000730	TJP1 -- RhoC -- RhoA	0.020604	0.001292	JCAD -- RhoC -- RhoA	0.012213	0.000986	RhoA	0.047048	0.002076	DSP -- JCAD -- RhoC -- RhoA	0.024711	0.001426	TJP1 -- JCAD	0.001653	0.000341	DSP -- RhoA	0.076421	0.002606	TJP1 -- RhoC	0.072757	0.002549	JCAD -- RhoC	0.048087	0.002104	DSP -- TJP1 -- RhoA	0.043387	0.001951	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.076469	0.002447	RhoC	0.049911	0.002143	RhoC -- RhoA	0.011891	0.000961	DSP -- RhoC -- RhoA	0.020472	0.001270	TJP1	0.005236	0.000675	TJP1 -- JCAD -- RhoC	0.093438	0.002854	JCAD	0.015328	0.001199	DSP -- TJP1 -- RhoC -- RhoA	0.039529	0.001787	DSP -- TJP1 -- RhoC	0.040510	0.001883	DSP -- JCAD -- RhoA	0.090211	0.002817	JCAD -- RhoA	0.050171	0.002142	TJP1 -- RhoA	0.025403	0.001512
1.2000	0.7081	0.0021	4.4864	1.0000	DSP -- TJP1 -- JCAD	0.000871	0.000231	DSP -- TJP1	0.002399	0.000435	DSP -- JCAD -- RhoC	0.007612	0.000767	<nil>	0.014404	0.001156	DSP -- TJP1 -- JCAD -- RhoC	0.021415	0.001234	TJP1 -- RhoC -- RhoA	0.021240	0.001302	DSP -- RhoC	0.022169	0.001416	DSP -- RhoC -- RhoA	0.019290	0.001268	DSP -- TJP1 -- JCAD -- RhoA	0.026719	0.001397	TJP1 -- JCAD -- RhoA	0.006813	0.000715	JCAD -- RhoC -- RhoA	0.012409	0.001000	DSP -- JCAD	0.001996	0.000380	TJP1 -- JCAD -- RhoC -- RhoA	0.024102	0.001402	RhoA	0.047592	0.002097	DSP -- RhoA	0.077554	0.002636	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.074895	0.002413	RhoC	0.049271	0.002127	DSP -- TJP1 -- RhoA	0.043095	0.001918	JCAD -- RhoC	0.048690	0.002116	DSP	0.006787	0.000778	RhoC -- RhoA	0.012933	0.001036	TJP1	0.004835	0.000644	TJP1 -- JCAD -- RhoC	0.093437	0.002860	DSP -- TJP1 -- RhoC	0.039127	0.001839	JCAD	0.014362	0.001159	DSP -- TJP1 -- RhoC -- RhoA	0.041379	0.001801	TJP1 -- RhoA	0.024746	0.001476	TJP1 -- JCAD	0.001747	0.000353	DSP -- JCAD -- RhoC -- RhoA	0.025550	0.001469	TJP1 -- RhoC	0.073179	0.002556	DSP -- JCAD -- RhoA	0.089042	0.002804	JCAD -- RhoA	0.050339	0.002153
1.3000	0.7106	0.0021	4.4730	1.0000	DSP -- TJP1 -- JCAD	0.000692	0.000194	DSP -- JCAD	0.001898	0.000380	TJP1 -- JCAD	0.001324	0.000310	DSP	0.005478	0.000689	JCAD -- RhoC -- RhoA	0.012814	0.001026	<nil>	0.013561	0.001117	DSP -- RhoC	0.022211	0.001395	DSP -- TJP1 -- JCAD -- RhoA	0.025164	0.001352	DSP -- RhoC -- RhoA	0.020082	0.001267	TJP1	0.004201	0.000602	TJP1 -- JCAD -- RhoA	0.007096	0.000730	RhoA	0.047166	0.002087	DSP -- TJP1 -- JCAD -- RhoC	0.021268	0.001220	DSP -- RhoA	0.078029	0.002635	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.076776	0.002442	RhoC	0.050560	0.002157	TJP1 -- JCAD -- RhoC -- RhoA	0.024814	0.001432	DSP -- TJP1 -- RhoA	0.043884	0.001942	JCAD -- RhoC	0.049329	0.002128	DSP -- TJP1	0.002245	0.000417	TJP1 -- RhoC -- RhoA	0.021138	0.001314	TJP1 -- JCAD -- RhoC	0.092865	0.002859	TJP1 -- RhoC	0.075045	0.002592	DSP -- JCAD -- RhoA	0.088481	0.002789	DSP -- TJP1 -- RhoC	0.038107	0.001807	JCAD	0.014054	0.001142	DSP -- TJP1 -- RhoC -- RhoA	0.041765	0.001812	TJP1 -- RhoA	0.023616	0.001451	DSP -- JCAD -- RhoC -- RhoA	0.026343	0.001472	JCAD -- RhoA	0.049603	0.002138	RhoC -- RhoA	0.012913	0.001039	DSP -- JCAD -- RhoC	0.007477	0.000741
1.4000	0.7110	0.0021	4.4721	1.0000	DSP -- TJP1	0.002347	0.000430	DSP -- TJP1 -- JCAD	0.000743	0.000214	DSP -- JCAD	0.001591	0.000344	DSP	0.005926	0.000728	TJP1 -- JCAD	0.001579	0.000332	DSP -- JCAD -- RhoC -- RhoA	0.025646	0.001450	JCAD -- RhoC -- RhoA	0.013154	0.001017	<nil>	0.012515	0.001079	DSP -- RhoC	0.022137	0.001405	DSP -- RhoC -- RhoA	0.021302	0.001318	TJP1	0.004210	0.000612	RhoA	0.047644	0.002094	DSP -- TJP1 -- JCAD -- RhoC	0.022143	0.001256	DSP -- RhoA	0.076436	0.002611	DSP -- TJP1 -- JCAD -- RhoA	0.023884	0.001301	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077130	0.002448	RhoC	0.050903	0.002159	TJP1 -- RhoC	0.075773	0.002602	TJP1 -- JCAD -- RhoA	0.007436	0.000745	TJP1 -- JCAD -- RhoC -- RhoA	0.024721	0.001435	DSP -- TJP1 -- RhoA	0.045109	0.001980	JCAD -- RhoC	0.049221	0.002125	TJP1 -- JCAD -- RhoC	0.092364	0.002855	DSP -- JCAD -- RhoA	0.089277	0.002804	JCAD	0.012478	0.001080	DSP -- TJP1 -- RhoC -- RhoA	0.041428	0.001831	JCAD -- RhoA	0.050948	0.002157	DSP -- TJP1 -- RhoC	0.037116	0.001800	TJP1 -- RhoC -- RhoA	0.022069	0.001337	RhoC -- RhoA	0.013138	0.001030	DSP -- JCAD -- RhoC	0.007686	0.000745	TJP1 -- RhoA	0.021948	0.001395
1.5000	0.7133	0.0021	4.4682	1.0000	TJP1 -- JCAD	0.001415	0.000306	DSP -- TJP1	0.002484	0.000452	DSP -- TJP1 -- JCAD	0.000521	0.000204	DSP -- JCAD	0.001605	0.000303	DSP	0.005934	0.000728	DSP -- JCAD -- RhoC -- RhoA	0.025224	0.001440	<nil>	0.012476	0.001076	DSP -- TJP1 -- JCAD -- RhoA	0.023671	0.001316	DSP -- RhoC	0.021952	0.001403	RhoA	0.046819	0.002075	TJP1 -- JCAD -- RhoA	0.007870	0.000777	TJP1	0.004249	0.000600	DSP -- RhoC -- RhoA	0.022433	0.001367	DSP -- RhoA	0.075482	0.002599	DSP -- TJP1 -- JCAD -- RhoC	0.021769	0.001264	TJP1 -- RhoC	0.075837	0.002603	TJP1 -- JCAD -- RhoC -- RhoA	0.022882	0.001370	JCAD -- RhoC -- RhoA	0.012876	0.001042	JCAD -- RhoC	0.049491	0.002140	TJP1 -- RhoA	0.020637	0.001347	TJP1 -- JCAD -- RhoC	0.093933	0.002875	DSP -- JCAD -- RhoA	0.089749	0.002803	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077938	0.002478	RhoC	0.050830	0.002160	DSP -- TJP1 -- RhoA	0.045281	0.001984	JCAD	0.012420	0.001087	DSP -- TJP1 -- RhoC -- RhoA	0.043162	0.001875	RhoC -- RhoA	0.014075	0.001079	DSP -- JCAD -- RhoC	0.007622	0.000768	JCAD -- RhoA	0.051012	0.002173	DSP -- TJP1 -- RhoC	0.035072	0.001754	TJP1 -- RhoC -- RhoA	0.023277	0.001387
1.6000	0.7111	0.0021	4.4783	1.0000	DSP -- TJP1 -- JCAD	0.000543	0.000185	DSP -- JCAD	0.001752	0.000338	DSP -- TJP1	0.002379	0.000442	TJP1 -- JCAD	0.002488	0.000431	DSP	0.005245	0.000674	<nil>	0.011922	0.001065	RhoC -- RhoA	0.014012	0.001084	DSP -- RhoC	0.022106	0.001398	DSP -- TJP1 -- JCAD -- RhoA	0.023155	0.001305	JCAD -- RhoC	0.047156	0.002084	DSP -- TJP1 -- RhoC	0.038079	0.001833	RhoA	0.046412	0.002073	TJP1 -- JCAD -- RhoC -- RhoA	0.022377	0.001350	TJP1 -- JCAD -- RhoA	0.008043	0.000789	TJP1	0.004203	0.000600	DSP -- RhoC -- RhoA	0.022800	0.001362	DSP -- RhoA	0.075649	0.002595	DSP -- TJP1 -- JCAD -- RhoC	0.022903	0.001275	TJP1 -- RhoC	0.075766	0.002602	JCAD -- RhoC -- RhoA	0.013942	0.001078	TJP1 -- JCAD -- RhoC	0.093192	0.002858	DSP -- JCAD -- RhoA	0.089139	0.002809	JCAD	0.013222	0.001111	DSP -- TJP1 -- RhoC -- RhoA	0.041305	0.001823	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077300	0.002458	RhoC	0.051854	0.002185	DSP -- TJP1 -- RhoA	0.044237	0.001951	TJP1 -- RhoA	0.020413	0.001336	DSP -- JCAD -- RhoC -- RhoA	0.025227	0.001455	JCAD -- RhoA	0.051480	0.002175	DSP -- JCAD -- RhoC	0.008082	0.000784	TJP1 -- RhoC -- RhoA	0.023618	0.001390
1.7000	0.7118	0.0021	4.4632	1.0000	DSP -- TJP1 -- JCAD	0.000342	0.000129	DSP -- JCAD	0.001858	0.000373	TJP1 -- JCAD	0.002155	0.000409	JCAD -- RhoC -- RhoA	0.013645	0.001061	RhoC -- RhoA	0.013850	0.001072	DSP	0.005328	0.000689	DSP -- RhoC	0.022370	0.001415	<nil>	0.011996	0.001057	TJP1	0.003931	0.000587	JCAD -- RhoC	0.047526	0.002092	DSP -- JCAD -- RhoC	0.008608	0.000803	RhoA	0.045643	0.002056	TJP1 -- JCAD -- RhoA	0.006900	0.000717	TJP1 -- JCAD -- RhoC -- RhoA	0.023553	0.001399	DSP -- TJP1 -- JCAD -- RhoC	0.021695	0.001246	DSP -- RhoC -- RhoA	0.022367	0.001363	DSP -- RhoA	0.075736	0.002603	DSP -- TJP1 -- JCAD -- RhoA	0.022360	0.001260	TJP1 -- RhoC	0.079123	0.002652	DSP -- TJP1 -- RhoC	0.039625	0.001860	JCAD	0.013374	0.001116	DSP -- TJP1 -- RhoC -- RhoA	0.040470	0.001804	DSP -- JCAD -- RhoA	0.089527	0.002810	TJP1 -- JCAD -- RhoC	0.093492	0.002870	TJP1 -- RhoC -- RhoA	0.020777	0.001292	DSP -- TJP1	0.002429	0.000435	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.079503	0.002496	RhoC	0.052712	0.002198	DSP -- TJP1 -- RhoA	0.043477	0.001948	TJP1 -- RhoA	0.020169	0.001339	DSP -- JCAD -- RhoC -- RhoA	0.024206	0.001403	JCAD -- RhoA	0.051254	0.002167
1.8000	0.7138	0.0021	4.4572	1.0000	DSP -- TJP1 -- JCAD	0.000375	0.000113	TJP1 -- JCAD	0.002464	0.000421	TJP1	0.003806	0.000562	TJP1 -- JCAD -- RhoC -- RhoA	0.022677	0.001359	TJP1 -- RhoA	0.019736	0.001339	JCAD -- RhoC -- RhoA	0.012877	0.001015	DSP -- JCAD	0.001397	0.000318	DSP	0.004899	0.000659	RhoC -- RhoA	0.013158	0.001048	DSP -- TJP1 -- JCAD -- RhoC	0.022610	0.001267	JCAD -- RhoC	0.048426	0.002107	DSP -- RhoA	0.075803	0.002609	RhoA	0.045877	0.002057	TJP1 -- JCAD -- RhoA	0.006772	0.000713	DSP -- RhoC	0.022177	0.001398	DSP -- RhoC -- RhoA	0.022922	0.001376	<nil>	0.012465	0.001082	DSP -- TJP1 -- JCAD -- RhoA	0.021622	0.001256	DSP -- TJP1 -- RhoC	0.038831	0.001840	JCAD	0.013686	0.001124	DSP -- TJP1 -- RhoC -- RhoA	0.041464	0.001827	DSP -- JCAD -- RhoC	0.007374	0.000729	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.079293	0.002502	RhoC	0.052700	0.002202	DSP -- TJP1 -- RhoA	0.043078	0.001936	TJP1 -- JCAD -- RhoC	0.094186	0.002869	TJP1 -- RhoC -- RhoA	0.021558	0.001346	DSP -- TJP1	0.002628	0.000461	DSP -- JCAD -- RhoC -- RhoA	0.025422	0.001445	JCAD -- RhoA	0.050811	0.002154	TJP1 -- RhoC	0.078900	0.002652	DSP -- JCAD -- RhoA	0.090007	0.002815
1.9000	0.7137	0.0021	4.4544	1.0000	DSP	0.004776	0.000647	TJP1 -- JCAD	0.002366	0.000408	DSP -- TJP1 -- JCAD	0.000417	0.000144	TJP1	0.003793	0.000571	DSP -- JCAD -- RhoC	0.007143	0.000730	JCAD	0.012946	0.001097	DSP -- TJP1 -- JCAD -- RhoC	0.022602	0.001275	JCAD -- RhoC -- RhoA	0.012524	0.000999	DSP -- JCAD	0.001493	0.000314	TJP1 -- JCAD -- RhoC -- RhoA	0.024704	0.001418	TJP1 -- RhoA	0.019663	0.001317	JCAD -- RhoC	0.049353	0.002128	DSP -- RhoA	0.075757	0.002610	RhoA	0.046226	0.002062	TJP1 -- JCAD -- RhoA	0.006072	0.000673	DSP -- RhoC	0.021854	0.001396	DSP -- RhoC -- RhoA	0.023413	0.001408	<nil>	0.013081	0.001118	DSP -- TJP1 -- JCAD -- RhoA	0.022409	0.001258	DSP -- TJP1 -- RhoC -- RhoA	0.041175	0.001814	DSP -- TJP1 -- RhoC	0.039073	0.001839	RhoC -- RhoA	0.012260	0.000991	DSP -- TJP1	0.002791	0.000476	TJP1 -- RhoC -- RhoA	0.021675	0.001333	DSP -- JCAD -- RhoC -- RhoA	0.023852	0.001389	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.078473	0.002476	RhoC	0.052632	0.002204	DSP -- TJP1 -- RhoA	0.042961	0.001926	TJP1 -- JCAD -- RhoC	0.092957	0.002847	TJP1 -- RhoC	0.078869	0.002655	DSP -- JCAD -- RhoA	0.091712	0.002836	JCAD -- RhoA	0.050977	0.002162
2.0000	0.7143	0.0020	4.4575	1.0000	DSP	0.005777	0.000714	TJP1 -- JCAD	0.002042	0.000406	DSP -- TJP1	0.003000	0.000500	DSP -- TJP1 -- JCAD	0.000269	0.000138	DSP -- JCAD	0.001409	0.000296	TJP1	0.004514	0.000632	RhoC -- RhoA	0.012910	0.001024	JCAD -- RhoC -- RhoA	0.012875	0.001032	DSP -- TJP1 -- JCAD -- RhoA	0.022792	0.001264	DSP -- TJP1 -- RhoC	0.039526	0.001835	<nil>	0.012640	0.001083	TJP1 -- RhoA	0.019803	0.001325	JCAD -- RhoC	0.049408	0.002134	RhoA	0.046515	0.002070	TJP1 -- JCAD -- RhoC -- RhoA	0.024152	0.001417	TJP1 -- JCAD -- RhoA	0.006089	0.000679	DSP -- RhoC	0.022867	0.001428	DSP -- RhoA	0.074342	0.002578	DSP -- RhoC -- RhoA	0.022815	0.001374	DSP -- TJP1 -- JCAD -- RhoC	0.021694	0.001235	DSP -- JCAD -- RhoC	0.007092	0.000713	DSP -- TJP1 -- RhoC -- RhoA	0.042067	0.001819	JCAD	0.013215	0.001109	TJP1 -- RhoC -- RhoA	0.021599	0.001324	TJP1 -- JCAD -- RhoC	0.093817	0.002870	DSP -- JCAD -- RhoC -- RhoA	0.023004	0.001370	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.079146	0.002478	RhoC	0.052135	0.002187	DSP -- TJP1 -- RhoA	0.041407	0.001881	TJP1 -- RhoC	0.078084	0.002637	DSP -- JCAD -- RhoA	0.092695	0.002854	JCAD -- RhoA	0.050302	0.002153
2.1000	0.7112	0.0021	4.4593	1.0000	TJP1 -- JCAD -- RhoA	0.006139	0.000686	DSP -- JCAD	0.001576	0.000327	DSP -- TJP1	0.003124	0.000515	DSP -- TJP1 -- JCAD	0.000407	0.000160	JCAD -- RhoC -- RhoA	0.012219	0.001006	TJP1	0.004455	0.000636	DSP	0.005891	0.000719	RhoC -- RhoA	0.013841	0.001060	DSP -- TJP1 -- JCAD -- RhoA	0.024487	0.001338	<nil>	0.012279	0.001071	DSP -- RhoC -- RhoA	0.021051	0.001319	JCAD -- RhoC	0.049331	0.002130	DSP -- JCAD -- RhoC	0.006083	0.000652	DSP -- TJP1 -- RhoC	0.039424	0.001845	RhoA	0.046379	0.002064	TJP1 -- JCAD -- RhoC -- RhoA	0.023221	0.001391	DSP -- RhoC	0.024236	0.001475	DSP -- RhoA	0.074621	0.002585	DSP -- TJP1 -- JCAD -- RhoC	0.023082	0.001306	TJP1 -- JCAD	0.002185	0.000392	DSP -- JCAD -- RhoC -- RhoA	0.023374	0.001390	TJP1 -- RhoA	0.019143	0.001307	DSP -- TJP1 -- RhoC -- RhoA	0.042074	0.001827	JCAD	0.012681	0.001088	TJP1 -- RhoC -- RhoA	0.022226	0.001349	TJP1 -- JCAD -- RhoC	0.094555	0.002876	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.075925	0.002438	RhoC	0.051701	0.002177	DSP -- TJP1 -- RhoA	0.041378	0.001889	TJP1 -- RhoC	0.078176	0.002639	DSP -- JCAD -- RhoA	0.093167	0.002863	JCAD -- RhoA	0.051570	0.002185
2.2000	0.7112	0.0021	4.4602	1.0000	DSP -- JCAD	0.001897	0.000373	DSP -- TJP1	0.002877	0.000483	TJP1 -- JCAD	0.001989	0.000364	DSP -- TJP1 -- JCAD	0.000470	0.000163	TJP1	0.004535	0.000644	DSP -- JCAD -- RhoC	0.006733	0.000688	JCAD -- RhoC -- RhoA	0.013645	0.001066	TJP1 -- JCAD -- RhoA	0.006198	0.000658	DSP	0.005923	0.000724	DSP -- TJP1 -- JCAD -- RhoA	0.023736	0.001321	<nil>	0.011860	0.001051	RhoC -- RhoA	0.013734	0.001069	DSP -- RhoC -- RhoA	0.020087	0.001279	TJP1 -- RhoC -- RhoA	0.022830	0.001367	JCAD -- RhoC	0.048524	0.002109	RhoA	0.046780	0.002075	TJP1 -- JCAD -- RhoC -- RhoA	0.023825	0.001399	DSP -- RhoC	0.024930	0.001485	DSP -- RhoA	0.074859	0.002592	DSP -- TJP1 -- JCAD -- RhoC	0.022272	0.001279	DSP -- TJP1 -- RhoC -- RhoA	0.040356	0.001807	JCAD	0.012918	0.001090	DSP -- JCAD -- RhoC -- RhoA	0.022742	0.001361	TJP1 -- RhoA	0.017945	0.001248	TJP1 -- JCAD -- RhoC	0.094089	0.002870	DSP -- TJP1 -- RhoC	0.040806	0.001890	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077423	0.002474	RhoC	0.051826	0.002186	DSP -- TJP1 -- RhoA	0.041962	0.001911	TJP1 -- RhoC	0.078690	0.002651	DSP -- JCAD -- RhoA	0.092828	0.002859	JCAD -- RhoA	0.050714	0.002161
2.3000	0.7108	0.0021	4.4697	1.0000	DSP -- TJP1 -- JCAD	0.000318	0.000136	TJP1 -- JCAD	0.001850	0.000377	DSP -- TJP1	0.002702	0.000465	DSP -- JCAD	0.002052	0.000384	TJP1	0.004659	0.000637	JCAD	0.012344	0.001071	JCAD -- RhoC -- RhoA	0.014079	0.001074	TJP1 -- JCAD -- RhoA	0.006624	0.000695	DSP	0.006380	0.000757	DSP -- RhoC -- RhoA	0.020019	0.001274	JCAD -- RhoC	0.047776	0.002092	DSP -- JCAD -- RhoC	0.007542	0.000743	DSP -- JCAD -- RhoC -- RhoA	0.024781	0.001420	RhoA	0.047854	0.002102	<nil>	0.012249	0.001074	DSP -- TJP1 -- JCAD -- RhoA	0.023567	0.001322	DSP -- RhoC	0.024392	0.001478	DSP -- RhoA	0.075009	0.002590	DSP -- TJP1 -- JCAD -- RhoC	0.022393	0.001285	TJP1 -- JCAD -- RhoC -- RhoA	0.024604	0.001436	DSP -- TJP1 -- RhoC -- RhoA	0.041067	0.001812	RhoC -- RhoA	0.012552	0.001005	TJP1 -- RhoC -- RhoA	0.022028	0.001354	TJP1 -- RhoA	0.019507	0.001319	TJP1 -- JCAD -- RhoC	0.093022	0.002864	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077622	0.002480	RhoC	0.051545	0.002174	DSP -- TJP1 -- RhoA	0.040942	0.001884	DSP -- TJP1 -- RhoC	0.041288	0.001896	TJP1 -- RhoC	0.077805	0.002636	DSP -- JCAD -- RhoA	0.089825	0.002812	JCAD -- RhoA	0.051601	0.002179
2.4000	0.7100	0.0021	4.4754	1.0000	DSP -- TJP1 -- JCAD	0.000463	0.000172	DSP -- TJP1	0.003063	0.000502	TJP1 -- JCAD	0.001892	0.000376	TJP1	0.004839	0.000659	JCAD	0.012298	0.001077	DSP	0.005760	0.000723	TJP1 -- RhoA	0.019757	0.001309	<nil>	0.012297	0.001068	DSP -- JCAD	0.002210	0.000404	DSP -- RhoC -- RhoA	0.020742	0.001293	JCAD -- RhoC	0.047603	0.002093	DSP -- JCAD -- RhoC -- RhoA	0.026035	0.001455	DSP -- JCAD -- RhoC	0.008002	0.000772	RhoA	0.047482	0.002096	DSP -- TJP1 -- JCAD -- RhoA	0.023025	0.001299	DSP -- RhoC	0.024255	0.001468	DSP -- RhoA	0.075044	0.002592	DSP -- TJP1 -- JCAD -- RhoC	0.022599	0.001283	JCAD -- RhoC -- RhoA	0.014629	0.001091	TJP1 -- JCAD -- RhoA	0.007003	0.000717	DSP -- TJP1 -- RhoC -- RhoA	0.039718	0.001763	RhoC -- RhoA	0.012499	0.001006	TJP1 -- RhoC -- RhoA	0.021659	0.001313	TJP1 -- JCAD -- RhoC	0.093978	0.002869	TJP1 -- JCAD -- RhoC -- RhoA	0.023227	0.001373	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077813	0.002477	RhoC	0.051922	0.002178	DSP -- TJP1 -- RhoA	0.039914	0.001848	DSP -- TJP1 -- RhoC	0.043305	0.001933	TJP1 -- RhoC	0.077745	0.002628	DSP -- JCAD -- RhoA	0.087952	0.002778	JCAD -- RhoA	0.051269	0.002168
2.5000	0.7113	0.0021	4.4751	1.0000	DSP -- TJP1 -- JCAD	0.000442	0.000180	TJP1 -- JCAD	0.001437	0.000311	DSP	0.005527	0.000691	DSP -- JCAD -- RhoC	0.009031	0.000814	JCAD	0.012525	0.001079	TJP1	0.004915	0.000661	TJP1 -- JCAD -- RhoA	0.007042	0.000725	TJP1 -- RhoA	0.019112	0.001296	DSP -- TJP1	0.002826	0.000491	DSP -- TJP1 -- JCAD -- RhoA	0.024801	0.001359	<nil>	0.012239	0.001070	TJP1 -- RhoC -- RhoA	0.021094	0.001302	DSP -- RhoC -- RhoA	0.021996	0.001334	JCAD -- RhoC	0.047059	0.002076	DSP -- JCAD -- RhoC -- RhoA	0.025747	0.001436	TJP1 -- JCAD -- RhoC -- RhoA	0.023791	0.001388	DSP -- TJP1 -- JCAD -- RhoC	0.020698	0.001216	DSP -- RhoC	0.024784	0.001482	DSP -- RhoA	0.073493	0.002560	RhoC -- RhoA	0.011175	0.000942	TJP1 -- JCAD -- RhoC	0.093830	0.002867	DSP -- TJP1 -- RhoC -- RhoA	0.042264	0.001837	RhoA	0.048304	0.002104	JCAD -- RhoC -- RhoA	0.015287	0.001119	DSP -- JCAD	0.002340	0.000399	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077958	0.002477	RhoC	0.052481	0.002200	DSP -- TJP1 -- RhoA	0.039832	0.001859	DSP -- TJP1 -- RhoC	0.041078	0.001885	TJP1 -- RhoC	0.078878	0.002651	DSP -- JCAD -- RhoA	0.087083	0.002762	JCAD -- RhoA	0.050928	0.002157
2.6000	0.7113	0.0021	4.4719	1.0000	DSP -- TJP1 -- JCAD	0.000283	0.000117	DSP -- TJP1	0.002464	0.000452	TJP1 -- JCAD	0.001291	0.000300	JCAD	0.012896	0.001093	RhoC -- RhoA	0.011216	0.000953	TJP1 -- JCAD -- RhoA	0.007114	0.000728	TJP1 -- RhoA	0.019501	0.001319	DSP -- TJP1 -- JCAD -- RhoC	0.023501	0.001307	TJP1 -- JCAD -- RhoC -- RhoA	0.023705	0.001391	DSP -- TJP1 -- JCAD -- RhoA	0.022218	0.001269	<nil>	0.012735	0.001096	TJP1 -- RhoC -- RhoA	0.020743	0.001295	JCAD -- RhoC	0.047165	0.002079	DSP -- JCAD -- RhoC	0.008203	0.000786	DSP -- JCAD -- RhoC -- RhoA	0.026709	0.001480	DSP -- TJP1 -- RhoC -- RhoA	0.040362	0.001800	DSP	0.005812	0.000706	DSP -- RhoC	0.023785	0.001444	DSP -- RhoA	0.073612	0.002570	DSP -- JCAD	0.001939	0.000389	JCAD -- RhoC -- RhoA	0.016212	0.001155	DSP -- RhoC -- RhoA	0.022591	0.001360	TJP1	0.004631	0.000642	TJP1 -- JCAD -- RhoC	0.093990	0.002874	RhoA	0.048313	0.002110	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077898	0.002468	RhoC	0.051936	0.002190	DSP -- TJP1 -- RhoA	0.042223	0.001914	DSP -- TJP1 -- RhoC	0.040952	0.001892	TJP1 -- RhoC	0.079125	0.002655	DSP -- JCAD -- RhoA	0.087349	0.002775	JCAD -- RhoA	0.049528	0.002126
