Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
0.0000	0.8444	0.0013	1.9879	1.0000	DSP -- TJP1 -- JCAD -- RhoA	0.000000	0.000000	JCAD -- RhoC -- RhoA	0.000000	0.000000	DSP -- RhoA	0.000000	0.000000	TJP1 -- JCAD -- RhoA	0.000000	0.000000	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.000000	0.000000	DSP -- TJP1	0.000000	0.000000	DSP -- JCAD -- RhoC	0.000000	0.000000	TJP1 -- JCAD	0.000000	0.000000	DSP -- TJP1 -- JCAD	0.000000	0.000000	DSP -- TJP1 -- JCAD -- RhoC	0.000000	0.000000	JCAD -- RhoC	0.000000	0.000000	TJP1 -- JCAD -- RhoC	0.000000	0.000000	DSP -- JCAD	0.000000	0.000000	TJP1 -- RhoC	0.000000	0.000000	DSP -- RhoC	0.000000	0.000000	DSP -- TJP1 -- RhoC	0.000000	0.000000	RhoC	0.277975	0.004285	<nil>	0.236764	0.004157	DSP -- JCAD -- RhoA	0.000000	0.000000	TJP1 -- JCAD -- RhoC -- RhoA	0.000000	0.000000	DSP -- TJP1 -- RhoA	0.000000	0.000000	TJP1	0.000000	0.000000	DSP -- RhoC -- RhoA	0.000000	0.000000	JCAD -- RhoA	0.000000	0.000000	TJP1 -- RhoA	0.000000	0.000000	DSP -- JCAD -- RhoC -- RhoA	0.000000	0.000000	DSP	0.000000	0.000000	RhoC -- RhoA	0.203608	0.003694	JCAD	0.000000	0.000000	DSP -- TJP1 -- RhoC -- RhoA	0.000000	0.000000	RhoA	0.281654	0.004305	TJP1 -- RhoC -- RhoA	0.000000	0.000000
1.8000	0.7787	0.0010	1.7303	1.0000	<nil>	0.103619	0.002961	RhoA	0.398855	0.004775	RhoC -- RhoA	0.100642	0.002702	RhoC	0.396884	0.004764
1.9000	0.7785	0.0010	1.7286	1.0000	<nil>	0.104491	0.002969	RhoA	0.397933	0.004772	RhoC -- RhoA	0.098910	0.002682	RhoC	0.398666	0.004771
2.0000	0.7791	0.0010	1.7329	1.0000	RhoA	0.397030	0.004766	<nil>	0.103054	0.002954	RhoC	0.397396	0.004773	RhoC -- RhoA	0.102520	0.002729
2.1000	0.7789	0.0010	1.7315	1.0000	<nil>	0.100704	0.002932	RhoC -- RhoA	0.104151	0.002742	RhoA	0.396768	0.004768	RhoC	0.398377	0.004772
2.2000	0.7800	0.0010	1.7390	1.0000	RhoC -- RhoA	0.107016	0.002776	RhoA	0.394497	0.004762	<nil>	0.101719	0.002938	RhoC	0.396768	0.004760
2.3000	0.7795	0.0010	1.7355	1.0000	RhoA	0.396707	0.004761	<nil>	0.100995	0.002929	RhoC -- RhoA	0.105943	0.002764	RhoC	0.396356	0.004770
2.4000	0.7798	0.0010	1.7379	1.0000	RhoA	0.395584	0.004772	<nil>	0.101271	0.002930	RhoC -- RhoA	0.106925	0.002790	RhoC	0.396220	0.004761
2.5000	0.7798	0.0010	1.7376	1.0000	RhoA	0.397886	0.004760	<nil>	0.100397	0.002923	RhoC -- RhoA	0.107672	0.002781	RhoC	0.394045	0.004760
2.6000	0.7791	0.0010	1.7332	1.0000	RhoA	0.396332	0.004764	<nil>	0.100809	0.002920	RhoC	0.397943	0.004765	RhoC -- RhoA	0.104916	0.002753
2.7000	0.7795	0.0010	1.7357	1.0000	<nil>	0.100398	0.002918	RhoA	0.393990	0.004759	RhoC	0.398945	0.004772	RhoC -- RhoA	0.106666	0.002785
2.8000	0.7795	0.0010	1.7358	1.0000	<nil>	0.101777	0.002946	RhoA	0.396275	0.004774	RhoC	0.396646	0.004771	RhoC -- RhoA	0.105302	0.002770
2.9000	0.7785	0.0010	1.7284	1.0000	<nil>	0.101474	0.002935	RhoC	0.398193	0.004776	RhoA	0.398527	0.004770	RhoC -- RhoA	0.101805	0.002719
3.0000	0.7775	0.0010	1.7218	1.0000	<nil>	0.099425	0.002908	RhoC -- RhoA	0.100490	0.002697	RhoC	0.399860	0.004775	RhoA	0.400224	0.004775
3.1000	0.7771	0.0010	1.7188	1.0000	<nil>	0.098351	0.002882	RhoC	0.398376	0.004769	RhoC -- RhoA	0.100123	0.002696	RhoA	0.403150	0.004780
3.2000	0.7788	0.0010	1.7310	1.0000	<nil>	0.098001	0.002885	RhoC	0.396579	0.004762	RhoC -- RhoA	0.106695	0.002785	RhoA	0.398725	0.004777
3.3000	0.7796	0.0010	1.7362	1.0000	<nil>	0.097931	0.002885	RhoC	0.395386	0.004758	RhoC -- RhoA	0.109548	0.002813	RhoA	0.397135	0.004766
3.4000	0.7793	0.0010	1.7344	1.0000	<nil>	0.100516	0.002922	RhoC -- RhoA	0.105874	0.002761	RhoC	0.394024	0.004758	RhoA	0.399586	0.004770
3.5000	0.7796	0.0010	1.7366	1.0000	<nil>	0.101993	0.002938	RhoC -- RhoA	0.105493	0.002769	RhoC	0.394616	0.004768	RhoA	0.397898	0.004767
3.6000	0.7802	0.0010	1.7405	1.0000	RhoC -- RhoA	0.108168	0.002795	<nil>	0.101390	0.002926	RhoC	0.394733	0.004762	RhoA	0.395709	0.004759
3.7000	0.7803	0.0011	1.7408	1.0000	RhoC -- RhoA	0.109783	0.002832	<nil>	0.100020	0.002910	RhoC	0.393995	0.004760	RhoA	0.396203	0.004769
3.8000	0.7790	0.0010	1.7320	1.0000	RhoC -- RhoA	0.105459	0.002769	<nil>	0.099683	0.002913	RhoC	0.394972	0.004772	RhoA	0.399885	0.004771
3.9000	0.7789	0.0010	1.7312	1.0000	RhoC -- RhoA	0.107085	0.002773	<nil>	0.097760	0.002879	RhoC	0.397205	0.004755	RhoA	0.397949	0.004770
