t,DSP,TJP1,JCAD,RhoA,RhoC,perturbation,delta,phenotype
0.0,0.4988,0.497801,0.506202,0.536657,0.5338510000000001,WT,-0.002805999999999975,Normal
0.1,0.4987999999999999,0.49779799999999996,0.506198,0.5783670000000001,0.569746,WT,-0.0086210000000001,Normal
0.2,0.49879999999999997,0.4978,0.5062,0.590473,0.5844889999999999,WT,-0.0059840000000001,Normal
0.3,0.498799,0.4978000000000001,0.506199,0.598594,0.5832989999999999,WT,-0.015295000000000059,Normal
0.4,0.498797,0.4977989999999999,0.506198,0.5976380000000001,0.585961,WT,-0.01167700000000016,Normal
0.5,0.49880199999999997,0.49780199999999997,0.5062,0.6019120000000001,0.587353,WT,-0.0145590000000001,Normal
0.6,0.49879899999999994,0.49780099999999994,0.5062,0.603266,0.5886239999999999,WT,-0.014642000000000044,Normal
0.7,0.49880100000000005,0.497801,0.506201,0.6035109999999999,0.5878549999999999,WT,-0.015656000000000003,Normal
0.8,0.498799,0.497798,0.5062,0.6032819999999999,0.5868519999999999,WT,-0.016429999999999945,Normal
0.9,0.4988,0.497801,0.506201,0.604849,0.590175,WT,-0.014673999999999965,Normal
1.0,0.4988,0.4978,0.5062,0.605885,0.592596,WT,-0.013288999999999995,Normal
1.1,0.49879900000000005,0.4978000000000001,0.5062019999999999,0.6130800000000001,0.5900639999999999,WT,-0.023016000000000147,Normal
1.2,0.49880100000000005,0.497799,0.5062,0.608449,0.590175,WT,-0.018274000000000012,Normal
1.3,0.49879999999999997,0.4978,0.506201,0.605119,0.586512,WT,-0.01860699999999993,Normal
1.4,0.4988,0.49779799999999996,0.5062,0.6084879999999999,0.5873889999999999,WT,-0.02109899999999998,Normal
1.5,0.4988,0.4978000000000001,0.506203,0.6044269999999999,0.589589,WT,-0.014837999999999907,Normal
1.6,0.49879999999999997,0.497799,0.506199,0.6037499999999999,0.59331,WT,-0.010439999999999894,Normal
1.7,0.498799,0.497799,0.5061990000000001,0.600185,0.5899299999999998,WT,-0.010255000000000125,Normal
1.8,0.49880099999999994,0.497801,0.506199,0.5989629999999999,0.590363,WT,-0.008599999999999941,Normal
1.9,0.4988019999999999,0.49780199999999997,0.506202,0.6015109999999999,0.5846629999999999,WT,-0.016847999999999974,Normal
2.0,0.49880199999999997,0.49779999999999996,0.506202,0.599701,0.587112,WT,-0.012589000000000072,Normal
2.1,0.4988,0.497798,0.506201,0.595869,0.59375,WT,-0.002118999999999982,Normal
2.2,0.49879899999999994,0.4977979999999999,0.5062,0.593645,0.597829,WT,0.0041840000000000765,Normal
2.3,0.49879900000000005,0.4978,0.506201,0.592665,0.5983969999999998,WT,0.005731999999999848,Normal
2.4,0.49879799999999996,0.4978000000000001,0.506201,0.594109,0.596217,WT,0.0021079999999999988,Normal
2.5,0.4988,0.497801,0.5062,0.5991050000000001,0.5937820000000001,WT,-0.005322999999999967,Normal
2.6,0.4988,0.49780100000000005,0.506201,0.5936790000000001,0.5934140000000001,WT,-0.0002649999999999597,Normal
2.7,0.49879999999999997,0.49780100000000005,0.5062009999999999,0.5878969999999999,0.5884320000000001,WT,0.0005350000000001742,Normal
2.8,0.498803,0.49779999999999996,0.506202,0.594118,0.588023,WT,-0.006095000000000073,Normal
2.9,0.4988,0.49779900000000005,0.506199,0.597241,0.5937920000000001,WT,-0.0034489999999999243,Normal
3.0,0.4988,0.49779999999999996,0.5062,0.6022430000000001,0.595822,WT,-0.006421000000000121,Normal
3.1,0.498799,0.4978,0.5062,0.596988,0.595883,WT,-0.0011049999999999116,Normal
3.2,0.4987999999999999,0.4978,0.5062,0.5944149999999999,0.601195,WT,0.006780000000000119,Normal
3.3,0.49879999999999997,0.49779999999999996,0.506201,0.591544,0.605976,WT,0.014432,Normal
3.4,0.49880100000000005,0.49779899999999994,0.5061990000000001,0.590659,0.6006300000000001,WT,0.009971000000000063,Normal
3.5,0.49880099999999994,0.49780099999999994,0.5061990000000001,0.5869310000000001,0.605816,WT,0.01888499999999993,Normal
3.6,0.498801,0.49780199999999997,0.5062,0.5848879999999999,0.606961,WT,0.02207300000000012,Normal
3.7,0.498799,0.49779899999999994,0.506199,0.590413,0.6079399999999999,WT,0.01752699999999996,Normal
3.8,0.4988,0.4978,0.506201,0.5901409999999999,0.6018469999999999,WT,0.011705999999999994,Normal
3.9,0.49879799999999996,0.49779900000000005,0.5062,0.592269,0.5994430000000001,WT,0.007174000000000014,Normal
4.0,0.498799,0.49780100000000005,0.5062,0.598708,0.596255,WT,-0.0024530000000000385,Normal
4.1,0.49879999999999997,0.49780099999999994,0.5062010000000001,0.601877,0.596053,WT,-0.00582399999999994,Normal
4.2,0.4988,0.497798,0.5061990000000001,0.6031500000000001,0.5949530000000001,WT,-0.00819700000000001,Normal
4.3,0.4988,0.49779999999999996,0.5062010000000001,0.6035150000000001,0.5968180000000001,WT,-0.006697000000000064,Normal
4.4,0.4988,0.49779799999999996,0.5062,0.605984,0.5966860000000002,WT,-0.009297999999999806,Normal
4.5,0.498801,0.49779999999999996,0.5062,0.60287,0.593314,WT,-0.009556000000000009,Normal
4.6,0.4988,0.49779899999999994,0.506201,0.60096,0.5927570000000001,WT,-0.00820299999999996,Normal
4.7,0.49880100000000005,0.4977989999999999,0.5062,0.595363,0.590818,WT,-0.004545000000000021,Normal
4.8,0.49879999999999997,0.49779999999999996,0.5062,0.592782,0.592487,WT,-0.0002950000000000452,Normal
4.9,0.49880099999999994,0.4978000000000001,0.5062,0.597891,0.59656,WT,-0.001330999999999971,Normal
5.0,0.4988,0.49779899999999994,0.5061990000000001,0.594209,0.5987770000000001,WT,0.0045680000000001275,Normal
5.1,0.498798,0.49779799999999996,0.5062,0.59488,0.600722,WT,0.005842000000000014,Normal
5.2,0.49879900000000005,0.49779799999999996,0.506198,0.5939530000000001,0.601588,WT,0.007634999999999947,Normal
5.3,0.49880099999999994,0.497799,0.506199,0.5951440000000001,0.5945159999999999,WT,-0.000628000000000184,Normal
5.4,0.49880099999999994,0.49779900000000005,0.5062,0.5959580000000001,0.597196,WT,0.0012379999999998503,Normal
5.5,0.4988000000000001,0.4978,0.506201,0.592586,0.594926,WT,0.0023400000000000087,Normal
5.6,0.498801,0.49780100000000005,0.506201,0.594968,0.6039640000000001,WT,0.008996000000000004,Normal
5.7,0.4988,0.49779999999999996,0.5062019999999999,0.5962080000000002,0.608469,WT,0.012260999999999855,Normal
5.8,0.4988010000000001,0.49780100000000005,0.5062,0.591939,0.6055379999999999,WT,0.013598999999999917,Normal
5.9,0.4988,0.49780100000000005,0.5062,0.593966,0.5976900000000002,WT,0.0037240000000001716,Normal
6.0,0.498799,0.49779899999999994,0.506201,0.5947370000000001,0.5983950000000001,WT,0.00365800000000005,Normal
6.1,0.49880099999999994,0.497801,0.5062,0.598681,0.5963700000000001,WT,-0.002310999999999952,Normal
6.2,0.49879900000000005,0.4978,0.506201,0.600504,0.596762,WT,-0.003742000000000023,Normal
6.3,0.49880099999999994,0.49779999999999996,0.5061990000000001,0.605977,0.590465,WT,-0.01551199999999997,Normal
6.4,0.498799,0.49780100000000005,0.506201,0.6079829999999998,0.5901049999999999,WT,-0.01787799999999995,Normal
6.5,0.4988,0.4978,0.5062000000000001,0.6027440000000002,0.5880610000000002,WT,-0.014683000000000002,Normal
6.6,0.498802,0.497801,0.5062,0.601447,0.589935,WT,-0.011511999999999967,Normal
6.7,0.498801,0.497801,0.5062,0.6036860000000001,0.591153,WT,-0.012533000000000016,Normal
6.8,0.49879899999999994,0.4978,0.5062,0.602423,0.5909500000000001,WT,-0.011472999999999955,Normal
6.9,0.4988,0.4978,0.506199,0.6023830000000001,0.592959,WT,-0.009424000000000099,Normal
7.0,0.498798,0.49779900000000005,0.506201,0.599993,0.5896060000000001,WT,-0.010386999999999924,Normal
7.1,0.49879999999999997,0.49779900000000005,0.5062,0.602057,0.592993,WT,-0.009063999999999961,Normal
7.2,0.498801,0.4978,0.506199,0.6047059999999999,0.593658,WT,-0.011047999999999836,Normal
7.3,0.4988,0.49780099999999994,0.5062,0.599709,0.5912000000000001,WT,-0.008508999999999989,Normal
7.4,0.49879900000000005,0.4978,0.5062,0.5950730000000001,0.5977439999999999,WT,0.002670999999999868,Normal
7.5,0.498799,0.49780099999999994,0.5062000000000001,0.593836,0.600166,WT,0.006329999999999947,Normal
7.6,0.4987980000000001,0.49779999999999996,0.506202,0.597064,0.59941,WT,0.0023459999999999592,Normal
7.7,0.498798,0.497799,0.5062,0.5982629999999999,0.6013240000000001,WT,0.0030610000000002024,Normal
7.8,0.49880100000000005,0.49779999999999996,0.506201,0.596259,0.5962929999999999,WT,3.399999999986747e-05,Normal
7.9,0.49880199999999997,0.49779999999999996,0.506201,0.6019529999999998,0.5928819999999999,WT,-0.00907099999999994,Normal
8.0,0.4987999999999999,0.49779899999999994,0.506201,0.602371,0.590782,WT,-0.01158899999999996,Normal
8.1,0.49880099999999994,0.49780099999999994,0.506202,0.596464,0.5975830000000001,WT,0.0011190000000000921,Normal
8.2,0.49879900000000005,0.497799,0.5062,0.596991,0.5968880000000001,WT,-0.00010299999999996423,Normal
8.3,0.49879999999999997,0.497799,0.506201,0.602414,0.593064,WT,-0.00934999999999997,Normal
8.4,0.49879999999999997,0.497801,0.5062019999999999,0.6029739999999999,0.5937929999999999,WT,-0.009180999999999995,Normal
8.5,0.49879799999999996,0.4978,0.5062,0.5930419999999998,0.596149,WT,0.003107000000000193,Normal
8.6,0.49879999999999997,0.497801,0.5062,0.592472,0.5996840000000001,WT,0.007212000000000107,Normal
8.7,0.4987990000000001,0.497799,0.5061990000000001,0.5929639999999999,0.595687,WT,0.002723000000000031,Normal
8.8,0.498801,0.4978,0.506202,0.592789,0.596698,WT,0.00390899999999994,Normal
8.9,0.498799,0.497798,0.5062,0.5967579999999999,0.5921500000000001,WT,-0.0046079999999998345,Normal
9.0,0.49880099999999994,0.49780100000000005,0.5062,0.596453,0.595046,WT,-0.001407000000000047,Normal
9.1,0.4988,0.497801,0.506201,0.594582,0.5992779999999999,WT,0.0046959999999998114,Normal
9.2,0.498799,0.497799,0.5061990000000001,0.58987,0.602,WT,0.012129999999999974,Normal
9.3,0.4988,0.49780199999999997,0.5062,0.590141,0.602955,WT,0.012813999999999992,Normal
9.4,0.498799,0.49779799999999996,0.5061990000000001,0.5933149999999999,0.59577,WT,0.002455000000000096,Normal
9.5,0.49880100000000005,0.4978000000000001,0.5062010000000001,0.5893050000000001,0.602051,WT,0.012745999999999924,Normal
9.6,0.4988,0.49780100000000005,0.5062,0.5865760000000001,0.59596,WT,0.009383999999999948,Normal
9.7,0.4988,0.4978000000000001,0.506201,0.5900400000000001,0.5927669999999999,WT,0.002726999999999813,Normal
9.8,0.49879999999999997,0.49780099999999994,0.506201,0.6001639999999999,0.5911329999999999,WT,-0.009031000000000011,Normal
9.9,0.498799,0.49779799999999996,0.5062,0.599873,0.5853919999999999,WT,-0.014481000000000077,Normal
0.0,0.0,0.505,0.494799,0.47230800000000006,0.540805,DSP,0.06849699999999992,Normal
0.1,0.0,0.504999,0.4948,0.44567500000000004,0.5851799999999999,DSP,0.13950499999999988,Normal
0.2,0.0,0.505,0.49480100000000005,0.42596399999999995,0.605595,DSP,0.17963100000000004,Normal
0.3,0.0,0.505,0.494799,0.414667,0.6252409999999999,DSP,0.21057399999999993,Normal
0.4,0.0,0.5050009999999999,0.49480100000000005,0.41009799999999996,0.6421539999999999,DSP,0.23205599999999993,Normal
0.5,0.0,0.504999,0.4948,0.411434,0.6502750000000002,DSP,0.23884100000000014,Normal
0.6,0.0,0.504999,0.49479799999999996,0.412466,0.65443,DSP,0.24196399999999996,Normal
0.7,0.0,0.505,0.49479999999999996,0.40792000000000006,0.6555449999999999,DSP,0.24762499999999987,Normal
0.8,0.0,0.504999,0.49479999999999996,0.407284,0.6608200000000001,DSP,0.2535360000000001,Hyper
0.9,0.0,0.505,0.4947999999999999,0.40107000000000004,0.661924,DSP,0.2608539999999999,Hyper
1.0,0.0,0.505001,0.4948000000000001,0.40207000000000004,0.6694779999999999,DSP,0.26740799999999987,Hyper
1.1,0.0,0.5049999999999999,0.49479999999999996,0.40380699999999997,0.672812,DSP,0.269005,Hyper
1.2,0.0,0.5050009999999999,0.4948010000000001,0.401213,0.672727,DSP,0.271514,Hyper
1.3,0.0,0.504999,0.4948,0.404468,0.676722,DSP,0.27225400000000005,Hyper
1.4,0.0,0.505,0.494801,0.40182900000000005,0.6818639999999999,DSP,0.28003499999999987,Hyper
1.5,0.0,0.505,0.494801,0.394839,0.6811259999999999,DSP,0.2862869999999999,Hyper
1.6,0.0,0.504999,0.49479999999999996,0.39649999999999996,0.679431,DSP,0.28293100000000004,Hyper
1.7,0.0,0.505,0.4948,0.398772,0.675199,DSP,0.276427,Hyper
1.8,0.0,0.504999,0.4948,0.404503,0.682327,DSP,0.277824,Hyper
1.9,0.0,0.504999,0.494799,0.40433600000000003,0.686789,DSP,0.28245299999999995,Hyper
2.0,0.0,0.505,0.4948,0.403047,0.684593,DSP,0.281546,Hyper
2.1,0.0,0.505,0.494801,0.39559099999999997,0.685228,DSP,0.289637,Hyper
2.2,0.0,0.505,0.494801,0.392351,0.6888849999999999,DSP,0.29653399999999985,Hyper
2.3,0.0,0.504999,0.494799,0.3942,0.692237,DSP,0.298037,Hyper
2.4,0.0,0.504998,0.494799,0.393953,0.688352,DSP,0.29439899999999997,Hyper
2.5,0.0,0.505,0.4948,0.39431700000000003,0.681087,DSP,0.28676999999999997,Hyper
2.6,0.0,0.505001,0.494801,0.397481,0.674459,DSP,0.27697800000000006,Hyper
2.7,0.0,0.505,0.494799,0.399906,0.675448,DSP,0.27554200000000006,Hyper
2.8,0.0,0.505,0.494801,0.40205,0.6747599999999999,DSP,0.2727099999999999,Hyper
2.9,0.0,0.504999,0.49479999999999996,0.39747599999999994,0.675596,DSP,0.27812000000000003,Hyper
3.0,0.0,0.505001,0.4948,0.39752799999999994,0.676368,DSP,0.27884000000000003,Hyper
3.1,0.0,0.5050009999999999,0.49480099999999994,0.39859100000000003,0.680918,DSP,0.282327,Hyper
3.2,0.0,0.504999,0.4948000000000001,0.395744,0.679889,DSP,0.284145,Hyper
3.3,0.0,0.505,0.49479999999999996,0.39544599999999996,0.6777610000000001,DSP,0.2823150000000001,Hyper
3.4,0.0,0.504999,0.49479900000000004,0.395967,0.674955,DSP,0.27898799999999996,Hyper
3.5,0.0,0.504999,0.494798,0.397278,0.6789900000000001,DSP,0.2817120000000001,Hyper
3.6,0.0,0.5050020000000001,0.4948,0.397653,0.6820080000000001,DSP,0.2843550000000001,Hyper
3.7,0.0,0.505,0.494801,0.39497999999999994,0.6865530000000001,DSP,0.29157300000000014,Hyper
3.8,0.0,0.505,0.49479900000000004,0.39935200000000004,0.6822579999999999,DSP,0.2829059999999999,Hyper
3.9,0.0,0.505001,0.494802,0.39811,0.681678,DSP,0.283568,Hyper
4.0,0.0,0.504999,0.49479900000000004,0.40099399999999996,0.6788560000000001,DSP,0.27786200000000016,Hyper
4.1,0.0,0.504999,0.4948,0.40460999999999997,0.678092,DSP,0.27348200000000006,Hyper
4.2,0.0,0.504998,0.494798,0.406802,0.681959,DSP,0.275157,Hyper
