Label,Centroid_Y,Centroid_X,Major/Minor Ratio,Major Axis Length,Minor Axis Length,Perimeter,Area,Circularity
42,28.290360046457607,1098.1872822299651,3.576955493101806,129.34580646714443,36.160865494857035,311.9421715174808,3444.0,0.44475908148429355
43,26.669042769857434,848.7642566191446,3.4026546081072637,100.12520007795594,29.425613707425587,254.44469683442247,1964.0,0.38121022423037354
44,79.63833333333334,1028.5339215686274,5.367331280513779,286.2304582407198,53.328263764878116,670.6183617507294,10200.0,0.2850093810676502
45,49.261198874702444,1293.3330447954988,3.9356458731748645,157.36349804061558,39.984160951369155,372.88939366884495,4621.0,0.41762431018572727
46,28.18293164757013,2059.1683129197945,2.7372951958477767,98.43322735494039,35.96003365082965,252.0010460205265,2531.0,0.5008380572153465
48,59.001097092704335,935.1535929786066,5.807530219837563,169.71600422820353,29.223438846427648,397.8305191657993,3646.0,0.2894878463142143
49,41.12316451902907,1764.8513635001498,3.0814224817692737,120.99332558488791,39.26541274386258,304.53405460951757,3337.0,0.45216229147008663
50,28.938256946093563,589.3906435526003,2.830939996588562,124.02101017723861,43.80912711915149,295.09545442950497,4211.0,0.6076731756782567
52,48.08146941193897,1223.2752184861502,5.033424340439724,232.48347012626002,46.187933780673475,530.6234123846127,6751.0,0.3013041792647763
53,54.4690329590728,2098.6439695762406,3.6886484811396487,123.02979475635095,33.35362406730054,320.2497833620557,2761.0,0.3382973387639992
54,30.965606936416187,2236.7664739884394,5.762426642393458,166.9234781630935,28.967566707931375,411.13708498984766,3460.0,0.25722469331867825
55,60.038948393378774,1082.342259006816,3.7807540233144836,174.65200946334073,46.19502046055567,414.5462479183374,6162.0,0.4505941827993221
56,43.013575967648755,1350.1242056614674,3.1580094442361952,122.30040437423887,38.72705466332726,297.1787155501902,3462.0,0.49260807309945376
57,65.52005277044854,461.77519788918204,2.924366301865108,123.6016240613951,42.26612240148035,320.91273426595797,3790.0,0.46246106213293386
60,58.52564102564103,697.6006546644844,2.7779047248876756,116.26807712335481,41.85459496925551,297.8061325481598,3666.0,0.5194395950407603
61,43.99078341013825,1914.2986751152073,3.2474196852322694,122.08915884752498,37.595743907918276,294.61017305526644,3472.0,0.5026828887134241
62,50.58607095926413,2426.974594831362,3.1664851769203723,141.15285246453755,44.57713981842117,366.41525958289964,4566.0,0.42736472028031947
63,53.10480802490488,862.6762365963334,8.625664991721697,191.62548359914942,22.215734529808195,409.9482681718907,2891.0,0.21617220055773734
64,66.65412569474134,1471.9839675074818,4.8192588943431725,171.95070256692995,35.6799056321222,400.611219075793,4678.0,0.3662889914840261
65,48.177073906485674,2333.82443438914,2.4227354305357176,107.10587972455637,44.20865703064945,295.6223663640862,3315.0,0.47667109634224347
67,57.20995110727639,2154.2044866264023,2.4046389118718605,104.44810125973093,43.43608545302323,275.82947314527274,3477.0,0.5742925929547444
68,65.24693572496263,761.440956651719,2.1930553646635373,102.2516039201604,46.625181273455006,299.62846301849606,3345.0,0.46820910301869834
69,64.83184210526316,532.9676315789474,1.4742853332767436,87.74665945833934,59.518098347565996,271.69343417595167,3800.0,0.646897055162694
70,83.76338361431529,131.27624963028688,3.4225925902909675,130.88725318401998,38.242136547398054,347.33304448274095,3381.0,0.3521784912937445
71,72.58061389337641,623.3554119547657,1.2236858396534942,78.39851279278068,64.06751655717487,284.80003589374985,3095.0,0.4795020165933511
72,73.34416264933976,288.9503248794802,2.3127567016093327,122.68325894680338,53.046331618641155,324.65790027001896,4771.0,0.5688101396341565
73,76.47386348748854,2830.107428271977,2.492379539031807,157.1003088629996,63.03225748837074,406.8711037056153,7633.0,0.5794172657240271
74,77.93890805764157,2937.1402476151816,4.441835869416967,191.40279807861845,43.09092089522476,545.4274528917194,4927.0,0.20812221505663878
75,75.61787660138418,3245.294801943749,2.536055537884851,152.04312662870558,59.95260133597637,402.2203461105328,6791.0,0.5274915703545108
77,63.35899629312803,74.80980895352153,4.563370224477896,144.90132019844938,31.75313706111317,335.7878425849301,3507.0,0.39085501937305706
78,72.48746081504702,2198.9542319749216,4.5598482292538325,146.00641260602168,32.02001585695627,379.87720036002526,3190.0,0.27778838940182626
79,75.20336627547869,2523.346510191476,3.911432927663503,191.26841026370911,48.89983128969654,477.35638507985396,6476.0,0.3571340279823568
80,86.42885886749066,907.3363035354987,9.214915550813295,220.20370675252735,23.896443275933493,451.1614716074871,3479.0,0.21478318767658644
81,85.22495332918481,1424.9651524579963,1.5984779439218224,83.05440330383387,51.95842934189141,260.73506473629425,3214.0,0.5940963098185214
83,91.79273600480263,1237.340687378058,3.9281818127547456,183.67403608364637,46.758028227527454,418.81832585697947,6663.0,0.4773405447259647
84,86.50022281639929,1577.2386363636363,2.64850012100955,126.88459373572515,47.90809436978977,329.21424945612296,4488.0,0.5203618667849669
85,76.85382141973781,1888.211723967351,3.2912138589496185,136.36607655791,41.433368478045615,323.48023074035524,4043.0,0.4855322891508168
86,101.65636828644502,2224.226803069054,3.6883095053400736,235.04186631650458,63.72617752826928,637.7594513539339,9775.0,0.302004089084385
87,85.31937898530634,2691.875519822567,3.819717544374805,195.28772157481774,51.12622054015819,500.29141392239836,7214.0,0.3621928752295259
88,96.65307294658243,1816.7110855829983,2.9578511855284124,118.04430074497306,39.90880316174012,313.1553749530773,3482.0,0.4461890317963561
89,93.53064958828911,1173.3641354071362,2.2460300943873746,61.78665063455715,27.509271041806777,173.47413408594537,1093.0,0.4564156939263234
90,93.44539506794162,206.55460493205837,1.8936931305831752,71.85114226496513,37.94233664608484,200.30865786510142,1987.0,0.6223121626458239
92,88.57657142857143,585.2828571428571,1.17306635006202,52.82501598655693,45.0315670411687,175.92388155425118,1750.0,0.7105560071539543
93,115.08160181337362,914.3944087646393,4.786674515621753,194.2862114043135,40.588974823803575,451.4041122946064,5294.0,0.32648465850359404
95,113.59401709401709,132.241452991453,3.790673235823467,114.04245276800006,30.085012786185473,277.94217151748086,2340.0,0.3806421071878784
96,98.72666000998503,822.7363954068896,3.3595935979885168,135.51333398651465,40.336228187733866,338.0426765808691,4006.0,0.4405322887887008
97,95.13309566250743,1973.7465834818777,3.1083846406750677,119.30549883931359,38.381832569280505,302.86500705120545,3366.0,0.46113255092886496
98,98.10282987824942,2370.457880881869,3.2275893441819306,161.66550413469542,50.0886224655917,399.62846301849606,6078.0,0.47825303454522483
99,109.22706254563154,1378.2338768556826,2.347458660119049,122.4528848643276,52.164021861035685,341.69343417595167,4109.0,0.44225498607152325
100,117.77303444865667,3312.693588264381,2.500440303498327,144.6637256441366,57.85530070113645,399.8061325481598,6067.0,0.4769632919829895
101,111.10489281623302,687.2919325805924,3.9167245583141663,197.73548237432843,50.48490886462478,495.84776310850236,6111.0,0.3123384358036574
102,93.32787591555365,2094.88194743645,4.387677318576399,117.84092072719105,26.857244088638918,264.12489168102786,2321.0,0.4180866888281338
103,132.53067610546836,1708.4895352416129,2.8504553937994443,278.9116755983691,97.84811093872288,761.7127701597078,19494.0,0.4222098417138024
104,116.24670496789456,1490.9685704629942,1.9764148169999418,87.46298170717994,44.25335256287067,232.51576464628795,2959.0,0.6877807590884873
105,136.8824778761062,142.3978761061947,3.0018630396873642,116.22913391260005,38.71899962654692,291.8650070512055,2825.0,0.4167391089621259
106,118.51469970600589,339.2519949601008,2.759436391818481,132.53494923122676,48.02971709157087,343.4568901432422,4762.0,0.5072882330012823
107,110.00996329313057,546.3508127949659,1.654292183306582,65.5986535305991,39.653607864773434,192.16652224137044,1907.0,0.6489408242116912
108,110.04100556356893,2533.586441376468,4.091514144027452,166.44392876351904,40.68027700857002,394.51576464628795,4853.0,0.39182435845775104
