Label,Centroid_Y,Centroid_X,Major/Minor Ratio,Major Axis Length,Minor Axis Length,Perimeter,Area,Circularity
146,161.80128489144883,1829.6457687195393,15.656483965047315,326.1966067923024,20.834601659001326,700.9432175380074,4514.0,0.1154531384576336
147,228.31465517241378,1961.9721233133432,3.6898007845371747,364.16420705457244,98.69481533547099,1660.510893481154,21344.0,0.09727521920766308
148,194.65266161566467,2935.2663583587523,2.17694109435253,255.3741108537564,117.30869131748842,926.4183976444792,10163.0,0.14880497370392157
149,142.70948522402287,2405.3043374642516,9.45220670017356,265.815640019415,28.122072279114903,590.4863273947652,4196.0,0.15122571670320845
150,134.13503507404522,2917.0896336710834,9.935633303588492,263.88341725146506,26.559295133824758,583.1808075912434,5132.0,0.1896225863357572
151,168.10467930617185,998.9027833803954,13.346165997289592,317.363575779737,23.77938172237546,694.1919548795365,4958.0,0.12928770727740344
152,123.77439379243452,1498.031037827352,5.815097853390774,207.24887715348257,35.639791862253205,532.4041122946064,5155.0,0.2285365837096624
153,102.92298435619735,2850.946650621741,11.768144291199194,215.70206812753477,18.329318777035013,504.6244584051392,2493.0,0.12302561646776076
154,223.45436016887464,1582.751346629786,13.222375353098002,401.3532216894198,30.35409379717713,850.8254685319159,6869.0,0.11924012353148389
155,116.12382784323155,2462.4724693435924,8.705958873568353,219.82723116949586,25.25020326444458,463.675144212722,4159.0,0.2430922721633036
156,203.01715599575522,312.5272373540856,13.243088278513381,360.50306010504704,27.221978176340883,798.3574311003804,5654.0,0.11147331696983123
158,147.63731245923026,3300.737334203088,9.307254265906373,285.7684737276514,30.703842998515338,588.683332908185,4599.0,0.16676687608873242
159,133.6915504511895,3279.450574241181,8.056644843110291,329.38650962446565,40.883831425949396,721.0397179880389,4876.0,0.1178569463910674
161,127.5926477893691,294.09364133134625,5.818725878895261,198.1765349885318,34.058407134683144,525.7827919510468,4026.0,0.1830083469156851
162,205.35974675788827,941.8686817114266,8.059520960951122,400.79207845671084,49.729019925448824,918.0630585851518,9793.0,0.14600932515758808
163,172.048178613396,1530.0047003525265,17.82136087671932,340.0528186643931,19.081192565300455,722.8132752230962,4255.0,0.10234277485501467
164,196.61771336553946,1559.737037037037,12.101915619065412,376.48416774837733,31.109468913769525,808.8670990922585,6210.0,0.11927436764906763
165,151.56499508357916,2440.479646017699,12.354991007607525,313.85008522608734,25.402696370465645,616.4507934888325,5085.0,0.16815275587304307
166,159.22869757174394,773.6110375275938,11.490880882987183,321.9054299571829,28.013990679668414,702.541197284454,4530.0,0.11533589046539432
167,163.35612903225805,978.7207741935484,15.008561704182707,298.81001354743137,19.909303731893015,659.2335854398791,3875.0,0.11204769351086707
169,48.49508771929825,3180.521403508772,4.315300964610845,132.08300604511842,30.60806352287174,312.8772003600252,2850.0,0.365853227178553
170,52.120843989769824,2575.6675191815857,2.688676238826988,73.69466254552952,27.409273560464435,179.78174593052023,1564.0,0.6080725873283489
171,73.40814850530376,71.84161041465767,1.3651187570121244,106.70892643450638,78.1682369291177,465.1198410471445,4148.0,0.2409455333308545
172,135.80644349358167,161.40397684369495,5.393078986164549,177.7948142054255,32.967218663316785,418.6518036156091,3973.0,0.2848541138949803
174,93.02235904082956,2726.7148412184056,5.336228451170745,159.54297189054415,29.8980775186904,406.2031021678297,3086.0,0.23502784266452748
175,65.87509104151493,3216.6471230881284,5.798830028517519,150.77548755762325,26.001018622056296,343.6467529817257,2746.0,0.29220383227396474
176,147.18788054508553,236.26138011017687,3.9465375727235124,215.02644445661136,54.4848339827717,632.4518395093589,6898.0,0.21670959170901427
