Label,Centroid_Y,Centroid_X,Major/Minor Ratio,Major Axis Length,Minor Axis Length,Perimeter,Area,Circularity
92,153.02855511136494,544.4027698458024,6.283339070178954,280.8943375663804,44.70462829222748,642.7594513539339,7004.0,0.2130389724385421
93,70.47873873873874,1877.103963963964,4.64857516411047,202.96021938866738,43.66073737080358,505.0559159102154,5550.0,0.27341599791157484
94,111.24025974025975,1726.057142857143,8.100690950598397,278.27314320100464,34.3517787430773,582.492424049175,4620.0,0.17110837901781512
95,124.48831775700934,803.8217289719627,7.127734237630374,291.88974507102455,40.95126660727796,585.9898987322333,4280.0,0.15662943220105616
96,55.267263427109974,3044.2125319693096,4.673058915226144,162.21516128839588,34.71284317855552,430.0254326381661,3910.0,0.2657041505182001
97,96.67301260612298,705.5232827373295,6.441773206113256,221.4154923683167,34.37182360878414,462.97770542341357,3887.0,0.2278789702591359
98,45.05885416666667,3210.6541666666667,1.715457263464204,67.72877045106449,39.48146764921012,202.82337649086284,1920.0,0.5865095338380834
99,45.55264116575592,1696.4,1.8488177934515073,81.92788418990892,44.31366058899725,221.96551211459382,2745.0,0.7001340676766958
100,106.98324408360683,1020.3960960442218,4.380134012575994,188.37873489979066,43.007527705528695,464.2447327281724,5789.0,0.3375354902989498
101,72.34928454140277,2467.939127375088,1.4971393879966783,132.52759068796644,88.52054240941557,416.3746750430836,8526.0,0.6179973016186684
102,112.01362831858407,1144.2210619469026,5.684913027465198,211.19728036514383,37.15048574090727,495.15032431919394,5650.0,0.28959041024665216
103,45.41101152368758,3151.9705505761845,2.8278852830315233,136.51142393599008,48.27332450687263,382.6822868876584,3905.0,0.33508437798192986
104,65.70525711002585,2224.2424590634873,2.953969235307747,120.70508588746866,40.861998305440544,301.4629867976521,3481.0,0.4813332817165572
105,53.89493996569468,2816.2015437392797,2.2263972969903727,83.20548954971792,37.37225591415984,233.82947314527271,2332.0,0.5359692920734929
106,121.11881188118812,846.8203677510609,3.7506608796123424,212.95064102801453,56.77683156735421,567.6650429449553,8484.0,0.33084625409917257
108,98.55331412103746,761.7066282420749,6.0578179670326096,181.15659119097145,29.904594719888895,402.19090885901,3470.0,0.2695720365848121
109,49.66238317757009,2646.9880257009345,3.327162880886291,130.72844509341473,39.29126699640002,347.1198410471446,3424.0,0.35709580105389044
110,93.08236808236808,2912.943371943372,2.077906690463106,173.3913777747169,83.44521848383525,511.87214972614186,7770.0,0.3726557967659804
111,241.61760680066277,2132.737554931201,3.983981307367149,284.7112939997781,71.46401351665281,816.3868683519033,13881.0,0.2617210158825234
112,110.75975200206665,786.3947300439163,6.6653973902231725,223.4398691600027,33.522362745804934,504.49852070358486,3871.0,0.1911231264312828
114,197.8017926846899,338.2571924244615,8.825971376243567,311.1765123678071,35.25691384014519,691.6528496361356,6917.0,0.1816984817965372
115,94.5421965317919,1316.0760115606936,2.7629952605546433,115.00286414029004,41.62253398770014,293.30865786510145,3460.0,0.505401117110304
116,126.31688125894135,748.4945159752027,5.586670710982004,203.09718720904044,36.35388547418804,476.55234457274724,4194.0,0.23206896696568172
117,60.865605095541405,1653.0732484076434,1.6732499296456689,60.93928481450318,36.41971455358604,177.5512985522207,1570.0,0.625837828801052
118,158.65342960288808,946.6251504211793,10.420050133792676,254.5033180201742,24.424385175922414,509.1614716074871,3324.0,0.16112384347156677
119,82.27367792052584,2187.969226172692,2.2582285278512693,101.22282208376606,44.82399404460662,279.73506473629425,3347.0,0.5374916964512092
120,94.33663366336634,915.8420792079208,7.241400586578406,151.20476699223423,20.88059694867387,321.515764646288,2020.0,0.2455594709408335
121,116.88351749539595,2674.445211786372,4.3350586973182,258.84619049820765,59.70996209540088,626.3990616607231,8688.0,0.27824507073173405
122,116.19736842105263,215.10848549946294,3.6235767208379817,138.06513640756395,38.101894079845856,353.96551211459376,3724.0,0.37350604694302375
123,115.46671543525969,3124.8454645208485,4.429242667615772,195.21045691941532,44.07310043016804,488.9604614807105,5468.0,0.28740272728775595
124,116.5208203853325,1750.6929770043505,5.247265751704876,149.0567078498835,28.406548267820032,342.7523086789974,3218.0,0.34421922802502175
125,165.2728272827283,2052.5429959662633,3.319758018858087,245.64709933020285,73.99548338607501,650.8549057834388,10908.0,0.32358369354660066
126,83.04922945205479,2536.066352739726,2.0270033453815666,94.9310835032525,46.83321501148411,276.4568901432422,2336.0,0.3840854591324952
127,131.466741196199,1567.4710266443078,3.872850723551451,174.37864204895953,45.02591359603249,421.27922061357856,5367.0,0.3800155628397056
128,138.79283232766502,3093.0466264399342,3.8796700881916437,166.63971691741617,42.95203280933837,378.49242404917504,5469.0,0.47973721027549016
129,120.61940085592012,3206.047931526391,5.631499390928398,168.71493203977596,29.959149478299413,392.48127676088177,3505.0,0.28593018090031774
