,<nil>,DSP,DSP -- JCAD,DSP -- JCAD -- RhoA,DSP -- JCAD -- RhoC,DSP -- JCAD -- RhoC -- RhoA,DSP -- RhoA,DSP -- RhoC,DSP -- RhoC -- RhoA,DSP -- TJP1,DSP -- TJP1 -- JCAD,DSP -- TJP1 -- JCAD -- RhoA,DSP -- TJP1 -- JCAD -- RhoC,DSP -- TJP1 -- JCAD -- RhoC -- RhoA,DSP -- TJP1 -- RhoA,DSP -- TJP1 -- RhoC,DSP -- TJP1 -- RhoC -- RhoA,JCAD,JCAD -- RhoA,JCAD -- RhoC,JCAD -- RhoC -- RhoA,RhoA,RhoC,RhoC -- RhoA,TJP1,TJP1 -- JCAD,TJP1 -- JCAD -- RhoA,TJP1 -- JCAD -- RhoC,TJP1 -- JCAD -- RhoC -- RhoA,TJP1 -- RhoA,TJP1 -- RhoC,TJP1 -- RhoC -- RhoA
2.9,0.033731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124999,0.299986,0.25402,0.104486,0.078668,0.076096,0.028014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.032175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123468,0.301825,0.256115,0.104205,0.078378,0.075449,0.028386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,0.030682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122953,0.303774,0.256905,0.104531,0.077962,0.075183,0.02801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,0.029763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122728,0.306645,0.257206,0.105467,0.077994,0.073674,0.026523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,0.028047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124624,0.307368,0.257019,0.106815,0.077964,0.072253,0.025911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4,0.027539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124079,0.309403,0.255627,0.109371,0.076677,0.071621,0.025683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.026982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123841,0.308127,0.257421,0.109737,0.077332,0.071229,0.025331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6,0.025203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125365,0.307235,0.259054,0.109298,0.078611,0.070674,0.02456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7,0.026829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125209,0.308098,0.259137,0.108943,0.077405,0.070078,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,0.027281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123832,0.310455,0.259651,0.109622,0.076386,0.069218,0.023555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,0.026427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125125,0.311073,0.261413,0.107547,0.075726,0.068003,0.024687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
