Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
1.0000	1.5462	0.0041	2.7911	1.0000	RhoA	0.000408	0.000184	RhoC	0.000435	0.000189	RhoC -- RhoA	0.000271	0.000151	DSP -- TJP1	0.001614	0.000393	TJP1	0.000380	0.000175	JCAD	0.000370	0.000181	DSP -- JCAD	0.001519	0.000344	<nil>	0.000222	0.000137	DSP -- RhoC	0.001635	0.000375	TJP1 -- RhoC -- RhoA	0.003130	0.000521	DSP	0.000150	0.000085	JCAD -- RhoA	0.003540	0.000564	JCAD -- RhoC	0.004062	0.000600	TJP1 -- RhoA	0.002170	0.000437	TJP1 -- RhoC	0.003073	0.000530	DSP -- RhoC -- RhoA	0.004164	0.000607	JCAD -- RhoC -- RhoA	0.004043	0.000587	TJP1 -- JCAD -- RhoC	0.036871	0.001815	DSP -- JCAD -- RhoA	0.037348	0.001827	DSP -- TJP1 -- RhoC -- RhoA	0.025520	0.001487	DSP -- RhoA	0.003325	0.000542	DSP -- JCAD -- RhoC	0.011547	0.000944	TJP1 -- JCAD	0.002081	0.000419	DSP -- JCAD -- RhoC -- RhoA	0.047961	0.002005	DSP -- TJP1 -- RhoC	0.015508	0.001176	TJP1 -- JCAD -- RhoA	0.012193	0.000995	DSP -- TJP1 -- JCAD -- RhoC	0.110346	0.002824	DSP -- TJP1 -- RhoA	0.016148	0.001199	DSP -- TJP1 -- JCAD	0.004228	0.000550	TJP1 -- JCAD -- RhoC -- RhoA	0.043090	0.001894	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.489972	0.004599	DSP -- TJP1 -- JCAD -- RhoA	0.112676	0.002834
1.1000	1.5499	0.0041	2.8460	1.0000	<nil>	0.000103	0.000100	RhoC -- RhoA	0.000187	0.000109	RhoA	0.000349	0.000180	RhoC	0.000486	0.000210	JCAD	0.000344	0.000169	DSP -- JCAD	0.001310	0.000337	TJP1 -- JCAD	0.001932	0.000383	TJP1	0.000656	0.000239	TJP1 -- RhoC -- RhoA	0.003547	0.000554	DSP -- TJP1	0.001774	0.000389	DSP	0.000290	0.000155	DSP -- RhoC	0.001645	0.000374	JCAD -- RhoA	0.004323	0.000625	TJP1 -- RhoC	0.003231	0.000540	DSP -- RhoC -- RhoA	0.003374	0.000542	JCAD -- RhoC	0.004452	0.000630	JCAD -- RhoC -- RhoA	0.004150	0.000592	DSP -- TJP1 -- RhoC -- RhoA	0.028622	0.001558	TJP1 -- JCAD -- RhoC	0.039801	0.001882	DSP -- JCAD -- RhoA	0.040160	0.001902	DSP -- TJP1 -- RhoA	0.015916	0.001194	DSP -- RhoA	0.003692	0.000578	TJP1 -- RhoA	0.002779	0.000503	TJP1 -- JCAD -- RhoC -- RhoA	0.044060	0.001909	DSP -- TJP1 -- JCAD	0.004494	0.000564	DSP -- JCAD -- RhoC -- RhoA	0.046509	0.001989	DSP -- JCAD -- RhoC	0.011849	0.000969	DSP -- TJP1 -- JCAD -- RhoC	0.110165	0.002819	DSP -- TJP1 -- RhoC	0.017332	0.001232	TJP1 -- JCAD -- RhoA	0.012415	0.000994	DSP -- TJP1 -- JCAD -- RhoA	0.110674	0.002830	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.479377	0.004606
1.2000	1.5573	0.0041	2.8908	1.0000	<nil>	0.000122	0.000089	RhoC -- RhoA	0.000100	0.000100	DSP	0.000379	0.000187	TJP1 -- JCAD	0.001789	0.000392	RhoA	0.000386	0.000181	TJP1 -- RhoC -- RhoA	0.004174	0.000609	JCAD	0.000413	0.000172	DSP -- JCAD	0.001292	0.000335	RhoC	0.000295	0.000152	DSP -- TJP1	0.002327	0.000458	DSP -- RhoC	0.002439	0.000471	JCAD -- RhoA	0.005120	0.000676	TJP1 -- RhoC	0.003011	0.000509	JCAD -- RhoC	0.005117	0.000679	JCAD -- RhoC -- RhoA	0.004425	0.000605	TJP1 -- JCAD -- RhoA	0.013120	0.001023	DSP -- JCAD -- RhoA	0.039716	0.001894	TJP1 -- JCAD -- RhoC	0.040954	0.001918	DSP -- TJP1 -- RhoA	0.016566	0.001208	DSP -- RhoA	0.004529	0.000648	TJP1 -- RhoA	0.002887	0.000508	DSP -- JCAD -- RhoC -- RhoA	0.048115	0.002034	DSP -- TJP1 -- RhoC -- RhoA	0.030349	0.001618	DSP -- TJP1 -- RhoC	0.017298	0.001241	DSP -- RhoC -- RhoA	0.002992	0.000517	TJP1	0.001012	0.000300	DSP -- JCAD -- RhoC	0.010467	0.000909	DSP -- TJP1 -- JCAD -- RhoA	0.106204	0.002773	DSP -- TJP1 -- JCAD -- RhoC	0.110177	0.002816	DSP -- TJP1 -- JCAD	0.004375	0.000578	TJP1 -- JCAD -- RhoC -- RhoA	0.047371	0.001997	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.472477	0.004605
1.3000	1.5554	0.0042	2.9470	1.0000	DSP	0.000533	0.000226	JCAD	0.000574	0.000230	TJP1 -- JCAD	0.002072	0.000415	TJP1 -- RhoC -- RhoA	0.004423	0.000631	RhoA	0.000534	0.000202	JCAD -- RhoA	0.004753	0.000655	RhoC -- RhoA	0.000211	0.000112	RhoC	0.000258	0.000152	TJP1 -- RhoA	0.002964	0.000516	TJP1 -- JCAD -- RhoA	0.011304	0.000951	TJP1 -- RhoC	0.003616	0.000571	JCAD -- RhoC	0.005103	0.000681	JCAD -- RhoC -- RhoA	0.005425	0.000682	DSP -- JCAD	0.001442	0.000324	DSP -- TJP1 -- RhoC	0.017337	0.001256	DSP -- TJP1	0.002703	0.000492	DSP -- TJP1 -- RhoA	0.017269	0.001242	TJP1 -- JCAD -- RhoC	0.042191	0.001932	DSP -- JCAD -- RhoA	0.041037	0.001917	DSP -- RhoA	0.005101	0.000687	DSP -- JCAD -- RhoC -- RhoA	0.048121	0.002025	DSP -- TJP1 -- RhoC -- RhoA	0.032671	0.001702	DSP -- RhoC -- RhoA	0.002641	0.000465	TJP1	0.001002	0.000286	DSP -- JCAD -- RhoC	0.011383	0.000955	DSP -- TJP1 -- JCAD -- RhoA	0.110375	0.002836	DSP -- TJP1 -- JCAD -- RhoC	0.110860	0.002824	DSP -- TJP1 -- JCAD	0.003480	0.000481	TJP1 -- JCAD -- RhoC -- RhoA	0.050430	0.002064	DSP -- RhoC	0.002883	0.000518	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.457302	0.004606
1.4000	1.5571	0.0042	2.9902	1.0000	<nil>	0.000048	0.000048	DSP	0.000519	0.000224	JCAD	0.000535	0.000212	RhoA	0.000718	0.000265	TJP1 -- JCAD	0.002098	0.000412	TJP1 -- RhoC -- RhoA	0.004411	0.000620	JCAD -- RhoA	0.005213	0.000686	RhoC -- RhoA	0.000447	0.000185	DSP -- TJP1 -- JCAD	0.004287	0.000544	TJP1 -- RhoA	0.003073	0.000526	TJP1 -- RhoC	0.004305	0.000633	JCAD -- RhoC	0.005192	0.000696	JCAD -- RhoC -- RhoA	0.005353	0.000689	DSP -- JCAD	0.002006	0.000396	TJP1 -- JCAD -- RhoC	0.044052	0.001988	DSP -- TJP1 -- RhoA	0.017452	0.001236	DSP -- TJP1 -- RhoC	0.018319	0.001279	DSP -- JCAD -- RhoA	0.042164	0.001949	DSP -- RhoA	0.005144	0.000690	DSP -- TJP1	0.002928	0.000506	TJP1 -- JCAD -- RhoA	0.010923	0.000915	DSP -- TJP1 -- RhoC -- RhoA	0.034824	0.001733	DSP -- RhoC -- RhoA	0.003199	0.000509	TJP1	0.000656	0.000240	DSP -- JCAD -- RhoC	0.010787	0.000903	DSP -- TJP1 -- JCAD -- RhoA	0.112517	0.002853	DSP -- TJP1 -- JCAD -- RhoC	0.108503	0.002828	TJP1 -- JCAD -- RhoC -- RhoA	0.049353	0.002039	DSP -- JCAD -- RhoC -- RhoA	0.049598	0.002044	DSP -- RhoC	0.002770	0.000507	RhoC	0.000140	0.000104	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.448469	0.004601
1.5000	1.5611	0.0042	3.0427	1.0000	<nil>	0.000100	0.000100	TJP1	0.000571	0.000224	DSP	0.000563	0.000213	RhoA	0.000910	0.000283	JCAD	0.000494	0.000198	TJP1 -- JCAD	0.002511	0.000458	TJP1 -- RhoC	0.004857	0.000668	TJP1 -- RhoC -- RhoA	0.004428	0.000605	JCAD -- RhoA	0.005930	0.000730	RhoC -- RhoA	0.000343	0.000161	TJP1 -- RhoA	0.003456	0.000548	DSP -- RhoC -- RhoA	0.004058	0.000596	DSP -- JCAD -- RhoC	0.010061	0.000882	JCAD -- RhoC	0.005273	0.000689	JCAD -- RhoC -- RhoA	0.005471	0.000681	DSP -- JCAD	0.001627	0.000345	TJP1 -- JCAD -- RhoC	0.045328	0.002011	DSP -- TJP1 -- RhoA	0.019620	0.001333	DSP -- TJP1 -- RhoC	0.019360	0.001327	DSP -- TJP1 -- JCAD -- RhoC	0.107025	0.002788	DSP -- JCAD -- RhoA	0.043046	0.001962	DSP -- RhoA	0.005361	0.000698	DSP -- TJP1	0.002772	0.000508	TJP1 -- JCAD -- RhoA	0.012777	0.001000	DSP -- TJP1 -- RhoC -- RhoA	0.034324	0.001735	DSP -- TJP1 -- JCAD -- RhoA	0.110326	0.002819	DSP -- RhoC	0.002783	0.000492	RhoC	0.000427	0.000199	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.440301	0.004580	DSP -- TJP1 -- JCAD	0.005295	0.000617	TJP1 -- JCAD -- RhoC -- RhoA	0.049149	0.002031	DSP -- JCAD -- RhoC -- RhoA	0.051453	0.002085
1.6000	1.5647	0.0041	3.0687	1.0000	<nil>	0.000100	0.000100	TJP1	0.000300	0.000173	DSP	0.000615	0.000227	RhoA	0.000861	0.000273	JCAD	0.000680	0.000240	TJP1 -- RhoC -- RhoA	0.004198	0.000608	RhoC -- RhoA	0.000405	0.000190	TJP1 -- JCAD	0.001771	0.000361	TJP1 -- RhoA	0.004312	0.000628	JCAD -- RhoA	0.006374	0.000764	DSP -- RhoC -- RhoA	0.004931	0.000647	TJP1 -- RhoC	0.004684	0.000650	JCAD -- RhoC	0.005864	0.000731	DSP -- RhoA	0.005839	0.000730	TJP1 -- JCAD -- RhoC	0.045692	0.002003	DSP -- TJP1 -- RhoA	0.020503	0.001366	DSP -- TJP1 -- RhoC	0.021142	0.001381	DSP -- TJP1	0.002965	0.000525	TJP1 -- JCAD -- RhoA	0.013656	0.001035	DSP -- JCAD -- RhoC	0.011233	0.000932	DSP -- TJP1 -- RhoC -- RhoA	0.033781	0.001709	DSP -- JCAD	0.001569	0.000355	JCAD -- RhoC -- RhoA	0.005694	0.000701	DSP -- TJP1 -- JCAD -- RhoC	0.105614	0.002774	DSP -- TJP1 -- JCAD -- RhoA	0.108021	0.002808	DSP -- TJP1 -- JCAD	0.004947	0.000608	TJP1 -- JCAD -- RhoC -- RhoA	0.047620	0.001976	DSP -- RhoC	0.002673	0.000490	RhoC	0.000500	0.000224	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.437777	0.004583	DSP -- JCAD -- RhoA	0.044912	0.001998	DSP -- JCAD -- RhoC -- RhoA	0.050765	0.002054
1.7000	1.5673	0.0041	3.0826	1.0000	<nil>	0.000112	0.000101	DSP	0.000594	0.000226	JCAD	0.000719	0.000259	TJP1	0.000529	0.000192	RhoC -- RhoA	0.000471	0.000205	TJP1 -- JCAD	0.001504	0.000344	RhoA	0.000800	0.000275	DSP -- RhoC	0.003316	0.000549	JCAD -- RhoC	0.006249	0.000759	TJP1 -- RhoA	0.004788	0.000662	DSP -- RhoC -- RhoA	0.005529	0.000712	TJP1 -- RhoC	0.004696	0.000659	TJP1 -- JCAD -- RhoA	0.012846	0.001017	DSP -- RhoA	0.005842	0.000735	TJP1 -- JCAD -- RhoC	0.046284	0.002030	JCAD -- RhoA	0.006701	0.000792	DSP -- TJP1 -- RhoC	0.024127	0.001476	TJP1 -- RhoC -- RhoA	0.003908	0.000579	DSP -- TJP1	0.002566	0.000470	DSP -- JCAD -- RhoC -- RhoA	0.049112	0.002040	DSP -- JCAD -- RhoC	0.011539	0.000953	DSP -- TJP1 -- JCAD -- RhoA	0.106156	0.002776	DSP -- JCAD	0.001700	0.000371	JCAD -- RhoC -- RhoA	0.006208	0.000738	DSP -- TJP1 -- RhoC -- RhoA	0.033624	0.001708	DSP -- TJP1 -- JCAD -- RhoC	0.106218	0.002784	DSP -- TJP1 -- RhoA	0.020662	0.001352	DSP -- TJP1 -- JCAD	0.003915	0.000538	TJP1 -- JCAD -- RhoC -- RhoA	0.047433	0.002000	RhoC	0.000514	0.000220	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.436209	0.004593	DSP -- JCAD -- RhoA	0.045130	0.002001
1.8000	1.5689	0.0042	3.1095	1.0000	<nil>	0.000103	0.000070	JCAD	0.000939	0.000299	TJP1 -- RhoC -- RhoA	0.003759	0.000568	TJP1	0.000741	0.000253	RhoC -- RhoA	0.000666	0.000244	TJP1 -- JCAD	0.001626	0.000365	RhoA	0.000619	0.000222	DSP -- RhoC	0.003778	0.000591	TJP1 -- RhoA	0.004910	0.000658	JCAD -- RhoC	0.006527	0.000777	DSP -- RhoC -- RhoA	0.005618	0.000702	DSP -- JCAD -- RhoC	0.010649	0.000916	DSP	0.000760	0.000253	DSP -- RhoA	0.005630	0.000712	TJP1 -- RhoC	0.004808	0.000667	TJP1 -- JCAD -- RhoC	0.046320	0.002027	JCAD -- RhoA	0.007566	0.000832	DSP -- TJP1 -- RhoC	0.024119	0.001476	DSP -- TJP1	0.002529	0.000463	DSP -- TJP1 -- JCAD -- RhoA	0.106806	0.002797	DSP -- JCAD	0.001745	0.000351	JCAD -- RhoC -- RhoA	0.006422	0.000738	DSP -- JCAD -- RhoC -- RhoA	0.048902	0.002034	DSP -- TJP1 -- JCAD -- RhoC	0.106574	0.002791	DSP -- TJP1 -- RhoA	0.021305	0.001370	DSP -- TJP1 -- JCAD	0.003941	0.000518	TJP1 -- JCAD -- RhoC -- RhoA	0.047699	0.002008	TJP1 -- JCAD -- RhoA	0.011642	0.000963	DSP -- TJP1 -- RhoC -- RhoA	0.035158	0.001751	RhoC	0.000686	0.000255	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.429997	0.004591	DSP -- JCAD -- RhoA	0.047457	0.002053
1.9000	1.5701	0.0042	3.1384	1.0000	<nil>	0.000100	0.000100	JCAD	0.000807	0.000283	TJP1	0.000734	0.000254	RhoC -- RhoA	0.000624	0.000242	DSP -- RhoC -- RhoA	0.005453	0.000693	RhoA	0.000490	0.000195	TJP1 -- RhoA	0.004280	0.000621	DSP -- RhoC	0.003755	0.000573	DSP -- JCAD -- RhoC	0.009774	0.000847	JCAD -- RhoC	0.007445	0.000813	JCAD -- RhoA	0.008247	0.000860	TJP1 -- RhoC	0.005219	0.000687	DSP	0.000963	0.000300	DSP -- RhoA	0.005978	0.000731	TJP1 -- JCAD -- RhoC	0.046009	0.002027	DSP -- TJP1 -- RhoC	0.023883	0.001468	DSP -- TJP1 -- JCAD -- RhoA	0.108585	0.002824	DSP -- TJP1 -- RhoA	0.023564	0.001453	DSP -- JCAD	0.001739	0.000378	JCAD -- RhoC -- RhoA	0.006810	0.000758	DSP -- TJP1	0.002442	0.000465	TJP1 -- RhoC -- RhoA	0.004536	0.000618	DSP -- TJP1 -- JCAD -- RhoC	0.105205	0.002756	TJP1 -- JCAD -- RhoA	0.011574	0.000977	DSP -- TJP1 -- RhoC -- RhoA	0.035700	0.001764	TJP1 -- JCAD	0.001590	0.000343	DSP -- JCAD -- RhoC -- RhoA	0.049210	0.002036	TJP1 -- JCAD -- RhoC -- RhoA	0.047521	0.002008	DSP -- TJP1 -- JCAD	0.004420	0.000544	RhoC	0.001040	0.000304	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.424039	0.004571	DSP -- JCAD -- RhoA	0.048260	0.002066
2.0000	1.5701	0.0042	3.1694	1.0000	<nil>	0.000016	0.000016	RhoA	0.000490	0.000210	TJP1	0.000697	0.000235	JCAD	0.000798	0.000262	RhoC -- RhoA	0.000655	0.000233	DSP -- TJP1	0.002591	0.000466	DSP -- JCAD	0.001339	0.000312	TJP1 -- RhoA	0.003807	0.000580	DSP -- RhoC	0.004151	0.000604	DSP -- JCAD -- RhoC	0.010050	0.000872	DSP -- RhoA	0.006612	0.000765	DSP -- RhoC -- RhoA	0.005602	0.000692	TJP1 -- RhoC	0.005794	0.000729	DSP	0.000878	0.000281	JCAD -- RhoC	0.007929	0.000841	JCAD -- RhoA	0.009375	0.000921	TJP1 -- JCAD -- RhoC	0.046936	0.002037	TJP1 -- JCAD	0.002041	0.000395	DSP -- JCAD -- RhoC -- RhoA	0.049263	0.002044	DSP -- TJP1 -- RhoC	0.022073	0.001401	DSP -- JCAD -- RhoA	0.048667	0.002074	DSP -- TJP1 -- JCAD	0.004694	0.000564	TJP1 -- JCAD -- RhoC -- RhoA	0.048072	0.002002	DSP -- TJP1 -- RhoA	0.025811	0.001519	DSP -- TJP1 -- JCAD -- RhoA	0.107375	0.002799	JCAD -- RhoC -- RhoA	0.006733	0.000744	RhoC	0.001018	0.000305	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.417416	0.004564	TJP1 -- RhoC -- RhoA	0.005582	0.000697	DSP -- TJP1 -- JCAD -- RhoC	0.107384	0.002794	TJP1 -- JCAD -- RhoA	0.011367	0.000941	DSP -- TJP1 -- RhoC -- RhoA	0.034784	0.001736
2.1000	1.5695	0.0042	3.1876	1.0000	TJP1	0.000532	0.000220	JCAD	0.000923	0.000284	RhoC -- RhoA	0.000834	0.000261	TJP1 -- RhoC -- RhoA	0.005104	0.000674	DSP -- TJP1	0.002988	0.000519	DSP -- JCAD	0.001381	0.000341	RhoA	0.000540	0.000226	TJP1 -- RhoA	0.003626	0.000569	DSP -- RhoC	0.004512	0.000648	DSP -- JCAD -- RhoC	0.009411	0.000851	DSP -- RhoC -- RhoA	0.005172	0.000671	DSP -- RhoA	0.007298	0.000821	TJP1 -- RhoC	0.007101	0.000808	DSP	0.000860	0.000275	JCAD -- RhoC	0.007968	0.000851	JCAD -- RhoA	0.009419	0.000931	DSP -- TJP1 -- RhoC	0.021376	0.001382	DSP -- JCAD -- RhoA	0.049440	0.002092	DSP -- TJP1 -- JCAD -- RhoA	0.113367	0.002871	DSP -- TJP1 -- JCAD	0.003845	0.000520	TJP1 -- JCAD -- RhoC -- RhoA	0.048421	0.002025	DSP -- TJP1 -- RhoA	0.027069	0.001558	JCAD -- RhoC -- RhoA	0.006752	0.000756	TJP1 -- JCAD -- RhoA	0.011450	0.000945	DSP -- TJP1 -- JCAD -- RhoC	0.103716	0.002759	DSP -- TJP1 -- RhoC -- RhoA	0.034722	0.001726	TJP1 -- JCAD -- RhoC	0.048379	0.002071	TJP1 -- JCAD	0.001933	0.000392	DSP -- JCAD -- RhoC -- RhoA	0.049351	0.002042	RhoC	0.001139	0.000319	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.411373	0.004553
2.2000	1.5701	0.0042	3.1987	1.0000	TJP1	0.000712	0.000251	TJP1 -- RhoC -- RhoA	0.004351	0.000612	JCAD	0.000883	0.000277	RhoC -- RhoA	0.001001	0.000294	TJP1 -- RhoA	0.003749	0.000577	DSP -- TJP1 -- JCAD	0.004003	0.000527	DSP -- TJP1	0.002907	0.000506	RhoA	0.000724	0.000253	DSP -- RhoC	0.004464	0.000643	DSP -- RhoC -- RhoA	0.004599	0.000625	TJP1 -- RhoC	0.007972	0.000861	DSP	0.000580	0.000216	DSP -- JCAD -- RhoC	0.010202	0.000871	DSP -- RhoA	0.007826	0.000847	JCAD -- RhoC	0.007648	0.000834	DSP -- JCAD -- RhoA	0.049010	0.002094	DSP -- TJP1 -- RhoC	0.021043	0.001359	DSP -- TJP1 -- RhoC -- RhoA	0.036594	0.001779	DSP -- TJP1 -- JCAD -- RhoC	0.103839	0.002756	DSP -- TJP1 -- JCAD -- RhoA	0.112493	0.002863	DSP -- JCAD	0.002130	0.000396	JCAD -- RhoC -- RhoA	0.006625	0.000748	DSP -- TJP1 -- RhoA	0.026202	0.001535	TJP1 -- JCAD -- RhoC -- RhoA	0.049708	0.002053	TJP1 -- JCAD -- RhoA	0.010928	0.000914	JCAD -- RhoA	0.009059	0.000904	RhoC	0.001039	0.000317	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.409000	0.004553	TJP1 -- JCAD -- RhoC	0.047904	0.002065	TJP1 -- JCAD	0.002001	0.000399	DSP -- JCAD -- RhoC -- RhoA	0.050802	0.002074
2.3000	1.5719	0.0042	3.2128	1.0000	<nil>	0.000035	0.000027	RhoA	0.000736	0.000248	TJP1	0.000539	0.000220	JCAD	0.000826	0.000275	RhoC -- RhoA	0.001054	0.000293	TJP1 -- RhoC -- RhoA	0.004014	0.000573	TJP1 -- RhoA	0.003791	0.000589	DSP -- TJP1	0.002834	0.000505	JCAD -- RhoC -- RhoA	0.005586	0.000689	DSP -- RhoC	0.004456	0.000637	DSP -- JCAD	0.002399	0.000440	DSP -- RhoC -- RhoA	0.004933	0.000645	TJP1 -- JCAD -- RhoA	0.011925	0.000960	TJP1 -- RhoC	0.008065	0.000873	DSP	0.000615	0.000245	DSP -- RhoA	0.008147	0.000875	DSP -- JCAD -- RhoC	0.012432	0.001010	JCAD -- RhoC	0.007937	0.000852	DSP -- JCAD -- RhoA	0.049032	0.002083	DSP -- TJP1 -- RhoC	0.021280	0.001391	DSP -- TJP1 -- RhoC -- RhoA	0.038159	0.001822	DSP -- TJP1 -- JCAD -- RhoC	0.103329	0.002748	DSP -- TJP1 -- JCAD -- RhoA	0.108680	0.002800	DSP -- TJP1 -- RhoA	0.026503	0.001549	DSP -- TJP1 -- JCAD	0.004493	0.000568	TJP1 -- JCAD -- RhoC -- RhoA	0.050604	0.002062	JCAD -- RhoA	0.008560	0.000884	RhoC	0.000926	0.000291	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.408197	0.004536	TJP1 -- JCAD -- RhoC	0.048685	0.002086	TJP1 -- JCAD	0.001908	0.000394	DSP -- JCAD -- RhoC -- RhoA	0.049320	0.002047
2.4000	1.5728	0.0042	3.2282	1.0000	<nil>	0.000127	0.000104	RhoA	0.001005	0.000281	RhoC -- RhoA	0.000944	0.000285	TJP1	0.000718	0.000258	JCAD	0.001242	0.000321	DSP -- JCAD	0.002078	0.000400	TJP1 -- RhoC -- RhoA	0.004745	0.000638	TJP1 -- RhoA	0.003717	0.000569	DSP -- TJP1	0.002928	0.000501	JCAD -- RhoC -- RhoA	0.005113	0.000658	DSP -- RhoC	0.004310	0.000622	DSP -- RhoC -- RhoA	0.005089	0.000653	TJP1 -- JCAD -- RhoA	0.011355	0.000945	TJP1 -- RhoC	0.008211	0.000873	DSP	0.000781	0.000257	DSP -- RhoA	0.008640	0.000885	DSP -- JCAD -- RhoA	0.049174	0.002087	DSP -- TJP1 -- RhoC	0.022616	0.001418	DSP -- TJP1 -- RhoC -- RhoA	0.036778	0.001780	DSP -- TJP1 -- JCAD -- RhoC	0.102914	0.002752	DSP -- JCAD -- RhoC	0.012503	0.000986	DSP -- TJP1 -- RhoA	0.026012	0.001519	DSP -- TJP1 -- JCAD	0.003570	0.000492	TJP1 -- JCAD -- RhoC -- RhoA	0.053400	0.002127	DSP -- TJP1 -- JCAD -- RhoA	0.110029	0.002833	JCAD -- RhoC	0.008201	0.000858	JCAD -- RhoA	0.008469	0.000881	RhoC	0.001028	0.000305	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.404468	0.004547	TJP1 -- JCAD -- RhoC	0.047403	0.002044	TJP1 -- JCAD	0.002023	0.000392	DSP -- JCAD -- RhoC -- RhoA	0.050412	0.002056
2.5000	1.5740	0.0042	3.2445	1.0000	RhoA	0.001295	0.000344	RhoC -- RhoA	0.000818	0.000266	TJP1	0.000677	0.000231	JCAD	0.001572	0.000369	DSP -- JCAD	0.002092	0.000422	DSP -- TJP1	0.003476	0.000555	DSP -- RhoC	0.003832	0.000579	TJP1 -- JCAD	0.002525	0.000453	RhoC	0.001265	0.000338	TJP1 -- RhoC	0.008140	0.000856	DSP	0.000755	0.000258	TJP1 -- RhoA	0.003948	0.000599	DSP -- RhoC -- RhoA	0.005300	0.000671	DSP -- RhoA	0.008504	0.000880	TJP1 -- RhoC -- RhoA	0.004938	0.000655	JCAD -- RhoC -- RhoA	0.005641	0.000685	DSP -- JCAD -- RhoA	0.049248	0.002089	DSP -- TJP1 -- RhoC	0.023130	0.001433	TJP1 -- JCAD -- RhoC	0.047839	0.002063	DSP -- TJP1 -- RhoC -- RhoA	0.037142	0.001798	DSP -- TJP1 -- JCAD -- RhoC	0.099315	0.002705	DSP -- JCAD -- RhoC	0.012487	0.000998	TJP1 -- JCAD -- RhoA	0.012953	0.001023	JCAD -- RhoC	0.008051	0.000851	<nil>	0.000186	0.000132	DSP -- TJP1 -- JCAD -- RhoA	0.112086	0.002859	DSP -- TJP1 -- RhoA	0.025472	0.001510	DSP -- TJP1 -- JCAD	0.002725	0.000421	TJP1 -- JCAD -- RhoC -- RhoA	0.052749	0.002119	JCAD -- RhoA	0.008238	0.000848	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.402516	0.004553	DSP -- JCAD -- RhoC -- RhoA	0.051087	0.002093
2.6000	1.5778	0.0042	3.2452	1.0000	DSP	0.000678	0.000243	TJP1	0.000817	0.000273	RhoA	0.001370	0.000355	JCAD	0.001835	0.000413	DSP -- JCAD	0.002189	0.000411	DSP -- TJP1	0.003557	0.000559	TJP1 -- JCAD	0.002428	0.000450	DSP -- RhoC -- RhoA	0.004919	0.000653	DSP -- RhoC	0.003723	0.000567	TJP1 -- RhoC	0.008237	0.000874	TJP1 -- RhoA	0.004725	0.000662	RhoC -- RhoA	0.000668	0.000226	JCAD -- RhoC -- RhoA	0.005506	0.000690	DSP -- RhoA	0.008183	0.000873	TJP1 -- RhoC -- RhoA	0.004494	0.000629	DSP -- JCAD -- RhoA	0.050162	0.002113	DSP -- TJP1 -- RhoC	0.023662	0.001449	TJP1 -- JCAD -- RhoC	0.046884	0.002035	DSP -- JCAD -- RhoC	0.012712	0.001000	DSP -- TJP1 -- RhoC -- RhoA	0.038413	0.001827	TJP1 -- JCAD -- RhoA	0.013098	0.001017	DSP -- TJP1 -- JCAD -- RhoC	0.100116	0.002715	DSP -- TJP1 -- RhoA	0.025929	0.001522	DSP -- TJP1 -- JCAD	0.002854	0.000437	TJP1 -- JCAD -- RhoC -- RhoA	0.053723	0.002133	<nil>	0.000199	0.000124	DSP -- TJP1 -- JCAD -- RhoA	0.107289	0.002803	JCAD -- RhoC	0.007833	0.000845	JCAD -- RhoA	0.008112	0.000866	RhoC	0.001138	0.000300	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.404226	0.004553	DSP -- JCAD -- RhoC -- RhoA	0.050323	0.002049
