Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.7000	1.5795	0.0041	3.2480	1.0000	<nil>	0.000100	0.000100	DSP	0.000572	0.000223	TJP1	0.000808	0.000269	RhoA	0.001183	0.000322	JCAD	0.001857	0.000411	DSP -- JCAD	0.002227	0.000433	DSP -- TJP1	0.003316	0.000539	TJP1 -- JCAD	0.002250	0.000425	DSP -- RhoC -- RhoA	0.005009	0.000674	DSP -- RhoC	0.004154	0.000618	TJP1 -- RhoC	0.008323	0.000877	JCAD -- RhoC -- RhoA	0.005610	0.000680	RhoC -- RhoA	0.000984	0.000306	DSP -- RhoA	0.008190	0.000864	TJP1 -- RhoA	0.004403	0.000637	TJP1 -- RhoC -- RhoA	0.004213	0.000614	DSP -- JCAD -- RhoA	0.049789	0.002109	DSP -- TJP1 -- RhoC	0.024352	0.001485	TJP1 -- JCAD -- RhoC	0.046647	0.002026	DSP -- TJP1 -- RhoC -- RhoA	0.037937	0.001825	DSP -- TJP1 -- JCAD -- RhoC	0.098843	0.002693	TJP1 -- JCAD -- RhoA	0.012304	0.000993	DSP -- TJP1 -- RhoA	0.026025	0.001526	DSP -- TJP1 -- JCAD	0.003341	0.000488	TJP1 -- JCAD -- RhoC -- RhoA	0.053755	0.002126	DSP -- JCAD -- RhoC	0.014313	0.001075	DSP -- TJP1 -- JCAD -- RhoA	0.106001	0.002775	JCAD -- RhoC	0.008518	0.000876	JCAD -- RhoA	0.008356	0.000872	RhoC	0.001647	0.000393	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.406607	0.004552	DSP -- JCAD -- RhoC -- RhoA	0.048367	0.002029
2.8000	1.5854	0.0041	3.2675	1.0000	DSP	0.000765	0.000247	<nil>	0.000184	0.000131	RhoA	0.001114	0.000285	JCAD	0.002111	0.000443	TJP1	0.000868	0.000266	DSP -- JCAD	0.002232	0.000427	DSP -- TJP1	0.003219	0.000535	TJP1 -- JCAD	0.002351	0.000445	DSP -- RhoC -- RhoA	0.004914	0.000656	JCAD -- RhoC	0.008614	0.000887	DSP -- RhoC	0.004414	0.000627	TJP1 -- RhoC	0.007974	0.000862	JCAD -- RhoC -- RhoA	0.006167	0.000734	RhoC -- RhoA	0.000942	0.000277	DSP -- RhoA	0.008643	0.000889	TJP1 -- RhoA	0.004248	0.000613	TJP1 -- JCAD -- RhoC	0.046472	0.002027	DSP -- TJP1 -- RhoC	0.025534	0.001518	TJP1 -- RhoC -- RhoA	0.004503	0.000628	DSP -- TJP1 -- RhoC -- RhoA	0.036529	0.001769	DSP -- TJP1 -- JCAD -- RhoA	0.101671	0.002708	DSP -- TJP1 -- JCAD -- RhoC	0.098153	0.002693	TJP1 -- JCAD -- RhoA	0.012153	0.000976	DSP -- TJP1 -- RhoA	0.027195	0.001554	DSP -- TJP1 -- JCAD	0.004215	0.000545	TJP1 -- JCAD -- RhoC -- RhoA	0.055380	0.002164	DSP -- JCAD -- RhoA	0.049652	0.002099	JCAD -- RhoA	0.007693	0.000833	RhoC	0.001778	0.000406	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.404890	0.004547	DSP -- JCAD -- RhoC	0.014047	0.001047	DSP -- JCAD -- RhoC -- RhoA	0.051374	0.002071
2.9000	1.5894	0.0041	3.2865	1.0000	DSP	0.000771	0.000260	JCAD	0.001986	0.000430	RhoA	0.001254	0.000338	TJP1	0.000867	0.000280	DSP -- TJP1	0.003835	0.000589	DSP -- RhoC -- RhoA	0.005045	0.000654	TJP1 -- JCAD	0.002230	0.000401	DSP -- RhoC	0.005052	0.000667	TJP1 -- RhoC	0.007475	0.000823	RhoC -- RhoA	0.001016	0.000304	DSP -- RhoA	0.009199	0.000921	JCAD -- RhoC	0.009309	0.000924	JCAD -- RhoC -- RhoA	0.006314	0.000746	DSP -- JCAD	0.002008	0.000411	TJP1 -- RhoA	0.004539	0.000634	TJP1 -- JCAD -- RhoC	0.047820	0.002058	JCAD -- RhoA	0.007354	0.000817	DSP -- JCAD -- RhoC -- RhoA	0.051489	0.002093	DSP -- TJP1 -- RhoC -- RhoA	0.037094	0.001799	TJP1 -- RhoC -- RhoA	0.005510	0.000690	DSP -- TJP1 -- JCAD -- RhoC	0.099685	0.002702	DSP -- JCAD -- RhoA	0.050569	0.002128	DSP -- TJP1 -- RhoC	0.025265	0.001508	TJP1 -- JCAD -- RhoA	0.012641	0.000994	DSP -- TJP1 -- RhoA	0.026043	0.001528	DSP -- TJP1 -- JCAD	0.003979	0.000517	TJP1 -- JCAD -- RhoC -- RhoA	0.057324	0.002204	RhoC	0.001501	0.000364	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.401176	0.004551	<nil>	0.000254	0.000139	DSP -- TJP1 -- JCAD -- RhoA	0.098261	0.002697	DSP -- JCAD -- RhoC	0.013131	0.001032
3.0000	1.5895	0.0041	3.2982	1.0000	DSP	0.000278	0.000107	JCAD	0.001966	0.000434	RhoC	0.001042	0.000308	RhoA	0.001160	0.000312	DSP -- TJP1	0.004440	0.000638	TJP1 -- JCAD	0.002006	0.000391	DSP -- RhoC -- RhoA	0.005211	0.000667	DSP -- RhoC	0.005064	0.000684	TJP1 -- RhoC	0.006691	0.000787	TJP1	0.001173	0.000327	RhoC -- RhoA	0.001164	0.000326	DSP -- RhoA	0.008814	0.000897	JCAD -- RhoC	0.009119	0.000914	JCAD -- RhoC -- RhoA	0.004939	0.000650	DSP -- JCAD	0.001660	0.000366	TJP1 -- RhoA	0.004573	0.000638	TJP1 -- JCAD -- RhoC	0.049918	0.002096	JCAD -- RhoA	0.007794	0.000854	DSP -- TJP1 -- RhoC -- RhoA	0.038004	0.001807	TJP1 -- RhoC -- RhoA	0.006497	0.000754	DSP -- TJP1 -- JCAD -- RhoC	0.095571	0.002646	DSP -- JCAD -- RhoA	0.051866	0.002153	<nil>	0.000182	0.000109	DSP -- TJP1 -- JCAD -- RhoA	0.100825	0.002724	DSP -- TJP1 -- RhoA	0.025990	0.001517	DSP -- TJP1 -- JCAD	0.004372	0.000547	TJP1 -- JCAD -- RhoC -- RhoA	0.057849	0.002204	DSP -- TJP1 -- RhoC	0.025518	0.001507	TJP1 -- JCAD -- RhoA	0.013513	0.001048	DSP -- JCAD -- RhoC -- RhoA	0.050788	0.002060	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.397300	0.004547	DSP -- JCAD -- RhoC	0.014715	0.001075
3.1000	1.5898	0.0041	3.2981	1.0000	<nil>	0.000300	0.000173	RhoA	0.000943	0.000288	DSP	0.000277	0.000149	JCAD	0.001887	0.000414	DSP -- TJP1	0.004377	0.000623	TJP1 -- JCAD	0.002508	0.000455	DSP -- JCAD	0.001649	0.000359	DSP -- RhoC -- RhoA	0.005529	0.000701	DSP -- RhoC	0.004786	0.000650	TJP1 -- RhoC	0.008075	0.000859	TJP1	0.000954	0.000287	RhoC -- RhoA	0.000931	0.000274	DSP -- RhoA	0.008785	0.000909	JCAD -- RhoC	0.008084	0.000859	JCAD -- RhoA	0.007788	0.000837	TJP1 -- JCAD -- RhoC	0.050163	0.002104	DSP -- TJP1 -- RhoC -- RhoA	0.038297	0.001817	JCAD -- RhoC -- RhoA	0.005738	0.000693	DSP -- TJP1 -- RhoC	0.026189	0.001530	TJP1 -- RhoC -- RhoA	0.006024	0.000723	DSP -- TJP1 -- JCAD -- RhoC	0.098244	0.002686	TJP1 -- JCAD -- RhoA	0.013988	0.001050	DSP -- JCAD -- RhoA	0.052712	0.002160	DSP -- TJP1 -- RhoA	0.027059	0.001547	DSP -- TJP1 -- JCAD	0.003738	0.000510	TJP1 -- JCAD -- RhoC -- RhoA	0.056693	0.002179	TJP1 -- RhoA	0.004710	0.000638	DSP -- JCAD -- RhoC -- RhoA	0.049619	0.002044	RhoC	0.000952	0.000279	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.397099	0.004540	DSP -- TJP1 -- JCAD -- RhoA	0.098376	0.002671	DSP -- JCAD -- RhoC	0.013528	0.001039
3.2000	1.5963	0.0041	3.2957	1.0000	<nil>	0.000373	0.000173	RhoA	0.001022	0.000306	JCAD	0.001785	0.000412	RhoC -- RhoA	0.001073	0.000305	DSP -- TJP1	0.004141	0.000598	DSP -- RhoC -- RhoA	0.005484	0.000689	DSP -- TJP1 -- JCAD	0.003557	0.000508	TJP1 -- JCAD	0.002054	0.000392	DSP -- JCAD	0.001778	0.000355	DSP	0.000642	0.000235	TJP1	0.000921	0.000285	DSP -- RhoC	0.004502	0.000627	DSP -- RhoA	0.008928	0.000904	DSP -- TJP1 -- RhoA	0.026818	0.001536	JCAD -- RhoC	0.007899	0.000849	JCAD -- RhoA	0.008399	0.000870	TJP1 -- JCAD -- RhoC	0.050573	0.002116	JCAD -- RhoC -- RhoA	0.005728	0.000707	DSP -- TJP1 -- RhoC -- RhoA	0.040193	0.001842	TJP1 -- JCAD -- RhoA	0.013137	0.001016	DSP -- TJP1 -- RhoC	0.026841	0.001536	DSP -- TJP1 -- JCAD -- RhoC	0.097730	0.002680	TJP1 -- RhoC -- RhoA	0.006516	0.000748	TJP1 -- RhoC	0.008259	0.000878	DSP -- JCAD -- RhoA	0.053451	0.002183	TJP1 -- JCAD -- RhoC -- RhoA	0.055614	0.002163	TJP1 -- RhoA	0.004267	0.000612	DSP -- JCAD -- RhoC -- RhoA	0.051456	0.002093	RhoC	0.001044	0.000307	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.398447	0.004540	DSP -- TJP1 -- JCAD -- RhoA	0.095430	0.002641	DSP -- JCAD -- RhoC	0.011938	0.000977
3.3000	1.5982	0.0041	3.3201	1.0000	<nil>	0.000403	0.000187	JCAD	0.001377	0.000354	RhoC	0.001227	0.000332	DSP	0.001078	0.000317	RhoC -- RhoA	0.000774	0.000249	DSP -- TJP1	0.004084	0.000607	DSP -- RhoC -- RhoA	0.005704	0.000696	DSP -- TJP1 -- JCAD	0.004038	0.000536	TJP1 -- JCAD	0.002394	0.000416	TJP1	0.000752	0.000239	DSP -- RhoC	0.004275	0.000613	DSP -- RhoA	0.008750	0.000892	DSP -- TJP1 -- RhoA	0.026730	0.001539	JCAD -- RhoC	0.008150	0.000859	RhoA	0.001495	0.000354	TJP1 -- JCAD -- RhoC	0.050191	0.002108	DSP -- TJP1 -- RhoC	0.028074	0.001572	JCAD -- RhoA	0.008994	0.000905	DSP -- JCAD	0.002141	0.000422	JCAD -- RhoC -- RhoA	0.006579	0.000751	DSP -- TJP1 -- RhoC -- RhoA	0.041971	0.001901	TJP1 -- JCAD -- RhoA	0.012383	0.001000	DSP -- TJP1 -- JCAD -- RhoA	0.093335	0.002624	TJP1 -- RhoC	0.008381	0.000868	DSP -- JCAD -- RhoA	0.052118	0.002149	TJP1 -- RhoA	0.004546	0.000639	DSP -- JCAD -- RhoC -- RhoA	0.053392	0.002130	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.393375	0.004540	TJP1 -- JCAD -- RhoC -- RhoA	0.056450	0.002178	TJP1 -- RhoC -- RhoA	0.006140	0.000732	DSP -- TJP1 -- JCAD -- RhoC	0.099458	0.002699	DSP -- JCAD -- RhoC	0.011242	0.000936
3.4000	1.5985	0.0041	3.3394	1.0000	<nil>	0.000483	0.000211	JCAD	0.001442	0.000362	RhoC -- RhoA	0.000778	0.000238	RhoC	0.001336	0.000336	DSP	0.001162	0.000324	TJP1 -- RhoC -- RhoA	0.005981	0.000731	DSP -- TJP1 -- JCAD	0.003809	0.000514	JCAD -- RhoC	0.008624	0.000883	DSP -- TJP1	0.004198	0.000609	DSP -- RhoA	0.009315	0.000922	DSP -- RhoC -- RhoA	0.005237	0.000687	TJP1	0.000638	0.000229	DSP -- RhoC	0.003982	0.000609	TJP1 -- JCAD -- RhoC	0.050857	0.002129	RhoA	0.001734	0.000385	DSP -- JCAD -- RhoC	0.012108	0.000979	DSP -- TJP1 -- JCAD -- RhoA	0.093127	0.002617	DSP -- JCAD	0.002370	0.000439	JCAD -- RhoC -- RhoA	0.007256	0.000799	JCAD -- RhoA	0.009110	0.000913	DSP -- TJP1 -- RhoC -- RhoA	0.040671	0.001874	TJP1 -- JCAD -- RhoA	0.013093	0.001005	DSP -- TJP1 -- RhoC	0.028799	0.001606	TJP1 -- RhoA	0.005003	0.000672	TJP1 -- JCAD	0.002367	0.000432	DSP -- JCAD -- RhoC -- RhoA	0.051175	0.002079	TJP1 -- RhoC	0.009116	0.000912	DSP -- JCAD -- RhoA	0.052288	0.002154	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.391452	0.004531	DSP -- TJP1 -- RhoA	0.027585	0.001560	TJP1 -- JCAD -- RhoC -- RhoA	0.056393	0.002187	DSP -- TJP1 -- JCAD -- RhoC	0.098509	0.002681
3.5000	1.6004	0.0041	3.3489	1.0000	<nil>	0.000533	0.000225	RhoC -- RhoA	0.001073	0.000287	RhoA	0.001523	0.000380	TJP1	0.000707	0.000249	DSP	0.001009	0.000295	TJP1 -- RhoC -- RhoA	0.006299	0.000745	RhoC	0.001132	0.000306	JCAD -- RhoC	0.008913	0.000896	TJP1 -- RhoC	0.009498	0.000933	DSP -- TJP1	0.003853	0.000583	DSP -- RhoC -- RhoA	0.005091	0.000670	DSP -- RhoA	0.009345	0.000930	DSP -- RhoC	0.004496	0.000639	TJP1 -- JCAD -- RhoC	0.051063	0.002119	JCAD -- RhoA	0.008537	0.000882	TJP1 -- JCAD -- RhoA	0.012979	0.001010	DSP -- TJP1 -- RhoC	0.028972	0.001611	DSP -- JCAD	0.002492	0.000437	JCAD -- RhoC -- RhoA	0.007663	0.000803	DSP -- TJP1 -- JCAD -- RhoC	0.096826	0.002660	DSP -- TJP1 -- JCAD -- RhoA	0.093109	0.002606	JCAD	0.001590	0.000374	DSP -- TJP1 -- RhoC -- RhoA	0.040716	0.001872	DSP -- TJP1 -- RhoA	0.028805	0.001599	DSP -- TJP1 -- JCAD	0.003778	0.000509	TJP1 -- JCAD -- RhoC -- RhoA	0.056857	0.002173	DSP -- JCAD -- RhoC	0.012113	0.000981	TJP1 -- RhoA	0.005136	0.000686	TJP1 -- JCAD	0.002666	0.000476	DSP -- JCAD -- RhoC -- RhoA	0.049549	0.002047	DSP -- JCAD -- RhoA	0.052940	0.002162	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.390738	0.004528
3.6000	1.6000	0.0041	3.3475	1.0000	<nil>	0.000475	0.000214	RhoC -- RhoA	0.001015	0.000281	RhoA	0.001570	0.000384	RhoC	0.001629	0.000362	DSP -- JCAD	0.001670	0.000358	DSP	0.000918	0.000281	TJP1 -- RhoC -- RhoA	0.006049	0.000728	DSP -- TJP1	0.003742	0.000578	JCAD -- RhoC	0.008387	0.000863	TJP1 -- RhoC	0.009419	0.000933	TJP1	0.000761	0.000259	DSP -- RhoC -- RhoA	0.005418	0.000678	DSP -- RhoA	0.009509	0.000929	TJP1 -- JCAD -- RhoA	0.012814	0.000994	JCAD -- RhoA	0.008236	0.000857	DSP -- RhoC	0.004340	0.000611	DSP -- TJP1 -- RhoC	0.029717	0.001626	JCAD -- RhoC -- RhoA	0.006968	0.000762	DSP -- TJP1 -- RhoA	0.028460	0.001582	TJP1 -- JCAD -- RhoC	0.052869	0.002165	DSP -- TJP1 -- JCAD -- RhoC	0.095177	0.002642	TJP1 -- JCAD	0.001782	0.000374	DSP -- JCAD -- RhoC -- RhoA	0.051094	0.002066	TJP1 -- RhoA	0.005717	0.000713	TJP1 -- JCAD -- RhoC -- RhoA	0.055941	0.002165	DSP -- TJP1 -- JCAD	0.003306	0.000496	JCAD	0.001820	0.000408	DSP -- TJP1 -- RhoC -- RhoA	0.040236	0.001850	DSP -- TJP1 -- JCAD -- RhoA	0.096688	0.002671	DSP -- JCAD -- RhoC	0.012348	0.000976	DSP -- JCAD -- RhoA	0.054351	0.002203	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.387575	0.004521
3.7000	1.5987	0.0041	3.3690	1.0000	<nil>	0.000400	0.000200	RhoC -- RhoA	0.001132	0.000314	DSP -- TJP1	0.004663	0.000649	DSP	0.000859	0.000271	JCAD -- RhoC	0.008188	0.000876	TJP1 -- JCAD	0.002464	0.000440	RhoC	0.001831	0.000417	DSP -- TJP1 -- JCAD	0.003671	0.000524	TJP1	0.001043	0.000305	TJP1 -- RhoC	0.009444	0.000934	DSP -- RhoA	0.009018	0.000913	DSP -- RhoC -- RhoA	0.005986	0.000723	RhoA	0.001600	0.000384	TJP1 -- RhoC -- RhoA	0.005489	0.000684	DSP -- TJP1 -- RhoC	0.030920	0.001653	TJP1 -- JCAD -- RhoA	0.013052	0.001013	JCAD -- RhoA	0.008437	0.000876	DSP -- RhoC	0.003800	0.000574	DSP -- JCAD	0.001942	0.000392	JCAD -- RhoC -- RhoA	0.006220	0.000738	TJP1 -- JCAD -- RhoC	0.052951	0.002159	JCAD	0.001847	0.000411	DSP -- TJP1 -- RhoC -- RhoA	0.039963	0.001850	DSP -- TJP1 -- RhoA	0.027856	0.001572	TJP1 -- JCAD -- RhoC -- RhoA	0.056315	0.002175	DSP -- JCAD -- RhoA	0.053406	0.002173	TJP1 -- RhoA	0.005983	0.000739	DSP -- JCAD -- RhoC -- RhoA	0.053194	0.002117	DSP -- TJP1 -- JCAD -- RhoA	0.092215	0.002610	DSP -- JCAD -- RhoC	0.013040	0.001021	DSP -- TJP1 -- JCAD -- RhoC	0.099676	0.002711	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.383396	0.004526
3.8000	1.6043	0.0041	3.3708	1.0000	<nil>	0.000443	0.000203	RhoC -- RhoA	0.001106	0.000306	JCAD	0.001938	0.000415	JCAD -- RhoC -- RhoA	0.006732	0.000767	DSP -- TJP1	0.004675	0.000636	DSP	0.000977	0.000290	JCAD -- RhoC	0.008378	0.000867	RhoC	0.001593	0.000368	TJP1 -- JCAD	0.002822	0.000482	DSP -- JCAD -- RhoC	0.012353	0.000986	DSP -- RhoA	0.008002	0.000868	TJP1 -- RhoC	0.009669	0.000947	DSP -- JCAD	0.002252	0.000430	TJP1 -- JCAD -- RhoA	0.012682	0.000999	RhoA	0.001969	0.000428	TJP1 -- RhoC -- RhoA	0.005631	0.000711	JCAD -- RhoA	0.008896	0.000906	DSP -- RhoC	0.004584	0.000641	DSP -- TJP1 -- RhoC	0.030827	0.001650	TJP1 -- JCAD -- RhoC	0.054348	0.002181	TJP1	0.001121	0.000309	DSP -- RhoC -- RhoA	0.005606	0.000697	DSP -- TJP1 -- RhoC -- RhoA	0.039285	0.001836	DSP -- TJP1 -- RhoA	0.029000	0.001612	DSP -- TJP1 -- JCAD	0.003230	0.000460	TJP1 -- JCAD -- RhoC -- RhoA	0.054375	0.002147	TJP1 -- RhoA	0.005855	0.000728	DSP -- JCAD -- RhoC -- RhoA	0.052782	0.002111	DSP -- TJP1 -- JCAD -- RhoA	0.090966	0.002587	DSP -- JCAD -- RhoA	0.055837	0.002222	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.385944	0.004538	DSP -- TJP1 -- JCAD -- RhoC	0.096125	0.002661
3.9000	1.6067	0.0040	3.3711	1.0000	<nil>	0.000356	0.000182	JCAD	0.001911	0.000418	JCAD -- RhoC -- RhoA	0.006944	0.000782	DSP	0.001258	0.000332	TJP1	0.001045	0.000291	DSP -- RhoA	0.007634	0.000831	JCAD -- RhoC	0.008127	0.000851	RhoC	0.001540	0.000371	DSP -- TJP1 -- JCAD	0.003964	0.000555	TJP1 -- RhoC	0.009682	0.000934	DSP -- JCAD	0.002619	0.000462	RhoC -- RhoA	0.001083	0.000307	RhoA	0.001791	0.000403	DSP -- TJP1	0.003854	0.000589	TJP1 -- RhoC -- RhoA	0.006194	0.000735	DSP -- TJP1 -- RhoA	0.028850	0.001602	DSP -- JCAD -- RhoC	0.012029	0.000970	JCAD -- RhoA	0.009264	0.000921	TJP1 -- JCAD -- RhoC	0.055602	0.002220	DSP -- RhoC	0.005145	0.000694	TJP1 -- JCAD -- RhoA	0.014141	0.001057	DSP -- TJP1 -- RhoC	0.031166	0.001675	DSP -- TJP1 -- RhoC -- RhoA	0.038241	0.001813	DSP -- RhoC -- RhoA	0.005865	0.000713	TJP1 -- JCAD -- RhoC -- RhoA	0.050975	0.002070	DSP -- TJP1 -- JCAD -- RhoA	0.089591	0.002569	TJP1 -- RhoA	0.005922	0.000711	TJP1 -- JCAD	0.003276	0.000509	DSP -- JCAD -- RhoC -- RhoA	0.051177	0.002069	DSP -- TJP1 -- JCAD -- RhoC	0.093049	0.002627	DSP -- JCAD -- RhoA	0.057554	0.002255	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.390150	0.004547
