,t,DSP,TJP1,JCAD,RhoA,RhoC,delta
0,0.0,0.0,0.4936,0.49809899999999996,0.474073,0.548931,0.07485799999999992
1,0.1,0.0,0.4936,0.498101,0.45213799999999993,0.5888169999999999,0.136679
2,0.2,0.0,0.493599,0.498099,0.433809,0.6122029999999999,0.17839399999999994
3,0.3,0.0,0.49359900000000007,0.49809800000000004,0.41997999999999996,0.629833,0.209853
4,0.4,0.0,0.4936,0.4981,0.410431,0.638504,0.22807299999999997
5,0.5,0.0,0.493599,0.49809899999999996,0.408345,0.646722,0.238377
6,0.6,0.0,0.4935999999999999,0.4981,0.404403,0.6511639999999999,0.24676099999999984
7,0.7,0.0,0.49360099999999996,0.49809999999999993,0.403603,0.656602,0.25299900000000003
8,0.8,0.0,0.49359899999999995,0.49809899999999996,0.401786,0.662538,0.260752
9,0.9,0.0,0.49359899999999995,0.4981,0.40279299999999996,0.6599850000000002,0.2571920000000002
10,1.0,0.0,0.49359899999999995,0.49810099999999996,0.401695,0.6615179999999999,0.2598229999999999
11,1.1,0.0,0.49360099999999996,0.49810000000000004,0.39817600000000003,0.664936,0.26675999999999994
12,1.2,0.0,0.49359899999999995,0.4981,0.398702,0.670266,0.271564
13,1.3,0.0,0.4936,0.49810000000000004,0.399882,0.674119,0.274237
14,1.4,0.0,0.4936,0.4981,0.40136799999999995,0.6715699999999999,0.27020199999999994
15,1.5,0.0,0.49360000000000004,0.4981,0.396772,0.672381,0.275609
16,1.6,0.0,0.493599,0.49809999999999993,0.395505,0.674873,0.27936799999999995
17,1.7,0.0,0.493599,0.49809899999999996,0.39779899999999996,0.677526,0.279727
18,1.8,0.0,0.4936,0.4981,0.39712800000000004,0.6756950000000002,0.2785670000000001
19,1.9,0.0,0.49360000000000004,0.4981,0.40252399999999994,0.672967,0.27044300000000004
20,2.0,0.0,0.493599,0.498101,0.40408,0.6741889999999999,0.27010899999999993
21,2.1,0.0,0.493601,0.498101,0.402202,0.6740460000000001,0.27184400000000014
22,2.2,0.0,0.493601,0.4981,0.39679600000000004,0.6752020000000001,0.27840600000000004
23,2.3,0.0,0.4936,0.498099,0.392384,0.67552,0.283136
24,2.4,0.0,0.49360100000000007,0.498101,0.395158,0.676307,0.281149
25,2.5,0.0,0.49360000000000004,0.49809899999999996,0.396722,0.676098,0.27937599999999996
26,2.6,0.0,0.4936,0.4981,0.397069,0.678916,0.28184699999999996
27,2.7,0.0,0.4936,0.498101,0.399867,0.679048,0.279181
28,2.8,0.0,0.4936,0.4981,0.400511,0.679874,0.279363
29,2.9,0.0,0.49360099999999996,0.4981009999999999,0.40103300000000003,0.6810569999999999,0.2800239999999999
30,3.0,0.0,0.49360000000000004,0.49809899999999996,0.40144199999999997,0.68114,0.279698
31,3.1,0.0,0.4936,0.498101,0.398851,0.680953,0.282102
32,3.2,0.0,0.493599,0.498099,0.39762099999999995,0.6796580000000001,0.28203700000000015
33,3.3,0.0,0.4936,0.49810099999999996,0.39909999999999995,0.6756199999999999,0.27651999999999993
34,3.4,0.0,0.4935999999999999,0.4981000000000001,0.40208299999999997,0.675322,0.273239
35,3.5,0.0,0.49360099999999996,0.49810099999999996,0.40010399999999996,0.6742110000000001,0.27410700000000016
36,3.6,0.0,0.49360199999999993,0.498102,0.398905,0.677151,0.27824599999999994
37,3.7,0.0,0.49360000000000004,0.498099,0.40027,0.677121,0.27685099999999996
38,3.8,0.0,0.49360000000000004,0.4981,0.40114099999999997,0.677758,0.276617
39,3.9,0.0,0.4936,0.4981,0.39921599999999996,0.677412,0.27819600000000005
