t,DSP,TJP1,JCAD,RhoA,RhoC,perturbation,delta,phenotype
0.0,0.5111969999999999,0.505199,0.497798,0.530543,0.538052,WT,0.007508999999999988,Normal
0.1,0.5112,0.5052,0.4978,0.577514,0.575709,WT,-0.0018049999999999455,Normal
0.2,0.511202,0.5052019999999999,0.4978019999999999,0.588048,0.590557,WT,0.0025089999999999835,Normal
0.3,0.5112,0.5052009999999999,0.49780099999999994,0.587878,0.592626,WT,0.0047479999999999745,Normal
0.4,0.511199,0.505198,0.497799,0.5919119999999999,0.597394,WT,0.005482000000000098,Normal
0.5,0.5112,0.5052,0.4978,0.592804,0.596256,WT,0.0034520000000000106,Normal
0.6,0.5111990000000001,0.505198,0.497799,0.596288,0.5913590000000001,WT,-0.004928999999999961,Normal
0.7,0.511201,0.5052000000000001,0.4977999999999999,0.6059590000000001,0.595166,WT,-0.010793000000000164,Normal
0.8,0.511201,0.5052,0.4977999999999999,0.609108,0.5991849999999999,WT,-0.009923000000000126,Normal
0.9,0.5112,0.505199,0.49779900000000005,0.606491,0.593587,WT,-0.012904000000000027,Normal
1.0,0.511201,0.5052000000000001,0.497799,0.608483,0.58889,WT,-0.01959299999999997,Normal
1.1,0.511201,0.5052,0.49779999999999996,0.6068879999999999,0.589394,WT,-0.0174939999999999,Normal
1.2,0.5112000000000001,0.5051990000000001,0.4978,0.6067539999999999,0.5871550000000001,WT,-0.01959899999999981,Normal
1.3,0.511201,0.505198,0.49779699999999993,0.603093,0.589223,WT,-0.013869999999999938,Normal
1.4,0.511201,0.5052010000000001,0.4978,0.599155,0.5886199999999999,WT,-0.010535000000000072,Normal
1.5,0.5112,0.5051990000000001,0.4977989999999999,0.59352,0.591039,WT,-0.0024810000000000665,Normal
1.6,0.5112,0.505201,0.49780100000000005,0.5973569999999998,0.59309,WT,-0.004266999999999799,Normal
1.7,0.511199,0.505199,0.497799,0.6025280000000001,0.597808,WT,-0.0047200000000000575,Normal
1.8,0.5112000000000001,0.505201,0.4978,0.5941930000000001,0.597676,WT,0.003482999999999903,Normal
1.9,0.5111979999999999,0.505199,0.49779899999999994,0.597086,0.5985769999999999,WT,0.001490999999999909,Normal
2.0,0.5111979999999999,0.5051979999999999,0.497798,0.601326,0.5998259999999999,WT,-0.0015000000000001679,Normal
2.1,0.5112000000000001,0.5052,0.4978,0.6013010000000002,0.596298,WT,-0.005003000000000202,Normal
2.2,0.5112,0.505199,0.497799,0.6052369999999999,0.589598,WT,-0.01563899999999996,Normal
2.3,0.5112,0.5052,0.49779799999999996,0.604877,0.591025,WT,-0.013851999999999975,Normal
2.4,0.5111979999999999,0.505198,0.4977979999999999,0.6107659999999999,0.590205,WT,-0.02056099999999994,Normal
2.5,0.5112,0.5051990000000001,0.4978,0.608409,0.5937399999999999,WT,-0.014669000000000043,Normal
2.6,0.5112,0.5052000000000001,0.4978000000000001,0.60532,0.5922429999999999,WT,-0.013077000000000116,Normal
2.7,0.511198,0.5052,0.497799,0.60298,0.5906710000000001,WT,-0.012308999999999903,Normal
2.8,0.511198,0.5051970000000001,0.497796,0.6057199999999999,0.592498,WT,-0.013221999999999956,Normal
2.9,0.511201,0.505201,0.49779999999999996,0.610818,0.586808,WT,-0.024009999999999976,Normal
3.0,0.511198,0.5051990000000001,0.49779700000000005,0.606726,0.586364,WT,-0.02036199999999999,Normal
3.1,0.5112,0.5052,0.497801,0.604607,0.586459,WT,-0.018148000000000053,Normal
3.2,0.5111990000000001,0.5052000000000001,0.4978,0.605119,0.586067,WT,-0.019051999999999958,Normal
3.3,0.511201,0.5052,0.49779999999999996,0.597566,0.594632,WT,-0.002933999999999992,Normal
3.4,0.5112009999999999,0.505202,0.497803,0.592599,0.59792,WT,0.00532100000000002,Normal
3.5,0.5112,0.505201,0.49780100000000005,0.594781,0.599364,WT,0.004583000000000004,Normal
3.6,0.5112,0.5052,0.4978,0.594899,0.6006140000000001,WT,0.005715000000000137,Normal
3.7,0.5111999999999999,0.505199,0.497799,0.593664,0.6037899999999999,WT,0.010125999999999968,Normal
3.8,0.5111999999999999,0.505201,0.4978000000000001,0.5984640000000001,0.603305,WT,0.004840999999999873,Normal
3.9,0.511197,0.505199,0.4978,0.5955900000000001,0.6012740000000001,WT,0.005684000000000022,Normal
4.0,0.5112,0.505201,0.4978020000000001,0.591801,0.5987340000000001,WT,0.006933000000000078,Normal
4.1,0.511199,0.5051989999999998,0.497799,0.593783,0.5986690000000001,WT,0.004886000000000168,Normal
4.2,0.5112,0.505201,0.497803,0.6022959999999999,0.599433,WT,-0.002862999999999949,Normal
4.3,0.5112009999999999,0.5051990000000001,0.49779999999999996,0.602337,0.60348,WT,0.0011430000000000051,Normal
4.4,0.5112,0.5052010000000001,0.4978,0.5982839999999999,0.5984700000000001,WT,0.0001860000000001305,Normal
4.5,0.511201,0.505201,0.49780100000000005,0.59254,0.60196,WT,0.009420000000000095,Normal
4.6,0.511201,0.5052,0.49780100000000005,0.591841,0.6075959999999999,WT,0.015754999999999963,Normal
4.7,0.5112000000000001,0.505201,0.49780100000000005,0.5918479999999999,0.6069300000000001,WT,0.01508200000000015,Normal
4.8,0.5111990000000001,0.5051990000000001,0.49780100000000005,0.5918970000000001,0.60594,WT,0.014042999999999917,Normal
4.9,0.511199,0.505199,0.497799,0.592117,0.6018030000000001,WT,0.009686000000000083,Normal
5.0,0.5111990000000001,0.5051990000000001,0.4977990000000001,0.5949270000000001,0.597751,WT,0.0028239999999999377,Normal
5.1,0.5112,0.5051990000000001,0.49779999999999996,0.5957239999999999,0.5950169999999999,WT,-0.0007070000000000132,Normal
5.2,0.5112,0.505202,0.49779999999999996,0.589938,0.599905,WT,0.00996700000000006,Normal
5.3,0.5111990000000001,0.5052000000000001,0.49779799999999996,0.59163,0.6001350000000001,WT,0.008505000000000096,Normal
5.4,0.5111999999999999,0.505199,0.49779900000000005,0.5949139999999999,0.600938,WT,0.006024000000000029,Normal
5.5,0.511201,0.5052,0.4978020000000001,0.5950110000000001,0.6016270000000001,WT,0.006616000000000066,Normal
5.6,0.5112,0.5052,0.497798,0.5929289999999999,0.608106,WT,0.015177000000000107,Normal
5.7,0.511199,0.505199,0.49779799999999996,0.596468,0.608389,WT,0.01192099999999996,Normal
5.8,0.5112,0.505201,0.4978,0.5934189999999999,0.606548,WT,0.013129000000000057,Normal
5.9,0.511199,0.505199,0.49779999999999996,0.589649,0.605802,WT,0.016152999999999973,Normal
6.0,0.511203,0.505202,0.497801,0.599925,0.5991469999999999,WT,-0.0007780000000001674,Normal
6.1,0.5112019999999999,0.505201,0.49780300000000005,0.604388,0.5940219999999999,WT,-0.010366000000000097,Normal
6.2,0.5112,0.505199,0.4978,0.610144,0.59162,WT,-0.018523999999999985,Normal
6.3,0.5112,0.5051990000000001,0.497799,0.6061110000000001,0.5944420000000001,WT,-0.01166899999999993,Normal
6.4,0.511198,0.505202,0.4978000000000001,0.608378,0.59451,WT,-0.013867999999999991,Normal
6.5,0.5112,0.505201,0.49780100000000005,0.60461,0.592476,WT,-0.012133999999999978,Normal
6.6,0.511202,0.5052,0.49780199999999997,0.600601,0.594132,WT,-0.006469000000000058,Normal
6.7,0.511201,0.505201,0.4978,0.602436,0.597161,WT,-0.005274999999999919,Normal
6.8,0.5112,0.505199,0.497799,0.604855,0.5967900000000002,WT,-0.008064999999999878,Normal
6.9,0.5111990000000001,0.5052,0.49779999999999996,0.6066640000000001,0.591767,WT,-0.014897000000000049,Normal
7.0,0.511199,0.505199,0.497799,0.5993040000000001,0.5959779999999999,WT,-0.003326000000000162,Normal
7.1,0.5111979999999999,0.505198,0.4977970000000001,0.5969500000000001,0.597612,WT,0.0006619999999999404,Normal
7.2,0.5111990000000001,0.5051990000000001,0.49779799999999996,0.599535,0.598105,WT,-0.0014300000000000423,Normal
7.3,0.511201,0.5052000000000001,0.49779999999999996,0.600388,0.598719,WT,-0.0016690000000000316,Normal
7.4,0.511202,0.5052010000000001,0.49780199999999997,0.602926,0.5942620000000001,WT,-0.008663999999999894,Normal
7.5,0.511201,0.5052019999999999,0.49779999999999996,0.6054820000000001,0.597533,WT,-0.007949000000000095,Normal
7.6,0.511202,0.505201,0.4978,0.6067750000000001,0.593837,WT,-0.012938000000000116,Normal
7.7,0.511199,0.505199,0.497797,0.6017710000000001,0.595613,WT,-0.006158000000000108,Normal
7.8,0.5112009999999999,0.505201,0.49780100000000005,0.6027389999999999,0.596046,WT,-0.006692999999999949,Normal
7.9,0.5111990000000001,0.5052000000000001,0.497799,0.597646,0.5955889999999999,WT,-0.0020570000000000865,Normal
8.0,0.511199,0.5052,0.497799,0.6018860000000001,0.590943,WT,-0.010943000000000147,Normal
8.1,0.5112000000000001,0.505199,0.4978,0.608419,0.5852420000000002,WT,-0.023176999999999892,Normal
8.2,0.511199,0.505197,0.497799,0.611103,0.5904010000000001,WT,-0.020701999999999887,Normal
8.3,0.511201,0.505201,0.49779900000000005,0.612696,0.5925279999999999,WT,-0.020168000000000075,Normal
8.4,0.511201,0.5052,0.4978,0.614273,0.593008,WT,-0.02126499999999998,Normal
8.5,0.511201,0.505202,0.497802,0.611037,0.59974,WT,-0.011297000000000001,Normal
8.6,0.5112,0.505201,0.497799,0.603575,0.598137,WT,-0.005437999999999943,Normal
8.7,0.5112,0.5052,0.4978000000000001,0.6014819999999999,0.590941,WT,-0.0105409999999998,Normal
8.8,0.5112,0.5052009999999999,0.49779900000000005,0.6036630000000001,0.5905720000000001,WT,-0.013090999999999964,Normal
8.9,0.511202,0.505202,0.4978,0.6018720000000001,0.600449,WT,-0.001423000000000063,Normal
9.0,0.511199,0.5051990000000001,0.497799,0.5998600000000001,0.5964480000000001,WT,-0.0034119999999999706,Normal
9.1,0.5112,0.5052000000000001,0.49780100000000005,0.603354,0.5945940000000001,WT,-0.008759999999999879,Normal
9.2,0.5112,0.5052,0.4977990000000001,0.596796,0.594955,WT,-0.0018409999999999815,Normal
9.3,0.511201,0.5052,0.49780099999999994,0.595962,0.59468,WT,-0.0012820000000000054,Normal
9.4,0.5111979999999999,0.5051979999999999,0.49779900000000005,0.5970209999999999,0.603132,WT,0.006111000000000089,Normal
9.5,0.5112009999999999,0.5052,0.4978019999999999,0.5941609999999999,0.601046,WT,0.00688500000000003,Normal
9.6,0.5112000000000001,0.5051990000000001,0.4978020000000001,0.59819,0.6057270000000001,WT,0.007537000000000127,Normal
9.7,0.5111990000000001,0.505201,0.49780100000000005,0.59648,0.610635,WT,0.014155000000000029,Normal
9.8,0.5112,0.505201,0.4978020000000001,0.597127,0.605621,WT,0.008494000000000002,Normal
9.9,0.5111990000000001,0.5052,0.49779900000000005,0.5930110000000001,0.6063759999999999,WT,0.01336499999999985,Normal
0.0,0.0,0.4893990000000001,0.48079900000000003,0.48091700000000004,0.534136,DSP,0.053219000000000016,Normal
0.1,0.0,0.48939900000000003,0.48079900000000003,0.452431,0.5684009999999999,DSP,0.1159699999999999,Normal
0.2,0.0,0.48939999999999995,0.480801,0.43766999999999995,0.59655,DSP,0.15888000000000008,Normal
0.3,0.0,0.48939900000000003,0.480799,0.431408,0.6160629999999999,DSP,0.1846549999999999,Normal
0.4,0.0,0.4894,0.48079999999999995,0.422025,0.631883,DSP,0.209858,Normal
0.5,0.0,0.48940100000000003,0.480801,0.415914,0.640068,DSP,0.22415399999999996,Normal
0.6,0.0,0.489399,0.4808,0.41095,0.6485989999999999,DSP,0.23764899999999994,Normal
0.7,0.0,0.48940000000000006,0.48080000000000006,0.40809,0.6553739999999999,DSP,0.2472839999999999,Normal
