t,DSP,TJP1,JCAD,RhoA,RhoC,perturbation,delta,phenotype
0.0,0.5015999999999999,0.49559999999999993,0.5001990000000001,0.532183,0.5428320000000001,WT,0.01064900000000013,Normal
0.1,0.5015999999999999,0.49560099999999996,0.500201,0.5744130000000001,0.574765,WT,0.00035199999999990794,Normal
0.2,0.5015989999999999,0.4955979999999999,0.500201,0.5822570000000001,0.583067,WT,0.0008099999999998664,Normal
0.3,0.5016010000000001,0.49560000000000004,0.500201,0.58603,0.5840620000000001,WT,-0.0019679999999999698,Normal
0.4,0.501601,0.49560099999999996,0.500202,0.589838,0.585897,WT,-0.003940999999999972,Normal
0.5,0.501599,0.495598,0.5002,0.585955,0.589509,WT,0.003553999999999946,Normal
0.6,0.501598,0.49559800000000004,0.500198,0.588092,0.590112,WT,0.0020200000000000218,Normal
0.7,0.5016010000000001,0.49560100000000007,0.5002,0.589721,0.590851,WT,0.0011299999999999644,Normal
0.8,0.5016,0.49560000000000004,0.5002,0.594083,0.5904309999999999,WT,-0.0036520000000000996,Normal
0.9,0.5016010000000001,0.49560100000000007,0.5002,0.5914630000000001,0.5909150000000001,WT,-0.0005479999999999929,Normal
1.0,0.5015989999999999,0.49559999999999993,0.500201,0.589688,0.5941909999999999,WT,0.004502999999999924,Normal
1.1,0.5016010000000001,0.4956,0.5002,0.5849589999999999,0.593687,WT,0.008728000000000069,Normal
1.2,0.501598,0.49559900000000007,0.5002,0.586799,0.5914210000000001,WT,0.004622000000000126,Normal
1.3,0.5015999999999999,0.4956,0.5002,0.5854480000000001,0.5899470000000001,WT,0.004499000000000031,Normal
1.4,0.5016,0.49560000000000004,0.500201,0.586887,0.5897209999999999,WT,0.002833999999999892,Normal
1.5,0.5016,0.4956,0.5002,0.5967629999999999,0.587907,WT,-0.008855999999999975,Normal
1.6,0.5015989999999999,0.49560000000000004,0.500197,0.596875,0.5888059999999999,WT,-0.008069000000000104,Normal
1.7,0.501601,0.4956,0.500202,0.5975230000000001,0.589097,WT,-0.008426000000000156,Normal
1.8,0.501601,0.49560200000000004,0.500202,0.603816,0.590244,WT,-0.013572000000000028,Normal
1.9,0.5016,0.49560000000000004,0.5001990000000001,0.604395,0.5927979999999999,WT,-0.01159700000000008,Normal
2.0,0.501599,0.49559999999999993,0.500198,0.601194,0.590448,WT,-0.010746000000000033,Normal
