t,DSP,TJP1,JCAD,RhoA,RhoC,perturbation,delta,phenotype
0.0,0.4991009999999999,0.5008009999999999,0.499401,0.532218,0.534269,WT,0.002051000000000025,Normal
0.1,0.49909900000000007,0.500799,0.49939900000000004,0.568633,0.573379,WT,0.004745999999999917,Normal
0.2,0.4991,0.5008,0.4994,0.5829599999999999,0.5910280000000001,WT,0.008068000000000186,Normal
0.3,0.4991000000000001,0.5008,0.49940000000000007,0.590225,0.596971,WT,0.00674600000000003,Normal
0.4,0.49910099999999996,0.5008,0.499402,0.5938089999999999,0.595506,WT,0.0016970000000000596,Normal
0.5,0.4990980000000001,0.500799,0.4993990000000001,0.591369,0.594502,WT,0.0031329999999999414,Normal
0.6,0.4991000000000001,0.5008,0.4994,0.592371,0.5947910000000001,WT,0.0024200000000000887,Normal
0.7,0.49909999999999993,0.500799,0.49939800000000006,0.594775,0.593878,WT,-0.0008970000000000367,Normal
0.8,0.49909899999999996,0.5008009999999999,0.4994,0.5963630000000001,0.594933,WT,-0.0014300000000000423,Normal
0.9,0.49910000000000004,0.5008,0.4994,0.596589,0.596709,WT,0.00012000000000000899,Normal
1.0,0.499101,0.5008,0.49939999999999996,0.5981800000000002,0.5974069999999999,WT,-0.0007730000000002457,Normal
1.1,0.499102,0.500802,0.499402,0.6004300000000001,0.5961669999999999,WT,-0.004263000000000239,Normal
1.2,0.499101,0.500801,0.4994,0.598824,0.595387,WT,-0.0034370000000000234,Normal
1.3,0.4991010000000001,0.5008020000000001,0.49939999999999996,0.597756,0.596909,WT,-0.0008469999999999311,Normal
1.4,0.4991019999999999,0.5008009999999999,0.49940299999999993,0.5940660000000001,0.593566,WT,-0.000500000000000056,Normal
1.5,0.49909900000000007,0.500801,0.499398,0.5954680000000001,0.596665,WT,0.0011969999999998926,Normal
1.6,0.49910000000000004,0.5008,0.499399,0.6001320000000001,0.592741,WT,-0.0073910000000001475,Normal
1.7,0.49910099999999996,0.500799,0.49940099999999993,0.6014359999999999,0.5886140000000001,WT,-0.012821999999999778,Normal
1.8,0.49909999999999993,0.500802,0.49940100000000004,0.6020800000000002,0.591609,WT,-0.010471000000000119,Normal
1.9,0.499101,0.500801,0.49940000000000007,0.603269,0.5912599999999999,WT,-0.012009000000000158,Normal
2.0,0.4991,0.5008,0.4994,0.6028689999999999,0.590054,WT,-0.01281499999999991,Normal
2.1,0.4991,0.500799,0.49939999999999996,0.607444,0.5940569999999998,WT,-0.013387000000000149,Normal
2.2,0.4991,0.500801,0.499402,0.6101590000000001,0.591692,WT,-0.018467000000000122,Normal
2.3,0.49909899999999996,0.5008,0.49939999999999996,0.607621,0.590208,WT,-0.017413000000000012,Normal
2.4,0.499101,0.5008030000000001,0.49940099999999993,0.6052900000000001,0.593251,WT,-0.012039000000000133,Normal
2.5,0.49909899999999996,0.500799,0.49940100000000004,0.605149,0.596589,WT,-0.008560000000000012,Normal
2.6,0.4991,0.5008,0.49939900000000004,0.604818,0.599621,WT,-0.005197000000000007,Normal
2.7,0.499099,0.500799,0.499398,0.6018319999999999,0.597875,WT,-0.003956999999999877,Normal
2.8,0.499101,0.500801,0.499401,0.6015879999999999,0.5963809999999998,WT,-0.005207000000000073,Normal
2.9,0.499101,0.5008,0.499399,0.600957,0.5979789999999999,WT,-0.002978000000000036,Normal
3.0,0.49910000000000004,0.5008,0.499399,0.600147,0.5986509999999999,WT,-0.0014960000000000528,Normal
3.1,0.4991009999999999,0.5008,0.49940000000000007,0.599855,0.595518,WT,-0.004337000000000035,Normal
3.2,0.49910000000000004,0.500798,0.499399,0.5980139999999999,0.5942860000000001,WT,-0.0037279999999998426,Normal
3.3,0.4991,0.500799,0.49939999999999996,0.597643,0.5939380000000001,WT,-0.0037049999999999583,Normal
3.4,0.49909899999999996,0.5008,0.49940099999999993,0.601828,0.5946980000000001,WT,-0.00712999999999997,Normal
3.5,0.49910099999999996,0.5008009999999999,0.499402,0.6032430000000001,0.597656,WT,-0.00558700000000012,Normal
3.6,0.499101,0.500799,0.49940000000000007,0.600635,0.598707,WT,-0.0019280000000000408,Normal
3.7,0.4991000000000001,0.5008,0.49939999999999996,0.600453,0.5998800000000001,WT,-0.0005729999999999347,Normal
3.8,0.49909899999999996,0.500798,0.49940000000000007,0.600913,0.597824,WT,-0.0030890000000000084,Normal
3.9,0.49910099999999996,0.5008,0.49940199999999996,0.5990230000000001,0.599908,WT,0.0008849999999999136,Normal
0.0,0.0,0.500899,0.5056,0.477867,0.538858,DSP,0.06099099999999996,Normal
0.1,0.0,0.500899,0.5056,0.450089,0.587149,DSP,0.13706000000000002,Normal
0.2,0.0,0.500899,0.5056,0.43086599999999997,0.6119690000000001,DSP,0.18110300000000012,Normal
0.3,0.0,0.5009,0.5055999999999999,0.420829,0.6266480000000001,DSP,0.20581900000000009,Normal
0.4,0.0,0.500899,0.5055989999999999,0.4127259999999999,0.6378079999999999,DSP,0.225082,Normal
0.5,0.0,0.5009,0.5055999999999999,0.401304,0.649771,DSP,0.248467,Normal
0.6,0.0,0.500901,0.505601,0.3966660000000001,0.6580600000000001,DSP,0.261394,Hyper
0.7,0.0,0.500901,0.5056,0.39657400000000004,0.6632629999999999,DSP,0.2666889999999999,Hyper
0.8,0.0,0.5009,0.505601,0.390871,0.665545,DSP,0.27467400000000003,Hyper
0.9,0.0,0.500901,0.5056,0.393991,0.668515,DSP,0.274524,Hyper
1.0,0.0,0.5008999999999999,0.5056,0.39776,0.6707839999999998,DSP,0.2730239999999998,Hyper
1.1,0.0,0.5008999999999999,0.5055999999999999,0.39982399999999996,0.675043,DSP,0.275219,Hyper
