step,time,perturbation,id,L_current,L_cortex,L_sf,k_active,alignment,init_alignment,tension_cortex,tension_sf,tension_total,DSP,TJP1,JCAD,P_RhoA,P_RhoC
300,30.0,TJP1_JCAD_DKO,4,7.4335,4.6822,4.6822,1.8912,0.964,0.195,5.1984,0.0,5.1984,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,5,7.5037,4.6822,4.6822,1.8405,0.967,0.556,5.1876,0.0,5.1876,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,6,7.7178,4.6822,4.6822,1.7301,0.979,0.831,5.2447,0.0,5.2447,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,7,8.0319,4.6822,4.6822,1.6202,0.996,0.981,5.4182,0.0,5.4182,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,8,8.0319,4.6822,4.6822,1.6202,0.996,0.981,5.4182,0.0,5.4182,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,9,7.7178,4.6822,4.6822,1.7301,0.979,0.831,5.2447,0.0,5.2447,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,10,7.5037,4.6822,4.6822,1.8405,0.967,0.556,5.1876,0.0,5.1876,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,11,7.4335,4.6822,4.6822,1.8912,0.964,0.195,5.1984,0.0,5.1984,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,12,7.4335,4.6822,4.6822,1.8912,0.964,0.195,5.1984,0.0,5.1984,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,13,7.5037,4.6822,4.6822,1.8405,0.967,0.556,5.1876,0.0,5.1876,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,14,7.7178,4.6822,4.6822,1.7301,0.979,0.831,5.2447,0.0,5.2447,0.668,0.0,0.0,0.606,0.37
300,30.0,TJP1_JCAD_DKO,15,8.0319,4.6822,4.6822,1.6202,0.996,0.981,5.4182,0.0,5.4182,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,0,8.4614,4.6822,4.6822,1.7447,0.997,0.981,6.585,0.0,6.585,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,1,8.026,4.6822,4.6822,1.8377,0.984,0.831,6.1382,0.0,6.1382,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,2,7.6576,4.6822,4.6822,1.9312,0.972,0.556,5.7412,0.0,5.7412,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,3,7.4144,4.6822,4.6822,1.974,0.964,0.195,5.3894,0.0,5.3894,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,4,7.4144,4.6822,4.6822,1.974,0.964,0.195,5.3894,0.0,5.3894,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,5,7.6576,4.6822,4.6822,1.9312,0.972,0.556,5.7412,0.0,5.7412,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,6,8.026,4.6822,4.6822,1.8377,0.984,0.831,6.1382,0.0,6.1382,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,7,8.4614,4.6822,4.6822,1.7447,0.997,0.981,6.585,0.0,6.585,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,8,8.4614,4.6822,4.6822,1.7447,0.997,0.981,6.585,0.0,6.585,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,9,8.026,4.6822,4.6822,1.8377,0.984,0.831,6.1382,0.0,6.1382,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,10,7.6576,4.6822,4.6822,1.9312,0.972,0.556,5.7412,0.0,5.7412,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,11,7.4144,4.6822,4.6822,1.974,0.964,0.195,5.3894,0.0,5.3894,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,12,7.4144,4.6822,4.6822,1.974,0.964,0.195,5.3894,0.0,5.3894,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,13,7.6576,4.6822,4.6822,1.9312,0.972,0.556,5.7412,0.0,5.7412,0.668,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,14,8.026,4.6822,4.6822,1.8377,0.984,0.831,6.1382,0.0,6.1382,0.669,0.0,0.0,0.606,0.37
350,35.0,TJP1_JCAD_DKO,15,8.4614,4.6822,4.6822,1.7447,0.997,0.981,6.585,0.0,6.585,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,0,8.7502,4.6822,4.6822,1.8501,0.997,0.981,7.5182,0.0,7.5182,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,1,8.2414,4.6822,4.6822,1.9288,0.987,0.831,6.859,0.0,6.859,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,2,7.7677,4.6822,4.6822,2.0079,0.975,0.556,6.191,0.0,6.191,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,3,7.3964,4.6822,4.6822,2.0441,0.965,0.195,5.5448,0.0,5.5448,0.668,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,4,7.3964,4.6822,4.6822,2.0441,0.965,0.195,5.5448,0.0,5.5448,0.668,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,5,7.7677,4.6822,4.6822,2.0079,0.975,0.556,6.191,0.0,6.191,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,6,8.2414,4.6822,4.6822,1.9288,0.987,0.831,6.859,0.0,6.859,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,7,8.7502,4.6822,4.6822,1.8501,0.997,0.981,7.5182,0.0,7.5182,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,8,8.7502,4.6822,4.6822,1.8501,0.997,0.981,7.5182,0.0,7.5182,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,9,8.2414,4.6822,4.6822,1.9288,0.987,0.831,6.859,0.0,6.859,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,10,7.7677,4.6822,4.6822,2.0079,0.975,0.556,6.191,0.0,6.191,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,11,7.3964,4.6822,4.6822,2.0441,0.965,0.195,5.5448,0.0,5.5448,0.668,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,12,7.3964,4.6822,4.6822,2.0441,0.965,0.195,5.5448,0.0,5.5448,0.668,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,13,7.7677,4.6822,4.6822,2.0079,0.975,0.556,6.191,0.0,6.191,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,14,8.2414,4.6822,4.6822,1.9288,0.987,0.831,6.859,0.0,6.859,0.669,0.0,0.0,0.606,0.37
400,40.0,TJP1_JCAD_DKO,15,8.7502,4.6822,4.6822,1.8501,0.997,0.981,7.5182,0.0,7.5182,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,0,8.926,4.6822,4.6822,1.9392,0.998,0.981,8.2229,0.0,8.2229,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,1,8.3774,4.6822,4.6822,2.0058,0.988,0.831,7.4068,0.0,7.4068,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,2,7.8368,4.6822,4.6822,2.0728,0.977,0.556,6.535,0.0,6.535,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,3,7.3765,4.6822,4.6822,2.1035,0.965,0.195,5.6644,0.0,5.6644,0.668,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,4,7.3765,4.6822,4.6822,2.1035,0.965,0.195,5.6644,0.0,5.6644,0.668,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,5,7.8368,4.6822,4.6822,2.0728,0.977,0.556,6.535,0.0,6.535,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,6,8.3774,4.6822,4.6822,2.0058,0.988,0.831,7.4068,0.0,7.4068,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,7,8.926,4.6822,4.6822,1.9392,0.998,0.981,8.2229,0.0,8.2229,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,8,8.926,4.6822,4.6822,1.9392,0.998,0.981,8.2229,0.0,8.2229,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,9,8.3774,4.6822,4.6822,2.0058,0.988,0.831,7.4068,0.0,7.4068,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,10,7.8368,4.6822,4.6822,2.0728,0.977,0.556,6.535,0.0,6.535,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,11,7.3765,4.6822,4.6822,2.1035,0.965,0.195,5.6644,0.0,5.6644,0.668,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,12,7.3765,4.6822,4.6822,2.1035,0.965,0.195,5.6644,0.0,5.6644,0.668,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,13,7.8368,4.6822,4.6822,2.0728,0.977,0.556,6.535,0.0,6.535,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,14,8.3774,4.6822,4.6822,2.0058,0.988,0.831,7.4068,0.0,7.4068,0.669,0.0,0.0,0.606,0.37
450,45.0,TJP1_JCAD_DKO,15,8.926,4.6822,4.6822,1.9392,0.998,0.981,8.2229,0.0,8.2229,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,0,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,1,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,2,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,3,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,4,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,5,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,6,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,7,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,8,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,9,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,10,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,11,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,12,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,13,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,14,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,15,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
