step,time,perturbation,id,L_current,L_cortex,L_sf,k_active,alignment,init_alignment,tension_cortex,tension_sf,tension_total,DSP,TJP1,JCAD,P_RhoA,P_RhoC
0,0.0,WT,0,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,1,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,2,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,3,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,4,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,5,4.6822,4.6822,4.6822,1.0,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,6,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,7,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,8,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,9,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,10,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,11,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,12,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,13,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,14,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,WT,15,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
50,5.0,WT,0,4.3687,4.6822,4.6822,1.0,0.977,0.981,-0.0313,0.0,-0.0313,0.0,0.0,0.0,0.463,0.437
50,5.0,WT,1,5.0715,4.6822,4.6707,1.0,0.8,0.831,0.3894,0.2293,0.6187,0.069,0.253,0.006,0.419,0.518
50,5.0,WT,2,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
50,5.0,WT,3,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,WT,4,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,WT,5,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
50,5.0,WT,6,5.0715,4.6822,4.6707,1.0,0.8,0.831,0.3894,0.2293,0.6187,0.069,0.253,0.006,0.419,0.518
50,5.0,WT,7,4.3687,4.6822,4.6822,1.0,0.977,0.981,-0.0313,0.0,-0.0313,0.0,0.0,0.0,0.463,0.437
50,5.0,WT,8,4.3687,4.6822,4.6822,1.0,0.977,0.981,-0.0313,0.0,-0.0313,0.0,0.0,0.0,0.463,0.437
50,5.0,WT,9,5.0715,4.6822,4.6707,1.0,0.8,0.831,0.3894,0.2293,0.6187,0.069,0.253,0.006,0.419,0.518
50,5.0,WT,10,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
50,5.0,WT,11,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,WT,12,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,WT,13,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
50,5.0,WT,14,5.0715,4.6822,4.6707,1.0,0.8,0.831,0.3894,0.2293,0.6187,0.069,0.253,0.006,0.419,0.518
50,5.0,WT,15,4.3687,4.6822,4.6822,1.0,0.977,0.981,-0.0313,0.0,-0.0313,0.0,0.0,0.0,0.463,0.437
100,10.0,WT,0,5.2595,4.6822,4.653,1.0019,0.958,0.981,0.5783,0.4095,0.9878,0.184,0.383,0.058,0.468,0.515
100,10.0,WT,1,5.7618,4.6822,4.603,1.0295,0.853,0.831,1.1098,0.6637,1.7735,0.487,0.557,0.298,0.514,0.575
100,10.0,WT,2,6.5828,4.6822,4.5679,1.2631,0.902,0.556,2.3902,0.7718,3.162,0.646,0.642,0.64,0.654,0.619
100,10.0,WT,3,7.6991,4.6822,4.623,1.4645,0.949,0.195,4.4048,0.414,4.8188,0.666,0.661,0.668,0.644,0.637
100,10.0,WT,4,7.6991,4.6822,4.623,1.4645,0.949,0.195,4.4048,0.414,4.8188,0.666,0.661,0.668,0.644,0.637
100,10.0,WT,5,6.5828,4.6822,4.5679,1.2631,0.902,0.556,2.3902,0.7718,3.162,0.646,0.642,0.64,0.654,0.619
100,10.0,WT,6,5.7618,4.6822,4.603,1.0295,0.853,0.831,1.1098,0.6637,1.7735,0.487,0.557,0.298,0.514,0.575
100,10.0,WT,7,5.2595,4.6822,4.653,1.0019,0.958,0.981,0.5783,0.4095,0.9878,0.184,0.383,0.058,0.468,0.515
100,10.0,WT,8,5.2595,4.6822,4.653,1.0019,0.958,0.981,0.5783,0.4095,0.9878,0.184,0.383,0.058,0.468,0.515
100,10.0,WT,9,5.7618,4.6822,4.603,1.0295,0.853,0.831,1.1098,0.6637,1.7735,0.487,0.557,0.298,0.514,0.575
100,10.0,WT,10,6.5828,4.6822,4.5679,1.2631,0.902,0.556,2.3902,0.7718,3.162,0.646,0.642,0.64,0.654,0.619
100,10.0,WT,11,7.6991,4.6822,4.623,1.4645,0.949,0.195,4.4048,0.414,4.8188,0.666,0.661,0.668,0.644,0.637
100,10.0,WT,12,7.6991,4.6822,4.623,1.4645,0.949,0.195,4.4048,0.414,4.8188,0.666,0.661,0.668,0.644,0.637
100,10.0,WT,13,6.5828,4.6822,4.5679,1.2631,0.902,0.556,2.3902,0.7718,3.162,0.646,0.642,0.64,0.654,0.619
100,10.0,WT,14,5.7618,4.6822,4.603,1.0295,0.853,0.831,1.1098,0.6637,1.7735,0.487,0.557,0.298,0.514,0.575
100,10.0,WT,15,5.2595,4.6822,4.653,1.0019,0.958,0.981,0.5783,0.4095,0.9878,0.184,0.383,0.058,0.468,0.515
150,15.0,WT,0,6.0372,4.6822,4.5394,1.0858,0.979,0.981,1.467,1.0116,2.4786,0.577,0.6,0.543,0.565,0.626
150,15.0,WT,1,6.367,4.6822,4.4932,1.2186,0.925,0.831,2.046,1.0738,3.1198,0.632,0.632,0.622,0.612,0.616
150,15.0,WT,2,6.8045,4.6822,4.4871,1.5015,0.934,0.556,3.1773,0.8878,4.0651,0.659,0.654,0.661,0.644,0.637
150,15.0,WT,3,7.5174,4.6822,4.5974,1.6714,0.955,0.195,4.728,0.393,5.121,0.667,0.663,0.668,0.644,0.637
150,15.0,WT,4,7.5174,4.6822,4.5974,1.6714,0.955,0.195,4.728,0.393,5.121,0.667,0.663,0.668,0.644,0.637
150,15.0,WT,5,6.8045,4.6822,4.4871,1.5015,0.934,0.556,3.1773,0.8878,4.0651,0.659,0.654,0.661,0.644,0.637
150,15.0,WT,6,6.367,4.6822,4.4932,1.2186,0.925,0.831,2.046,1.0738,3.1198,0.632,0.632,0.622,0.612,0.616
150,15.0,WT,7,6.0372,4.6822,4.5394,1.0858,0.979,0.981,1.467,1.0116,2.4786,0.577,0.6,0.543,0.565,0.626
150,15.0,WT,8,6.0372,4.6822,4.5394,1.0858,0.979,0.981,1.467,1.0116,2.4786,0.577,0.6,0.543,0.565,0.626
150,15.0,WT,9,6.367,4.6822,4.4932,1.2186,0.925,0.831,2.046,1.0738,3.1198,0.632,0.632,0.622,0.612,0.616
150,15.0,WT,10,6.8045,4.6822,4.4871,1.5015,0.934,0.556,3.1773,0.8878,4.0651,0.659,0.654,0.661,0.644,0.637
150,15.0,WT,11,7.5174,4.6822,4.5974,1.6714,0.955,0.195,4.728,0.393,5.121,0.667,0.663,0.668,0.644,0.637
150,15.0,WT,12,7.5174,4.6822,4.5974,1.6714,0.955,0.195,4.728,0.393,5.121,0.667,0.663,0.668,0.644,0.637
150,15.0,WT,13,6.8045,4.6822,4.4871,1.5015,0.934,0.556,3.1773,0.8878,4.0651,0.659,0.654,0.661,0.644,0.637
150,15.0,WT,14,6.367,4.6822,4.4932,1.2186,0.925,0.831,2.046,1.0738,3.1198,0.632,0.632,0.622,0.612,0.616
150,15.0,WT,15,6.0372,4.6822,4.5394,1.0858,0.979,0.981,1.467,1.0116,2.4786,0.577,0.6,0.543,0.565,0.626
200,20.0,WT,0,6.7825,4.6822,4.3987,1.3201,0.993,0.981,2.7621,1.6113,4.3734,0.654,0.649,0.658,0.644,0.637
200,20.0,WT,1,6.856,4.6822,4.3782,1.4574,0.961,0.831,3.1585,1.4203,4.5788,0.659,0.654,0.662,0.644,0.637
200,20.0,WT,2,7.0169,4.6822,4.4185,1.7027,0.95,0.556,3.9667,0.9956,4.9623,0.665,0.66,0.667,0.644,0.637
200,20.0,WT,3,7.4198,4.6822,4.5758,1.8465,0.955,0.195,5.0461,0.3828,5.4288,0.667,0.663,0.669,0.644,0.637
200,20.0,WT,4,7.4198,4.6822,4.5758,1.8465,0.955,0.195,5.0461,0.3828,5.4288,0.667,0.663,0.669,0.644,0.637
200,20.0,WT,5,7.0169,4.6822,4.4185,1.7027,0.95,0.556,3.9667,0.9956,4.9623,0.665,0.66,0.667,0.644,0.637
200,20.0,WT,6,6.856,4.6822,4.3782,1.4574,0.961,0.831,3.1585,1.4203,4.5788,0.659,0.654,0.662,0.644,0.637
200,20.0,WT,7,6.7825,4.6822,4.3987,1.3201,0.993,0.981,2.7621,1.6113,4.3734,0.654,0.649,0.658,0.644,0.637
200,20.0,WT,8,6.7825,4.6822,4.3987,1.3201,0.993,0.981,2.7621,1.6113,4.3734,0.654,0.649,0.658,0.644,0.637
200,20.0,WT,9,6.856,4.6822,4.3782,1.4574,0.961,0.831,3.1585,1.4203,4.5788,0.659,0.654,0.662,0.644,0.637
200,20.0,WT,10,7.0169,4.6822,4.4185,1.7027,0.95,0.556,3.9667,0.9956,4.9623,0.665,0.66,0.667,0.644,0.637
200,20.0,WT,11,7.4198,4.6822,4.5758,1.8465,0.955,0.195,5.0461,0.3828,5.4288,0.667,0.663,0.669,0.644,0.637
200,20.0,WT,12,7.4198,4.6822,4.5758,1.8465,0.955,0.195,5.0461,0.3828,5.4288,0.667,0.663,0.669,0.644,0.637
200,20.0,WT,13,7.0169,4.6822,4.4185,1.7027,0.95,0.556,3.9667,0.9956,4.9623,0.665,0.66,0.667,0.644,0.637
200,20.0,WT,14,6.856,4.6822,4.3782,1.4574,0.961,0.831,3.1585,1.4203,4.5788,0.659,0.654,0.662,0.644,0.637
200,20.0,WT,15,6.7825,4.6822,4.3987,1.3201,0.993,0.981,2.7621,1.6113,4.3734,0.654,0.649,0.658,0.644,0.637
250,25.0,WT,0,7.3613,4.6822,4.2682,1.5491,0.996,0.981,4.1391,2.0916,6.2307,0.665,0.66,0.668,0.644,0.637
250,25.0,WT,1,7.2631,4.6822,4.2773,1.6654,0.977,0.831,4.2885,1.7119,6.0004,0.666,0.661,0.668,0.644,0.637
250,25.0,WT,2,7.2209,4.6822,4.3604,1.8729,0.961,0.556,4.7469,1.0961,5.8431,0.667,0.663,0.668,0.644,0.637
250,25.0,WT,3,7.3736,4.6822,4.5575,1.9946,0.955,0.195,5.3609,0.379,5.7399,0.668,0.664,0.669,0.644,0.637
250,25.0,WT,4,7.3736,4.6822,4.5575,1.9946,0.955,0.195,5.3609,0.379,5.7399,0.668,0.664,0.669,0.644,0.637
250,25.0,WT,5,7.2209,4.6822,4.3604,1.8729,0.961,0.556,4.7469,1.0961,5.8431,0.667,0.663,0.668,0.644,0.637
250,25.0,WT,6,7.2631,4.6822,4.2773,1.6654,0.977,0.831,4.2885,1.7119,6.0004,0.666,0.661,0.668,0.644,0.637
250,25.0,WT,7,7.3613,4.6822,4.2682,1.5491,0.996,0.981,4.1391,2.0916,6.2307,0.665,0.66,0.668,0.644,0.637
250,25.0,WT,8,7.3613,4.6822,4.2682,1.5491,0.996,0.981,4.1391,2.0916,6.2307,0.665,0.66,0.668,0.644,0.637
250,25.0,WT,9,7.2631,4.6822,4.2773,1.6654,0.977,0.831,4.2885,1.7119,6.0004,0.666,0.661,0.668,0.644,0.637
250,25.0,WT,10,7.2209,4.6822,4.3604,1.8729,0.961,0.556,4.7469,1.0961,5.8431,0.667,0.663,0.668,0.644,0.637
250,25.0,WT,11,7.3736,4.6822,4.5575,1.9946,0.955,0.195,5.3609,0.379,5.7399,0.668,0.664,0.669,0.644,0.637
250,25.0,WT,12,7.3736,4.6822,4.5575,1.9946,0.955,0.195,5.3609,0.379,5.7399,0.668,0.664,0.669,0.644,0.637
250,25.0,WT,13,7.2209,4.6822,4.3604,1.8729,0.961,0.556,4.7469,1.0961,5.8431,0.667,0.663,0.668,0.644,0.637
250,25.0,WT,14,7.2631,4.6822,4.2773,1.6654,0.977,0.831,4.2885,1.7119,6.0004,0.666,0.661,0.668,0.644,0.637
250,25.0,WT,15,7.3613,4.6822,4.2682,1.5491,0.996,0.981,4.1391,2.0916,6.2307,0.665,0.66,0.668,0.644,0.637
300,30.0,WT,0,7.7507,4.6822,4.1578,1.743,0.997,0.981,5.3376,2.4301,7.7677,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,1,7.5463,4.6822,4.192,1.8414,0.983,0.831,5.2647,1.9235,7.1882,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,2,7.3696,4.6822,4.3113,2.017,0.967,0.556,5.4135,1.172,6.5855,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,3,7.339,4.6822,4.5421,2.12,0.955,0.195,5.6263,0.3765,6.0027,0.668,0.665,0.669,0.644,0.637
300,30.0,WT,4,7.339,4.6822,4.5421,2.12,0.955,0.195,5.6263,0.3765,6.0027,0.668,0.665,0.669,0.644,0.637
300,30.0,WT,5,7.3696,4.6822,4.3113,2.017,0.967,0.556,5.4135,1.172,6.5855,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,6,7.5463,4.6822,4.192,1.8414,0.983,0.831,5.2647,1.9235,7.1882,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,7,7.7507,4.6822,4.1578,1.743,0.997,0.981,5.3376,2.4301,7.7677,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,8,7.7507,4.6822,4.1578,1.743,0.997,0.981,5.3376,2.4301,7.7677,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,9,7.5463,4.6822,4.192,1.8414,0.983,0.831,5.2647,1.9235,7.1882,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,10,7.3696,4.6822,4.3113,2.017,0.967,0.556,5.4135,1.172,6.5855,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,11,7.339,4.6822,4.5421,2.12,0.955,0.195,5.6263,0.3765,6.0027,0.668,0.665,0.669,0.644,0.637
300,30.0,WT,12,7.339,4.6822,4.5421,2.12,0.955,0.195,5.6263,0.3765,6.0027,0.668,0.665,0.669,0.644,0.637
300,30.0,WT,13,7.3696,4.6822,4.3113,2.017,0.967,0.556,5.4135,1.172,6.5855,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,14,7.5463,4.6822,4.192,1.8414,0.983,0.831,5.2647,1.9235,7.1882,0.668,0.664,0.669,0.644,0.637
300,30.0,WT,15,7.7507,4.6822,4.1578,1.743,0.997,0.981,5.3376,2.4301,7.7677,0.668,0.664,0.669,0.644,0.637
350,35.0,WT,0,7.9735,4.6822,4.0643,1.9071,0.997,0.981,6.2667,2.6443,8.9111,0.669,0.666,0.67,0.644,0.637
350,35.0,WT,1,7.7108,4.6822,4.1198,1.9903,0.985,0.831,6.0196,2.0595,8.0791,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,2,7.4556,4.6822,4.2697,2.1389,0.97,0.556,5.9259,1.221,7.1468,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,3,7.303,4.6822,4.529,2.2261,0.955,0.195,5.8291,0.3734,6.2025,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,4,7.303,4.6822,4.529,2.2261,0.955,0.195,5.8291,0.3734,6.2025,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,5,7.4556,4.6822,4.2697,2.1389,0.97,0.556,5.9259,1.221,7.1468,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,6,7.7108,4.6822,4.1198,1.9903,0.985,0.831,6.0196,2.0595,8.0791,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,7,7.9735,4.6822,4.0643,1.9071,0.997,0.981,6.2667,2.6443,8.9111,0.669,0.666,0.67,0.644,0.637
350,35.0,WT,8,7.9735,4.6822,4.0643,1.9071,0.997,0.981,6.2667,2.6443,8.9111,0.669,0.666,0.67,0.644,0.637
350,35.0,WT,9,7.7108,4.6822,4.1198,1.9903,0.985,0.831,6.0196,2.0595,8.0791,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,10,7.4556,4.6822,4.2697,2.1389,0.97,0.556,5.9259,1.221,7.1468,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,11,7.303,4.6822,4.529,2.2261,0.955,0.195,5.8291,0.3734,6.2025,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,12,7.303,4.6822,4.529,2.2261,0.955,0.195,5.8291,0.3734,6.2025,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,13,7.4556,4.6822,4.2697,2.1389,0.97,0.556,5.9259,1.221,7.1468,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,14,7.7108,4.6822,4.1198,1.9903,0.985,0.831,6.0196,2.0595,8.0791,0.668,0.665,0.669,0.644,0.637
350,35.0,WT,15,7.9735,4.6822,4.0643,1.9071,0.997,0.981,6.2667,2.6443,8.9111,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,0,8.0729,4.6822,3.9852,2.0459,0.997,0.981,6.9285,2.7654,9.6938,0.669,0.667,0.67,0.644,0.637
400,40.0,WT,1,7.7838,4.6822,4.0586,2.1163,0.986,0.831,6.557,2.1365,8.6936,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,2,7.4897,4.6822,4.2345,2.2421,0.972,0.556,6.2895,1.2476,7.5372,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,3,7.2638,4.6822,4.5179,2.3158,0.954,0.195,5.9744,0.3696,6.344,0.668,0.665,0.669,0.644,0.637
400,40.0,WT,4,7.2638,4.6822,4.5179,2.3158,0.954,0.195,5.9744,0.3696,6.344,0.668,0.665,0.669,0.644,0.637
400,40.0,WT,5,7.4897,4.6822,4.2345,2.2421,0.972,0.556,6.2895,1.2476,7.5372,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,6,7.7838,4.6822,4.0586,2.1163,0.986,0.831,6.557,2.1365,8.6936,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,7,8.0729,4.6822,3.9852,2.0459,0.997,0.981,6.9285,2.7654,9.6938,0.669,0.667,0.67,0.644,0.637
400,40.0,WT,8,8.0729,4.6822,3.9852,2.0459,0.997,0.981,6.9285,2.7654,9.6938,0.669,0.667,0.67,0.644,0.637
400,40.0,WT,9,7.7838,4.6822,4.0586,2.1163,0.986,0.831,6.557,2.1365,8.6936,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,10,7.4897,4.6822,4.2345,2.2421,0.972,0.556,6.2895,1.2476,7.5372,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,11,7.2638,4.6822,4.5179,2.3158,0.954,0.195,5.9744,0.3696,6.344,0.668,0.665,0.669,0.644,0.637
400,40.0,WT,12,7.2638,4.6822,4.5179,2.3158,0.954,0.195,5.9744,0.3696,6.344,0.668,0.665,0.669,0.644,0.637
400,40.0,WT,13,7.4897,4.6822,4.2345,2.2421,0.972,0.556,6.2895,1.2476,7.5372,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,14,7.7838,4.6822,4.0586,2.1163,0.986,0.831,6.557,2.1365,8.6936,0.669,0.666,0.67,0.644,0.637
400,40.0,WT,15,8.0729,4.6822,3.9852,2.0459,0.997,0.981,6.9285,2.7654,9.6938,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,0,8.0915,4.6822,3.9183,2.1634,0.998,0.981,7.3684,2.8234,10.1918,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,1,7.7955,4.6822,4.0069,2.223,0.987,0.831,6.9147,2.173,9.0877,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,2,7.488,4.6822,4.2047,2.3294,0.972,0.556,6.5315,1.2584,7.79,0.669,0.666,0.67,0.644,0.637
450,45.0,WT,3,7.2229,4.6822,4.5085,2.3918,0.953,0.195,6.0734,0.3654,6.4388,0.668,0.665,0.669,0.644,0.637
450,45.0,WT,4,7.2229,4.6822,4.5085,2.3918,0.953,0.195,6.0734,0.3654,6.4388,0.668,0.665,0.669,0.644,0.637
450,45.0,WT,5,7.488,4.6822,4.2047,2.3294,0.972,0.556,6.5315,1.2584,7.79,0.669,0.666,0.67,0.644,0.637
450,45.0,WT,6,7.7955,4.6822,4.0069,2.223,0.987,0.831,6.9147,2.173,9.0877,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,7,8.0915,4.6822,3.9183,2.1634,0.998,0.981,7.3684,2.8234,10.1918,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,8,8.0915,4.6822,3.9183,2.1634,0.998,0.981,7.3684,2.8234,10.1918,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,9,7.7955,4.6822,4.0069,2.223,0.987,0.831,6.9147,2.173,9.0877,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,10,7.488,4.6822,4.2047,2.3294,0.972,0.556,6.5315,1.2584,7.79,0.669,0.666,0.67,0.644,0.637
450,45.0,WT,11,7.2229,4.6822,4.5085,2.3918,0.953,0.195,6.0734,0.3654,6.4388,0.668,0.665,0.669,0.644,0.637
450,45.0,WT,12,7.2229,4.6822,4.5085,2.3918,0.953,0.195,6.0734,0.3654,6.4388,0.668,0.665,0.669,0.644,0.637
450,45.0,WT,13,7.488,4.6822,4.2047,2.3294,0.972,0.556,6.5315,1.2584,7.79,0.669,0.666,0.67,0.644,0.637
450,45.0,WT,14,7.7955,4.6822,4.0069,2.223,0.987,0.831,6.9147,2.173,9.0877,0.669,0.667,0.67,0.644,0.637
450,45.0,WT,15,8.0915,4.6822,3.9183,2.1634,0.998,0.981,7.3684,2.8234,10.1918,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,0,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,1,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,2,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,WT,3,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,WT,4,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,WT,5,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,WT,6,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,7,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,8,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,9,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,10,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,WT,11,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,WT,12,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,WT,13,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,WT,14,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,WT,15,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
0,0.0,DSP_KO,0,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,1,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,2,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,3,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,4,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,5,4.6822,4.6822,4.6822,1.0,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,6,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,7,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,8,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,9,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,10,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,11,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,12,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,13,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
