step,time,perturbation,id,extension,stiffness,tension,activation,classification
100,10.0,TJP1_KO,7,0.0161,1.0,0.3315,0.916,lateral
100,10.0,TJP1_KO,8,0.0207,1.0,0.3361,0.916,lateral
100,10.0,TJP1_KO,9,0.0289,1.0,0.3443,0.916,lateral
100,10.0,TJP1_KO,10,0.0289,1.0,0.3443,0.916,lateral
100,10.0,TJP1_KO,11,0.0207,1.0,0.3361,0.916,lateral
100,10.0,TJP1_KO,12,0.0161,1.0,0.3315,0.916,lateral
100,10.0,TJP1_KO,13,-0.0112,1.0,0.345,0.905,lateral
100,10.0,TJP1_KO,14,-0.0355,1.0,0.3659,0.893,polar
100,10.0,TJP1_KO,15,-0.0355,1.0,0.3659,0.893,polar
100,10.0,TJP1_KO,16,-0.0112,1.0,0.345,0.905,lateral
100,10.0,TJP1_KO,17,0.0161,1.0,0.3315,0.916,lateral
100,10.0,TJP1_KO,18,0.0207,1.0,0.3361,0.916,lateral
100,10.0,TJP1_KO,19,0.0289,1.0,0.3443,0.916,lateral
200,20.0,TJP1_KO,0,0.057,1.0,0.464,0.891,lateral
200,20.0,TJP1_KO,1,0.0455,1.0,0.4524,0.891,lateral
200,20.0,TJP1_KO,2,0.0362,1.0,0.4432,0.891,lateral
200,20.0,TJP1_KO,3,-0.0327,1.0,0.454,0.87,lateral
200,20.0,TJP1_KO,4,-0.096,1.0,0.4751,0.848,polar
200,20.0,TJP1_KO,5,-0.096,1.0,0.4751,0.848,polar
200,20.0,TJP1_KO,6,-0.0327,1.0,0.454,0.87,lateral
200,20.0,TJP1_KO,7,0.0362,1.0,0.4432,0.891,lateral
200,20.0,TJP1_KO,8,0.0455,1.0,0.4524,0.891,lateral
200,20.0,TJP1_KO,9,0.057,1.0,0.464,0.891,lateral
200,20.0,TJP1_KO,10,0.057,1.0,0.464,0.891,lateral
200,20.0,TJP1_KO,11,0.0455,1.0,0.4524,0.891,lateral
200,20.0,TJP1_KO,12,0.0362,1.0,0.4432,0.891,lateral
200,20.0,TJP1_KO,13,-0.0327,1.0,0.454,0.87,lateral
200,20.0,TJP1_KO,14,-0.096,1.0,0.4751,0.848,polar
200,20.0,TJP1_KO,15,-0.096,1.0,0.4751,0.848,polar
200,20.0,TJP1_KO,16,-0.0327,1.0,0.454,0.87,lateral
200,20.0,TJP1_KO,17,0.0362,1.0,0.4432,0.891,lateral
200,20.0,TJP1_KO,18,0.0455,1.0,0.4524,0.891,lateral
200,20.0,TJP1_KO,19,0.057,1.0,0.464,0.891,lateral
300,30.0,TJP1_KO,0,0.0926,1.0,0.5652,0.874,lateral
300,30.0,TJP1_KO,1,0.0767,1.0,0.5493,0.874,lateral
300,30.0,TJP1_KO,2,0.0601,1.0,0.5327,0.874,lateral
300,30.0,TJP1_KO,3,-0.0459,1.0,0.5368,0.845,lateral
300,30.0,TJP1_KO,4,-0.1419,1.0,0.5549,0.814,polar
300,30.0,TJP1_KO,5,-0.1419,1.0,0.5549,0.814,polar
300,30.0,TJP1_KO,6,-0.0459,1.0,0.5368,0.845,lateral
300,30.0,TJP1_KO,7,0.0601,1.0,0.5327,0.874,lateral
300,30.0,TJP1_KO,8,0.0767,1.0,0.5493,0.874,lateral
300,30.0,TJP1_KO,9,0.0926,1.0,0.5652,0.874,lateral
300,30.0,TJP1_KO,10,0.0926,1.0,0.5652,0.874,lateral
300,30.0,TJP1_KO,11,0.0767,1.0,0.5493,0.874,lateral
300,30.0,TJP1_KO,12,0.0601,1.0,0.5327,0.874,lateral
300,30.0,TJP1_KO,13,-0.0459,1.0,0.5368,0.845,lateral
300,30.0,TJP1_KO,14,-0.1419,1.0,0.5549,0.814,polar
300,30.0,TJP1_KO,15,-0.1419,1.0,0.5549,0.814,polar
300,30.0,TJP1_KO,16,-0.0459,1.0,0.5368,0.845,lateral
300,30.0,TJP1_KO,17,0.0601,1.0,0.5327,0.874,lateral
300,30.0,TJP1_KO,18,0.0767,1.0,0.5493,0.874,lateral
300,30.0,TJP1_KO,19,0.0926,1.0,0.5652,0.874,lateral
400,40.0,TJP1_KO,0,0.1242,1.0,0.6441,0.861,lateral
400,40.0,TJP1_KO,1,0.1041,1.0,0.6239,0.861,lateral
400,40.0,TJP1_KO,2,0.0797,1.0,0.5994,0.861,lateral
400,40.0,TJP1_KO,3,-0.0566,1.0,0.5959,0.826,lateral
400,40.0,TJP1_KO,4,-0.1781,1.0,0.6104,0.79,polar
400,40.0,TJP1_KO,5,-0.1781,1.0,0.6104,0.79,polar
400,40.0,TJP1_KO,6,-0.0566,1.0,0.5959,0.826,lateral
400,40.0,TJP1_KO,7,0.0797,1.0,0.5994,0.861,lateral
400,40.0,TJP1_KO,8,0.1041,1.0,0.6239,0.861,lateral
400,40.0,TJP1_KO,9,0.1242,1.0,0.6441,0.861,lateral
400,40.0,TJP1_KO,10,0.1242,1.0,0.6441,0.861,lateral
400,40.0,TJP1_KO,11,0.1041,1.0,0.6239,0.861,lateral
400,40.0,TJP1_KO,12,0.0797,1.0,0.5994,0.861,lateral
400,40.0,TJP1_KO,13,-0.0566,1.0,0.5959,0.826,lateral
400,40.0,TJP1_KO,14,-0.1781,1.0,0.6104,0.79,polar
400,40.0,TJP1_KO,15,-0.1781,1.0,0.6104,0.79,polar
400,40.0,TJP1_KO,16,-0.0566,1.0,0.5959,0.826,lateral
400,40.0,TJP1_KO,17,0.0797,1.0,0.5994,0.861,lateral
400,40.0,TJP1_KO,18,0.1041,1.0,0.6239,0.861,lateral
400,40.0,TJP1_KO,19,0.1242,1.0,0.6441,0.861,lateral
500,50.0,TJP1_KO,0,0.1523,1.0,0.7065,0.852,lateral
500,50.0,TJP1_KO,1,0.1285,1.0,0.6824,0.852,lateral
500,50.0,TJP1_KO,2,0.097,1.0,0.6508,0.852,lateral
500,50.0,TJP1_KO,3,-0.0632,1.0,0.6398,0.813,lateral
500,50.0,TJP1_KO,4,-0.2045,1.0,0.6504,0.772,polar
500,50.0,TJP1_KO,5,-0.2045,1.0,0.6504,0.772,polar
500,50.0,TJP1_KO,6,-0.0632,1.0,0.6398,0.813,lateral
500,50.0,TJP1_KO,7,0.097,1.0,0.6508,0.852,lateral
500,50.0,TJP1_KO,8,0.1285,1.0,0.6824,0.852,lateral
500,50.0,TJP1_KO,9,0.1523,1.0,0.7065,0.852,lateral
500,50.0,TJP1_KO,10,0.1523,1.0,0.7065,0.852,lateral
500,50.0,TJP1_KO,11,0.1285,1.0,0.6824,0.852,lateral
500,50.0,TJP1_KO,12,0.097,1.0,0.6508,0.852,lateral
500,50.0,TJP1_KO,13,-0.0632,1.0,0.6398,0.813,lateral
500,50.0,TJP1_KO,14,-0.2045,1.0,0.6504,0.772,polar
500,50.0,TJP1_KO,15,-0.2045,1.0,0.6504,0.772,polar
500,50.0,TJP1_KO,16,-0.0632,1.0,0.6398,0.813,lateral
500,50.0,TJP1_KO,17,0.097,1.0,0.6508,0.852,lateral
500,50.0,TJP1_KO,18,0.1285,1.0,0.6824,0.852,lateral
500,50.0,TJP1_KO,19,0.1523,1.0,0.7065,0.852,lateral
600,60.0,TJP1_KO,0,0.1756,1.0,0.7546,0.846,lateral
600,60.0,TJP1_KO,1,0.1484,1.0,0.7271,0.846,lateral
600,60.0,TJP1_KO,2,0.1104,1.0,0.6889,0.846,lateral
600,60.0,TJP1_KO,3,-0.069,1.0,0.6705,0.803,lateral
600,60.0,TJP1_KO,4,-0.2254,1.0,0.6776,0.759,polar
600,60.0,TJP1_KO,5,-0.2254,1.0,0.6776,0.759,polar
600,60.0,TJP1_KO,6,-0.069,1.0,0.6705,0.803,lateral
600,60.0,TJP1_KO,7,0.1104,1.0,0.6889,0.846,lateral
600,60.0,TJP1_KO,8,0.1484,1.0,0.7271,0.846,lateral
600,60.0,TJP1_KO,9,0.1756,1.0,0.7546,0.846,lateral
600,60.0,TJP1_KO,10,0.1756,1.0,0.7546,0.846,lateral
600,60.0,TJP1_KO,11,0.1484,1.0,0.7271,0.846,lateral
600,60.0,TJP1_KO,12,0.1104,1.0,0.6889,0.846,lateral
600,60.0,TJP1_KO,13,-0.069,1.0,0.6705,0.803,lateral
600,60.0,TJP1_KO,14,-0.2254,1.0,0.6776,0.759,polar
600,60.0,TJP1_KO,15,-0.2254,1.0,0.6776,0.759,polar
600,60.0,TJP1_KO,16,-0.069,1.0,0.6705,0.803,lateral
600,60.0,TJP1_KO,17,0.1104,1.0,0.6889,0.846,lateral
600,60.0,TJP1_KO,18,0.1484,1.0,0.7271,0.846,lateral
600,60.0,TJP1_KO,19,0.1756,1.0,0.7546,0.846,lateral
700,70.0,TJP1_KO,0,0.1975,1.0,0.7948,0.841,lateral
700,70.0,TJP1_KO,1,0.1678,1.0,0.7647,0.841,lateral
700,70.0,TJP1_KO,2,0.1245,1.0,0.7208,0.841,lateral
700,70.0,TJP1_KO,3,-0.0701,1.0,0.6959,0.796,lateral
700,70.0,TJP1_KO,4,-0.2382,1.0,0.6994,0.75,polar
700,70.0,TJP1_KO,5,-0.2382,1.0,0.6994,0.75,polar
700,70.0,TJP1_KO,6,-0.0701,1.0,0.6959,0.796,lateral
700,70.0,TJP1_KO,7,0.1245,1.0,0.7208,0.841,lateral
700,70.0,TJP1_KO,8,0.1678,1.0,0.7647,0.841,lateral
700,70.0,TJP1_KO,9,0.1975,1.0,0.7948,0.841,lateral
700,70.0,TJP1_KO,10,0.1975,1.0,0.7948,0.841,lateral
700,70.0,TJP1_KO,11,0.1678,1.0,0.7647,0.841,lateral
700,70.0,TJP1_KO,12,0.1245,1.0,0.7208,0.841,lateral
700,70.0,TJP1_KO,13,-0.0701,1.0,0.6959,0.796,lateral
700,70.0,TJP1_KO,14,-0.2382,1.0,0.6994,0.75,polar
700,70.0,TJP1_KO,15,-0.2382,1.0,0.6994,0.75,polar
700,70.0,TJP1_KO,16,-0.0701,1.0,0.6959,0.796,lateral
700,70.0,TJP1_KO,17,0.1245,1.0,0.7208,0.841,lateral
700,70.0,TJP1_KO,18,0.1678,1.0,0.7647,0.841,lateral
700,70.0,TJP1_KO,19,0.1975,1.0,0.7948,0.841,lateral
800,80.0,TJP1_KO,0,0.2167,1.0,0.8275,0.837,lateral
800,80.0,TJP1_KO,1,0.1849,1.0,0.7951,0.837,lateral
800,80.0,TJP1_KO,2,0.1371,1.0,0.7465,0.838,lateral
800,80.0,TJP1_KO,3,-0.0695,1.0,0.7157,0.791,lateral
800,80.0,TJP1_KO,4,-0.2468,1.0,0.7158,0.744,polar
800,80.0,TJP1_KO,5,-0.2468,1.0,0.7158,0.744,polar
800,80.0,TJP1_KO,6,-0.0695,1.0,0.7157,0.791,lateral
800,80.0,TJP1_KO,7,0.1371,1.0,0.7465,0.838,lateral
800,80.0,TJP1_KO,8,0.1849,1.0,0.7951,0.837,lateral
800,80.0,TJP1_KO,9,0.2167,1.0,0.8275,0.837,lateral
800,80.0,TJP1_KO,10,0.2167,1.0,0.8275,0.837,lateral
800,80.0,TJP1_KO,11,0.1849,1.0,0.7951,0.837,lateral
800,80.0,TJP1_KO,12,0.1371,1.0,0.7465,0.838,lateral
800,80.0,TJP1_KO,13,-0.0695,1.0,0.7157,0.791,lateral
800,80.0,TJP1_KO,14,-0.2468,1.0,0.7158,0.744,polar
800,80.0,TJP1_KO,15,-0.2468,1.0,0.7158,0.744,polar
800,80.0,TJP1_KO,16,-0.0695,1.0,0.7157,0.791,lateral
800,80.0,TJP1_KO,17,0.1371,1.0,0.7465,0.838,lateral
800,80.0,TJP1_KO,18,0.1849,1.0,0.7951,0.837,lateral
800,80.0,TJP1_KO,19,0.2167,1.0,0.8275,0.837,lateral
900,90.0,TJP1_KO,0,0.2338,1.0,0.8547,0.835,lateral
900,90.0,TJP1_KO,1,0.2004,1.0,0.8205,0.835,lateral
900,90.0,TJP1_KO,2,0.1488,1.0,0.7678,0.835,lateral
900,90.0,TJP1_KO,3,-0.0674,1.0,0.7317,0.787,lateral
900,90.0,TJP1_KO,4,-0.2519,1.0,0.7287,0.739,polar
900,90.0,TJP1_KO,5,-0.2519,1.0,0.7287,0.739,polar
900,90.0,TJP1_KO,6,-0.0674,1.0,0.7317,0.787,lateral
900,90.0,TJP1_KO,7,0.1488,1.0,0.7678,0.835,lateral
900,90.0,TJP1_KO,8,0.2004,1.0,0.8205,0.835,lateral
900,90.0,TJP1_KO,9,0.2338,1.0,0.8547,0.835,lateral
900,90.0,TJP1_KO,10,0.2338,1.0,0.8547,0.835,lateral
900,90.0,TJP1_KO,11,0.2004,1.0,0.8205,0.835,lateral
900,90.0,TJP1_KO,12,0.1488,1.0,0.7678,0.835,lateral
900,90.0,TJP1_KO,13,-0.0674,1.0,0.7317,0.787,lateral
900,90.0,TJP1_KO,14,-0.2519,1.0,0.7287,0.739,polar
900,90.0,TJP1_KO,15,-0.2519,1.0,0.7287,0.739,polar
900,90.0,TJP1_KO,16,-0.0674,1.0,0.7317,0.787,lateral
900,90.0,TJP1_KO,17,0.1488,1.0,0.7678,0.835,lateral
900,90.0,TJP1_KO,18,0.2004,1.0,0.8205,0.835,lateral
900,90.0,TJP1_KO,19,0.2338,1.0,0.8547,0.835,lateral
1000,100.0,TJP1_KO,0,0.2492,1.0,0.8777,0.833,lateral
1000,100.0,TJP1_KO,1,0.2147,1.0,0.8421,0.833,lateral
1000,100.0,TJP1_KO,2,0.1601,1.0,0.7862,0.833,lateral
1000,100.0,TJP1_KO,3,-0.0636,1.0,0.7455,0.784,lateral
1000,100.0,TJP1_KO,4,-0.2539,1.0,0.7398,0.735,polar
1000,100.0,TJP1_KO,5,-0.2539,1.0,0.7398,0.735,polar
1000,100.0,TJP1_KO,6,-0.0636,1.0,0.7455,0.784,lateral
1000,100.0,TJP1_KO,7,0.1601,1.0,0.7862,0.833,lateral
1000,100.0,TJP1_KO,8,0.2147,1.0,0.8421,0.833,lateral
1000,100.0,TJP1_KO,9,0.2492,1.0,0.8777,0.833,lateral
1000,100.0,TJP1_KO,10,0.2492,1.0,0.8777,0.833,lateral
1000,100.0,TJP1_KO,11,0.2147,1.0,0.8421,0.833,lateral
1000,100.0,TJP1_KO,12,0.1601,1.0,0.7862,0.833,lateral
1000,100.0,TJP1_KO,13,-0.0636,1.0,0.7455,0.784,lateral
1000,100.0,TJP1_KO,14,-0.2539,1.0,0.7398,0.735,polar
1000,100.0,TJP1_KO,15,-0.2539,1.0,0.7398,0.735,polar
1000,100.0,TJP1_KO,16,-0.0636,1.0,0.7455,0.784,lateral
1000,100.0,TJP1_KO,17,0.1601,1.0,0.7862,0.833,lateral
1000,100.0,TJP1_KO,18,0.2147,1.0,0.8421,0.833,lateral
1000,100.0,TJP1_KO,19,0.2492,1.0,0.8777,0.833,lateral
1100,110.0,TJP1_KO,0,0.2676,1.0,0.9019,0.831,lateral
1100,110.0,TJP1_KO,1,0.2334,1.0,0.8664,0.831,lateral
1100,110.0,TJP1_KO,2,0.178,1.0,0.8095,0.832,lateral
1100,110.0,TJP1_KO,3,-0.0505,1.0,0.766,0.783,lateral
1100,110.0,TJP1_KO,4,-0.2452,1.0,0.7578,0.733,polar
1100,110.0,TJP1_KO,5,-0.2452,1.0,0.7578,0.733,polar
1100,110.0,TJP1_KO,6,-0.0505,1.0,0.766,0.783,lateral
1100,110.0,TJP1_KO,7,0.178,1.0,0.8095,0.832,lateral
1100,110.0,TJP1_KO,8,0.2334,1.0,0.8664,0.831,lateral
1100,110.0,TJP1_KO,9,0.2676,1.0,0.9019,0.831,lateral
1100,110.0,TJP1_KO,10,0.2676,1.0,0.9019,0.831,lateral
1100,110.0,TJP1_KO,11,0.2334,1.0,0.8664,0.831,lateral
1100,110.0,TJP1_KO,12,0.178,1.0,0.8095,0.832,lateral
1100,110.0,TJP1_KO,13,-0.0505,1.0,0.766,0.783,lateral
1100,110.0,TJP1_KO,14,-0.2452,1.0,0.7578,0.733,polar
1100,110.0,TJP1_KO,15,-0.2452,1.0,0.7578,0.733,polar
1100,110.0,TJP1_KO,16,-0.0505,1.0,0.766,0.783,lateral
1100,110.0,TJP1_KO,17,0.178,1.0,0.8095,0.832,lateral
1100,110.0,TJP1_KO,18,0.2334,1.0,0.8664,0.831,lateral
1100,110.0,TJP1_KO,19,0.2676,1.0,0.9019,0.831,lateral
1200,120.0,TJP1_KO,0,0.2809,1.0,0.9197,0.83,lateral
1200,120.0,TJP1_KO,1,0.2485,1.0,0.8858,0.83,lateral
1200,120.0,TJP1_KO,2,0.1841,1.0,0.8345,0.827,lateral
1200,120.0,TJP1_KO,3,-0.0489,1.0,0.7879,0.777,polar
1200,120.0,TJP1_KO,4,-0.2394,1.0,0.7703,0.731,polar
1200,120.0,TJP1_KO,5,-0.2394,1.0,0.7703,0.731,polar
1200,120.0,TJP1_KO,6,-0.0489,1.0,0.7879,0.777,polar
1200,120.0,TJP1_KO,7,0.1841,1.0,0.8345,0.827,lateral
1200,120.0,TJP1_KO,8,0.2485,1.0,0.8858,0.83,lateral
1200,120.0,TJP1_KO,9,0.2809,1.0,0.9197,0.83,lateral
1200,120.0,TJP1_KO,10,0.2809,1.0,0.9197,0.83,lateral
1200,120.0,TJP1_KO,11,0.2485,1.0,0.8858,0.83,lateral
1200,120.0,TJP1_KO,12,0.1841,1.0,0.8345,0.827,lateral
1200,120.0,TJP1_KO,13,-0.0489,1.0,0.7879,0.777,polar
1200,120.0,TJP1_KO,14,-0.2394,1.0,0.7703,0.731,polar
1200,120.0,TJP1_KO,15,-0.2394,1.0,0.7703,0.731,polar
1200,120.0,TJP1_KO,16,-0.0489,1.0,0.7879,0.777,polar
1200,120.0,TJP1_KO,17,0.1841,1.0,0.8345,0.827,lateral
1200,120.0,TJP1_KO,18,0.2485,1.0,0.8858,0.83,lateral
1200,120.0,TJP1_KO,19,0.2809,1.0,0.9197,0.83,lateral
1300,130.0,TJP1_KO,0,0.3013,1.0,0.9438,0.829,lateral
1300,130.0,TJP1_KO,1,0.2686,1.0,0.9094,0.829,lateral
1300,130.0,TJP1_KO,2,0.1527,1.0,0.8555,0.813,lateral
1300,130.0,TJP1_KO,3,-0.0849,1.0,0.805,0.763,polar
1300,130.0,TJP1_KO,4,-0.2298,1.0,0.7848,0.73,polar
1300,130.0,TJP1_KO,5,-0.2298,1.0,0.7848,0.73,polar
1300,130.0,TJP1_KO,6,-0.0849,1.0,0.805,0.763,polar
1300,130.0,TJP1_KO,7,0.1527,1.0,0.8555,0.813,lateral
1300,130.0,TJP1_KO,8,0.2686,1.0,0.9094,0.829,lateral
1300,130.0,TJP1_KO,9,0.3013,1.0,0.9438,0.829,lateral
1300,130.0,TJP1_KO,10,0.3013,1.0,0.9438,0.829,lateral
1300,130.0,TJP1_KO,11,0.2686,1.0,0.9094,0.829,lateral
1300,130.0,TJP1_KO,12,0.1527,1.0,0.8555,0.813,lateral
1300,130.0,TJP1_KO,13,-0.0849,1.0,0.805,0.763,polar
1300,130.0,TJP1_KO,14,-0.2298,1.0,0.7848,0.73,polar
1300,130.0,TJP1_KO,15,-0.2298,1.0,0.7848,0.73,polar
1300,130.0,TJP1_KO,16,-0.0849,1.0,0.805,0.763,polar
1300,130.0,TJP1_KO,17,0.1527,1.0,0.8555,0.813,lateral
1300,130.0,TJP1_KO,18,0.2686,1.0,0.9094,0.829,lateral
1300,130.0,TJP1_KO,19,0.3013,1.0,0.9438,0.829,lateral
1400,140.0,TJP1_KO,0,0.3304,1.0,0.9762,0.828,lateral
1400,140.0,TJP1_KO,1,0.2968,1.0,0.9407,0.828,lateral
1400,140.0,TJP1_KO,2,0.1437,1.0,0.8842,0.803,lateral
1400,140.0,TJP1_KO,3,-0.0959,1.0,0.8321,0.753,polar
1400,140.0,TJP1_KO,4,-0.2068,1.0,0.8113,0.729,polar
1400,140.0,TJP1_KO,5,-0.2068,1.0,0.8113,0.729,polar
1400,140.0,TJP1_KO,6,-0.0959,1.0,0.8321,0.753,polar
1400,140.0,TJP1_KO,7,0.1437,1.0,0.8842,0.803,lateral
1400,140.0,TJP1_KO,8,0.2968,1.0,0.9407,0.828,lateral
1400,140.0,TJP1_KO,9,0.3304,1.0,0.9762,0.828,lateral
1400,140.0,TJP1_KO,10,0.3304,1.0,0.9762,0.828,lateral
1400,140.0,TJP1_KO,11,0.2968,1.0,0.9407,0.828,lateral
1400,140.0,TJP1_KO,12,0.1437,1.0,0.8842,0.803,lateral
1400,140.0,TJP1_KO,13,-0.0959,1.0,0.8321,0.753,polar
1400,140.0,TJP1_KO,14,-0.2068,1.0,0.8113,0.729,polar
1400,140.0,TJP1_KO,15,-0.2068,1.0,0.8113,0.729,polar
1400,140.0,TJP1_KO,16,-0.0959,1.0,0.8321,0.753,polar
1400,140.0,TJP1_KO,17,0.1437,1.0,0.8842,0.803,lateral
1400,140.0,TJP1_KO,18,0.2968,1.0,0.9407,0.828,lateral
1400,140.0,TJP1_KO,19,0.3304,1.0,0.9762,0.828,lateral
1500,150.0,TJP1_KO,0,0.3484,1.0,0.9972,0.827,lateral
1500,150.0,TJP1_KO,1,0.3129,1.0,0.9596,0.828,lateral
1500,150.0,TJP1_KO,2,0.1316,1.0,0.8994,0.795,lateral
1500,150.0,TJP1_KO,3,-0.111,1.0,0.8443,0.745,polar
1500,150.0,TJP1_KO,4,-0.1982,1.0,0.8224,0.728,polar
1500,150.0,TJP1_KO,5,-0.1982,1.0,0.8224,0.728,polar
1500,150.0,TJP1_KO,6,-0.111,1.0,0.8443,0.745,polar
1500,150.0,TJP1_KO,7,0.1316,1.0,0.8994,0.795,lateral
1500,150.0,TJP1_KO,8,0.3129,1.0,0.9596,0.828,lateral
1500,150.0,TJP1_KO,9,0.3484,1.0,0.9972,0.827,lateral
1500,150.0,TJP1_KO,10,0.3484,1.0,0.9972,0.827,lateral
1500,150.0,TJP1_KO,11,0.3129,1.0,0.9596,0.828,lateral
1500,150.0,TJP1_KO,12,0.1316,1.0,0.8994,0.795,lateral
1500,150.0,TJP1_KO,13,-0.111,1.0,0.8443,0.745,polar
1500,150.0,TJP1_KO,14,-0.1982,1.0,0.8224,0.728,polar
1500,150.0,TJP1_KO,15,-0.1982,1.0,0.8224,0.728,polar
1500,150.0,TJP1_KO,16,-0.111,1.0,0.8443,0.745,polar
1500,150.0,TJP1_KO,17,0.1316,1.0,0.8994,0.795,lateral
1500,150.0,TJP1_KO,18,0.3129,1.0,0.9596,0.828,lateral
1500,150.0,TJP1_KO,19,0.3484,1.0,0.9972,0.827,lateral
1600,160.0,TJP1_KO,0,0.3563,1.0,1.0077,0.826,lateral
1600,160.0,TJP1_KO,1,0.3183,1.0,0.9672,0.827,lateral
1600,160.0,TJP1_KO,2,0.1147,1.0,0.9022,0.79,lateral
1600,160.0,TJP1_KO,3,-0.1317,1.0,0.8432,0.74,polar
1600,160.0,TJP1_KO,4,-0.2028,1.0,0.8197,0.728,polar
1600,160.0,TJP1_KO,5,-0.2028,1.0,0.8197,0.728,polar
1600,160.0,TJP1_KO,6,-0.1317,1.0,0.8432,0.74,polar
1600,160.0,TJP1_KO,7,0.1147,1.0,0.9022,0.79,lateral
1600,160.0,TJP1_KO,8,0.3183,1.0,0.9672,0.827,lateral
1600,160.0,TJP1_KO,9,0.3563,1.0,1.0077,0.826,lateral
1600,160.0,TJP1_KO,10,0.3563,1.0,1.0077,0.826,lateral
1600,160.0,TJP1_KO,11,0.3183,1.0,0.9672,0.827,lateral
1600,160.0,TJP1_KO,12,0.1147,1.0,0.9022,0.79,lateral
1600,160.0,TJP1_KO,13,-0.1317,1.0,0.8432,0.74,polar
1600,160.0,TJP1_KO,14,-0.2028,1.0,0.8197,0.728,polar
1600,160.0,TJP1_KO,15,-0.2028,1.0,0.8197,0.728,polar
1600,160.0,TJP1_KO,16,-0.1317,1.0,0.8432,0.74,polar
1600,160.0,TJP1_KO,17,0.1147,1.0,0.9022,0.79,lateral
1600,160.0,TJP1_KO,18,0.3183,1.0,0.9672,0.827,lateral
1600,160.0,TJP1_KO,19,0.3563,1.0,1.0077,0.826,lateral
1700,170.0,TJP1_KO,0,0.3656,1.0,1.0193,0.826,lateral
1700,170.0,TJP1_KO,1,0.3267,1.0,0.9776,0.827,lateral
1700,170.0,TJP1_KO,2,0.1089,1.0,0.9106,0.786,lateral
1700,170.0,TJP1_KO,3,-0.139,1.0,0.8499,0.737,polar
1700,170.0,TJP1_KO,4,-0.198,1.0,0.8257,0.727,polar
1700,170.0,TJP1_KO,5,-0.198,1.0,0.8257,0.727,polar
1700,170.0,TJP1_KO,6,-0.139,1.0,0.8499,0.737,polar
1700,170.0,TJP1_KO,7,0.1089,1.0,0.9106,0.786,lateral
1700,170.0,TJP1_KO,8,0.3267,1.0,0.9776,0.827,lateral
1700,170.0,TJP1_KO,9,0.3656,1.0,1.0193,0.826,lateral
1700,170.0,TJP1_KO,10,0.3656,1.0,1.0193,0.826,lateral
1700,170.0,TJP1_KO,11,0.3267,1.0,0.9776,0.827,lateral
1700,170.0,TJP1_KO,12,0.1089,1.0,0.9106,0.786,lateral
1700,170.0,TJP1_KO,13,-0.139,1.0,0.8499,0.737,polar
1700,170.0,TJP1_KO,14,-0.198,1.0,0.8257,0.727,polar
1700,170.0,TJP1_KO,15,-0.198,1.0,0.8257,0.727,polar
1700,170.0,TJP1_KO,16,-0.139,1.0,0.8499,0.737,polar
1700,170.0,TJP1_KO,17,0.1089,1.0,0.9106,0.786,lateral
1700,170.0,TJP1_KO,18,0.3267,1.0,0.9776,0.827,lateral
1700,170.0,TJP1_KO,19,0.3656,1.0,1.0193,0.826,lateral
1800,180.0,TJP1_KO,0,0.3779,1.0,1.0334,0.825,lateral
1800,180.0,TJP1_KO,1,0.3398,1.0,0.9923,0.826,lateral
1800,180.0,TJP1_KO,2,0.1139,1.0,0.926,0.784,lateral
1800,180.0,TJP1_KO,3,-0.1328,1.0,0.8662,0.734,polar
1800,180.0,TJP1_KO,4,-0.1825,1.0,0.8422,0.727,polar
1800,180.0,TJP1_KO,5,-0.1825,1.0,0.8422,0.727,polar
1800,180.0,TJP1_KO,6,-0.1328,1.0,0.8662,0.734,polar
1800,180.0,TJP1_KO,7,0.1139,1.0,0.926,0.784,lateral
1800,180.0,TJP1_KO,8,0.3398,1.0,0.9923,0.826,lateral
1800,180.0,TJP1_KO,9,0.3779,1.0,1.0334,0.825,lateral
1800,180.0,TJP1_KO,10,0.3779,1.0,1.0334,0.825,lateral
1800,180.0,TJP1_KO,11,0.3398,1.0,0.9923,0.826,lateral
1800,180.0,TJP1_KO,12,0.1139,1.0,0.926,0.784,lateral
1800,180.0,TJP1_KO,13,-0.1328,1.0,0.8662,0.734,polar
1800,180.0,TJP1_KO,14,-0.1825,1.0,0.8422,0.727,polar
1800,180.0,TJP1_KO,15,-0.1825,1.0,0.8422,0.727,polar
1800,180.0,TJP1_KO,16,-0.1328,1.0,0.8662,0.734,polar
1800,180.0,TJP1_KO,17,0.1139,1.0,0.926,0.784,lateral
1800,180.0,TJP1_KO,18,0.3398,1.0,0.9923,0.826,lateral
1800,180.0,TJP1_KO,19,0.3779,1.0,1.0334,0.825,lateral
1900,190.0,TJP1_KO,0,0.3759,1.0,1.0331,0.825,lateral
1900,190.0,TJP1_KO,1,0.336,1.0,0.9899,0.826,lateral
1900,190.0,TJP1_KO,2,0.1007,1.0,0.9202,0.782,lateral
1900,190.0,TJP1_KO,3,-0.1489,1.0,0.8572,0.732,polar
1900,190.0,TJP1_KO,4,-0.1934,1.0,0.8319,0.727,polar
1900,190.0,TJP1_KO,5,-0.1934,1.0,0.8319,0.727,polar
1900,190.0,TJP1_KO,6,-0.1489,1.0,0.8572,0.732,polar
1900,190.0,TJP1_KO,7,0.1007,1.0,0.9202,0.782,lateral
1900,190.0,TJP1_KO,8,0.336,1.0,0.9899,0.826,lateral
1900,190.0,TJP1_KO,9,0.3759,1.0,1.0331,0.825,lateral
