step,time,perturbation,id,extension,stiffness,tension,activation,classification
300,30.0,DSP_KO,12,-0.0287,1.0,0.4436,0.874,lateral
300,30.0,DSP_KO,13,0.002,1.0,0.4236,0.888,lateral
300,30.0,DSP_KO,14,0.0582,1.0,0.4244,0.902,polar
300,30.0,DSP_KO,15,0.0582,1.0,0.4244,0.902,polar
300,30.0,DSP_KO,16,0.002,1.0,0.4236,0.888,lateral
300,30.0,DSP_KO,17,-0.0287,1.0,0.4436,0.874,lateral
300,30.0,DSP_KO,18,0.0029,1.0,0.4752,0.874,lateral
300,30.0,DSP_KO,19,0.0259,1.0,0.4982,0.874,lateral
400,40.0,DSP_KO,0,0.0343,1.0,0.5535,0.862,lateral
400,40.0,DSP_KO,1,0.0093,1.0,0.5285,0.862,lateral
400,40.0,DSP_KO,2,-0.0263,1.0,0.4929,0.862,lateral
400,40.0,DSP_KO,3,0.0155,1.0,0.4695,0.879,lateral
400,40.0,DSP_KO,4,0.0855,1.0,0.4706,0.897,polar
400,40.0,DSP_KO,5,0.0855,1.0,0.4706,0.897,polar
400,40.0,DSP_KO,6,0.0155,1.0,0.4695,0.879,lateral
400,40.0,DSP_KO,7,-0.0263,1.0,0.4929,0.862,lateral
400,40.0,DSP_KO,8,0.0093,1.0,0.5285,0.862,lateral
400,40.0,DSP_KO,9,0.0343,1.0,0.5535,0.862,lateral
400,40.0,DSP_KO,10,0.0343,1.0,0.5535,0.862,lateral
400,40.0,DSP_KO,11,0.0093,1.0,0.5285,0.862,lateral
400,40.0,DSP_KO,12,-0.0263,1.0,0.4929,0.862,lateral
400,40.0,DSP_KO,13,0.0155,1.0,0.4695,0.879,lateral
400,40.0,DSP_KO,14,0.0855,1.0,0.4706,0.897,polar
400,40.0,DSP_KO,15,0.0855,1.0,0.4706,0.897,polar
400,40.0,DSP_KO,16,0.0155,1.0,0.4695,0.879,lateral
400,40.0,DSP_KO,17,-0.0263,1.0,0.4929,0.862,lateral
400,40.0,DSP_KO,18,0.0093,1.0,0.5285,0.862,lateral
400,40.0,DSP_KO,19,0.0343,1.0,0.5535,0.862,lateral
500,50.0,DSP_KO,0,0.0427,1.0,0.5955,0.853,lateral
500,50.0,DSP_KO,1,0.0157,1.0,0.5684,0.853,lateral
500,50.0,DSP_KO,2,-0.0244,1.0,0.5284,0.853,lateral
500,50.0,DSP_KO,3,0.0235,1.0,0.5004,0.873,lateral
500,50.0,DSP_KO,4,0.1025,1.0,0.5008,0.894,polar
500,50.0,DSP_KO,5,0.1025,1.0,0.5008,0.894,polar
500,50.0,DSP_KO,6,0.0235,1.0,0.5004,0.873,lateral
500,50.0,DSP_KO,7,-0.0244,1.0,0.5284,0.853,lateral
500,50.0,DSP_KO,8,0.0157,1.0,0.5684,0.853,lateral
500,50.0,DSP_KO,9,0.0427,1.0,0.5955,0.853,lateral
500,50.0,DSP_KO,10,0.0427,1.0,0.5955,0.853,lateral
500,50.0,DSP_KO,11,0.0157,1.0,0.5684,0.853,lateral
500,50.0,DSP_KO,12,-0.0244,1.0,0.5284,0.853,lateral
500,50.0,DSP_KO,13,0.0235,1.0,0.5004,0.873,lateral
500,50.0,DSP_KO,14,0.1025,1.0,0.5008,0.894,polar
500,50.0,DSP_KO,15,0.1025,1.0,0.5008,0.894,polar
500,50.0,DSP_KO,16,0.0235,1.0,0.5004,0.873,lateral
500,50.0,DSP_KO,17,-0.0244,1.0,0.5284,0.853,lateral
500,50.0,DSP_KO,18,0.0157,1.0,0.5684,0.853,lateral
500,50.0,DSP_KO,19,0.0427,1.0,0.5955,0.853,lateral
600,60.0,DSP_KO,0,0.0618,1.0,0.6386,0.846,lateral
600,60.0,DSP_KO,1,0.0346,1.0,0.6114,0.846,lateral
600,60.0,DSP_KO,2,-0.007,1.0,0.5698,0.846,lateral
600,60.0,DSP_KO,3,0.0455,1.0,0.5387,0.869,lateral
600,60.0,DSP_KO,4,0.1303,1.0,0.5378,0.891,polar
600,60.0,DSP_KO,5,0.1303,1.0,0.5378,0.891,polar
600,60.0,DSP_KO,6,0.0455,1.0,0.5387,0.869,lateral
600,60.0,DSP_KO,7,-0.007,1.0,0.5698,0.846,lateral
600,60.0,DSP_KO,8,0.0346,1.0,0.6114,0.846,lateral
600,60.0,DSP_KO,9,0.0618,1.0,0.6386,0.846,lateral
600,60.0,DSP_KO,10,0.0618,1.0,0.6386,0.846,lateral
600,60.0,DSP_KO,11,0.0346,1.0,0.6114,0.846,lateral
600,60.0,DSP_KO,12,-0.007,1.0,0.5698,0.846,lateral
600,60.0,DSP_KO,13,0.0455,1.0,0.5387,0.869,lateral
600,60.0,DSP_KO,14,0.1303,1.0,0.5378,0.891,polar
600,60.0,DSP_KO,15,0.1303,1.0,0.5378,0.891,polar
600,60.0,DSP_KO,16,0.0455,1.0,0.5387,0.869,lateral
600,60.0,DSP_KO,17,-0.007,1.0,0.5698,0.846,lateral
600,60.0,DSP_KO,18,0.0346,1.0,0.6114,0.846,lateral
600,60.0,DSP_KO,19,0.0618,1.0,0.6386,0.846,lateral
700,70.0,DSP_KO,0,0.0778,1.0,0.6718,0.842,lateral
700,70.0,DSP_KO,1,0.0496,1.0,0.6436,0.842,lateral
700,70.0,DSP_KO,2,0.0046,1.0,0.5986,0.842,lateral
700,70.0,DSP_KO,3,0.0577,1.0,0.5625,0.866,lateral
700,70.0,DSP_KO,4,0.1451,1.0,0.559,0.89,polar
700,70.0,DSP_KO,5,0.1451,1.0,0.559,0.89,polar
700,70.0,DSP_KO,6,0.0577,1.0,0.5625,0.866,lateral
700,70.0,DSP_KO,7,0.0046,1.0,0.5986,0.842,lateral
700,70.0,DSP_KO,8,0.0496,1.0,0.6436,0.842,lateral
700,70.0,DSP_KO,9,0.0778,1.0,0.6718,0.842,lateral
700,70.0,DSP_KO,10,0.0778,1.0,0.6718,0.842,lateral
700,70.0,DSP_KO,11,0.0496,1.0,0.6436,0.842,lateral
700,70.0,DSP_KO,12,0.0046,1.0,0.5986,0.842,lateral
700,70.0,DSP_KO,13,0.0577,1.0,0.5625,0.866,lateral
700,70.0,DSP_KO,14,0.1451,1.0,0.559,0.89,polar
700,70.0,DSP_KO,15,0.1451,1.0,0.559,0.89,polar
700,70.0,DSP_KO,16,0.0577,1.0,0.5625,0.866,lateral
700,70.0,DSP_KO,17,0.0046,1.0,0.5986,0.842,lateral
700,70.0,DSP_KO,18,0.0496,1.0,0.6436,0.842,lateral
700,70.0,DSP_KO,19,0.0778,1.0,0.6718,0.842,lateral
800,80.0,DSP_KO,0,0.0968,1.0,0.7031,0.838,lateral
800,80.0,DSP_KO,1,0.0678,1.0,0.6741,0.838,lateral
800,80.0,DSP_KO,2,0.0198,1.0,0.6261,0.838,lateral
800,80.0,DSP_KO,3,0.0718,1.0,0.5848,0.863,lateral
800,80.0,DSP_KO,4,0.1597,1.0,0.5781,0.889,polar
800,80.0,DSP_KO,5,0.1597,1.0,0.5781,0.889,polar
800,80.0,DSP_KO,6,0.0718,1.0,0.5848,0.863,lateral
800,80.0,DSP_KO,7,0.0198,1.0,0.6261,0.838,lateral
800,80.0,DSP_KO,8,0.0678,1.0,0.6741,0.838,lateral
800,80.0,DSP_KO,9,0.0968,1.0,0.7031,0.838,lateral
800,80.0,DSP_KO,10,0.0968,1.0,0.7031,0.838,lateral
800,80.0,DSP_KO,11,0.0678,1.0,0.6741,0.838,lateral
800,80.0,DSP_KO,12,0.0198,1.0,0.6261,0.838,lateral
800,80.0,DSP_KO,13,0.0718,1.0,0.5848,0.863,lateral
800,80.0,DSP_KO,14,0.1597,1.0,0.5781,0.889,polar
800,80.0,DSP_KO,15,0.1597,1.0,0.5781,0.889,polar
800,80.0,DSP_KO,16,0.0718,1.0,0.5848,0.863,lateral
800,80.0,DSP_KO,17,0.0198,1.0,0.6261,0.838,lateral
800,80.0,DSP_KO,18,0.0678,1.0,0.6741,0.838,lateral
800,80.0,DSP_KO,19,0.0968,1.0,0.7031,0.838,lateral
900,90.0,DSP_KO,0,0.1183,1.0,0.7334,0.836,lateral
900,90.0,DSP_KO,1,0.0894,1.0,0.7045,0.836,lateral
900,90.0,DSP_KO,2,0.0404,1.0,0.6556,0.836,lateral
900,90.0,DSP_KO,3,0.0921,1.0,0.611,0.862,lateral
900,90.0,DSP_KO,4,0.1799,1.0,0.6016,0.888,polar
900,90.0,DSP_KO,5,0.1799,1.0,0.6016,0.888,polar
900,90.0,DSP_KO,6,0.0921,1.0,0.611,0.862,lateral
900,90.0,DSP_KO,7,0.0404,1.0,0.6556,0.836,lateral
900,90.0,DSP_KO,8,0.0894,1.0,0.7045,0.836,lateral
900,90.0,DSP_KO,9,0.1183,1.0,0.7334,0.836,lateral
900,90.0,DSP_KO,10,0.1183,1.0,0.7334,0.836,lateral
900,90.0,DSP_KO,11,0.0894,1.0,0.7045,0.836,lateral
900,90.0,DSP_KO,12,0.0404,1.0,0.6556,0.836,lateral
900,90.0,DSP_KO,13,0.0921,1.0,0.611,0.862,lateral
900,90.0,DSP_KO,14,0.1799,1.0,0.6016,0.888,polar
900,90.0,DSP_KO,15,0.1799,1.0,0.6016,0.888,polar
900,90.0,DSP_KO,16,0.0921,1.0,0.611,0.862,lateral
900,90.0,DSP_KO,17,0.0404,1.0,0.6556,0.836,lateral
900,90.0,DSP_KO,18,0.0894,1.0,0.7045,0.836,lateral
900,90.0,DSP_KO,19,0.1183,1.0,0.7334,0.836,lateral
1000,100.0,DSP_KO,0,0.1368,1.0,0.7582,0.834,lateral
1000,100.0,DSP_KO,1,0.1071,1.0,0.7285,0.834,lateral
1000,100.0,DSP_KO,2,0.0553,1.0,0.6768,0.834,lateral
1000,100.0,DSP_KO,3,0.1038,1.0,0.6268,0.861,lateral
1000,100.0,DSP_KO,4,0.1896,1.0,0.6135,0.887,polar
1000,100.0,DSP_KO,5,0.1896,1.0,0.6135,0.887,polar
1000,100.0,DSP_KO,6,0.1038,1.0,0.6268,0.861,lateral
1000,100.0,DSP_KO,7,0.0553,1.0,0.6768,0.834,lateral
1000,100.0,DSP_KO,8,0.1071,1.0,0.7285,0.834,lateral
1000,100.0,DSP_KO,9,0.1368,1.0,0.7582,0.834,lateral
1000,100.0,DSP_KO,10,0.1368,1.0,0.7582,0.834,lateral
1000,100.0,DSP_KO,11,0.1071,1.0,0.7285,0.834,lateral
1000,100.0,DSP_KO,12,0.0553,1.0,0.6768,0.834,lateral
1000,100.0,DSP_KO,13,0.1038,1.0,0.6268,0.861,lateral
1000,100.0,DSP_KO,14,0.1896,1.0,0.6135,0.887,polar
1000,100.0,DSP_KO,15,0.1896,1.0,0.6135,0.887,polar
1000,100.0,DSP_KO,16,0.1038,1.0,0.6268,0.861,lateral
1000,100.0,DSP_KO,17,0.0553,1.0,0.6768,0.834,lateral
1000,100.0,DSP_KO,18,0.1071,1.0,0.7285,0.834,lateral
1000,100.0,DSP_KO,19,0.1368,1.0,0.7582,0.834,lateral
1100,110.0,DSP_KO,0,0.1585,1.0,0.7843,0.833,lateral
1100,110.0,DSP_KO,1,0.1294,1.0,0.7553,0.833,lateral
1100,110.0,DSP_KO,2,0.0777,1.0,0.7036,0.833,lateral
1100,110.0,DSP_KO,3,0.1258,1.0,0.6519,0.86,lateral
1100,110.0,DSP_KO,4,0.2109,1.0,0.6364,0.887,polar
1100,110.0,DSP_KO,5,0.2109,1.0,0.6364,0.887,polar
1100,110.0,DSP_KO,6,0.1258,1.0,0.6519,0.86,lateral
1100,110.0,DSP_KO,7,0.0777,1.0,0.7036,0.833,lateral
1100,110.0,DSP_KO,8,0.1294,1.0,0.7553,0.833,lateral
1100,110.0,DSP_KO,9,0.1585,1.0,0.7843,0.833,lateral
1100,110.0,DSP_KO,10,0.1585,1.0,0.7843,0.833,lateral
1100,110.0,DSP_KO,11,0.1294,1.0,0.7553,0.833,lateral
1100,110.0,DSP_KO,12,0.0777,1.0,0.7036,0.833,lateral
1100,110.0,DSP_KO,13,0.1258,1.0,0.6519,0.86,lateral
1100,110.0,DSP_KO,14,0.2109,1.0,0.6364,0.887,polar
1100,110.0,DSP_KO,15,0.2109,1.0,0.6364,0.887,polar
1100,110.0,DSP_KO,16,0.1258,1.0,0.6519,0.86,lateral
1100,110.0,DSP_KO,17,0.0777,1.0,0.7036,0.833,lateral
1100,110.0,DSP_KO,18,0.1294,1.0,0.7553,0.833,lateral
1100,110.0,DSP_KO,19,0.1585,1.0,0.7843,0.833,lateral
1200,120.0,DSP_KO,0,0.1726,1.0,0.8016,0.832,lateral
1200,120.0,DSP_KO,1,0.1418,1.0,0.7709,0.832,lateral
1200,120.0,DSP_KO,2,0.0854,1.0,0.7145,0.832,lateral
1200,120.0,DSP_KO,3,0.1273,1.0,0.6554,0.859,lateral
1200,120.0,DSP_KO,4,0.208,1.0,0.6346,0.886,polar
1200,120.0,DSP_KO,5,0.208,1.0,0.6346,0.886,polar
1200,120.0,DSP_KO,6,0.1273,1.0,0.6554,0.859,lateral
1200,120.0,DSP_KO,7,0.0854,1.0,0.7145,0.832,lateral
1200,120.0,DSP_KO,8,0.1418,1.0,0.7709,0.832,lateral
1200,120.0,DSP_KO,9,0.1726,1.0,0.8016,0.832,lateral
1200,120.0,DSP_KO,10,0.1726,1.0,0.8016,0.832,lateral
1200,120.0,DSP_KO,11,0.1418,1.0,0.7709,0.832,lateral
1200,120.0,DSP_KO,12,0.0854,1.0,0.7145,0.832,lateral
1200,120.0,DSP_KO,13,0.1273,1.0,0.6554,0.859,lateral
1200,120.0,DSP_KO,14,0.208,1.0,0.6346,0.886,polar
1200,120.0,DSP_KO,15,0.208,1.0,0.6346,0.886,polar
1200,120.0,DSP_KO,16,0.1273,1.0,0.6554,0.859,lateral
1200,120.0,DSP_KO,17,0.0854,1.0,0.7145,0.832,lateral
1200,120.0,DSP_KO,18,0.1418,1.0,0.7709,0.832,lateral
1200,120.0,DSP_KO,19,0.1726,1.0,0.8016,0.832,lateral
1300,130.0,DSP_KO,0,0.1897,1.0,0.821,0.832,lateral
1300,130.0,DSP_KO,1,0.1588,1.0,0.7902,0.832,lateral
1300,130.0,DSP_KO,2,0.1015,1.0,0.733,0.832,lateral
1300,130.0,DSP_KO,3,0.1415,1.0,0.6711,0.859,lateral
1300,130.0,DSP_KO,4,0.2201,1.0,0.6476,0.886,polar
1300,130.0,DSP_KO,5,0.2201,1.0,0.6476,0.886,polar
1300,130.0,DSP_KO,6,0.1415,1.0,0.6711,0.859,lateral
1300,130.0,DSP_KO,7,0.1015,1.0,0.733,0.832,lateral
1300,130.0,DSP_KO,8,0.1588,1.0,0.7902,0.832,lateral
1300,130.0,DSP_KO,9,0.1897,1.0,0.821,0.832,lateral
1300,130.0,DSP_KO,10,0.1897,1.0,0.821,0.832,lateral
1300,130.0,DSP_KO,11,0.1588,1.0,0.7902,0.832,lateral
1300,130.0,DSP_KO,12,0.1015,1.0,0.733,0.832,lateral
1300,130.0,DSP_KO,13,0.1415,1.0,0.6711,0.859,lateral
1300,130.0,DSP_KO,14,0.2201,1.0,0.6476,0.886,polar
1300,130.0,DSP_KO,15,0.2201,1.0,0.6476,0.886,polar
1300,130.0,DSP_KO,16,0.1415,1.0,0.6711,0.859,lateral
1300,130.0,DSP_KO,17,0.1015,1.0,0.733,0.832,lateral
1300,130.0,DSP_KO,18,0.1588,1.0,0.7902,0.832,lateral
1300,130.0,DSP_KO,19,0.1897,1.0,0.821,0.832,lateral
1400,140.0,DSP_KO,0,0.2067,1.0,0.8397,0.831,lateral
1400,140.0,DSP_KO,1,0.1763,1.0,0.8093,0.831,lateral
1400,140.0,DSP_KO,2,0.1193,1.0,0.7524,0.831,lateral
1400,140.0,DSP_KO,3,0.159,1.0,0.6897,0.859,lateral
1400,140.0,DSP_KO,4,0.2366,1.0,0.6646,0.886,polar
1400,140.0,DSP_KO,5,0.2366,1.0,0.6646,0.886,polar
1400,140.0,DSP_KO,6,0.159,1.0,0.6897,0.859,lateral
1400,140.0,DSP_KO,7,0.1193,1.0,0.7524,0.831,lateral
1400,140.0,DSP_KO,8,0.1763,1.0,0.8093,0.831,lateral
1400,140.0,DSP_KO,9,0.2067,1.0,0.8397,0.831,lateral
1400,140.0,DSP_KO,10,0.2067,1.0,0.8397,0.831,lateral
1400,140.0,DSP_KO,11,0.1763,1.0,0.8093,0.831,lateral
1400,140.0,DSP_KO,12,0.1193,1.0,0.7524,0.831,lateral
1400,140.0,DSP_KO,13,0.159,1.0,0.6897,0.859,lateral
1400,140.0,DSP_KO,14,0.2366,1.0,0.6646,0.886,polar
1400,140.0,DSP_KO,15,0.2366,1.0,0.6646,0.886,polar
1400,140.0,DSP_KO,16,0.159,1.0,0.6897,0.859,lateral
1400,140.0,DSP_KO,17,0.1193,1.0,0.7524,0.831,lateral
1400,140.0,DSP_KO,18,0.1763,1.0,0.8093,0.831,lateral
1400,140.0,DSP_KO,19,0.2067,1.0,0.8397,0.831,lateral
1500,150.0,DSP_KO,0,0.2178,1.0,0.8519,0.831,lateral
1500,150.0,DSP_KO,1,0.1858,1.0,0.8199,0.831,lateral
1500,150.0,DSP_KO,2,0.1284,1.0,0.7577,0.832,lateral
1500,150.0,DSP_KO,3,0.1638,1.0,0.6904,0.86,polar
1500,150.0,DSP_KO,4,0.2358,1.0,0.6643,0.886,polar
1500,150.0,DSP_KO,5,0.2358,1.0,0.6643,0.886,polar
1500,150.0,DSP_KO,6,0.1638,1.0,0.6904,0.86,polar
1500,150.0,DSP_KO,7,0.1284,1.0,0.7577,0.832,lateral
1500,150.0,DSP_KO,8,0.1858,1.0,0.8199,0.831,lateral
1500,150.0,DSP_KO,9,0.2178,1.0,0.8519,0.831,lateral
1500,150.0,DSP_KO,10,0.2178,1.0,0.8519,0.831,lateral
1500,150.0,DSP_KO,11,0.1858,1.0,0.8199,0.831,lateral
1500,150.0,DSP_KO,12,0.1284,1.0,0.7577,0.832,lateral
1500,150.0,DSP_KO,13,0.1638,1.0,0.6904,0.86,polar
1500,150.0,DSP_KO,14,0.2358,1.0,0.6643,0.886,polar
1500,150.0,DSP_KO,15,0.2358,1.0,0.6643,0.886,polar
1500,150.0,DSP_KO,16,0.1638,1.0,0.6904,0.86,polar
1500,150.0,DSP_KO,17,0.1284,1.0,0.7577,0.832,lateral
1500,150.0,DSP_KO,18,0.1858,1.0,0.8199,0.831,lateral
1500,150.0,DSP_KO,19,0.2178,1.0,0.8519,0.831,lateral
1600,160.0,DSP_KO,0,0.2241,1.0,0.859,0.831,lateral
1600,160.0,DSP_KO,1,0.1911,1.0,0.8261,0.831,lateral
1600,160.0,DSP_KO,2,0.16,1.0,0.7626,0.84,lateral
1600,160.0,DSP_KO,3,0.1954,1.0,0.695,0.867,polar
1600,160.0,DSP_KO,4,0.2414,1.0,0.6701,0.886,polar
1600,160.0,DSP_KO,5,0.2414,1.0,0.6701,0.886,polar
1600,160.0,DSP_KO,6,0.1954,1.0,0.695,0.867,polar
1600,160.0,DSP_KO,7,0.16,1.0,0.7626,0.84,lateral
1600,160.0,DSP_KO,8,0.1911,1.0,0.8261,0.831,lateral
1600,160.0,DSP_KO,9,0.2241,1.0,0.859,0.831,lateral
1600,160.0,DSP_KO,10,0.2241,1.0,0.859,0.831,lateral
1600,160.0,DSP_KO,11,0.1911,1.0,0.8261,0.831,lateral
1600,160.0,DSP_KO,12,0.16,1.0,0.7626,0.84,lateral
1600,160.0,DSP_KO,13,0.1954,1.0,0.695,0.867,polar
1600,160.0,DSP_KO,14,0.2414,1.0,0.6701,0.886,polar
1600,160.0,DSP_KO,15,0.2414,1.0,0.6701,0.886,polar
1600,160.0,DSP_KO,16,0.1954,1.0,0.695,0.867,polar
1600,160.0,DSP_KO,17,0.16,1.0,0.7626,0.84,lateral
1600,160.0,DSP_KO,18,0.1911,1.0,0.8261,0.831,lateral
1600,160.0,DSP_KO,19,0.2241,1.0,0.859,0.831,lateral
1700,170.0,DSP_KO,0,0.2241,1.0,0.8595,0.831,lateral
1700,170.0,DSP_KO,1,0.1905,1.0,0.826,0.831,lateral
1700,170.0,DSP_KO,2,0.177,1.0,0.7602,0.845,lateral
1700,170.0,DSP_KO,3,0.2069,1.0,0.6869,0.872,polar
1700,170.0,DSP_KO,4,0.2283,1.0,0.6573,0.886,polar
1700,170.0,DSP_KO,5,0.2283,1.0,0.6573,0.886,polar
1700,170.0,DSP_KO,6,0.2069,1.0,0.6869,0.872,polar
1700,170.0,DSP_KO,7,0.177,1.0,0.7602,0.845,lateral
1700,170.0,DSP_KO,8,0.1905,1.0,0.826,0.831,lateral
1700,170.0,DSP_KO,9,0.2241,1.0,0.8595,0.831,lateral
1700,170.0,DSP_KO,10,0.2241,1.0,0.8595,0.831,lateral
1700,170.0,DSP_KO,11,0.1905,1.0,0.826,0.831,lateral
1700,170.0,DSP_KO,12,0.177,1.0,0.7602,0.845,lateral
1700,170.0,DSP_KO,13,0.2069,1.0,0.6869,0.872,polar
1700,170.0,DSP_KO,14,0.2283,1.0,0.6573,0.886,polar
1700,170.0,DSP_KO,15,0.2283,1.0,0.6573,0.886,polar
1700,170.0,DSP_KO,16,0.2069,1.0,0.6869,0.872,polar
1700,170.0,DSP_KO,17,0.177,1.0,0.7602,0.845,lateral
1700,170.0,DSP_KO,18,0.1905,1.0,0.826,0.831,lateral
1700,170.0,DSP_KO,19,0.2241,1.0,0.8595,0.831,lateral
1800,180.0,DSP_KO,0,0.2324,1.0,0.8683,0.831,lateral
1800,180.0,DSP_KO,1,0.2019,1.0,0.8379,0.831,lateral
1800,180.0,DSP_KO,2,0.2083,1.0,0.7776,0.848,lateral
1800,180.0,DSP_KO,3,0.2432,1.0,0.7091,0.876,polar
1800,180.0,DSP_KO,4,0.2524,1.0,0.6814,0.886,polar
1800,180.0,DSP_KO,5,0.2524,1.0,0.6814,0.886,polar
1800,180.0,DSP_KO,6,0.2432,1.0,0.7091,0.876,polar
1800,180.0,DSP_KO,7,0.2083,1.0,0.7776,0.848,lateral
1800,180.0,DSP_KO,8,0.2019,1.0,0.8379,0.831,lateral
1800,180.0,DSP_KO,9,0.2324,1.0,0.8683,0.831,lateral
1800,180.0,DSP_KO,10,0.2324,1.0,0.8683,0.831,lateral
1800,180.0,DSP_KO,11,0.2019,1.0,0.8379,0.831,lateral
1800,180.0,DSP_KO,12,0.2083,1.0,0.7776,0.848,lateral
1800,180.0,DSP_KO,13,0.2432,1.0,0.7091,0.876,polar
1800,180.0,DSP_KO,14,0.2524,1.0,0.6814,0.886,polar
1800,180.0,DSP_KO,15,0.2524,1.0,0.6814,0.886,polar
1800,180.0,DSP_KO,16,0.2432,1.0,0.7091,0.876,polar
1800,180.0,DSP_KO,17,0.2083,1.0,0.7776,0.848,lateral
1800,180.0,DSP_KO,18,0.2019,1.0,0.8379,0.831,lateral
1800,180.0,DSP_KO,19,0.2324,1.0,0.8683,0.831,lateral
1900,190.0,DSP_KO,0,0.2347,1.0,0.8709,0.831,lateral
1900,190.0,DSP_KO,1,0.2032,1.0,0.8394,0.831,lateral
1900,190.0,DSP_KO,2,0.2163,1.0,0.7756,0.851,lateral
1900,190.0,DSP_KO,3,0.2443,1.0,0.7001,0.879,polar
1900,190.0,DSP_KO,4,0.2379,1.0,0.6671,0.886,polar
1900,190.0,DSP_KO,5,0.2379,1.0,0.6671,0.886,polar
1900,190.0,DSP_KO,6,0.2443,1.0,0.7001,0.879,polar
1900,190.0,DSP_KO,7,0.2163,1.0,0.7756,0.851,lateral
1900,190.0,DSP_KO,8,0.2032,1.0,0.8394,0.831,lateral
1900,190.0,DSP_KO,9,0.2347,1.0,0.8709,0.831,lateral
1900,190.0,DSP_KO,10,0.2347,1.0,0.8709,0.831,lateral
1900,190.0,DSP_KO,11,0.2032,1.0,0.8394,0.831,lateral
1900,190.0,DSP_KO,12,0.2163,1.0,0.7756,0.851,lateral
1900,190.0,DSP_KO,13,0.2443,1.0,0.7001,0.879,polar
1900,190.0,DSP_KO,14,0.2379,1.0,0.6671,0.886,polar
1900,190.0,DSP_KO,15,0.2379,1.0,0.6671,0.886,polar
1900,190.0,DSP_KO,16,0.2443,1.0,0.7001,0.879,polar
1900,190.0,DSP_KO,17,0.2163,1.0,0.7756,0.851,lateral
1900,190.0,DSP_KO,18,0.2032,1.0,0.8394,0.831,lateral
1900,190.0,DSP_KO,19,0.2347,1.0,0.8709,0.831,lateral
1999,199.9,DSP_KO,0,0.2416,1.0,0.8779,0.831,lateral
1999,199.9,DSP_KO,1,0.2109,1.0,0.8473,0.83,lateral
1999,199.9,DSP_KO,2,0.2326,1.0,0.7848,0.853,lateral
1999,199.9,DSP_KO,3,0.2607,1.0,0.7093,0.881,polar
1999,199.9,DSP_KO,4,0.2462,1.0,0.6754,0.886,polar
1999,199.9,DSP_KO,5,0.2462,1.0,0.6754,0.886,polar
1999,199.9,DSP_KO,6,0.2607,1.0,0.7093,0.881,polar
1999,199.9,DSP_KO,7,0.2326,1.0,0.7848,0.853,lateral
1999,199.9,DSP_KO,8,0.2109,1.0,0.8473,0.83,lateral
1999,199.9,DSP_KO,9,0.2416,1.0,0.8779,0.831,lateral
1999,199.9,DSP_KO,10,0.2416,1.0,0.8779,0.831,lateral
1999,199.9,DSP_KO,11,0.2109,1.0,0.8473,0.83,lateral
1999,199.9,DSP_KO,12,0.2326,1.0,0.7848,0.853,lateral
1999,199.9,DSP_KO,13,0.2607,1.0,0.7093,0.881,polar
1999,199.9,DSP_KO,14,0.2462,1.0,0.6754,0.886,polar
1999,199.9,DSP_KO,15,0.2462,1.0,0.6754,0.886,polar
1999,199.9,DSP_KO,16,0.2607,1.0,0.7093,0.881,polar
1999,199.9,DSP_KO,17,0.2326,1.0,0.7848,0.853,lateral
1999,199.9,DSP_KO,18,0.2109,1.0,0.8473,0.83,lateral
1999,199.9,DSP_KO,19,0.2416,1.0,0.8779,0.831,lateral
0,0.0,TJP1_KO,0,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,1,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,2,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,3,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,4,0.0,1.0,0.1877,0.949,polar
0,0.0,TJP1_KO,5,0.0,1.0,0.1877,0.949,polar
0,0.0,TJP1_KO,6,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,7,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,8,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,9,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,10,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,11,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,12,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,13,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,14,0.0,1.0,0.1877,0.949,polar
0,0.0,TJP1_KO,15,0.0,1.0,0.1877,0.949,polar
0,0.0,TJP1_KO,16,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,17,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,18,0.0,1.0,0.1877,0.95,lateral
0,0.0,TJP1_KO,19,0.0,1.0,0.1877,0.95,lateral
100,10.0,TJP1_KO,0,0.0289,1.0,0.3443,0.916,lateral
100,10.0,TJP1_KO,1,0.0207,1.0,0.3361,0.916,lateral
100,10.0,TJP1_KO,2,0.0161,1.0,0.3315,0.916,lateral
100,10.0,TJP1_KO,3,-0.0112,1.0,0.345,0.905,lateral
100,10.0,TJP1_KO,4,-0.0355,1.0,0.3659,0.893,polar
100,10.0,TJP1_KO,5,-0.0355,1.0,0.3659,0.893,polar
100,10.0,TJP1_KO,6,-0.0112,1.0,0.345,0.905,lateral
