,<nil>,DSP,DSP -- JCAD,DSP -- JCAD -- RhoA,DSP -- JCAD -- RhoC,DSP -- JCAD -- RhoC -- RhoA,DSP -- RhoA,DSP -- RhoC,DSP -- RhoC -- RhoA,DSP -- TJP1,DSP -- TJP1 -- JCAD,DSP -- TJP1 -- JCAD -- RhoA,DSP -- TJP1 -- JCAD -- RhoC,DSP -- TJP1 -- JCAD -- RhoC -- RhoA,DSP -- TJP1 -- RhoA,DSP -- TJP1 -- RhoC,DSP -- TJP1 -- RhoC -- RhoA,JCAD,JCAD -- RhoA,JCAD -- RhoC,JCAD -- RhoC -- RhoA,RhoA,RhoC,RhoC -- RhoA,TJP1,TJP1 -- JCAD,TJP1 -- JCAD -- RhoA,TJP1 -- JCAD -- RhoC,TJP1 -- JCAD -- RhoC -- RhoA,TJP1 -- RhoA,TJP1 -- RhoC,TJP1 -- RhoC -- RhoA
1.9,0.027221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065075,0.079003,0.029884,0.067497,0.0,0.0,0.0,0.0,0.171718,0.386884,0.172718
2.0,0.025626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062145,0.078512,0.03034,0.067228,0.0,0.0,0.0,0.0,0.173202,0.388782,0.174164
2.1,0.02343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061311,0.07633,0.030965,0.067727,0.0,0.0,0.0,0.0,0.17158,0.390604,0.178052
2.2,0.023225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061708,0.075754,0.029045,0.06746,0.0,0.0,0.0,0.0,0.170676,0.394169,0.177963
2.3,0.022752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059491,0.075889,0.02955,0.068538,0.0,0.0,0.0,0.0,0.170627,0.393928,0.179225
2.4,0.022567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057787,0.076326,0.028571,0.064858,0.0,0.0,0.0,0.0,0.172955,0.400017,0.176919
2.5,0.02208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05691,0.076736,0.02744,0.065323,0.0,0.0,0.0,0.0,0.173643,0.398849,0.17902
2.6,0.021089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056917,0.076174,0.027205,0.068452,0.0,0.0,0.0,0.0,0.171901,0.400221,0.17804
2.7,0.020275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056612,0.075269,0.0276,0.070015,0.0,0.0,0.0,0.0,0.168182,0.400823,0.181224
2.8,0.020146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055518,0.073794,0.0272,0.070677,0.0,0.0,0.0,0.0,0.166586,0.403257,0.182822
2.9,0.019427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053351,0.07257,0.027369,0.071668,0.0,0.0,0.0,0.0,0.165537,0.406243,0.183834
3.0,0.019054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05209,0.07374,0.027853,0.069271,0.0,0.0,0.0,0.0,0.165787,0.409566,0.182638
3.1,0.020359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05177,0.073152,0.028649,0.066922,0.0,0.0,0.0,0.0,0.164124,0.4141,0.180925
3.2,0.021205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051104,0.073221,0.028702,0.065061,0.0,0.0,0.0,0.0,0.164227,0.420156,0.176325
3.3,0.021278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050626,0.073227,0.027095,0.066159,0.0,0.0,0.0,0.0,0.162544,0.418727,0.180343
3.4,0.020574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05138,0.072777,0.025398,0.067867,0.0,0.0,0.0,0.0,0.163449,0.418903,0.179652
3.5,0.020295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052263,0.074055,0.02496,0.066337,0.0,0.0,0.0,0.0,0.163431,0.419044,0.179615
3.6,0.017903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051616,0.075759,0.025696,0.064932,0.0,0.0,0.0,0.0,0.163279,0.421283,0.179531
3.7,0.017109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052136,0.076635,0.027292,0.063549,0.0,0.0,0.0,0.0,0.164441,0.420611,0.178227
3.8,0.017768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051504,0.073902,0.027936,0.063728,0.0,0.0,0.0,0.0,0.166348,0.419813,0.179001
3.9,0.017889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051296,0.071568,0.027355,0.064838,0.0,0.0,0.0,0.0,0.165216,0.422067,0.179769
